epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
17,"[0.8758780218563803, 0.8756184326553005, 0.8753552755093305, 0.8751077917146, 0.8794924205799071]","[-21.39392615957965, -21.056872930158193, -20.957308968508144, -20.931858743385042, -20.962266101360903]","[0.21010560355701371, 0.21884629335894765, 0.20923344664145643, 0.16196119610503334, 0.1386058338043421]"
18,"[0.896275303934209, 0.8970000583803572, 0.8964010372187181, 0.8947045465732639, 0.8966940053675344]","[-21.826120499796993, -21.475305605711124, -21.368118123265027, -21.414712612409513, -21.44948933743404]","[0.28267822552808275, 0.2797477369000377, 0.2810437768640961, 0.2832565001323576, 0.31374110199903393]"
19,"[0.9003509378622634, 0.900735311674386, 0.90054427136796, 0.9001473060490244, 0.9011156213980784]","[-21.75695992957031, -21.41051808039801, -21.302034458177005, -21.345915267033128, -21.34121520136454]","[0.45694602699628123, 0.4488916275581676, 0.4546527065507508, 0.47203623790215565, 0.5005882459390902]"
20,"[0.9001860634846169, 0.9003529141695602, 0.9003703368290851, 0.9024360936214902, 0.9065620809265758]","[-21.81980899021478, -21.547476014264085, -21.381346646422706, -20.940049367513186, -20.370251640032155]","[0.3364443477789139, 0.33192220424093344, 0.3382994764574977, 0.3659895391437473, 0.35381314544241826]"
21,"[0.9071884417208351, 0.9080598090659326, 0.9076206549878205, 0.9075306499951117, 0.9103815971108813]","[-22.011987242535554, -21.64253835454233, -21.540861430905, -21.528520342850502, -21.57722359286174]","[0.3014332397319966, 0.2921185718561998, 0.2980920004321496, 0.33183386936842424, 0.35029376446360583]"
22,"[0.9082370594055996, 0.9093747573705562, 0.9087732866468738, 0.9094241549394249, 0.9125439515847952]","[-22.114331300195065, -21.754870061799682, -21.646693484223956, -21.601308044175468, -21.60159159743595]","[0.5304190446077277, 0.5172749189676225, 0.5288234974314262, 0.5917802479997623, 0.5857233103240329]"
23,"[0.8957094674474416, 0.8968376823101267, 0.8959017770584641, 0.8939751596767509, 0.8977864133062543]","[-21.383658383993914, -21.045929406200095, -20.926929274534828, -20.83946650587891, -20.779515089829406]","[0.46467298308393246, 0.4674995327252703, 0.46063181487786475, 0.44182294343335277, 0.46396769122136977]"
24,"[0.878829680692512, 0.8795308332263511, 0.8789689096639494, 0.8782249108201863, 0.8809034569916482]","[-20.89288556936949, -20.56340461287863, -20.43272075697091, -20.264645770625307, -20.253120055827075]","[0.4119529964338226, 0.38661174976241663, 0.40137101169409034, 0.4685231776874023, 0.5205584363398039]"
25,"[0.8815905279882477, 0.8819648202712973, 0.8816766599873088, 0.881243125794888, 0.883623220811597]","[-21.198328523778745, -20.849494275577886, -20.735237171281955, -20.70077019333434, -20.703537129114792]","[0.28701310848097844, 0.2990169845042825, 0.29352059222963284, 0.3149802587622966, 0.28684727216774336]"
26,"[0.8801486413140931, 0.8791352161384306, 0.8795514604845817, 0.8804731223009488, 0.8914476164559358]","[-20.864177134783247, -20.532243551259114, -20.40824046015555, -20.354230973418456, -20.33011552389506]","[0.4424269287781137, 0.4442432060433637, 0.44868715681531735, 0.4937947784215736, 0.419248799199938]"
27,"[0.9063206847051767, 0.9051881753772487, 0.9055335882136366, 0.9064216285227301, 0.9176277360868456]","[-21.17635616298944, -20.837466600610277, -20.70704578764405, -20.582199310871285, -20.606948693349185]","[0.41895462790483284, 0.41325368435050025, 0.41938504833085977, 0.4474889862568295, 0.48552200610806684]"
28,"[0.9248856662000211, 0.9247094061126464, 0.9250565003470733, 0.9281442881256575, 0.9311023311390457]","[-20.965512229994275, -20.637608159628485, -20.500460062253445, -20.361857251080348, -20.375374543567506]","[0.3731186738225983, 0.3634533118869581, 0.3677696553266664, 0.3759771871321575, 0.3924511300098799]"
29,"[0.8780086614156924, 0.8773035412171082, 0.8776862065323117, 0.8800976317113232, 0.8882098260570342]","[-20.72144660843321, -20.379112191438026, -20.25260410852234, -20.09798263488988, -20.123686730379127]","[0.3143898184642898, 0.310655723879731, 0.31052798293145595, 0.2912037455547742, 0.30930040571381695]"
30,"[0.8710022136979363, 0.8687972176366537, 0.8694840132610185, 0.8699219738317251, 0.8897457819389731]","[-20.1337754260968, -19.82373545149037, -19.68696536263725, -19.624504138424502, -19.567855264671813]","[0.24869816983562099, 0.24875162117813568, 0.24937658108958005, 0.2560671062193903, 0.2633954882155892]"
31,"[0.8757472878467585, 0.874972750643021, 0.8753460401244123, 0.8769254986803282, 0.8852593339494541]","[-20.389806811676703, -20.074582379461802, -19.9388376646151, -19.83095867819835, -19.765025493547586]","[0.5724431242017048, 0.5576053512009744, 0.564597143628107, 0.5754083749102253, 0.6299173441788727]"
32,"[0.8910101191415478, 0.8899191418497541, 0.8903431821990803, 0.8905878955268585, 0.8993453541302759]","[-21.01775208280932, -20.69836212898644, -20.55684307868846, -20.392860688095986, -20.36240485445528]","[0.38332988045615146, 0.37787737303751573, 0.37851222683595803, 0.39641023914953377, 0.3926815553920948]"
33,"[0.8819386053367665, 0.8802569412499405, 0.8807418697608621, 0.8804197261880732, 0.895398700005501]","[-20.679277762747194, -20.360981662033776, -20.225907562128953, -20.134152135247657, -20.100142689069546]","[0.533395591903891, 0.5108534703861501, 0.5196239316402248, 0.501262313532654, 0.6058092659790292]"
34,"[0.8775229014771319, 0.8773933977834538, 0.8774018290566911, 0.8777191740478307, 0.8823901250670638]","[-20.32366349255104, -20.02211985696564, -19.88070869264171, -19.785744580070737, -19.66403201971242]","[0.23086180269265444, 0.2324754397889547, 0.2306358215267995, 0.21856853213495467, 0.21613944622590622]"
35,"[0.8821425623576775, 0.88211682225839, 0.8822585442721388, 0.8851179760299972, 0.8888410153190224]","[-21.41679749029572, -21.06730927063392, -20.94696895436501, -20.866884026596335, -20.909805552008574]","[0.24823825117983392, 0.2548286667830242, 0.24884284498779324, 0.21908852785358293, 0.20185615192791853]"
36,"[0.8942355094760288, 0.8935133990749194, 0.8936495493546073, 0.8941311693251773, 0.9036304234936654]","[-20.914013760427032, -20.597839596865754, -20.470773565523682, -20.33119811901669, -20.187910526529684]","[0.6619124169307293, 0.6526007075583352, 0.652148021597782, 0.6504075849233115, 0.7150190492588743]"
37,"[0.9156162696100786, 0.9155594097140195, 0.9160979565628289, 0.9213436243289423, 0.9263463035207403]","[-22.097778589607174, -21.75835790772659, -21.626079293367326, -21.4549571096393, -21.439070929648928]","[0.37763364926900733, 0.38333065481643597, 0.3842365000209275, 0.41810582089353276, 0.48040351786932745]"
38,"[0.9468033705778682, 0.9457980292241344, 0.9468775761211915, 0.9497020345592682, 0.9524011571936352]","[-20.817457785376593, -20.497711180940673, -20.35897568965282, -20.24021427531837, -20.207482860330543]","[0.6109729427051838, 0.6026929678010589, 0.6046550126481319, 0.5931514743287143, 0.6459614119332762]"
39,"[0.9223421255356914, 0.9211639732122014, 0.9216557220836942, 0.922740309955092, 0.9327970057406909]","[-20.6586976820597, -20.333179165305573, -20.202207819559867, -20.130731152728444, -20.125932676066817]","[0.3979552736682965, 0.40307652106603525, 0.40187793230454294, 0.4117049981068226, 0.39510986447790397]"
40,"[0.9399944673213105, 0.937883573896574, 0.9393063142968665, 0.9423973004439303, 0.9489128589221277]","[-20.135357227591193, -19.823729410108246, -19.681392882550973, -19.569140860911237, -19.53220979987583]","[0.7378939486139974, 0.7243111638665031, 0.726709169184835, 0.6915667644876006, 0.7248984175741542]"
41,"[0.9428334351925574, 0.9420921603991054, 0.942772543248947, 0.9446998399760861, 0.9492880085446933]","[-20.991770113814297, -20.66981943898868, -20.53412637228758, -20.42022393342241, -20.344090954561846]","[0.5701728692334512, 0.5701013209960998, 0.5691804684661367, 0.5549851970721319, 0.513495445067091]"
42,"[0.9299174368789271, 0.9295713834416062, 0.9301562518970445, 0.9339594135791728, 0.9385769380511679]","[-22.207887713592832, -21.8400295827835, -21.74669407073096, -21.79127611714505, -21.726163097163262]","[0.2938394811513927, 0.2881251808965467, 0.28920335912225975, 0.287989051360873, 0.32348545527725736]"
43,"[0.9371681398833239, 0.9378082997359461, 0.9377104404827536, 0.9379974311069187, 0.9356355852073652]","[-22.018150315047237, -21.624963282577465, -21.54877681875915, -21.692144548238858, -21.815159497085542]","[0.31192520462101003, 0.3152530724088563, 0.3163753788191033, 0.3313085976142988, 0.3251827099376547]"
44,"[0.9344398504526223, 0.9338559470584116, 0.9345179812913094, 0.9388202408161646, 0.9412980385786154]","[-22.02706598746217, -21.645787644355774, -21.56065819038972, -21.65100473132768, -21.677778429367372]","[0.3083663026671381, 0.3188450203498804, 0.31420080194614075, 0.3102036013105257, 0.3004307390528668]"
45,"[0.9281563678011764, 0.9281481588129928, 0.9282010974358313, 0.9293417503397291, 0.9290866690734944]","[-21.936877017325457, -21.574941540317344, -21.47866243323238, -21.522303045203763, -21.405609497474277]","[0.39555023051163024, 0.3788886597324986, 0.38754274658236126, 0.40593217712856483, 0.5146944237841917]"
46,"[0.9226884498719172, 0.9228774113405406, 0.9230374979899123, 0.9243939696182399, 0.9281569499913974]","[-21.98361704640875, -21.62687795274465, -21.526532331822033, -21.52471657831569, -21.33672711851448]","[0.6732677079911353, 0.6709286883843906, 0.6643702768688923, 0.6063283513142689, 0.6293668959563441]"
47,"[0.9377092408167541, 0.9379892501434041, 0.9379694925507356, 0.938396926987723, 0.938258594043671]","[-21.792777753088533, -21.38358835572938, -21.313453786027036, -21.445647990289757, -21.703475241205467]","[0.44569817415862, 0.43664096440449846, 0.4397569179565982, 0.4006077631479151, 0.3912107031171964]"
48,"[0.9454484154418777, 0.9453743235722366, 0.9457109949980377, 0.9452772171790845, 0.9423799315548061]","[-21.795272446439288, -21.376396857623902, -21.308104444969736, -21.428028629194653, -21.70947324007521]","[0.31654179556420736, 0.33489484191195823, 0.3289472055593361, 0.3339262976491506, 0.21810927275756814]"
49,"[0.9252767202320354, 0.9243617039088312, 0.9256260985825467, 0.9277395357905278, 0.9284431168756516]","[-21.058118517711353, -20.732029529120428, -20.60064942942421, -20.51079360662264, -20.470620562415938]","[0.6902602498060513, 0.6632731735573618, 0.6803666299169643, 0.723318696181992, 0.803573049453746]"
50,"[0.964348083660869, 0.9628077818120417, 0.9640771309178491, 0.9610519852893715, 0.960091786443947]","[-19.932859986693884, -19.60596952566191, -19.476908267232435, -19.4293645710444, -19.44574262954358]","[0.26895594768716347, 0.26550025004259253, 0.26877416094548623, 0.28855308383923667, 0.3241757339767171]"
51,"[0.9624742548405305, 0.9610801180161685, 0.9622932812638602, 0.961451450938992, 0.9608403821862812]","[-19.77915783879097, -19.441278659946896, -19.319164126915854, -19.29896773267687, -19.377377092856012]","[0.26371579195989076, 0.27035592634991584, 0.26781076078329613, 0.2707362711604789, 0.22160983607167176]"
52,"[0.9581592324596006, 0.9564732681852379, 0.9580068758594049, 0.956203214798485, 0.9557075180152351]","[-19.952460610413716, -19.62768218480059, -19.498313285530514, -19.44767109876236, -19.44077802860727]","[0.27066882235494627, 0.2704394360476061, 0.269650463584871, 0.2770737226143443, 0.2884987998262517]"
53,"[0.9606836437054599, 0.9598062794801494, 0.9606940773694926, 0.9634481142521031, 0.963849310145324]","[-20.349648592526115, -19.99071915951832, -19.879717940974523, -19.863745720915798, -20.006813980556643]","[0.31329651201921227, 0.3133252432463296, 0.316817552815187, 0.3410970698435085, 0.35652047801306663]"
54,"[0.94475731828335, 0.943436657323028, 0.9449140501045549, 0.9496946230197616, 0.9513650488103592]","[-20.596361252358125, -20.245574272212966, -20.131301283032077, -20.102064298431905, -20.16783889236048]","[0.4640902427838136, 0.4676336605400665, 0.46622729593209833, 0.469933144489214, 0.452072105701241]"
55,"[0.935581399776661, 0.9350465944921079, 0.9354645775623655, 0.9372125499380789, 0.9440557714009258]","[-21.693541854743607, -21.344777123800526, -21.23858929256475, -21.28639642770495, -21.271656421769002]","[0.47958197067551955, 0.4796641414176101, 0.48069595412056915, 0.48620784344996026, 0.48495662917144405]"
56,"[0.9228296436926299, 0.9227018377999676, 0.9234263899966201, 0.9293186121678997, 0.9352873197331328]","[-21.202382226284733, -20.85298355643683, -20.73828903858616, -20.70627898327922, -20.73455829652403]","[0.7780200171233692, 0.7629734066030742, 0.7722215614608628, 0.8024960171481674, 0.851861423923983]"
57,"[0.9393362771785864, 0.9391528981563745, 0.9395309922250769, 0.9421160306317957, 0.9452651965845456]","[-21.484795052242823, -21.112412749241756, -21.022597034623598, -21.117304017676624, -21.149178328070285]","[0.5804641917112995, 0.5766537096079791, 0.579305261081829, 0.6129845191378311, 0.615584848744538]"
58,"[0.950246627058205, 0.9502380114332213, 0.9504036940638471, 0.9513650291637552, 0.9548947189513802]","[-21.793036345241134, -21.405485450112533, -21.318331650096408, -21.349565422242076, -21.38122383846464]","[0.22911591791845715, 0.22359635166154043, 0.22652608957725065, 0.2903037758046561, 0.34439690296759884]"
59,"[0.9567443560133957, 0.956672227461967, 0.9568634962749282, 0.9577052097499525, 0.9571565895269174]","[-20.748352646294116, -20.373653990690674, -20.276471612397305, -20.288419955146637, -20.37585576530566]","[0.46193938599084744, 0.4595263302303331, 0.46232615785516823, 0.4737248269116137, 0.46599208934597086]"
60,"[0.9356824312738862, 0.9350976426441873, 0.9359402776558415, 0.9403425593736483, 0.942187600601733]","[-22.053643626806057, -21.679189460582517, -21.587286651070364, -21.62955729926262, -21.610033725592242]","[0.248656830550992, 0.250923080159258, 0.24702504570343814, 0.19545039039054404, 0.22125452930047013]"
61,"[0.9314466009319419, 0.9312344766730007, 0.9315826861150656, 0.9330021180055358, 0.9375375764538856]","[-21.68836305403199, -21.336249315774477, -21.22857700702515, -21.203003024729252, -21.05712903623754]","[0.6859822359111745, 0.6671568897919027, 0.6829415904275082, 0.6943162812716417, 0.7117536697158973]"
62,"[0.9441535231148179, 0.9442408024652108, 0.9443249212366246, 0.9448772494076944, 0.9483392993896664]","[-21.735956572979642, -21.329203999421544, -21.262406896081036, -21.410330437630915, -21.452583591731745]","[0.35837185665681826, 0.3568535718720993, 0.3581284952176659, 0.39221098349820305, 0.4271124324161198]"
63,"[0.9472742222731366, 0.9475586751296032, 0.947581198427719, 0.9484803189918355, 0.948941621522819]","[-21.470535426796527, -21.044721450802882, -20.98150196867329, -21.113414869842217, -21.37635258271714]","[0.3885481661884119, 0.3565580996210318, 0.3644799672690962, 0.3240908630323677, 0.3133974379032532]"
64,"[0.9543408055976897, 0.9544419761001992, 0.9546077727409701, 0.9558109667624963, 0.9545711418877091]","[-21.318646106245208, -20.904375132387557, -20.825376372049956, -20.837992744389567, -21.070288320982495]","[0.1737252184210882, 0.17470367097715392, 0.17091461059343876, 0.21506139294784082, 0.24849787086293795]"
65,"[0.9491897978067276, 0.94935402353983, 0.949561244318854, 0.9497789991509725, 0.9520109771016114]","[-21.037238247275486, -20.62852194175576, -20.560689561778965, -20.64455188691924, -20.650836454201713]","[0.4206365955935835, 0.42886479900828994, 0.42293803592215057, 0.40515578149731674, 0.4708410915458914]"
66,"[0.9493636975039215, 0.9495555906572805, 0.9495575589071963, 0.9492115210248953, 0.9499652283567211]","[-21.629795906317835, -21.219847236375575, -21.149398345367693, -21.212694454004613, -21.318947114179334]","[0.26830308967476224, 0.26572391368701753, 0.2623573604826727, 0.28850811126082454, 0.3115396437220964]"
67,"[0.9436802575086991, 0.9440193171693705, 0.9437841942499536, 0.9428780933350617, 0.9440061672832835]","[-21.021300758797047, -20.63201207710021, -20.554723523187832, -20.654199834744936, -20.641032362548337]","[0.546988426208296, 0.5493116059708711, 0.5452611735969917, 0.5439721084917897, 0.5677218720552442]"
68,"[0.9422774976347389, 0.9423143173553322, 0.9424456949328958, 0.9428837142710317, 0.9455616452078835]","[-21.291494780742326, -20.912549146049283, -20.820226961478554, -20.82074896424738, -20.849951105425127]","[0.5118556114472211, 0.5106764877967437, 0.5229598814498664, 0.6464236848046337, 0.6368098904091725]"
69,"[0.9470507518149517, 0.9475727460050247, 0.9472435410800083, 0.9465985199715509, 0.9469356233008207]","[-21.243040837530106, -20.829133531583853, -20.768542358109734, -20.891531429771177, -20.92706251691893]","[0.4144038838927249, 0.42059544442266444, 0.4110064444972384, 0.45333337481274666, 0.5303714397444227]"
70,"[0.9482852303995121, 0.9487475069102673, 0.948514211882088, 0.9471598932492339, 0.946824095583461]","[-21.24849863455041, -20.863682826391447, -20.77605483975788, -20.778588311647518, -20.793895870279698]","[0.4090391237577066, 0.42386106002629703, 0.40991588918487193, 0.35515639856707565, 0.31665303091903857]"
71,"[0.9497029629616658, 0.9499485368295169, 0.9499795596708527, 0.9492083689256675, 0.9486820839583995]","[-21.14356813991151, -20.74379081354423, -20.671773653586055, -20.802747185168233, -20.910724875738264]","[0.4641049842730166, 0.44327921378646806, 0.4581192555506169, 0.508932186890639, 0.6188837283661853]"
72,"[0.9462137639427719, 0.9466216527001771, 0.9464713025047549, 0.9447693959833224, 0.9449809792266394]","[-20.75066770846245, -20.37949749007042, -20.285359006659576, -20.33458840548474, -20.389567304196923]","[0.39765604149553413, 0.3843720658439238, 0.39582239860033075, 0.45934072413851695, 0.5588182763331782]"
73,"[0.9530446194161223, 0.9532348272471671, 0.9532343868804093, 0.9535696860858411, 0.9552648315873413]","[-21.20965900801104, -20.82370902549311, -20.73841675848418, -20.817044109400708, -20.882761498600978]","[0.5033792332503771, 0.5002376350818307, 0.5066366954766284, 0.5579564715139547, 0.5670724003590821]"
74,"[0.9418490354230903, 0.9421338822580849, 0.9421239818934892, 0.9405442816632847, 0.9423744380160348]","[-20.662705170058207, -20.334439626690237, -20.208291636520055, -20.113604867746663, -20.01147318195759]","[0.3610586558592222, 0.353813829636268, 0.36206282287529884, 0.4035010788890285, 0.4161644692035212]"
75,"[0.944345818002334, 0.9444756084685237, 0.9443616954366645, 0.9425668891146367, 0.9441736723065043]","[-21.290806278779122, -20.928491492863987, -20.828410707814164, -20.75031744414829, -20.7138577397078]","[0.3479362280481645, 0.35207382914920454, 0.34822003819332464, 0.339038361032133, 0.32673319809601953]"
76,"[0.9533115283756635, 0.9534912842732775, 0.953469264718509, 0.9539362356853677, 0.9547865247906334]","[-21.159878020915414, -20.741253230598485, -20.669085145180073, -20.732911590659526, -20.96937040729045]","[0.5131084542091924, 0.5318647433727418, 0.5265550091975604, 0.5490770605608608, 0.49673633948876056]"
77,"[0.9539255815070334, 0.9534531996405139, 0.9538143592897534, 0.9513514496703704, 0.9516407802941436]","[-20.608305528686568, -20.27223162622901, -20.15782646249043, -20.148760907054275, -20.082045518758807]","[0.716199597645846, 0.7149058955965596, 0.7128755582269312, 0.6732475175077773, 0.6696858409315501]"
78,"[0.9295334667177585, 0.9301840331217707, 0.9299569344714699, 0.929844257553763, 0.9309602294069977]","[-21.27364641929023, -20.890389202945535, -20.7985083056165, -20.834913725312326, -20.921690213644236]","[0.5220916439327529, 0.5370606381907072, 0.5291293717752948, 0.5044067687120537, 0.3979582112542841]"
79,"[0.9245882899240132, 0.9244881357794634, 0.9247567015578251, 0.9268296757916242, 0.9302238644289736]","[-20.672698819648865, -20.3039547097112, -20.19300234997107, -20.116438284645287, -20.218585601136603]","[0.42586484150035986, 0.448979855071071, 0.4380988334596079, 0.43437737385582265, 0.3462475623983581]"
80,"[0.9203981913921773, 0.9199660805085778, 0.92092783901195, 0.9265449791215079, 0.9289817718000313]","[-21.225249366446818, -20.907419416200494, -20.773037225975, -20.66709545808451, -20.549201012784714]","[0.3518653647878979, 0.3432282476067121, 0.3465316390793748, 0.3615531710799929, 0.44451006558854944]"
81,"[0.9263717440748573, 0.9266904459782146, 0.9267747637374277, 0.9289643089828766, 0.9325339421770038]","[-21.818639145803697, -21.436916304852183, -21.355596573127198, -21.305728437744182, -21.194370549213573]","[0.3966054011537232, 0.3722038055805058, 0.3907782226818798, 0.4933171985635189, 0.5684725965866422]"
82,"[0.9225252483914309, 0.9224192653444325, 0.9231511495040612, 0.9298169077516661, 0.9310427038127328]","[-21.226419700459665, -20.8637200016605, -20.761240676914905, -20.757052792717815, -20.757702667957645]","[0.357279771132101, 0.378175557730034, 0.36273121078958537, 0.34083271075302896, 0.37605559848999187]"
83,"[0.9309292365657157, 0.9316014479068072, 0.9314232014115913, 0.9332533266679426, 0.9360153510056181]","[-21.2564084987113, -20.91889932629903, -20.808518194295104, -20.713746978580197, -20.424640381205784]","[0.6910246832710798, 0.6668591623019962, 0.6836877275139172, 0.7062208392904309, 0.7602874004621426]"
84,"[0.9388516896622129, 0.93788718982841, 0.9388960795528383, 0.9403845924311941, 0.9426532124343533]","[-20.37078469315631, -20.083610736866365, -19.930473899874073, -19.717422998782244, -19.498921670216635]","[0.6539072589924803, 0.6321161332721388, 0.642207551951986, 0.5983629790146724, 0.4761720316498423]"
85,"[0.9435885076809797, 0.9420573827680973, 0.9433756614129157, 0.9450431915181491, 0.9480417878939309]","[-20.231909563894718, -19.934347447496993, -19.792324196062633, -19.645713598693728, -19.429066231897153]","[0.38268454882579145, 0.3819798273352226, 0.3800424199091075, 0.3758429408121478, 0.38536895919319675]"
86,"[0.9344049205985959, 0.9338699185955636, 0.9347572286100624, 0.9381126686426542, 0.9430677816441709]","[-20.670216350875098, -20.350083378254855, -20.225208234249493, -20.16441554897534, -20.031079933271386]","[0.2828864321824551, 0.27770138529059024, 0.281317078107413, 0.3052017644403343, 0.32842366909100384]"
87,"[0.948909048748126, 0.9478777114411272, 0.949128027407491, 0.9509434856905766, 0.9517991225130439]","[-20.046058909584943, -19.745090479849384, -19.59989565904017, -19.44298038349664, -19.26542429425129]","[0.5265206066761094, 0.5145648058744201, 0.5165769074816414, 0.5433137352477079, 0.6021544193935336]"
88,"[0.941909021067943, 0.940494156539849, 0.9418490281566663, 0.9463919102107498, 0.952079414611706]","[-20.271276226814145, -19.98090101906257, -19.83843852972131, -19.672365734574388, -19.421124190386486]","[0.5774680351323637, 0.5909417584861655, 0.568755986044081, 0.42171067727771294, 0.4429016302941073]"
89,"[0.9227764351226939, 0.9222792310233325, 0.9228633151726551, 0.9286427053191553, 0.9354557250090704]","[-20.575664530115187, -20.26777833691745, -20.123189257964476, -19.803035216375196, -19.629628688192078]","[0.3902984390331528, 0.4038364466866923, 0.4041344468344306, 0.44101064639946125, 0.4181184899791403]"
90,"[0.9212386185306971, 0.9202980855869365, 0.9209278101935505, 0.9229164458993514, 0.928037501330547]","[-20.53301152716657, -20.22647239807994, -20.084613515978734, -19.952135746258318, -19.832196322423457]","[0.3484184983503689, 0.3434781673457976, 0.35135032316536013, 0.23555119829029436, 0.2311364407675029]"
