mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[ 1.05779426e-09 -3.12625116e-09 -8.60413993e-10  5.84334177e-09
  2.96093689e-08]","[8.71502432e-06 1.04752121e-05 1.09753779e-05 1.07327192e-05
 1.10895439e-05]","[7.59516488e-11 1.09730068e-10 1.20458920e-10 1.15191262e-10
 1.22977983e-10]",[0.00693495 0.00542421 0.00659672 0.0322508  0.03314835],[0.25598758 0.22014238 0.24898775 0.35722423 0.28815048],"[8.71502438e-06 1.04752126e-05 1.09753779e-05 1.07327208e-05
 1.10895834e-05]",[0.02903646 0.03007813 0.02877604 0.0264974  0.02727865],"[1.52171386e-11 2.21732208e-11 2.41895810e-11 2.18121882e-11
 1.95757068e-11]",[0.50036021 0.49990935 0.49989043 0.48573543 0.42346136],"[1.43984346e-11 2.09508955e-11 2.29086482e-11 2.10257080e-11
 2.01024386e-11]",[0.47344011 0.47235125 0.47341928 0.46822131 0.43485562],"[6.07006435e-12 8.86978576e-12 9.69837224e-12 9.95521000e-12
 1.39652520e-11]",[0.19959197 0.19997496 0.20042197 0.22169249 0.3020961 ],"[3.80696828e-12 5.57650384e-12 6.06903025e-12 5.52144503e-12
 5.51773205e-12]",[0.12517829 0.12572582 0.12541971 0.12295701 0.11935949],"[1.28833611e-13 1.89381715e-13 2.03663848e-13 1.65124823e-13
 1.42991122e-13]",[0.00423622 0.00426973 0.00420882 0.00367716 0.00309318],42
"[4.63829274e-08 5.40012508e-08 5.79158912e-08 5.93769049e-08
 6.08203972e-08]","[9.57464597e-06 1.16539771e-05 1.21070064e-05 1.12720702e-05
 1.06025920e-05]","[9.16738454e-11 1.35815182e-10 1.46579603e-10 1.27059566e-10
 1.12414956e-10]",[-0.19798374 -0.1895647  -0.17796236 -0.02619745 -0.07076644],[1.10636317 1.19613683 1.17951552 1.32635254 0.49645124],"[9.57475832e-06 1.16541022e-05 1.21071449e-05 1.12722266e-05
 1.06027664e-05]",[0.02519531 0.02584635 0.02597656 0.02473958 0.02421875],"[2.30616624e-11 3.45491260e-11 3.70868699e-11 3.08273127e-11
 2.28335850e-11]",[0.58605083 0.58990662 0.58712275 0.56415798 0.52554557],"[1.99419888e-11 2.98322482e-11 3.21000338e-11 2.75396341e-11
 2.07652500e-11]",[0.50677262 0.50936862 0.50817608 0.50399153 0.47794007],"[5.22532335e-12 7.60674435e-12 8.34924895e-12 8.19716547e-12
 7.83525118e-12]",[0.1327877  0.12988082 0.13217708 0.15001296 0.18033881],"[2.55887907e-12 3.65671914e-12 4.04657527e-12 3.95836897e-12
 3.93547354e-12]",[0.06502711 0.06243639 0.06406139 0.07244048 0.0905802 ],"[8.16835145e-14 1.16425697e-13 1.27411330e-13 1.13632463e-13
 1.11618617e-13]",[0.00207577 0.0019879  0.00201705 0.00207954 0.00256905],43
"[-1.49066138e-08 -1.11340211e-08 -1.35225054e-08 -4.24100773e-09
 -4.23420720e-08]","[9.53322842e-06 1.15352642e-05 1.20369014e-05 1.15061026e-05
 1.13536414e-05]","[9.08824440e-11 1.33062320e-10 1.44886995e-10 1.32390396e-10
 1.28905172e-10]",[0.06916346 0.03400124 0.05084675 0.04843822 0.12748328],[1.55121586 1.59385678 1.59226571 1.56496386 1.18153104],"[9.53324007e-06 1.15352696e-05 1.20369090e-05 1.15061033e-05
 1.13537203e-05]",[0.02513021 0.02539062 0.02552083 0.02447917 0.025     ],"[2.27408797e-11 3.35470469e-11 3.62525599e-11 3.05246653e-11
 2.58686586e-11]",[0.59285104 0.5954283  0.59329791 0.57005302 0.53295343],"[2.05242706e-11 3.02287224e-11 3.26160187e-11 2.67229245e-11
 2.25268566e-11]",[0.5350644  0.53653119 0.53378343 0.4990549  0.46410468],"[5.17843324e-12 7.42068105e-12 8.22372866e-12 8.65438381e-12
 9.77030132e-12]",[0.13500091 0.13171006 0.13458694 0.16162201 0.20129052],"[2.70701272e-12 3.96952290e-12 4.29540185e-12 3.89530475e-12
 3.83608952e-12]",[0.07057138 0.07045527 0.07029719 0.07274544 0.0790322 ],"[8.94180524e-14 1.32199966e-13 1.41857743e-13 1.18208171e-13
 1.03409982e-13]",[0.00233111 0.00234642 0.0023216  0.00220756 0.00213048],44
"[-3.48970303e-08 -4.32273219e-08 -4.73538916e-08 -6.86302058e-08
 -5.08282521e-08]","[9.97927550e-06 1.19595914e-05 1.25490161e-05 1.22771059e-05
 1.30103689e-05]","[9.95859394e-11 1.43031826e-10 1.57477804e-10 1.50727328e-10
 1.69269699e-10]",[0.10056525 0.07448483 0.08646397 0.08739049 0.25310745],[0.60346031 0.47886459 0.54679865 0.89292087 2.07261619],"[9.97933651e-06 1.19596695e-05 1.25491054e-05 1.22772977e-05
 1.30104682e-05]",[0.028125   0.02760417 0.02747396 0.02695313 0.02708333],"[2.00805703e-11 2.91818539e-11 3.16898705e-11 2.70201200e-11
 2.71879502e-11]",[0.50790877 0.50471525 0.50487482 0.49018393 0.49890379],"[1.85525661e-11 2.73486135e-11 2.94469701e-11 2.42962850e-11
 2.28638645e-11]",[0.46926013 0.47300841 0.46914151 0.44076963 0.41955603],"[8.09406127e-12 1.19326197e-11 1.30090558e-11 1.22815762e-11
 1.18586904e-11]",[0.20472749 0.20638083 0.20725691 0.2228055  0.21760911],"[4.49174809e-12 6.53153193e-12 7.13341890e-12 6.62332847e-12
 6.74783996e-12]",[0.11361222 0.11296622 0.11364779 0.12015673 0.12382408],"[1.53102570e-13 2.22365075e-13 2.42115665e-13 2.15334281e-13
 2.02111566e-13]",[0.00387251 0.00384592 0.00385732 0.00390647 0.00370878],45
"[-2.19351515e-08 -2.81944839e-08 -2.92322727e-08 -3.08705833e-08
 -1.61215822e-08]","[9.74498212e-06 1.16487838e-05 1.22475627e-05 1.22565636e-05
 1.34583866e-05]","[9.49646766e-11 1.35694165e-10 1.50002792e-10 1.50223352e-10
 1.81128170e-10]",[0.45515484 0.37999607 0.42896484 0.53465838 0.54710335],[2.37194328 1.97502693 2.23654416 3.0606263  3.22577547],"[9.74500681e-06 1.16488180e-05 1.22475976e-05 1.22566025e-05
 1.34583963e-05]",[0.02766927 0.02714844 0.02779948 0.02740885 0.02480469],"[1.68642125e-11 2.45921108e-11 2.68149589e-11 2.49118759e-11
 2.59143082e-11]",[0.54617608 0.54118794 0.54425716 0.54810241 0.54721877],"[1.37927492e-11 2.05341700e-11 2.20076488e-11 1.82124935e-11
 1.68606120e-11]",[0.44670154 0.45188659 0.44668428 0.40070494 0.35603665],"[5.12938979e-12 7.67323773e-12 8.27879025e-12 7.99981256e-12
 9.17423750e-12]",[0.16612397 0.16886162 0.16803274 0.17600909 0.19372753],"[3.69329599e-12 5.42934492e-12 5.89342440e-12 5.38533875e-12
 5.00175152e-12]",[0.11961364 0.11948124 0.1196175  0.11848635 0.10561935],"[1.23105953e-13 1.77449784e-13 1.94048342e-13 1.74970095e-13
 1.68241616e-13]",[0.00398699 0.00390506 0.00393856 0.00384963 0.00355267],46
"[1.20031175e-08 1.78759954e-08 1.85120343e-08 2.82643902e-08
 4.40927558e-09]","[1.07158031e-05 1.31483658e-05 1.36176462e-05 1.27468029e-05
 1.12085273e-05]","[1.14828437e-10 1.72879524e-10 1.85440289e-10 1.62480985e-10
 1.25631083e-10]",[-0.41430135 -0.42906127 -0.4145896  -0.32036538 -0.1374435 ],[0.87140873 0.91347483 0.87856594 0.72657655 0.38689127],"[1.07158099e-05 1.31483780e-05 1.36176588e-05 1.27468343e-05
 1.12085281e-05]",[0.02415365 0.02421875 0.02467448 0.02324219 0.02324219],"[2.93107674e-11 4.38165158e-11 4.69005575e-11 3.76240509e-11
 2.81130529e-11]",[0.62082685 0.61898374 0.61987687 0.60679677 0.57032463],"[2.49266587e-11 3.73183056e-11 3.97044523e-11 3.02837983e-11
 2.37558864e-11]",[0.52796772 0.52718533 0.52476714 0.48841394 0.48193155],"[5.34089277e-12 8.03905001e-12 8.62721084e-12 8.31847575e-12
 8.44235586e-12]",[0.11312463 0.11356542 0.11402441 0.13415951 0.17126861],"[3.01924435e-12 4.50691349e-12 4.84067877e-12 4.33336413e-12
 3.96717890e-12]",[0.06395015 0.06366791 0.06397845 0.06988804 0.08048147],"[1.17616887e-13 1.74948481e-13 1.84721183e-13 1.31356366e-13
 1.10212774e-13]",[0.00249123 0.00247145 0.00244143 0.0021185  0.00223587],47
"[-2.36212840e-08 -3.12354335e-08 -3.40973849e-08 -5.57997017e-08
 -3.10084066e-08]","[1.07031310e-05 1.31967884e-05 1.36550515e-05 1.28602281e-05
 1.11750653e-05]","[1.14557013e-10 1.74155224e-10 1.86460431e-10 1.65385467e-10
 1.24882084e-10]",[-0.16966868 -0.1725537  -0.18530551 -0.37340621 -0.29348108],[0.90883079 0.90850559 0.96047667 1.87562389 1.11581935],"[1.07031570e-05 1.31968254e-05 1.36550940e-05 1.28603492e-05
 1.11751083e-05]",[0.02304688 0.0235026  0.02304688 0.02447917 0.02532552],"[2.94856767e-11 4.48172580e-11 4.80100127e-11 4.14518102e-11
 2.80683167e-11]",[0.57805235 0.57755306 0.57902949 0.57686318 0.53277559],"[2.64663614e-11 4.03308840e-11 4.29431159e-11 3.60464133e-11
 2.61180909e-11]",[0.51886014 0.51973785 0.51791969 0.5016391  0.49575759],"[7.36210815e-12 1.10394384e-11 1.19179073e-11 1.15239445e-11
 1.05256559e-11]",[0.14433055 0.14226353 0.1437371  0.16037271 0.19979155],"[3.18871115e-12 4.83185008e-12 5.13998922e-12 4.47398726e-12
 3.95887335e-12]",[0.06251313 0.0622673  0.06199135 0.06226214 0.07514491],"[8.12983370e-14 1.22496869e-13 1.29547568e-13 1.03181223e-13
 9.22759025e-14]",[0.00159381 0.0015786  0.00156242 0.00143592 0.00175152],48
"[-2.85384624e-08 -2.89337906e-08 -2.87157614e-08  1.03645733e-08
 -2.30449967e-08]","[1.54597251e-05 1.81982225e-05 1.94331011e-05 2.03249436e-05
 2.07387803e-05]","[2.39003102e-10 3.31175302e-10 3.77645417e-10 4.13103333e-10
 4.30097006e-10]",[-0.00356769 -0.02294139 -0.03143535 -0.19265231 -0.04098946],[4.3559881  4.13847069 4.35960925 5.44042459 5.45869785],"[1.54597515e-05 1.81982455e-05 1.94331223e-05 2.03249463e-05
 2.07387931e-05]",[0.01764323 0.01803385 0.01777344 0.01699219 0.01835938],"[2.80705373e-11 3.92315042e-11 4.43786938e-11 4.68338459e-11
 4.82543969e-11]",[0.64891438 0.63850662 0.64528897 0.64911439 0.63770438],"[1.30971427e-11 1.90976875e-11 2.09459441e-11 2.02838421e-11
 2.06354376e-11]",[0.30277027 0.31082162 0.30456477 0.28113287 0.27270694],"[4.05417598e-12 6.09865936e-12 6.63105929e-12 7.34647508e-12
 8.91828628e-12]",[0.09372151 0.09925784 0.096419   0.10182172 0.11785932],"[3.34812615e-12 4.83758447e-12 5.31745643e-12 5.80193223e-12
 6.64588847e-12]",[0.07739956 0.0787334  0.07731854 0.08041444 0.08782852],"[3.03079670e-13 4.25216999e-13 4.71538585e-13 4.29029349e-13
 4.52375914e-13]",[0.00700638 0.00692056 0.00685641 0.00594632 0.00597836],49
"[3.02866583e-07 3.50214891e-07 3.76085271e-07 3.80515391e-07
 4.04822299e-07]","[2.71168363e-05 3.19319335e-05 3.40603156e-05 3.48804849e-05
 3.45975184e-05]","[7.35322813e-10 1.01964838e-09 1.16010510e-09 1.21664822e-09
 1.19698828e-09]",[0.12066058 0.13214809 0.13043411 0.15089122 0.09168379],[0.64680701 0.65032809 0.64035538 0.55289841 0.52834738],"[2.71185276e-05 3.19338540e-05 3.40623919e-05 3.48825604e-05
 3.45998867e-05]",[0.00885417 0.00950521 0.00924479 0.01015625 0.01158854],"[1.28454723e-10 1.76456848e-10 2.00946737e-10 2.05425039e-10
 2.14062111e-10]",[0.79264357 0.79032316 0.79183082 0.78970604 0.77945071],"[5.25055024e-11 7.26564269e-11 8.22413534e-11 8.33504001e-11
 9.00037390e-11]",[0.3239908  0.32541699 0.32407214 0.32042011 0.32772487],"[5.97145051e-12 8.33016794e-12 9.40945959e-12 1.05191783e-11
 1.34922214e-11]",[0.03684747 0.03730954 0.03707798 0.04043839 0.04912837],"[2.07351253e-12 3.09627214e-12 3.31797639e-12 3.26330179e-12
 3.69883662e-12]",[0.01279483 0.01386773 0.01307449 0.01254496 0.01346834],"[8.27831477e-14 1.18904822e-13 1.29336839e-13 1.20867487e-13
 1.36534211e-13]",[0.00051082 0.00053256 0.00050965 0.00046465 0.00049715],50
"[-1.00540851e-07 -1.14283067e-07 -1.27044805e-07 -1.62649688e-07
 -1.75293448e-07]","[2.92881276e-05 3.46786774e-05 3.68619043e-05 3.72363832e-05
 3.58067638e-05]","[8.57794421e-10 1.20261067e-09 1.35879999e-09 1.38654824e-09
 1.28212434e-09]",[0.17711343 0.16186429 0.17021712 0.18965963 0.26575691],[-0.03179024 -0.02249356 -0.03576513 -0.13200832 -0.18618645],"[2.92883002e-05 3.46788658e-05 3.68621233e-05 3.72367385e-05
 3.58071929e-05]",[0.01009115 0.01022135 0.01048177 0.0108724  0.0110026 ],"[1.72830940e-10 2.40182361e-10 2.72059905e-10 2.75186065e-10
 2.66955264e-10]",[0.79401748 0.79179373 0.7936346  0.79609589 0.78719144],"[5.53716316e-11 7.72164487e-11 8.71385969e-11 8.83946982e-11
 9.23703624e-11]",[0.25438757 0.2545545  0.25419477 0.25572028 0.27237957],"[7.23034606e-12 1.04976127e-11 1.15178192e-11 1.12536058e-11
 1.26138237e-11]",[0.03321755 0.0346068  0.033599   0.03255597 0.03719535],"[2.89189094e-12 4.34299947e-12 4.66997174e-12 4.62764595e-12
 4.33110542e-12]",[0.01328588 0.01431729 0.01362292 0.01338749 0.01277146],"[8.25875722e-14 1.19829645e-13 1.29599673e-13 1.21756774e-13
 1.32213068e-13]",[0.00037942 0.00039503 0.00037806 0.00035223 0.00038987],51
"[-2.43621799e-07 -2.93350735e-07 -3.09924559e-07 -3.11039834e-07
 -2.64258527e-07]","[2.68513860e-05 3.15863925e-05 3.36965370e-05 3.45600008e-05
 3.46802032e-05]","[7.20996928e-10 9.97700193e-10 1.13545661e-09 1.19439366e-09
 1.20271649e-09]",[0.20216845 0.19645996 0.20130041 0.21899083 0.24196091],[0.15758676 0.16566749 0.15260253 0.09513379 0.13446291],"[2.68524911e-05 3.15877547e-05 3.36979623e-05 3.45614005e-05
 3.46812100e-05]",[0.00813802 0.00865885 0.00826823 0.0093099  0.01074219],"[1.20550855e-10 1.66821455e-10 1.89150218e-10 1.92215554e-10
 1.95566696e-10]",[0.76036766 0.7562641  0.75910914 0.75976574 0.74984821],"[4.34718135e-11 6.12716536e-11 6.85432135e-11 6.78813004e-11
 7.10888065e-11]",[0.27419599 0.27776734 0.27508179 0.26831276 0.27257102],"[7.15624530e-12 1.05236958e-11 1.14911322e-11 1.18673453e-11
 1.40292442e-11]",[0.04513761 0.04770785 0.04611691 0.04690777 0.05379139],"[3.18641470e-12 4.77456058e-12 5.09882561e-12 4.95225775e-12
 5.33362278e-12]",[0.02009813 0.02164487 0.02046292 0.01957467 0.02045035],"[8.28314176e-14 1.22783309e-13 1.30286210e-13 1.17111300e-13
 1.23986860e-13]",[0.00052245 0.00055662 0.00052287 0.0004629  0.00047539],52
"[2.10975815e-08 2.94957840e-08 2.98094405e-08 3.26346153e-08
 4.54515043e-09]","[2.20204972e-05 2.63497443e-05 2.78530810e-05 2.80755457e-05
 2.61379714e-05]","[4.84902299e-10 6.94309022e-10 7.75794122e-10 7.88236268e-10
 6.83193551e-10]",[0.1546102  0.1595083  0.15568654 0.13448362 0.0861563 ],[0.4221098  0.42576004 0.44306688 0.59653784 0.47013951],"[2.20205073e-05 2.63497608e-05 2.78530970e-05 2.80755647e-05
 2.61379718e-05]",[0.01451823 0.01451823 0.01451823 0.01438802 0.01360677],"[9.63841410e-11 1.38357055e-10 1.53670755e-10 1.48581446e-10
 1.29575762e-10]",[0.73071955 0.72834983 0.73041904 0.72999943 0.70580191],"[4.67676403e-11 6.83943253e-11 7.47889440e-11 6.95805302e-11
 6.46358455e-11]",[0.3545607  0.36004666 0.35548253 0.34185794 0.35207281],"[8.28860173e-12 1.22470609e-11 1.33643469e-11 1.35585571e-11
 1.47919163e-11]",[0.06283859 0.06447192 0.06352265 0.06661491 0.08057188],"[2.88110429e-12 4.34135186e-12 4.64004802e-12 4.12299979e-12
 3.57744269e-12]",[0.02184259 0.02285408 0.02205481 0.02025682 0.01948641],"[6.38506540e-14 9.57679424e-14 1.00777300e-13 7.68481539e-14
 6.99719840e-14]",[0.00048407 0.00050415 0.00047901 0.00037756 0.00038114],53
"[9.20697766e-08 1.10807234e-07 1.19754091e-07 1.46184212e-07
 1.23697775e-07]","[1.94680691e-05 2.32016040e-05 2.45647065e-05 2.49237045e-05
 2.41191507e-05]","[3.79005715e-10 5.38314426e-10 6.03424805e-10 6.21191048e-10
 5.81733430e-10]",[0.15924321 0.17242729 0.16080054 0.10266549 0.05775742],[2.18909941 2.11437265 2.14014048 2.00039798 2.31042933],"[1.94682868e-05 2.32018686e-05 2.45649984e-05 2.49241332e-05
 2.41194679e-05]",[0.01575521 0.01614583 0.015625   0.0140625  0.01497396],"[6.45399409e-11 9.10411818e-11 1.02166770e-10 1.02667421e-10
 9.89741938e-11]",[0.68635868 0.67620121 0.68307951 0.6901773  0.68243395],"[3.12298009e-11 4.49740734e-11 4.96818233e-11 4.78164096e-11
 4.68844648e-11]",[0.33211752 0.33404139 0.33216901 0.32144374 0.32327165],"[8.35580170e-12 1.27308821e-11 1.36742120e-11 1.38180564e-11
 1.44227561e-11]",[0.0888609  0.09455763 0.09142477 0.09289129 0.09944591],"[4.32584399e-12 6.73584560e-12 6.92963978e-12 5.94431009e-12
 6.79152177e-12]",[0.04600377 0.05002996 0.04633106 0.03996037 0.04682801],"[7.92016488e-14 1.18984416e-13 1.25044652e-13 1.04209758e-13
 1.02615887e-13]",[0.00084228 0.00088375 0.00083604 0.00070055 0.00070754],54
"[-3.56213717e-08 -4.44444015e-08 -4.56215059e-08 -3.88076028e-08
 -2.44216193e-08]","[1.12566995e-05 1.34021593e-05 1.41323171e-05 1.37976721e-05
 1.38968838e-05]","[1.26713284e-10 1.79617874e-10 1.99722387e-10 1.90375754e-10
 1.93123379e-10]",[-0.6648282  -0.63098748 -0.66736869 -0.84624327 -0.80279331],[3.24841894 3.01587242 3.23639466 4.32583209 4.30236664],"[1.12567559e-05 1.34022330e-05 1.41323907e-05 1.37977266e-05
 1.38969053e-05]",[0.02363281 0.02441406 0.02376302 0.02532552 0.02154948],"[2.45095518e-11 3.47699565e-11 3.85086481e-11 3.52921281e-11
 3.64192203e-11]",[0.60551902 0.59815262 0.60222873 0.60310209 0.61195402],"[1.50962366e-11 2.18414560e-11 2.38755760e-11 2.15282082e-11
 2.36820700e-11]",[0.37295902 0.37574175 0.37338516 0.36789245 0.39793103],"[6.06872469e-12 8.92559459e-12 9.74219186e-12 9.20473244e-12
 9.01584828e-12]",[0.14993045 0.1535483  0.15235611 0.15729835 0.15149376],"[2.99522261e-12 4.48222385e-12 4.81401932e-12 4.39480575e-12
 3.54057523e-12]",[0.07399826 0.07710835 0.07528545 0.0751022  0.05949247],"[6.82728862e-14 1.01381143e-13 1.07917911e-13 8.70359696e-14
 7.53925959e-14]",[0.00168671 0.00174407 0.00168771 0.00148735 0.00126683],55
"[ 2.12113228e-08  2.62407183e-08  2.49195173e-08  3.75693479e-10
 -2.85811207e-09]","[1.43908120e-05 1.71391023e-05 1.81493904e-05 1.84383512e-05
 1.81792281e-05]","[2.07095469e-10 2.93748829e-10 3.29400373e-10 3.39972794e-10
 3.30484335e-10]",[1.04214634 0.99015353 1.03412251 1.18844599 1.16755616],[4.36722191 4.10162644 4.36513272 5.65520218 5.36927168],"[1.43908276e-05 1.71391224e-05 1.81494075e-05 1.84383512e-05
 1.81792283e-05]",[0.02519531 0.02519531 0.0250651  0.02272135 0.0218099 ],"[2.56395276e-11 3.67026038e-11 4.07154235e-11 3.93256901e-11
 3.93659802e-11]",[0.5779549  0.56962988 0.57619502 0.57881736 0.55875285],"[1.54404514e-11 2.25474628e-11 2.46043895e-11 2.30206821e-11
 2.59993750e-11]",[0.34805183 0.34993999 0.34819549 0.33883119 0.36902993],"[6.85164107e-12 1.01750216e-11 1.10600328e-11 1.17457052e-11
 1.34063252e-11]",[0.15444667 0.15791785 0.15651896 0.17287982 0.1902867 ],"[5.66229039e-12 8.50069498e-12 9.01000350e-12 7.60216703e-12
 6.74044930e-12]",[0.12763685 0.13193205 0.12750743 0.11189292 0.09567259],"[2.95624459e-13 4.20368337e-13 4.62077296e-13 4.15840100e-13
 4.11913236e-13]",[0.00666384 0.00652418 0.00653921 0.00612057 0.00584661],56
"[4.23457941e-08 4.92112236e-08 5.36016957e-08 6.25905258e-08
 6.29158809e-08]","[1.24967066e-05 1.50549411e-05 1.57458689e-05 1.50162572e-05
 1.47776206e-05]","[1.56167677e-10 2.26651252e-10 2.47932388e-10 2.25487982e-10
 2.18378072e-10]",[ 0.14263346  0.15808918  0.15524462  0.16958011 -0.01336329],[0.5947431  0.60295595 0.59117584 0.61445215 0.86463743],"[1.24967784e-05 1.50550215e-05 1.57459602e-05 1.50163877e-05
 1.47777546e-05]",[0.02154948 0.0219401  0.02207031 0.02220052 0.02220052],"[2.91177603e-11 4.23630463e-11 4.61462040e-11 4.06956827e-11
 3.95832499e-11]",[0.58415367 0.57922746 0.58151422 0.5741898  0.56122959],"[2.30978402e-11 3.38218162e-11 3.67716113e-11 3.35201701e-11
 3.55208993e-11]",[0.46338344 0.46244372 0.46337971 0.47294795 0.50363171],"[8.04849773e-12 1.19210754e-11 1.29463081e-11 1.22369225e-11
 1.27718210e-11]",[0.16146707 0.16299617 0.16314369 0.17265507 0.18108477],"[3.87412627e-12 5.84584906e-12 6.20702663e-12 5.20689949e-12
 4.42113987e-12]",[0.07772181 0.07992995 0.07821823 0.07346599 0.06268496],"[9.72831251e-14 1.43607507e-13 1.53621417e-13 1.24573967e-13
 1.08523976e-13]",[0.00195167 0.00196354 0.00193587 0.00175766 0.0015387 ],57
"[-8.65905035e-08 -9.99744332e-08 -1.12159379e-07 -1.59683612e-07
 -1.58374474e-07]","[1.07121502e-05 1.30027735e-05 1.35817833e-05 1.33708915e-05
 1.31612262e-05]","[1.14750162e-10 1.69072119e-10 1.84464836e-10 1.78780739e-10
 1.73217876e-10]",[ 0.0539145   0.06151803  0.05434124 -0.02689471  0.002961  ],[1.01729519 1.02561631 1.05869584 1.32417103 0.53383205],"[1.07125002e-05 1.30031579e-05 1.35822464e-05 1.33718450e-05
 1.31621791e-05]",[0.02226563 0.02304688 0.02239583 0.02473958 0.02265625],"[2.62981856e-11 3.89605061e-11 4.22408583e-11 3.88138690e-11
 3.58285073e-11]",[0.57987644 0.58176095 0.58035372 0.56587332 0.52376257],"[2.13219840e-11 3.14084980e-11 3.40743755e-11 3.15271080e-11
 3.48879841e-11]",[0.47015093 0.46899385 0.46815314 0.45963852 0.51001344],"[7.82074022e-12 1.14943975e-11 1.25707938e-11 1.24157047e-11
 1.39766206e-11]",[0.17244775 0.17163513 0.17271209 0.18101045 0.20431861],"[2.66073049e-12 3.94821684e-12 4.26683418e-12 3.98697925e-12
 3.47350451e-12]",[0.05866925 0.05895504 0.0586227  0.05812678 0.05077777],"[4.73227173e-14 6.91905148e-14 7.51926084e-14 7.12597482e-14
 6.59542284e-14]",[0.00104347 0.00103316 0.00103308 0.00103891 0.00096416],58
"[2.82521151e-07 3.37750511e-07 3.65659477e-07 4.43670256e-07
 3.88272454e-07]","[1.80568583e-05 2.17776993e-05 2.28617649e-05 2.27245746e-05
 2.17523704e-05]","[3.26050132e-10 4.74268185e-10 5.22660297e-10 5.16406292e-10
 4.73165620e-10]",[-0.12667766 -0.12070527 -0.10875037  0.03878589 -0.00346701],[1.65480163 1.5083635  1.53295382 1.29061047 2.02385313],"[1.80590684e-05 2.17803182e-05 2.28646890e-05 2.27289053e-05
 2.17558354e-05]",[0.01796875 0.01861979 0.01796875 0.01627604 0.01816406],"[6.80694976e-11 1.00656728e-10 1.09435112e-10 1.00915470e-10
 8.47301863e-11]",[0.6124842  0.61215927 0.61261865 0.60769031 0.58349612],"[4.88073076e-11 7.26086620e-11 7.87675769e-11 7.46502226e-11
 6.63038264e-11]",[0.43916447 0.44158067 0.44094154 0.44952688 0.45660263],"[1.63920841e-11 2.42387019e-11 2.62160992e-11 2.37974858e-11
 2.31437129e-11]",[0.14749474 0.14741137 0.14675794 0.14330312 0.15937964],"[6.17517830e-12 8.93494136e-12 9.83452530e-12 9.73203223e-12
 9.33116265e-12]",[0.05556379 0.05433921 0.05505375 0.05860411 0.06425924],"[2.12572874e-13 2.94262640e-13 3.33559248e-13 3.49033173e-13
 3.56650267e-13]",[0.00191271 0.0017896  0.00186727 0.0021018  0.00245608],59
"[-2.22543643e-07 -2.69095303e-07 -2.85469617e-07 -3.02323645e-07
 -2.49998066e-07]","[9.42369685e-06 1.13651659e-05 1.18993804e-05 1.16548772e-05
 1.17598930e-05]","[8.88060623e-11 1.29166996e-10 1.41595253e-10 1.35836162e-10
 1.38295082e-10]",[-0.01027053 -0.01197225 -0.00750032  0.0167032  -0.04031124],[0.35767537 0.35863292 0.34533724 0.15083318 0.24464585],"[9.42632420e-06 1.13683512e-05 1.19028041e-05 1.16587976e-05
 1.17625500e-05]",[0.02513021 0.02591146 0.025      0.02513021 0.02558594],"[1.67657611e-11 2.43821862e-11 2.68232238e-11 2.56991509e-11
 2.47513612e-11]",[0.48754766 0.48215235 0.48714945 0.49946755 0.50177224],"[1.41180049e-11 2.06310101e-11 2.26311848e-11 2.18135213e-11
 2.18069248e-11]",[0.41055102 0.40797367 0.41101582 0.42394965 0.44208113],"[7.65630375e-12 1.13926187e-11 1.23123502e-11 1.12422452e-11
 1.04873297e-11]",[0.22264501 0.22528652 0.22361051 0.21849503 0.21260451],"[4.49474071e-12 6.82730895e-12 7.18217405e-12 6.06328131e-12
 5.32836567e-12]",[0.13070688 0.13500853 0.13043891 0.11784095 0.10801935],"[7.54289545e-14 1.11932203e-13 1.18978403e-13 9.54796333e-14
 8.31762908e-14]",[0.00219347 0.00221343 0.00216082 0.00185566 0.00168619],60
"[ 7.20600159e-09  9.09136595e-09  6.74404089e-09 -1.95719528e-08
 -1.81628489e-08]","[1.12973296e-05 1.34729755e-05 1.42174623e-05 1.43983101e-05
 1.54829146e-05]","[1.27629657e-10 1.81521069e-10 2.02136234e-10 2.07311332e-10
 2.39720646e-10]",[-0.18816462 -0.16869805 -0.19021819 -0.28230337 -0.21408204],[2.35370613 2.18043312 2.34995183 2.9554798  2.65614492],"[1.12973319e-05 1.34729786e-05 1.42174639e-05 1.43983234e-05
 1.54829253e-05]",[0.02532552 0.0249349  0.02519531 0.02363281 0.02311198],"[1.82441752e-11 2.65905644e-11 2.91406368e-11 2.80366583e-11
 3.10839877e-11]",[0.5099503  0.50897548 0.51063348 0.50504041 0.48719078],"[1.39349382e-11 2.04302866e-11 2.22545774e-11 2.16583409e-11
 2.76458418e-11]",[0.38950108 0.39106033 0.38996856 0.39014412 0.43330345],"[6.67487214e-12 9.79851457e-12 1.06937091e-11 1.09516197e-11
 1.36058765e-11]",[0.18657204 0.18755539 0.18738663 0.19727781 0.21324991],"[5.34296900e-12 7.90241420e-12 8.48431175e-12 7.58827938e-12
 7.14502632e-12]",[0.14934348 0.15126174 0.14867121 0.13669203 0.11198663],"[2.41770103e-13 3.34319256e-13 3.77974788e-13 3.87688481e-13
 4.07281160e-13]",[0.00675781 0.00639927 0.00662328 0.00698366 0.00638347],61
