epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
16,"[1.96644399e-10 2.75441833e-10 3.09979582e-10 3.13199966e-10
 3.15193145e-10]",[0.16966431 0.16914231 0.17015728 0.17440715 0.1717072 ],[1.51249268 1.55193812 1.55296845 1.52051244 1.52485385],[0.58461222 0.58424263 0.58447246 0.58534191 0.58516255],[0.57095362 0.57116974 0.57178116 0.57568273 0.56596455],[0.46977864 0.47232883 0.47190756 0.47367962 0.45761714],[3.91732748 3.91230867 3.91818981 3.94193626 3.9345244 ]
17,"[1.72621526e-10 2.41778687e-10 2.67156059e-10 2.74213862e-10
 2.66061310e-10]",[0.13753736 0.13714812 0.13828518 0.14015224 0.13985426],[1.74206028 1.80805257 1.81254453 1.79005378 1.77553828],[0.58519291 0.58563471 0.58618613 0.58584088 0.57910955],[0.53013914 0.53003327 0.5333948  0.53573387 0.53036056],[0.42868599 0.43163025 0.4337227  0.43607309 0.42501712],[3.77937914 3.77554425 3.78518889 3.78986516 3.77338941]
18,"[1.11612754e-10 1.58491259e-10 1.76445748e-10 1.68515772e-10
 1.62824635e-10]",[0.11147509 0.11054486 0.1114908  0.11600628 0.11939193],[1.76354584 1.88670742 1.91383465 1.86492964 1.80858535],[0.57343467 0.57370393 0.57346485 0.57394161 0.57046172],[0.45320548 0.4516028  0.45309852 0.46315112 0.47064246],[0.35687692 0.35731842 0.35720439 0.36080294 0.36339638],[3.55863154 3.54428298 3.55603715 3.60005797 3.61471199]
19,"[1.19782737e-10 1.69365607e-10 1.88779654e-10 1.80670979e-10
 1.81455284e-10]",[0.12088095 0.12065435 0.12098243 0.12157307 0.11969968],[1.69521954 1.79138753 1.81605811 1.79697184 1.81282438],[0.5661379  0.56705786 0.56683404 0.56740219 0.56515817],[0.44100594 0.44108518 0.44147645 0.4468891  0.44678477],[0.3249067  0.3251874  0.32520644 0.3302227  0.32368547],[3.5770275  3.56582393 3.5742852  3.60399435 3.61463888]
20,"[1.12548202e-10 1.47867135e-10 1.74506962e-10 2.70280971e-10
 4.76441335e-10]",[0.12664104 0.13018348 0.12757005 0.10382903 0.08062097],[1.6238296  1.66273832 1.72584385 2.11553441 2.69489589],[0.56486744 0.56611411 0.5651365  0.5651919  0.5592796 ],[0.45011153 0.46197238 0.45179436 0.37781692 0.29888192],[0.33771729 0.34973168 0.3395691  0.27018254 0.20878607],[3.67392352 3.67745572 3.67307299 3.55016245 3.37495236]
21,"[9.24408809e-11 1.33753643e-10 1.48070129e-10 1.49895628e-10
 1.42776458e-10]",[0.0969119  0.09688966 0.09703836 0.09657574 0.09663881],[1.70683998 1.8533093  1.89987051 1.92330066 1.89454442],[0.56752984 0.56893095 0.56842699 0.56843838 0.56474695],[0.40725158 0.40887699 0.40820746 0.40532926 0.40437052],[0.32307801 0.32582344 0.32432785 0.32172762 0.32233215],[3.21635078 3.21479754 3.21868693 3.23766459 3.23305126]
22,"[8.35130443e-11 1.19633719e-10 1.33300642e-10 1.39450849e-10
 1.39420477e-10]",[0.10128854 0.10135331 0.1012933  0.09869123 0.09884015],[1.60918952 1.74541437 1.79294426 1.84181968 1.82199024],[0.56796956 0.56704084 0.56726826 0.56398853 0.56330078],[0.42253808 0.42370437 0.42254905 0.40974924 0.40780201],[0.34039386 0.34288388 0.34066909 0.32840302 0.32100558],[3.33382119 3.33160403 3.33302478 3.30714159 3.28507023]
23,"[1.73428331e-10 2.43106775e-10 2.73833097e-10 2.98782003e-10
 3.17112438e-10]",[0.10344262 0.10358844 0.10372027 0.10148812 0.09839644],[2.10975353 2.21169423 2.25333475 2.34400331 2.39643696],[0.56794177 0.5681373  0.56859608 0.56709129 0.56477877],[0.35190318 0.3549771  0.35399936 0.34235573 0.33200458],[0.26941676 0.27476188 0.27158762 0.25903533 0.24764719],[3.34390336 3.34524118 3.34525935 3.27781493 3.23482984]
24,"[2.83825463e-10 3.94602423e-10 4.49669783e-10 5.31411036e-10
 5.37473369e-10]",[0.1163604  0.11669985 0.11639189 0.10940122 0.10774478],[2.13342133 2.1886412  2.21796792 2.37376181 2.392777  ],[0.57837916 0.58016356 0.57904438 0.58131762 0.57622452],[0.43117355 0.43394215 0.43184337 0.40678466 0.39626998],[0.32341051 0.32757    0.32452184 0.29952193 0.28631503],[3.34911607 3.35994591 3.35481358 3.30817588 3.28736768]
25,"[2.09416087e-10 2.96779452e-10 3.32735196e-10 3.44373438e-10
 3.43378092e-10]",[0.12454392 0.1238083  0.12437213 0.12390695 0.12188188],[1.91474881 1.99300797 2.00566448 2.01438841 2.02156019],[0.5781686  0.57843441 0.57795593 0.57993694 0.57920829],[0.4863589  0.48373154 0.48579884 0.48718751 0.48489544],[0.39726342 0.39643717 0.39722034 0.39886524 0.39327661],[3.49857436 3.49365055 3.49636499 3.48107098 3.45816114]
26,"[2.91667662e-10 4.06608385e-10 4.60210339e-10 4.85419654e-10
 4.96586741e-10]",[0.10629324 0.10849974 0.10731595 0.10243077 0.09133408],[2.24064345 2.28694515 2.32831018 2.4213627  2.56844493],[0.58368685 0.58502816 0.58503563 0.58036022 0.57419899],[0.41598142 0.42273823 0.42023217 0.41115298 0.37280642],[0.3296219  0.33538609 0.33296161 0.32872572 0.29933329],[3.27315734 3.29247492 3.27900437 3.2064735  3.1189164 ]
27,"[2.12740856e-10 2.98611087e-10 3.40162301e-10 3.85178585e-10
 3.75593473e-10]",[0.07891744 0.08055476 0.07931796 0.07407562 0.06965954],[2.31630497 2.45120032 2.52831254 2.71392864 2.66333185],[0.56761604 0.56924775 0.56735243 0.56740682 0.55518829],[0.33167932 0.33947979 0.33351795 0.30728133 0.28591137],[0.27256511 0.27868575 0.27414648 0.25653781 0.24037102],[2.93584038 2.96567979 2.93864258 2.80219242 2.74812026]
28,"[2.62190235e-10 3.63958009e-10 4.17427293e-10 4.79319643e-10
 4.72898462e-10]",[0.05566298 0.05678779 0.05568901 0.05094147 0.05033417],[2.66529521 2.86341787 2.98246979 3.20346343 3.16053483],[0.55322002 0.55329962 0.55346545 0.5489477  0.55096172],[0.21037049 0.21625867 0.21033586 0.18587086 0.18132888],[0.17674523 0.18208654 0.17710195 0.15786182 0.1502816 ],[2.42629937 2.45910256 2.42747148 2.29010131 2.28283079]
29,"[3.36328354e-10 4.73598942e-10 5.37470246e-10 6.26969778e-10
 6.11144626e-10]",[0.10144778 0.10116606 0.10111779 0.09650241 0.09739979],[2.34311941 2.43538722 2.45824418 2.56813141 2.46559103],[0.58505972 0.58486589 0.58480595 0.58462747 0.58023977],[0.42855374 0.42755272 0.42717195 0.40570134 0.40605382],[0.35553736 0.35458488 0.35390107 0.3330707  0.33435428],[3.33331777 3.32529583 3.32448203 3.21855062 3.24297327]
30,"[6.03415109e-10 8.22914047e-10 9.43447453e-10 1.00426085e-09
 1.06206002e-09]",[0.07657398 0.07870727 0.07785431 0.07762328 0.0701506 ],[3.12974962 3.18458147 3.23658569 3.25854716 3.38093345],[0.58991633 0.59013767 0.58990425 0.5904978  0.58139075],[0.29226818 0.30374848 0.29923757 0.29583857 0.25436782],[0.21498875 0.22665223 0.22111678 0.21312496 0.17763736],[2.80901024 2.84150254 2.82573256 2.80325118 2.70779392]
31,"[4.68210835e-10 6.41842682e-10 7.35085178e-10 8.18481920e-10
 8.73590354e-10]",[0.09895452 0.10047628 0.09973918 0.09655526 0.09028966],[2.52579762 2.56144379 2.59618517 2.66748197 2.78464574],[0.58392245 0.5846061  0.5843266  0.58279041 0.57650141],[0.41264168 0.41981645 0.41578037 0.40363234 0.3736284 ],[0.34162683 0.34842404 0.34435783 0.3270709  0.3010938 ],[3.17620649 3.18838878 3.18079651 3.11794531 3.09069779]
32,"[2.49509806e-10 3.43450037e-10 3.95618195e-10 4.65892441e-10
 4.80076783e-10]",[0.08512096 0.08641143 0.08546768 0.08076788 0.07678825],[2.46285633 2.57233769 2.63995923 2.80912701 2.84693303],[0.57456491 0.5730224  0.57439379 0.57658234 0.56956512],[0.35664589 0.36346731 0.35823854 0.3365305  0.31326948],[0.29278159 0.2997397  0.2950358  0.27706787 0.25151718],[2.80377388 2.82845461 2.80533951 2.68388198 2.64126015]
33,"[3.49967452e-10 4.81232928e-10 5.50776973e-10 6.03615169e-10
 6.23979570e-10]",[0.08261084 0.08458332 0.08369081 0.0819973  0.07435486],[2.71066436 2.79449432 2.8527522  2.92956385 3.02506631],[0.58200032 0.58320006 0.58269836 0.58230352 0.57328189],[0.33828648 0.34797214 0.34360241 0.33578415 0.29646888],[0.27009866 0.27938278 0.27479139 0.26853921 0.23423791],[2.8832557  2.91286749 2.89866639 2.87674201 2.76970743]
34,"[4.99453272e-10 6.75314648e-10 7.77848025e-10 8.55157412e-10
 9.65332686e-10]",[0.08499933 0.08602156 0.08552822 0.08360676 0.0791613 ],[2.87764791 2.93212429 2.98118068 3.0657221  3.20474739],[0.57918506 0.58050812 0.58006853 0.57823396 0.57598533],[0.34152561 0.34704952 0.34430054 0.33710533 0.31567912],[0.26021949 0.26531749 0.26253868 0.25340772 0.2362446 ],[2.99157158 3.01142957 3.00046058 2.96398616 2.90180614]
35,"[1.68214883e-10 2.38553611e-10 2.69065296e-10 2.91368560e-10
 2.79240966e-10]",[0.12126037 0.12055333 0.12068573 0.11778923 0.12009874],[1.887361   1.97859637 2.00357307 2.05018057 1.98114107],[0.58060624 0.58031262 0.58055513 0.57781294 0.5749556 ],[0.48871833 0.48782752 0.4868173  0.47702633 0.47607221],[0.39477914 0.39622399 0.39464768 0.38363227 0.3763344 ],[3.60531566 3.59943465 3.59944147 3.5650887  3.57532351]
36,"[2.76730530e-10 3.79683028e-10 4.31108417e-10 4.95433017e-10
 5.71426458e-10]",[0.08484322 0.08594487 0.08555877 0.08098008 0.07538041],[2.5223002  2.62498466 2.67759474 2.85470691 2.97458602],[0.57144048 0.57169307 0.57148607 0.57215264 0.56285458],[0.28696733 0.29184744 0.28911464 0.27259321 0.24920782],[0.19646283 0.20180909 0.19931342 0.18677055 0.17011095],[3.18579107 3.21359954 3.1946321  3.02200365 2.88606242]
37,"[8.47178580e-11 1.18960932e-10 1.35771731e-10 1.61019416e-10
 1.63584960e-10]",[0.08283411 0.08353131 0.08254634 0.07649074 0.07555991],[1.72083087 1.89367775 1.96771563 2.08431093 2.05889276],[0.56064469 0.56104522 0.55945551 0.55594831 0.55159132],[0.33468988 0.33947344 0.33288136 0.30426498 0.29878151],[0.26981685 0.27542717 0.26906802 0.24385833 0.23809179],[2.97644789 2.98481177 2.96788018 2.86821913 2.88196326]
38,"[3.03808672e-10 4.18286729e-10 4.80525048e-10 5.41120376e-10
 5.59304939e-10]",[0.04536299 0.04587272 0.04533651 0.04435921 0.04943468],[2.59638456 2.85595784 2.95178531 2.96170333 2.69508065],[0.52913418 0.53095713 0.52912375 0.52911284 0.52554742],[0.15243354 0.15520641 0.15231962 0.14899451 0.17440648],[0.12779495 0.13000949 0.12787612 0.12698168 0.14953496],[2.21639669 2.22760968 2.21536322 2.20709413 2.37758003]
39,"[3.56249169e-10 4.93366507e-10 5.62369854e-10 6.03971034e-10
 6.06764730e-10]",[0.05442484 0.0559496  0.05506781 0.05370494 0.05060782],[3.02849757 3.22138717 3.3263423  3.38259402 3.29146153],[0.55252922 0.55158393 0.55255875 0.55407399 0.54133655],[0.20572676 0.21335487 0.20892291 0.20174147 0.1873852 ],[0.1713903  0.17834554 0.17392792 0.16747625 0.15728789],[2.41761288 2.45660929 2.42974961 2.37336038 2.34114607]
40,"[6.00518846e-10 8.20130498e-10 9.45552554e-10 1.05782090e-09
 1.09768139e-09]",[0.03729997 0.03822857 0.03760171 0.03651643 0.03694364],[3.75826225 4.07460692 4.2057095  4.25589473 3.8793766 ],[0.52410686 0.52703528 0.52433088 0.52821308 0.52787195],[0.12426054 0.12824289 0.12548979 0.12158922 0.1241566 ],[0.11466783 0.11846829 0.1158221  0.11161876 0.1139613 ],[1.86135536 1.87951587 1.86481617 1.84278959 1.91768971]
41,"[2.55165542e-10 3.52092928e-10 4.03247429e-10 4.51872524e-10
 4.87865466e-10]",[0.04657057 0.04722223 0.0465793  0.04564922 0.05253416],[2.53972454 2.80038564 2.91129849 2.95511911 2.55780073],[0.53454398 0.53524246 0.53600073 0.53518268 0.52953462],[0.16143895 0.16498418 0.16145245 0.15668597 0.18729014],[0.12752082 0.13019246 0.12732717 0.12438699 0.14273197],[2.34402095 2.35961966 2.34203295 2.3222081  2.52449787]
42,"[7.59516488e-11 1.09730068e-10 1.20458920e-10 1.15191262e-10
 1.22977983e-10]",[0.09260705 0.09336441 0.09299879 0.09190467 0.0940731 ],[1.46214271 1.61355447 1.6506711  1.60914836 1.55320154],[0.55075838 0.54983153 0.54910429 0.54454841 0.54192877],[0.39449611 0.3986815  0.3958665  0.38621967 0.3964539 ],[0.3246912  0.32922323 0.32560429 0.31419489 0.31998772],[3.0750232  3.07747836 3.07605626 3.09768637 3.17611384]
43,"[9.16738454e-11 1.35815182e-10 1.46579603e-10 1.27059566e-10
 1.12414956e-10]",[0.07746351 0.07671149 0.07738529 0.08100413 0.08323628],[1.58662444 1.77933926 1.81319274 1.71184393 1.66121898],[0.54114154 0.54005224 0.53988691 0.54162525 0.54149307],[0.32006709 0.31742033 0.31919307 0.33108463 0.33816485],[0.26222447 0.26118895 0.26205487 0.26920388 0.27259856],[2.73275222 2.7136744  2.72706557 2.81092901 2.94511001]
44,"[9.08824440e-11 1.33062320e-10 1.44886995e-10 1.32390396e-10
 1.28905172e-10]",[0.0783868  0.07857938 0.07837212 0.07776232 0.07777295],[1.55583104 1.74420006 1.77946472 1.71691327 1.67619817],[0.54444108 0.54493596 0.54347718 0.53898023 0.5385394 ],[0.32575633 0.32656454 0.32510842 0.32014407 0.32241591],[0.26346818 0.26335627 0.26245237 0.2614198  0.26069364],[2.73225699 2.72448305 2.73099578 2.80859753 2.9089887 ]
45,"[9.95859394e-11 1.43031826e-10 1.57477804e-10 1.50727328e-10
 1.69269699e-10]",[0.09169861 0.09274877 0.09222203 0.0901248  0.08437152],[1.60627208 1.74418835 1.78576707 1.78325382 1.88041891],[0.5484554  0.54749884 0.54776292 0.5478132  0.55013662],[0.38744354 0.39163019 0.38890807 0.38291596 0.35503702],[0.31459523 0.31678264 0.3157146  0.31031215 0.28250349],[3.04915782 3.0511015  3.05436588 3.10350429 3.09716352]
46,"[9.49646766e-11 1.35694165e-10 1.50002792e-10 1.50223352e-10
 1.81128170e-10]",[0.08286178 0.08445349 0.08352191 0.07969549 0.0716274 ],[1.69495822 1.85094089 1.90733367 1.94199813 2.10002772],[0.5548116  0.55370176 0.55327962 0.55134095 0.55089675],[0.3513167  0.35845018 0.35373539 0.33673563 0.29774045],[0.28942208 0.29364065 0.29145631 0.28673558 0.25797257],[2.99142981 2.99915534 2.99533413 2.9955472  2.95612756]
47,"[1.14828437e-10 1.72879524e-10 1.85440289e-10 1.62480985e-10
 1.25631083e-10]",[0.07485515 0.07478334 0.0746738  0.0740584  0.07972849],[1.70555763 1.90532695 1.93938631 1.8666069  1.69401115],[0.54047353 0.54148728 0.54096362 0.53950802 0.538457  ],[0.31546857 0.31476353 0.3139472  0.31022151 0.33638597],[0.26528151 0.26448003 0.26380135 0.2591669  0.28191105],[2.65220284 2.6538496  2.65586239 2.7341127  2.86150899]
48,"[1.14557013e-10 1.74155224e-10 1.86460431e-10 1.65385467e-10
 1.24882084e-10]",[0.07726959 0.07719623 0.07710982 0.07717833 0.08211216],[1.56474309 1.74962402 1.77663034 1.71290568 1.57699691],[0.53627564 0.5367894  0.53500503 0.53592543 0.53802869],[0.32292939 0.32203364 0.32185666 0.32274191 0.34809295],[0.25931009 0.25840225 0.25839245 0.26413343 0.28641176],[2.73313753 2.73043204 2.73040322 2.76245608 2.88928324]
49,"[2.39003102e-10 3.31175302e-10 3.77645417e-10 4.13103333e-10
 4.30097006e-10]",[0.05293192 0.05403617 0.05314016 0.05235731 0.05444711],[2.95350063 3.17751087 3.31794981 3.37758664 3.32097862],[0.54432417 0.5458825  0.5439557  0.54746308 0.54404465],[0.16723892 0.17545227 0.16916698 0.16183022 0.16837453],[0.12506512 0.1320168  0.12661461 0.12049446 0.12423957],[2.59002885 2.62712949 2.6016249  2.59474661 2.65059549]
50,"[7.35322813e-10 1.01964838e-09 1.16010510e-09 1.21664822e-09
 1.19698828e-09]",[0.03177052 0.03218278 0.03179369 0.03141058 0.03356009],[3.33276867 3.67247824 3.75913604 3.77650516 3.61322437],[0.50824047 0.51444762 0.50934975 0.51774135 0.51808883],[0.0977326  0.09969791 0.09785321 0.09830016 0.10930037],[0.07905603 0.08113393 0.07918203 0.08171223 0.09390781],[1.87269875 1.88621472 1.87653814 1.88371301 1.94068201]
51,"[8.57794421e-10 1.20261067e-09 1.35879999e-09 1.38654824e-09
 1.28212434e-09]",[0.03195356 0.03242729 0.03201302 0.03151697 0.03313574],[3.4700678  3.78606613 3.86760578 3.83556835 3.68562841],[0.50843625 0.50930935 0.50853514 0.5205757  0.520368  ],[0.10170333 0.10370045 0.10190283 0.10091718 0.10892425],[0.09460168 0.09658142 0.09500782 0.09537522 0.10271381],[1.78354428 1.79863292 1.78682576 1.77702752 1.82898904]
52,"[7.20996928e-10 9.97700193e-10 1.13545661e-09 1.19439366e-09
 1.20271649e-09]",[0.03415886 0.03502758 0.03432426 0.0333154  0.0346543 ],[3.34027363 3.61824495 3.72229334 3.78124911 3.70501712],[0.5188225  0.52139447 0.52019155 0.52647715 0.52709699],[0.10937326 0.11334274 0.11014419 0.10791044 0.1145892 ],[0.09432764 0.09745711 0.09504491 0.09685648 0.10356942],[1.95269091 1.97923441 1.96032513 1.95093134 2.00345741]
53,"[4.84902299e-10 6.94309022e-10 7.75794122e-10 7.88236268e-10
 6.83193551e-10]",[0.04085225 0.04154747 0.04092471 0.03919399 0.0409984 ],[2.65666086 2.90422568 2.97820766 2.96701016 2.73930372],[0.51542533 0.51645557 0.51510775 0.51414848 0.51223467],[0.1431702  0.14634679 0.1435477  0.1358487  0.1439631 ],[0.13410646 0.13681578 0.13444449 0.12722522 0.1329262 ],[2.14632782 2.16299589 2.15002925 2.13709503 2.20851585]
54,"[3.79005715e-10 5.38314426e-10 6.03424805e-10 6.21191048e-10
 5.81733430e-10]",[0.0482022  0.04993024 0.04847028 0.04524959 0.04731887],[2.70014235 2.90642891 2.99588544 2.9803248  2.83805686],[0.53340414 0.53650165 0.53388282 0.52859883 0.52506268],[0.17439222 0.18280625 0.17568359 0.16039278 0.16863964],[0.14592212 0.15178959 0.14713798 0.13951255 0.14184075],[2.38200513 2.42874447 2.39383461 2.34076301 2.3878185 ]
55,"[1.26713284e-10 1.79617874e-10 1.99722387e-10 1.90375754e-10
 1.93123379e-10]",[0.06787733 0.06951849 0.06853604 0.06690969 0.0624396 ],[1.81188332 1.99100349 2.05323392 2.0227819  1.99923773],[0.54359715 0.54381629 0.54334349 0.54312026 0.53927274],[0.2771097  0.28461952 0.27937943 0.26925868 0.24968112],[0.23853676 0.24425141 0.24017839 0.23151824 0.21740472],[2.72044033 2.75025641 2.73321257 2.72196321 2.64766907]
56,"[2.07095469e-10 2.93748829e-10 3.29400373e-10 3.39972794e-10
 3.30484335e-10]",[0.06907536 0.07059055 0.06914904 0.06509739 0.0653445 ],[2.39180876 2.54526175 2.63919042 2.71895188 2.65586319],[0.54775342 0.54820454 0.54848392 0.54645252 0.53958984],[0.25685449 0.26718331 0.25834477 0.23296431 0.23032067],[0.20830497 0.21509014 0.20867184 0.18909553 0.18778937],[2.95344475 2.98047945 2.95653458 2.90998996 2.90643781]
57,"[1.56167677e-10 2.26651252e-10 2.47932388e-10 2.25487982e-10
 2.18378072e-10]",[0.06971322 0.07072384 0.07006326 0.06872908 0.06779201],[1.85865715 2.03209474 2.08017874 2.01834306 1.94523499],[0.54163325 0.54161467 0.54182027 0.54136198 0.53781005],[0.2876647  0.29264136 0.28911725 0.28205769 0.27688342],[0.23890542 0.24252092 0.23989098 0.23521166 0.23145358],[2.80234243 2.81722909 2.80876576 2.80811009 2.78351868]
