epoch,stft_mean_power,wavelet_mean_power
33,"[3.1656808926922856e-07, 3.759357515580245e-07, 3.99598793086448e-07, 4.1578195355075414e-07, 4.0706424581440946e-07]","[1.4199862577832331e-05, 1.6841319632519444e-05, 1.7868509302455928e-05, 1.8250072991968043e-05, 1.850747205832287e-05]"
34,"[3.8686274360431265e-07, 4.534372013135691e-07, 4.844520338531803e-07, 5.02327515457569e-07, 5.224597617034732e-07]","[1.3988489346440516e-05, 1.66185622296588e-05, 1.759679261752985e-05, 1.793774488169722e-05, 1.89546793230832e-05]"
35,"[2.661138329431787e-07, 3.169356351193958e-07, 3.360716864894832e-07, 3.4499793275870853e-07, 3.421101985852949e-07]","[1.2831830042708026e-05, 1.540377210365628e-05, 1.6209817080358617e-05, 1.612190492703169e-05, 1.6401345351496943e-05]"
36,"[2.676573780897821e-07, 3.1626958631687994e-07, 3.356474667659969e-07, 3.5506655333872636e-07, 3.6657155255772365e-07]","[1.17131868084311e-05, 1.3835815578216279e-05, 1.4641776198004013e-05, 1.4786114778751057e-05, 1.647567406051951e-05]"
37,"[1.7329047591261737e-07, 2.0605288876791302e-07, 2.1877996950691393e-07, 2.2848861132885635e-07, 2.2806615175726216e-07]","[1.0144780957739544e-05, 1.206523462461246e-05, 1.2782003751590309e-05, 1.3227439691803265e-05, 1.3708079508431162e-05]"
38,"[2.4567068613335983e-07, 2.8929830928384623e-07, 3.087339842588303e-07, 3.291981089368156e-07, 3.526123097099082e-07]","[1.1769010435828481e-05, 1.3969006932820914e-05, 1.4801941512055474e-05, 1.564039402961635e-05, 1.7861214591612726e-05]"
39,"[2.8929939412928433e-07, 3.4388705987219455e-07, 3.646783634579948e-07, 3.735447321497744e-07, 3.717202607652055e-07]","[1.2024095988109205e-05, 1.4447590932225954e-05, 1.517720052135553e-05, 1.5190103517910208e-05, 1.6005036373986488e-05]"
40,"[3.254074263022342e-07, 3.8184833463286203e-07, 4.083108868245074e-07, 4.315057356279145e-07, 4.520121158206512e-07]","[1.2657589061121996e-05, 1.4962276642840524e-05, 1.589992843614579e-05, 1.6595224631513507e-05, 1.7963649641518644e-05]"
41,"[2.2518559841064106e-07, 2.6639808326571486e-07, 2.831325852898593e-07, 2.98190285581789e-07, 3.1730083605771876e-07]","[1.1773670195611082e-05, 1.4117621462022098e-05, 1.4830434667569279e-05, 1.5065272815733892e-05, 1.644866212641704e-05]"
42,"[1.7336647302091553e-07, 2.084278699420503e-07, 2.184448694234832e-07, 2.126553505873462e-07, 2.1851107740886741e-07]","[1.201931733149971e-05, 1.4512505007237833e-05, 1.5166742907836567e-05, 1.4598722012591438e-05, 1.4536611529424987e-05]"
43,"[1.7378134394854724e-07, 2.0989215944524722e-07, 2.1896034920913507e-07, 2.0693571590886322e-07, 2.0151147708330545e-07]","[1.3069112853492456e-05, 1.5897598631671893e-05, 1.6554114409273197e-05, 1.5638623368084987e-05, 1.4045248187777742e-05]"
44,"[1.7208751043523594e-07, 2.079116136787397e-07, 2.1732031572726865e-07, 2.102035315226737e-07, 2.0626095269659937e-07]","[1.2959939349421344e-05, 1.56825993487762e-05, 1.6330454567233773e-05, 1.51048636673938e-05, 1.4130590219964349e-05]"
45,"[1.8708109515980664e-07, 2.258834585780824e-07, 2.3612040893268693e-07, 2.2862886506173622e-07, 2.344619119984418e-07]","[1.3285684779928393e-05, 1.613385859406369e-05, 1.675791380426344e-05, 1.5541969285973014e-05, 1.52905287905893e-05]"
46,"[1.7455166363152006e-07, 2.1055447696077068e-07, 2.2035914715481271e-07, 2.1848664275557445e-07, 2.314073056188117e-07]","[1.1711546807919126e-05, 1.4279654291918129e-05, 1.4805112237599358e-05, 1.3711743159812426e-05, 1.3126742684567021e-05]"
47,"[1.8966534169815292e-07, 2.3189482140002252e-07, 2.4080249461321075e-07, 2.2956353206062456e-07, 2.0846628920268162e-07]","[1.4521661347037381e-05, 1.7827163545901052e-05, 1.8354448328317776e-05, 1.6184828268165086e-05, 1.4722737510479322e-05]"
48,"[1.9229878335754055e-07, 2.367336511949056e-07, 2.448944094423845e-07, 2.2922860809650617e-07, 2.068364723272667e-07]","[1.4879365508070839e-05, 1.8382043842047232e-05, 1.8946339479572814e-05, 1.730813916898831e-05, 1.535028379371294e-05]"
49,"[2.1340351359205843e-07, 2.562139942480883e-07, 2.6982949917251066e-07, 2.7750469671047613e-07, 2.8436624231672497e-07]","[9.970034783772306e-06, 1.2167861932676468e-05, 1.2647836358567657e-05, 1.2438130793358346e-05, 1.277728272503371e-05]"
50,"[3.633572305532743e-07, 4.2998130312280046e-07, 4.566271836517663e-07, 4.693535955333219e-07, 4.795241430093677e-07]","[1.595273253549369e-05, 1.888730031332605e-05, 1.9988479691832624e-05, 2.037702953020464e-05, 2.191527533553562e-05]"
51,"[4.065354119540853e-07, 4.82653328424598e-07, 5.115257036096038e-07, 5.165175659790838e-07, 5.117947830754743e-07]","[1.6934421380978265e-05, 2.0164766637226143e-05, 2.131065077549304e-05, 2.164657093051002e-05, 2.269885054195962e-05]"
52,"[3.708338623744212e-07, 4.3949788689036603e-07, 4.661587395964776e-07, 4.801538292067991e-07, 4.909692511445588e-07]","[1.5881192898358486e-05, 1.905428548822656e-05, 1.9995795238647744e-05, 1.9984035192744342e-05, 2.1167430884757022e-05]"
53,"[3.280311829775562e-07, 3.9288384962821786e-07, 4.1425326370600484e-07, 4.1350548525391436e-07, 3.978018534163142e-07]","[1.755159990297708e-05, 2.128664808826956e-05, 2.2190630076533123e-05, 2.1232743833809592e-05, 2.0928315724008403e-05]"
54,"[2.9293167026779766e-07, 3.528008118883989e-07, 3.7065647055093857e-07, 3.724675680204914e-07, 3.6230760379604734e-07]","[1.5027200408551315e-05, 1.824521082101994e-05, 1.9019399907314503e-05, 1.8512985294966033e-05, 1.8533502911883958e-05]"
55,"[1.8918393718766604e-07, 2.2743924876648115e-07, 2.3816390179840418e-07, 2.2823270348381319e-07, 2.2713160458943325e-07]","[1.1144303373107557e-05, 1.3516293825122733e-05, 1.4081766557408096e-05, 1.3495235665011394e-05, 1.398497901502647e-05]"
56,"[2.2663629819749048e-07, 2.731783852007069e-07, 2.8628149650469004e-07, 2.8446212187510575e-07, 2.826696607870132e-07]","[1.1959610666297333e-05, 1.4494068910572236e-05, 1.5127840480051698e-05, 1.5095203624977492e-05, 1.5988959596670134e-05]"
57,"[2.180314411416975e-07, 2.632650747938851e-07, 2.749245331787915e-07, 2.6218322109833943e-07, 2.58391299650718e-07]","[1.4066592595346482e-05, 1.6973685330453037e-05, 1.774883013603483e-05, 1.740866615823088e-05, 1.8309364244494105e-05]"
58,"[1.9092965491498232e-07, 2.3171977617821657e-07, 2.416636317306253e-07, 2.345459418662633e-07, 2.3376094108056657e-07]","[1.3547866858970699e-05, 1.638816586288209e-05, 1.7124602519811466e-05, 1.6840541158605992e-05, 1.7847106422260168e-05]"
59,"[2.9701642589793624e-07, 3.610020140961007e-07, 3.7712097385095705e-07, 3.693507428974336e-07, 3.440876198625409e-07]","[1.988008680098926e-05, 2.4219116356917255e-05, 2.5259638081137325e-05, 2.4857975411553505e-05, 2.385685767519799e-05]"
60,"[1.8275744090044585e-07, 2.2149010294438097e-07, 2.3093383334422535e-07, 2.2411858106304142e-07, 2.222872464992727e-07]","[1.1760817445881905e-05, 1.4277085879535116e-05, 1.4892626281920795e-05, 1.4536545306497425e-05, 1.47248450984437e-05]"
61,"[2.003597626542986e-07, 2.418318020904815e-07, 2.5274365112624797e-07, 2.510524573308811e-07, 2.6380072356093576e-07]","[1.1813785706097686e-05, 1.4368619946162796e-05, 1.4928353437997009e-05, 1.4552153992493654e-05, 1.610411954756035e-05]"
62,"[2.0036870266735343e-07, 2.450592288500071e-07, 2.5393194684959185e-07, 2.382234562330418e-07, 2.315019757054638e-07]","[1.4273138839227242e-05, 1.7447297735797128e-05, 1.8099048605162962e-05, 1.7300699718325446e-05, 1.7599762470742497e-05]"
63,"[2.241567915647393e-07, 2.7621066283925705e-07, 2.860086555475217e-07, 2.718289225335404e-07, 2.4320189344743165e-07]","[1.5006026287092439e-05, 1.8386487437442328e-05, 1.9017229725842588e-05, 1.7709264421373814e-05, 1.7204603124028184e-05]"
64,"[2.428400559357914e-07, 2.986391036145371e-07, 3.102585964895034e-07, 3.0174606841140283e-07, 2.689131812811428e-07]","[1.6251948349604403e-05, 2.0012098469891205e-05, 2.073166812403076e-05, 1.9692557426414862e-05, 1.8273249994174158e-05]"
65,"[2.511359242684357e-07, 3.08491424322191e-07, 3.189670220304748e-07, 3.0701832223482094e-07, 3.049561826700352e-07]","[1.5317744497636215e-05, 1.876390967464188e-05, 1.950491929767424e-05, 1.9140643572025532e-05, 1.8280334367895142e-05]"
66,"[2.0561189534940047e-07, 2.5215489619559184e-07, 2.613653345158175e-07, 2.536514487351357e-07, 2.411191852423221e-07]","[1.3340226573435087e-05, 1.6317258020100203e-05, 1.6942271925075804e-05, 1.6346853161704975e-05, 1.6232710862197123e-05]"
67,"[2.446974575186162e-07, 2.9799960054066857e-07, 3.095730409251058e-07, 3.060859118488367e-07, 3.098755130908156e-07]","[1.374868096543263e-05, 1.680641330055941e-05, 1.741471836825298e-05, 1.684153117915633e-05, 1.7478012125221313e-05]"
68,"[2.2831051411283455e-07, 2.762085143907815e-07, 2.883109674330143e-07, 2.8298448567923135e-07, 2.841796870924873e-07]","[1.3097697324801528e-05, 1.5903458494000243e-05, 1.6598654574119347e-05, 1.6551301329929692e-05, 1.7491042833106994e-05]"
69,"[2.3492673790203714e-07, 2.8810255962931537e-07, 2.980026266596936e-07, 2.835706562071517e-07, 2.75115345228774e-07]","[1.4852275995231963e-05, 1.8221399921510578e-05, 1.881889856853863e-05, 1.7623074758847205e-05, 1.7931649243021752e-05]"
70,"[2.3453954995168602e-07, 2.856333795316889e-07, 2.975162004398416e-07, 2.9660666630764833e-07, 2.940339434095523e-07]","[1.4752911828265871e-05, 1.8158520680523895e-05, 1.881347802820605e-05, 1.8432227050602524e-05, 1.766166451020845e-05]"
71,"[2.4557856822011406e-07, 3.008203139452915e-07, 3.1133916464364834e-07, 2.9439169401415756e-07, 2.8094674697095354e-07]","[1.534674758309107e-05, 1.8812316618514354e-05, 1.940608477948176e-05, 1.8348070324558888e-05, 1.8866337575783592e-05]"
72,"[2.833052429424294e-07, 3.432290031864567e-07, 3.5821166350474865e-07, 3.467115049806246e-07, 3.343968751000313e-07]","[1.3614868415370881e-05, 1.6762897201465008e-05, 1.73050047385562e-05, 1.6452569070576802e-05, 1.632726308250998e-05]"
73,"[2.4160745632499764e-07, 2.939192347460544e-07, 3.0586239259456986e-07, 2.9379385297923704e-07, 2.8565157675962525e-07]","[1.5775645574056622e-05, 1.9277111833542178e-05, 2.0012564795943993e-05, 1.9280136084233446e-05, 1.9559002608397202e-05]"
74,"[2.8063463227819353e-07, 3.3517852104772003e-07, 3.5317996368652133e-07, 3.637051495222953e-07, 3.8509073617590607e-07]","[1.2911227920593611e-05, 1.5803296667569126e-05, 1.636724519907851e-05, 1.6159670442761365e-05, 1.7524182760230757e-05]"
75,"[2.2197364253140965e-07, 2.6877540661279383e-07, 2.808349140326445e-07, 2.894310881422401e-07, 2.9369332704551085e-07]","[1.1731402848149895e-05, 1.4412222955965546e-05, 1.489283136840978e-05, 1.4494669516020361e-05, 1.5533531588515366e-05]"
76,"[2.394951522782988e-07, 2.9383242389367194e-07, 3.0515009152411436e-07, 2.945179494363994e-07, 2.713953275422344e-07]","[1.4991825568777174e-05, 1.8301253532345915e-05, 1.897597261592442e-05, 1.8320413235245807e-05, 1.8550639345046415e-05]"
77,"[2.7752637792295845e-07, 3.337406821876579e-07, 3.495417702848963e-07, 3.495685850951946e-07, 3.58635132991198e-07]","[1.2724662247415403e-05, 1.5536245011163893e-05, 1.6093607551397087e-05, 1.605135319205275e-05, 1.6957621674870234e-05]"
78,"[2.448243350036784e-07, 2.9685551591523875e-07, 3.097592560542691e-07, 3.003669385622634e-07, 2.940851354336677e-07]","[1.346672338824306e-05, 1.6381904337282252e-05, 1.7039073773253274e-05, 1.6507922798400563e-05, 1.7167929404783976e-05]"
79,"[2.962820723728893e-07, 3.5712072064861397e-07, 3.758934284456004e-07, 3.877504444002068e-07, 3.7825331137974365e-07]","[1.4070982732144519e-05, 1.6962295423646488e-05, 1.7778627741991765e-05, 1.797807499332555e-05, 1.9140062576701565e-05]"
80,"[2.3564965790591208e-07, 2.8014906524528923e-07, 2.9660794140936965e-07, 3.025326605449157e-07, 3.094162724761924e-07]","[1.1782195321362828e-05, 1.41431735194619e-05, 1.4865825572135856e-05, 1.496036901234924e-05, 1.600976944581669e-05]"
81,"[2.0074292454572522e-07, 2.43157111539763e-07, 2.5289470158772857e-07, 2.507263295558537e-07, 2.565223248414374e-07]","[1.2538648896693054e-05, 1.5205198761038567e-05, 1.576563286080414e-05, 1.5733564099004727e-05, 1.6328191900781405e-05]"
82,"[2.443630581468462e-07, 2.9534767424653295e-07, 3.087919501077346e-07, 3.014828168512475e-07, 2.953925033935608e-07]","[1.2512241236386058e-05, 1.528492101581161e-05, 1.5818395750017277e-05, 1.4946487493597663e-05, 1.529474948141681e-05]"
83,"[2.3267044530945714e-07, 2.7983692979338847e-07, 2.9262071310683005e-07, 2.9200788261351843e-07, 3.202681869152527e-07]","[1.2386618919418245e-05, 1.511383996675127e-05, 1.5694091055756802e-05, 1.5503945022197778e-05, 1.6489179733718544e-05]"
84,"[3.017407196357093e-07, 3.5540860720690866e-07, 3.771174642204564e-07, 4.1138184658634076e-07, 4.570220966248773e-07]","[1.3333034217783422e-05, 1.6068397106560995e-05, 1.6800974945161815e-05, 1.7252590362742562e-05, 1.978692485534396e-05]"
85,"[3.212044306460996e-07, 3.7966031613299384e-07, 4.0227381393713854e-07, 4.2082978443183513e-07, 4.631016188415242e-07]","[1.3733934280015466e-05, 1.642270517153749e-05, 1.730458132239835e-05, 1.7722270121778367e-05, 1.9066174215330886e-05]"
86,"[2.7413442221359797e-07, 3.2689054955882423e-07, 3.4426662890657354e-07, 3.4671357575985913e-07, 3.632663676082156e-07]","[1.2232297487732698e-05, 1.4826212668975437e-05, 1.5447160543661267e-05, 1.5225543146454967e-05, 1.684477228396293e-05]"
87,"[3.512140110838523e-07, 4.154288447569685e-07, 4.408585599868246e-07, 4.644869640394787e-07, 5.008575144174083e-07]","[1.571805525251597e-05, 1.880893974075069e-05, 1.9787685879200486e-05, 2.0106447797964867e-05, 2.1177230538770783e-05]"
88,"[3.0526628965258395e-07, 3.570718075048526e-07, 3.812677585531544e-07, 4.2277984498901483e-07, 4.804613664489356e-07]","[1.2247304480652014e-05, 1.4659576031987813e-05, 1.5370885955177416e-05, 1.6058508293480186e-05, 1.9083152094414964e-05]"
89,"[2.857805778858231e-07, 3.3787214981683443e-07, 3.5839184951279084e-07, 4.022084843465217e-07, 4.4555648461480513e-07]","[1.150101279687849e-05, 1.3666851238357777e-05, 1.4371744252329015e-05, 1.5023980683510681e-05, 1.7979368178623438e-05]"
90,"[3.1376651419414667e-07, 3.7090207959037645e-07, 3.945816882057716e-07, 4.147886196979368e-07, 4.246813089835502e-07]","[1.2886356071264353e-05, 1.537776329623389e-05, 1.62473956272163e-05, 1.6655573215714897e-05, 1.7171904597511025e-05]"
91,"[3.176540160508066e-07, 3.7800230918216077e-07, 4.0024017160442236e-07, 4.076621394134456e-07, 4.0781805244551385e-07]","[1.3119558772567563e-05, 1.56962020844629e-05, 1.6544105371423537e-05, 1.6579306833317e-05, 1.651212772623679e-05]"
92,"[3.7181649005755115e-07, 4.4275396068987883e-07, 4.6853122206901954e-07, 4.763467863325256e-07, 4.597822199908027e-07]","[1.584969805543148e-05, 1.879717120204565e-05, 1.989405350392951e-05, 2.013257803070785e-05, 2.0478498743104873e-05]"
93,"[2.122867322981999e-07, 2.5235363946278495e-07, 2.671279530737009e-07, 2.755073170171157e-07, 2.8897250294097086e-07]","[1.062603212937302e-05, 1.2669023159818056e-05, 1.3356029716110309e-05, 1.3349879692862138e-05, 1.4170358224848153e-05]"
94,"[3.345071537017386e-07, 3.9766913254400915e-07, 4.207498696344842e-07, 4.223247447647901e-07, 4.2316354586645846e-07]","[1.3133338157379656e-05, 1.564976013380004e-05, 1.654707687883555e-05, 1.6857978373896088e-05, 1.720493679842998e-05]"
95,"[2.7143825736068487e-07, 3.246146119755116e-07, 3.413128416529351e-07, 3.3319068767259184e-07, 3.2789070026135345e-07]","[1.1303242594599994e-05, 1.3593164143103366e-05, 1.4258420640227892e-05, 1.4219507574342934e-05, 1.4573293696936685e-05]"
96,"[2.473427521753323e-07, 2.97194104301927e-07, 3.130402336456118e-07, 3.138645318826144e-07, 3.016767674602234e-07]","[1.2270702661224749e-05, 1.477362447212774e-05, 1.5491797256262007e-05, 1.5086484016321986e-05, 1.5051713870578797e-05]"
97,"[2.9618044061071695e-07, 3.551525451980017e-07, 3.7428769546704015e-07, 3.7703211062912627e-07, 3.5043054499341407e-07]","[1.2677832579360622e-05, 1.521463949251359e-05, 1.5989493610976318e-05, 1.5632200259130034e-05, 1.5250587950785768e-05]"
98,"[3.8267328879116624e-07, 4.502314060289072e-07, 4.80040451702816e-07, 4.945350276379546e-07, 5.069294642877025e-07]","[1.4663975681492801e-05, 1.7314777346867167e-05, 1.841659775613102e-05, 1.916849113403466e-05, 2.0457326098708137e-05]"
99,"[2.892974946951436e-07, 3.4259482088291645e-07, 3.6318024436264004e-07, 3.68007997995002e-07, 3.7360084853965567e-07]","[1.2395736844167783e-05, 1.467979853276895e-05, 1.556001740661538e-05, 1.594298927324015e-05, 1.711021331431251e-05]"
100,"[3.2336218518699675e-07, 3.807040957759493e-07, 4.0501130523002945e-07, 4.1084584819112613e-07, 4.2223839961810595e-07]","[1.2706031470305254e-05, 1.5148271994348283e-05, 1.6046511698027004e-05, 1.6624510321728132e-05, 1.6851436463796493e-05]"
101,"[2.529634413521201e-07, 3.018015208189813e-07, 3.1907033109179385e-07, 3.211285241496804e-07, 3.1172177032830923e-07]","[1.04267910790981e-05, 1.2542190573678533e-05, 1.3190580470070195e-05, 1.3322374864301076e-05, 1.3450523825421382e-05]"
102,"[2.689169066733633e-07, 3.160736395236206e-07, 3.36245034869326e-07, 3.4189890858264757e-07, 3.546445395151708e-07]","[1.1220586087784617e-05, 1.3398536629993398e-05, 1.4153582598947221e-05, 1.4556664574576508e-05, 1.470603298795373e-05]"
103,"[2.4399619648523646e-07, 2.890770750664503e-07, 3.0577489577500406e-07, 3.139728435439421e-07, 3.4638507837651383e-07]","[1.1969319091337556e-05, 1.4345644738392145e-05, 1.509347583493653e-05, 1.4969770709958984e-05, 1.5220684723156402e-05]"
104,"[2.0667387979297745e-07, 2.4547653840603333e-07, 2.594196650027199e-07, 2.5994751475996847e-07, 2.686267918399264e-07]","[9.997977407007573e-06, 1.1920059279040596e-05, 1.2576289527016908e-05, 1.2609181659348804e-05, 1.3027231432011285e-05]"
