epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
10,"[1.42418345e-11 6.11816270e-11 1.32131361e-10 1.34930127e-10
 1.53533708e-10]",[0.08602166 0.08687558 0.08600708 0.08443179 0.08071837],[0.77660994 1.35042825 1.673601   1.62429508 1.65869044],[0.55376347 0.55242918 0.54746006 0.54197911 0.5378631 ],[0.37827372 0.37381775 0.36813499 0.35919966 0.33734271],[0.31381343 0.30871426 0.30413605 0.2952253  0.2692022 ],[2.95778182 2.96184192 2.96332302 2.97450945 2.84995901]
11,"[2.57439019e-11 1.19709071e-10 2.55687075e-10 2.08749198e-10
 1.67085033e-10]",[0.07767284 0.07747252 0.07736605 0.07886759 0.07787219],[0.87949732 1.49505538 1.77430673 1.6808296  1.62596944],[0.53974848 0.53601489 0.53550278 0.53494843 0.53233467],[0.32646359 0.31983568 0.3204406  0.33431826 0.33117998],[0.25060611 0.24207665 0.24558704 0.27569772 0.28218755],[2.63158338 2.59237572 2.60049965 2.71431681 2.77834062]
12,"[2.02187580e-11 9.52577976e-11 2.08317528e-10 1.87725569e-10
 1.58363094e-10]",[0.07949727 0.07975169 0.07955287 0.08051626 0.08054767],[0.8404313  1.47774297 1.79235037 1.70575911 1.62021703],[0.54426711 0.5435635  0.54450359 0.53650968 0.53748031],[0.33851873 0.32800691 0.32401194 0.33221993 0.3399637 ],[0.26978721 0.25791122 0.25610113 0.27183371 0.28102459],[2.95121415 2.94975532 2.95024324 2.9579363  2.88996252]
13,"[1.54357376e-11 6.46470288e-11 1.41974088e-10 1.59356506e-10
 1.89769013e-10]",[0.09479969 0.09767094 0.09722905 0.09548658 0.08609294],[0.70048575 1.17873089 1.4332761  1.41842609 1.47293412],[0.53608043 0.53965108 0.53808343 0.53634477 0.53014748],[0.41510255 0.41757427 0.41384271 0.40792578 0.36314455],[0.34017122 0.33694821 0.3329413  0.32901533 0.29325494],[3.13696161 3.15217443 3.14491775 3.12524285 2.91608003]
14,"[2.07550714e-11 9.61085371e-11 2.05015689e-10 1.77105235e-10
 1.26637762e-10]",[0.09206697 0.0923939  0.09182453 0.08985545 0.08451395],[0.88447869 1.46318076 1.70576115 1.5987646  1.5382498 ],[0.54640283 0.54592775 0.54318699 0.53947454 0.53778012],[0.40458157 0.39705429 0.39221883 0.38254422 0.35374742],[0.33483741 0.32359691 0.31835606 0.31764168 0.29920599],[2.95216873 2.95737022 2.97049809 3.02829993 2.99240742]
15,"[1.10215200e-11 4.68536488e-11 9.95321687e-11 1.00160074e-10
 1.01676641e-10]",[0.08860215 0.09229317 0.09280691 0.09021305 0.0850173 ],[0.66482935 1.16219594 1.44527473 1.40093147 1.38107904],[0.54296385 0.54317058 0.54267792 0.53677417 0.53221363],[0.39467257 0.39487584 0.39385854 0.3834444  0.36417398],[0.32943468 0.32833498 0.32708371 0.32025755 0.30587949],[3.08072907 3.09594523 3.10139089 3.07252071 2.98701067]
16,"[1.16791107e-11 5.08504208e-11 1.08375011e-10 1.02021943e-10
 9.15565111e-11]",[0.08596111 0.08629924 0.08593618 0.0863046  0.09114161],[0.67654794 1.2044194  1.51618799 1.4577003  1.3643975 ],[0.5395371  0.5429501  0.54202265 0.53980896 0.54336277],[0.38591504 0.37320567 0.36924686 0.37288044 0.39165011],[0.32585788 0.31196103 0.3100615  0.31768716 0.32611458],[3.00427598 2.98013953 2.99251252 3.08861177 3.17269196]
17,"[8.97111058e-12 3.73012630e-11 7.66773421e-11 7.13116846e-11
 6.90408933e-11]",[0.09226661 0.09372197 0.09383754 0.09468041 0.09553253],[0.69765755 1.21525191 1.51010239 1.36111915 1.2708348 ],[0.56182799 0.55733213 0.55559516 0.55046912 0.54393585],[0.41752214 0.40755435 0.40494753 0.40382219 0.40304605],[0.34792893 0.33930645 0.33653187 0.33157553 0.32070078],[3.09771059 3.06733759 3.07560006 3.13159934 3.13314887]
18,"[9.08328812e-12 3.68264204e-11 7.35847107e-11 6.18917567e-11
 5.61430428e-11]",[0.09889529 0.09908066 0.09748379 0.09370732 0.09114686],[0.74413494 1.29518302 1.61639495 1.45429617 1.31219091],[0.56398385 0.56345552 0.56418015 0.55804256 0.54893559],[0.44467396 0.4306053  0.4222519  0.40916056 0.39690017],[0.37696797 0.36699455 0.36246625 0.35705879 0.34770766],[3.23972241 3.2174936  3.21668142 3.22537022 3.17856653]
19,"[8.96285631e-12 3.66041078e-11 7.42162826e-11 6.64394070e-11
 6.95027513e-11]",[0.09241709 0.0935168  0.09403823 0.09687646 0.09955136],[0.69192185 1.21745639 1.52016043 1.35871703 1.23555445],[0.55595254 0.55462546 0.55384122 0.54664575 0.53947701],[0.4189874  0.40800525 0.40812976 0.42183437 0.42860932],[0.35706838 0.3520073  0.35063424 0.361767   0.3604246 ],[3.14190912 3.10152933 3.10941189 3.19139607 3.17349142]
20,"[9.66276656e-12 3.99881852e-11 8.13624516e-11 7.07642903e-11
 7.42152796e-11]",[0.0917149  0.09157732 0.09111773 0.09280748 0.09798741],[0.71777624 1.26946323 1.58547879 1.39695214 1.26237645],[0.55376432 0.55270812 0.5519618  0.54678043 0.54005516],[0.41603629 0.40007583 0.39590868 0.40580682 0.42507987],[0.36224802 0.34539514 0.3415598  0.35607282 0.36516901],[3.10441694 3.05674731 3.06234974 3.12841185 3.11926736]
21,"[6.87570003e-12 2.83945828e-11 5.89481161e-11 5.68958853e-11
 5.89590948e-11]",[0.09395709 0.09750639 0.09780021 0.09505304 0.09683702],[0.59172861 1.05546253 1.34785422 1.26670697 1.1640907 ],[0.5568296  0.55711813 0.556383   0.54651335 0.53726014],[0.43220994 0.42575064 0.42250761 0.40922295 0.4085735 ],[0.36706728 0.35680897 0.35222072 0.34388027 0.34971224],[3.15416986 3.14200813 3.1531741  3.17428475 3.16113239]
22,"[8.93846828e-12 3.60940745e-11 7.39465756e-11 7.00360040e-11
 7.76763262e-11]",[0.11438463 0.1159259  0.11414081 0.10591566 0.10467598],[0.69476696 1.17702503 1.44204896 1.34869007 1.21254288],[0.55400375 0.5569958  0.55689005 0.5515982  0.54328174],[0.49733619 0.48783314 0.48076095 0.45541503 0.43881304],[0.42096932 0.41214504 0.40715063 0.38503149 0.35734641],[3.41555612 3.40522937 3.38869569 3.28751464 3.07691041]
23,"[9.42876599e-12 3.71708120e-11 7.94311219e-11 8.89625734e-11
 1.18670974e-10]",[0.11559654 0.11874805 0.11710468 0.10839547 0.10624555],[0.67198258 1.13113044 1.38541947 1.33779111 1.23261598],[0.55466976 0.55993801 0.55903252 0.54804586 0.53058247],[0.50250995 0.50044261 0.49366074 0.46396054 0.44949654],[0.43436797 0.43147735 0.42428884 0.39389825 0.36342097],[3.23535715 3.29638096 3.26599955 3.08663142 2.75027079]
24,"[8.25431388e-12 3.22236125e-11 6.87807174e-11 7.95945701e-11
 1.05135193e-10]",[0.10104126 0.10533271 0.10498186 0.09814674 0.09562589],[0.65658883 1.13681386 1.4241806  1.36705998 1.27538298],[0.55697546 0.55837269 0.55840276 0.54939348 0.52851908],[0.45006636 0.4485907  0.44231142 0.41689709 0.40626687],[0.36838656 0.36157505 0.35620788 0.34006739 0.3297806 ],[3.24112783 3.26145052 3.22901443 3.1100639  2.9271742 ]
25,"[9.56146750e-12 3.87226155e-11 8.42278702e-11 9.73455003e-11
 1.22119527e-10]",[0.11112068 0.11424908 0.11245626 0.1037064  0.10154094],[0.74531706 1.2590823  1.53327453 1.42211905 1.30054538],[0.56319852 0.56610935 0.56143794 0.5498024  0.53323054],[0.48349529 0.4769204  0.4674401  0.43448941 0.43122103],[0.40532606 0.39903755 0.38974712 0.35831343 0.35317922],[3.36616072 3.36841646 3.29202464 3.05053189 2.83092927]
26,"[6.59851730e-12 2.60879195e-11 5.29682195e-11 5.17040872e-11
 5.94280190e-11]",[0.09640164 0.10029442 0.10053556 0.09709339 0.09763235],[0.600661   1.04162922 1.31643531 1.22829546 1.18010956],[0.55569583 0.55669889 0.55635513 0.54921328 0.54047768],[0.44293931 0.43853419 0.43650886 0.4234232  0.41511562],[0.37906374 0.37888821 0.37949666 0.3713971  0.34668444],[3.19017207 3.17423359 3.17462336 3.16503908 3.17820657]
27,"[1.04783859e-11 4.18105734e-11 8.72042862e-11 8.96087322e-11
 1.06383637e-10]",[0.09687463 0.09942348 0.10065427 0.10115374 0.10439655],[0.62157215 1.06604416 1.31162065 1.24184599 1.19346735],[0.53887718 0.53898988 0.53913338 0.53167306 0.52765711],[0.43888642 0.43505401 0.43695899 0.43687503 0.44489352],[0.38088177 0.37350807 0.37309802 0.36715419 0.35968698],[3.07018506 3.07255667 3.06449844 3.0025667  2.8699942 ]
28,"[8.51409116e-12 3.39446797e-11 7.11934625e-11 6.76140670e-11
 7.84026516e-11]",[0.10007581 0.10388567 0.10481691 0.10263648 0.10520652],[0.65084248 1.11029603 1.36347475 1.25921437 1.17330433],[0.55329625 0.5513785  0.54702858 0.54247742 0.53116061],[0.45218576 0.45161289 0.45199331 0.44169508 0.44972967],[0.38050788 0.3797194  0.38009269 0.3717513  0.3767902 ],[3.25221257 3.23336581 3.20957868 3.15451764 3.00599914]
29,"[1.21022043e-11 4.87314054e-11 1.01447503e-10 9.47608557e-11
 1.02099907e-10]",[0.09887125 0.09993614 0.10026717 0.10176273 0.10432746],[0.70755795 1.19534799 1.43653382 1.27334166 1.17107235],[0.54032165 0.5421067  0.54031955 0.53181061 0.52188707],[0.44338596 0.43550721 0.4342734  0.44033766 0.45075853],[0.38481871 0.37174553 0.36963023 0.37866129 0.38707394],[3.11297324 3.08643302 3.06809546 2.99126894 2.82145297]
30,"[7.41874272e-12 3.08001582e-11 6.26437308e-11 5.31793066e-11
 5.04878323e-11]",[0.09847447 0.10188044 0.10184919 0.09988909 0.10049575],[0.66694509 1.17266313 1.47016594 1.30987062 1.12891266],[0.56065052 0.56087277 0.56112027 0.5544251  0.54187915],[0.44880684 0.44447011 0.44204621 0.43461442 0.43430693],[0.38548076 0.38356539 0.38231035 0.37355919 0.36463858],[3.15421424 3.14927608 3.15728419 3.18859518 3.12383823]
31,"[1.04416443e-11 4.23528262e-11 8.47030625e-11 7.02272782e-11
 6.84839714e-11]",[0.0813607  0.08323655 0.08456375 0.088895   0.09312338],[0.64932719 1.15853314 1.4605871  1.32907962 1.21431399],[0.54270084 0.54221709 0.54246932 0.54075714 0.54010059],[0.3648046  0.35981296 0.36386048 0.38565575 0.38296166],[0.30818224 0.30343183 0.30724819 0.32858021 0.30795925],[2.93418843 2.91924806 2.94880173 3.09202622 3.10770969]
32,"[9.79872942e-12 4.12047614e-11 8.29541364e-11 6.66120969e-11
 5.82917856e-11]",[0.08242364 0.08569558 0.08739383 0.09102848 0.08937297],[0.68538309 1.22125612 1.52481841 1.34258927 1.1991621 ],[0.55049881 0.55245465 0.5504148  0.54526363 0.53674698],[0.37298332 0.37319984 0.37793691 0.39602654 0.38852173],[0.32384589 0.32033009 0.32241592 0.34101198 0.33660505],[2.86569252 2.85871735 2.88290548 2.98745567 3.03776187]
33,"[9.56940920e-12 3.86571808e-11 7.65788088e-11 6.21873670e-11
 6.31213914e-11]",[0.08248848 0.08343425 0.08405524 0.08799878 0.09083218],[0.66981519 1.17619783 1.47583431 1.30620894 1.23238968],[0.55043061 0.54798981 0.5491786  0.5447831  0.54153338],[0.3726994  0.36305607 0.36357458 0.38322123 0.39093704],[0.31564659 0.30777998 0.30922526 0.32801718 0.32137204],[2.90603424 2.86745188 2.88444956 3.04044965 3.13204287]
34,"[1.19513428e-11 5.08369959e-11 1.03283285e-10 8.27836692e-11
 6.66186381e-11]",[0.09246585 0.09375259 0.09314106 0.08973916 0.08651915],[0.73202207 1.26266381 1.54609823 1.41506721 1.29786624],[0.54673655 0.54501755 0.54569159 0.54144564 0.53872161],[0.41122272 0.40570495 0.40143405 0.38927008 0.37590872],[0.33394139 0.32761887 0.32750525 0.33175031 0.32583758],[3.06884855 3.03481564 3.02080049 3.02370131 3.05284662]
35,"[7.57728425e-12 3.05057498e-11 6.45312301e-11 6.74615303e-11
 7.65706974e-11]",[0.10944572 0.1120198  0.11082377 0.10744471 0.10634348],[0.65616198 1.11939347 1.38281824 1.25525119 1.17099698],[0.56220597 0.56360358 0.56216817 0.5500425  0.5354845 ],[0.48519629 0.47660397 0.46863    0.45429889 0.44151225],[0.41299759 0.40012176 0.39163726 0.37334688 0.36225953],[3.33396454 3.31424002 3.28643896 3.18172518 3.03392841]
36,"[1.23667874e-10 2.14911431e-10 4.24747367e-10 1.05681242e-09
 9.29285327e-10]",[0.04127234 0.05849523 0.05973915 0.04241884 0.0548353 ],[2.37307693 2.68081148 3.10855248 4.39055783 3.49164857],[0.56217884 0.56698284 0.5664799  0.55497944 0.54562035],[0.14251102 0.22057866 0.22679292 0.14724906 0.20406794],[0.11526014 0.17485119 0.1798047  0.11928862 0.15923371],[2.46893571 2.80837018 2.89511674 2.63328248 2.78653203]
37,"[9.52487214e-11 1.55165243e-10 2.23243557e-10 4.40620886e-10
 5.42128650e-10]",[0.03652279 0.05627018 0.06879734 0.05318595 0.05397022],[2.16756866 2.45230451 2.48005876 3.22015003 3.19397514],[0.56616223 0.56956972 0.56704745 0.56125224 0.55501164],[0.12119316 0.2151482  0.27820048 0.19949329 0.20194436],[0.10019782 0.1810077  0.23070355 0.16878925 0.16411   ],[2.35800395 2.77145231 2.95254456 2.883514   2.9234756 ]
38,"[5.03875795e-11 1.31776379e-10 2.58416889e-10 4.82137164e-10
 6.46561037e-10]",[0.05726227 0.06884608 0.0721388  0.05871904 0.06060733],[1.61703649 2.22123159 2.55947997 3.21532044 3.21498287],[0.56578763 0.56734781 0.56603328 0.55848378 0.55759294],[0.22255071 0.27993276 0.29634401 0.22605154 0.23314915],[0.18726435 0.23718954 0.25220893 0.19090279 0.17887849],[2.85405618 3.0791836  3.13851084 2.88009155 2.92428471]
39,"[1.47105854e-10 2.77778105e-10 3.97199603e-10 6.52117296e-10
 6.83019910e-10]",[0.03879707 0.0530378  0.06436766 0.05745557 0.06493942],[2.6338822  3.07479155 3.00934836 3.5018362  3.20320683],[0.55852662 0.56254136 0.56060894 0.55878697 0.55145733],[0.12730932 0.192218   0.24015593 0.20272956 0.2294513 ],[0.09304458 0.14399862 0.18267795 0.1449988  0.15590534],[2.23970828 2.61073755 2.73664978 2.50916558 2.70738808]
40,"[5.64020399e-11 1.31023755e-10 2.54975887e-10 3.90131785e-10
 3.99035275e-10]",[0.04609638 0.06000466 0.0625853  0.05686838 0.05358287],[1.70612    2.28314376 2.67180832 2.73359955 2.82013609],[0.56580327 0.56908491 0.56840886 0.55685997 0.55381816],[0.16539198 0.23436095 0.24677533 0.2168726  0.20199602],[0.14640147 0.20439652 0.21256488 0.17907884 0.1683266 ],[2.70968578 3.01981722 3.08755175 2.9611375  2.79462952]
41,"[2.88802018e-11 1.07453184e-10 2.50013124e-10 4.18721563e-10
 5.56690261e-10]",[0.08422953 0.08946248 0.08776543 0.07494941 0.07145236],[1.12645333 1.72432591 2.0436201  2.32243164 2.43335965],[0.55376218 0.55450227 0.55210605 0.54665684 0.5381171 ],[0.33521312 0.3578589  0.34935257 0.28953095 0.27051007],[0.28309325 0.30031345 0.28844114 0.24007049 0.22741788],[3.33187145 3.30657409 3.24826502 3.14977406 3.12522716]
42,"[7.38858109e-12 3.00805283e-11 6.85671363e-11 9.60415178e-11
 1.11379472e-10]",[0.11758319 0.1212323  0.11947354 0.11287902 0.11288508],[0.60572183 1.02124843 1.261029   1.20754449 1.15920387],[0.54968938 0.54775828 0.54606393 0.53746887 0.53033169],[0.49178534 0.48983517 0.48281352 0.45718792 0.46450773],[0.398862   0.40176365 0.39756905 0.36588348 0.3692849 ],[3.32179954 3.28156604 3.19483719 2.92789028 2.82907061]
43,"[1.92071449e-11 7.06964155e-11 1.54181312e-10 2.04432041e-10
 2.44738831e-10]",[0.08965054 0.09681529 0.0978268  0.08868813 0.0900968 ],[0.94396263 1.47123022 1.71319355 1.74140741 1.67620826],[0.5582091  0.5579551  0.5552857  0.5446437  0.53430965],[0.38689046 0.41395577 0.41836217 0.37902046 0.38011721],[0.31081534 0.34242357 0.34797121 0.30994771 0.30116248],[3.20831775 3.23103561 3.18884214 3.10322751 3.08159771]
44,"[6.31935309e-12 2.72005100e-11 5.97089012e-11 6.58214369e-11
 6.40138249e-11]",[0.12167132 0.12709209 0.12458897 0.1114412  0.10423862],[0.62437796 1.06146211 1.31505324 1.26870218 1.221283  ],[0.5601825  0.56188971 0.5590452  0.54685105 0.54273917],[0.51461922 0.50850578 0.49965949 0.47031794 0.45067303],[0.41747335 0.41462359 0.40903505 0.39104554 0.38394651],[3.48444648 3.47001431 3.42388889 3.24178041 3.17276981]
45,"[7.71253843e-12 3.20894289e-11 6.92412551e-11 7.84200121e-11
 8.66924545e-11]",[0.1031248  0.10664092 0.10401801 0.0909764  0.08225647],[0.70410266 1.20816133 1.52051675 1.49210115 1.47452432],[0.57007352 0.56814244 0.56415534 0.55326711 0.54746712],[0.46438498 0.4596612  0.44725517 0.39418384 0.35462649],[0.38939085 0.38468709 0.37453631 0.33628705 0.30398051],[3.22640934 3.21715247 3.18240185 3.0495023  2.91005363]
46,"[1.11825106e-11 4.75094546e-11 1.00651521e-10 9.30590485e-11
 1.00798311e-10]",[0.0890272  0.09080249 0.08971722 0.08541784 0.07945036],[0.74952982 1.30984718 1.63323862 1.51809437 1.47485345],[0.55963169 0.5565913  0.55399118 0.55013587 0.54160038],[0.39305378 0.38744665 0.38104698 0.36710691 0.33737659],[0.3277654  0.31979922 0.31494079 0.3098638  0.27949907],[2.97686727 2.94497806 2.93201366 2.95771398 2.9049972 ]
47,"[9.53298434e-12 3.90024078e-11 8.40033436e-11 9.48622988e-11
 1.15563922e-10]",[0.09122912 0.09568111 0.09459014 0.08555889 0.07778866],[0.71109763 1.22568825 1.53940137 1.5068171  1.51062584],[0.55620433 0.55522191 0.55329349 0.54329156 0.53527131],[0.41010657 0.41344632 0.40745735 0.37128974 0.32923395],[0.34445191 0.34596517 0.3430354  0.3243296  0.27950155],[3.11849853 3.14019419 3.11756655 2.9835756  2.84299544]
48,"[1.94582971e-11 8.88046237e-11 1.91826284e-10 1.76852521e-10
 1.60326958e-10]",[0.08845619 0.08880186 0.08785599 0.08486759 0.08139915],[0.82544326 1.40203932 1.67210976 1.57848395 1.50627335],[0.54747457 0.54653473 0.54599329 0.53886812 0.53179259],[0.36264239 0.35140183 0.34816677 0.34421611 0.33513377],[0.2732582  0.26044418 0.25694646 0.26091988 0.25964873],[3.00090322 2.96534239 2.9547592  2.96953887 2.91636401]
49,"[1.36699717e-11 5.86562677e-11 1.27166676e-10 1.36473093e-10
 1.42483463e-10]",[0.09226353 0.09528655 0.09461567 0.08860684 0.08074228],[0.74484358 1.2706012  1.54713415 1.49370326 1.45694944],[0.54698625 0.54718373 0.54568844 0.53616515 0.53107334],[0.39857194 0.3992658  0.39591774 0.37663038 0.34327228],[0.32494095 0.31988409 0.31562944 0.30177197 0.28421791],[3.06185413 3.08382396 3.07884085 3.01474459 2.87815622]
50,"[1.74593257e-11 7.31524573e-11 1.56422538e-10 1.65321505e-10
 1.96144976e-10]",[0.0821398  0.08499309 0.08514727 0.08198367 0.07729842],[0.73222692 1.26735875 1.55441848 1.53527404 1.49443041],[0.53800301 0.53875129 0.53701053 0.53193889 0.5176017 ],[0.35035464 0.34921702 0.34765173 0.33954451 0.32262712],[0.27918645 0.27378174 0.27070694 0.26833052 0.25824805],[2.95015997 2.94673502 2.9363929  2.9335389  2.82328454]
51,"[2.08035846e-11 9.39426915e-11 2.00754607e-10 1.78839296e-10
 1.43070445e-10]",[0.08042824 0.08214036 0.08251337 0.08358196 0.08152369],[0.79759933 1.36126629 1.629085   1.55333873 1.50092251],[0.53681337 0.53131473 0.53207153 0.52954861 0.52791129],[0.34252358 0.3419076  0.34240104 0.35281263 0.34899776],[0.27418332 0.27153806 0.27300191 0.28618993 0.29483292],[2.82512367 2.83711452 2.85589864 2.95004934 2.97075433]
52,"[1.63239466e-11 7.14156489e-11 1.57155043e-10 1.72012075e-10
 1.99334443e-10]",[0.0862046  0.08843498 0.08797992 0.08441978 0.07793075],[0.7238848  1.25526785 1.53774583 1.52226297 1.52273297],[0.53678668 0.53852271 0.53902027 0.53145133 0.52528222],[0.37070675 0.36846324 0.36470433 0.35624224 0.32290424],[0.2920618  0.28587624 0.28161102 0.27887055 0.25317946],[3.01880572 3.01071966 3.00139588 2.98479259 2.84856209]
53,"[2.30630717e-11 1.00188282e-10 2.19601167e-10 2.36315251e-10
 2.36132709e-10]",[0.09496723 0.10052079 0.10175869 0.09969014 0.08823147],[0.76407642 1.20651669 1.38311139 1.36899358 1.42601115],[0.52884488 0.52684884 0.52508734 0.52033801 0.5144588 ],[0.39071652 0.40079988 0.40367499 0.41001828 0.36271319],[0.30428394 0.30442277 0.30527873 0.31906785 0.29326928],[3.1354962  3.118678   3.10665227 3.10055223 3.02192147]
54,"[2.22185828e-11 9.72168289e-11 2.08995204e-10 2.02659149e-10
 2.22729249e-10]",[0.08401893 0.08707273 0.08758397 0.08565133 0.07755247],[0.76822893 1.28651938 1.52507956 1.48605483 1.46753207],[0.53259255 0.53308653 0.53184889 0.52248484 0.51377049],[0.35001044 0.35012245 0.3521854  0.3575675  0.32907958],[0.28113355 0.27788343 0.27926314 0.28654382 0.27856943],[2.88463559 2.88407061 2.88649503 2.90810288 2.76571005]
55,"[2.13354798e-11 9.76654821e-11 2.16340129e-10 2.18508493e-10
 2.19775025e-10]",[0.09358148 0.09664664 0.09726061 0.09984261 0.09178916],[0.75786476 1.24861925 1.45543206 1.38712707 1.40652503],[0.52879222 0.52953334 0.52804061 0.52571784 0.52175198],[0.39877928 0.40305947 0.40487365 0.42325033 0.39387879],[0.31547877 0.31215469 0.31607512 0.3418501  0.32903874],[3.03634193 3.0458715  3.04628992 3.05698536 2.95612953]
56,"[2.47289961e-11 1.13145677e-10 2.54265991e-10 2.82056256e-10
 2.88038148e-10]",[0.08403608 0.08543566 0.08522873 0.08463329 0.08065071],[0.77723422 1.30909912 1.55564858 1.5522701  1.54666711],[0.52648303 0.52637221 0.52457118 0.52044552 0.51470105],[0.36420699 0.36243752 0.36133978 0.35625758 0.33752214],[0.29367497 0.28914057 0.28831976 0.27654706 0.25932643],[2.86873495 2.86506607 2.87173759 2.92609578 2.88600623]
57,"[2.43411386e-11 1.06227880e-10 2.31268447e-10 2.48739475e-10
 2.78553806e-10]",[0.08462232 0.08707872 0.08694925 0.0825962  0.07532089],[0.76952579 1.27437909 1.50957029 1.52616726 1.55002625],[0.52192962 0.52130258 0.52022077 0.52016769 0.51483534],[0.36700876 0.37143506 0.37106382 0.35379074 0.31382304],[0.29203294 0.29305469 0.2946506  0.29214221 0.25426704],[2.93572566 2.93909621 2.93388826 2.89164552 2.77779369]
