epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
23,"[0.9206936010321646, 0.9159732811152417, 0.9184639917055367, 0.9329005680737277, 0.9513406079936838]","[-24.29851527340309, -22.92649723172891, -22.166680055015192, -22.051948924929693, -21.763474495702763]","[0.35210000494664306, 0.388255753706096, 0.402131132038416, 0.31998920490862365, 0.3055405142223799]"
24,"[0.9213037627343055, 0.9163016765322114, 0.9185422914529752, 0.9329921638492658, 0.9511777460499428]","[-24.429299429326544, -23.067321316070775, -22.308899797453396, -22.161861058273125, -21.883187267599244]","[0.5347473764580895, 0.547585645677031, 0.5529140379455434, 0.5841644873621478, 0.5530292938432044]"
25,"[0.9066666023548491, 0.9043990534819829, 0.9092990271697569, 0.9310374634824816, 0.9493546134644316]","[-24.283665482841602, -22.884846684835697, -22.107358829503053, -21.961318557636506, -21.73424279753975]","[0.491257911573502, 0.4893101928545384, 0.4935958581346403, 0.5304315833642136, 0.5881220678345699]"
26,"[0.9184788038636539, 0.9183190251005952, 0.9202131795796309, 0.9313308966997278, 0.9418405070652777]","[-24.652920313464627, -23.278185095723344, -22.5698616153047, -22.593374253791573, -22.454131917357195]","[0.4458967400727891, 0.3888546032602326, 0.3682477355925049, 0.3967613808427227, 0.5385924192095785]"
27,"[0.9406125585883559, 0.9395521914176849, 0.9405380913088198, 0.9472954826875115, 0.9518603538980055]","[-24.19026064337748, -22.806297011530418, -22.071242183508936, -22.044049287989665, -21.872917760431253]","[0.3508022909691613, 0.38399847350799926, 0.396775953668148, 0.4249863707460931, 0.43497490878894945]"
28,"[0.9233287898421928, 0.923204138414828, 0.9272517426740117, 0.9367858107741585, 0.9475511341643659]","[-24.3981693557069, -23.015137500566816, -22.274520580058013, -22.32600336135262, -22.178292224534964]","[0.24663802476443825, 0.26122640891809074, 0.25531747878580385, 0.22065123929338978, 0.28606808405969525]"
29,"[0.9332731294908133, 0.9327953410418267, 0.9361530563483264, 0.947884194031825, 0.9553558094284326]","[-24.045872827910355, -22.652660072941476, -21.919436279552595, -21.987894888247475, -21.91362228494321]","[0.5709078932320182, 0.5908870938566255, 0.5683393259988002, 0.5345780636607201, 0.5160347712612144]"
30,"[0.9111736854701906, 0.909560894315241, 0.9111498717683176, 0.9227248119503774, 0.9399064453815875]","[-24.53627122710085, -23.112350229860297, -22.402172842581876, -22.565436386596144, -22.61767973992623]","[0.32060315254843064, 0.37898196267492135, 0.37796667373127885, 0.31435052312184714, 0.2126886508328243]"
31,"[0.9379391666333732, 0.93677016841925, 0.9370018813678583, 0.9386347918137903, 0.9441915398702806]","[-24.192134948105558, -22.791769008301134, -22.098689333048657, -22.2864225976279, -22.312019624401]","[0.3701054615791627, 0.368750564386516, 0.36328898597976145, 0.42045546663456146, 0.39315704561975545]"
32,"[0.9262591975011472, 0.9262432526058337, 0.927222691246039, 0.9344299272534271, 0.9435193695468111]","[-24.255383297235323, -22.819064376688644, -22.119428398303523, -22.339165706131748, -22.472419536383818]","[0.28817177428853813, 0.28384027241806087, 0.3091566574566776, 0.333005485950919, 0.35219599619284786]"
33,"[0.9280154746130437, 0.9292433583672993, 0.9304006433547117, 0.9358741897482317, 0.9410053891158366]","[-24.27869219907661, -22.882286253229765, -22.19872221121334, -22.407475262437643, -22.39299171418362]","[0.33136545019768104, 0.32900820586819457, 0.3350294200175152, 0.3287186868709305, 0.35016295381280743]"
34,"[0.9286228718462457, 0.9303948073197126, 0.9318853036568864, 0.9379108406540222, 0.9416087759735663]","[-24.057517464035417, -22.60955033050721, -21.900578637646774, -22.12143643568445, -22.33831762551495]","[0.4973974571066032, 0.49017400519358467, 0.46458581734257565, 0.3802676363956482, 0.45252385890734026]"
35,"[0.9119446946308695, 0.9116553444723221, 0.9156008594212278, 0.9321806078996857, 0.9450317627167316]","[-24.516104894109525, -23.122954176327607, -22.373409270472028, -22.328479385387897, -22.201632288496146]","[0.25705142269544257, 0.23515192377117314, 0.22664494747779632, 0.25977727545274876, 0.33001938578484014]"
36,"[0.9127416591714738, 0.9056751815130942, 0.9085442348459835, 0.9200080849857236, 0.9272873225759783]","[-21.7158375972071, -21.164383827124503, -20.483184891912845, -19.57043644609488, -19.699930320104762]","[0.6336597815562917, 0.5093411486366911, 0.5906487484732478, 0.7610933822582177, 0.48117947460140587]"
37,"[0.909173955448657, 0.9047633940680839, 0.9068134092983136, 0.9148720666452341, 0.922023070880344]","[-21.976822358741252, -21.49013844877795, -21.127432182775326, -20.446056315499778, -20.238896980133855]","[1.0819749362102613, 0.9373814645388333, 0.8750597556492626, 1.0076574942643926, 0.9766658618236242]"
38,"[0.9047141151871783, 0.9029188853352321, 0.9051426850999749, 0.9102797477075883, 0.9162635687388084]","[-22.614922360709475, -21.654545985669138, -20.981370689908747, -20.35645683185151, -20.06320157432483]","[0.9498666735092063, 0.8560858239701427, 0.8009322206405145, 0.7969027768070802, 0.7566016497258696]"
39,"[0.9138383474909547, 0.909543949722548, 0.9096829561637101, 0.9134882273517408, 0.9177615350692039]","[-21.542682010115392, -20.907812185124897, -20.55085776920375, -20.05434978368023, -20.00857339493168]","[1.2260713604217994, 1.092929724999567, 0.9570142238808638, 0.8200266886621538, 0.76997418247638]"
40,"[0.9070583505935682, 0.9046356987018047, 0.9073499435878911, 0.9238954960532727, 0.9272791642476199]","[-22.502666694797608, -21.66029292271184, -20.994104634201033, -20.568110568707404, -20.54514148226327]","[0.15295087887548642, 0.16736122720983448, 0.2386538200007673, 0.7187601266108858, 0.4307446821098847]"
41,"[0.921065329644507, 0.9211480816568318, 0.9244054014780086, 0.9335920421730282, 0.9408343745664259]","[-23.173942310919347, -21.860530042617423, -21.01587597111798, -20.498814861026165, -20.21360716490146]","[0.7542668727358318, 0.8283649748241555, 0.8889382672851641, 0.8568818870342364, 0.7825215243210049]"
42,"[0.9250454371639888, 0.9257053630200364, 0.9296232427885688, 0.9451230479874861, 0.9526687438074808]","[-24.54296825710551, -23.138612184380715, -22.314182254523104, -21.97612650610453, -21.827996648476105]","[0.3646280195394463, 0.4173742247300167, 0.4339235211934259, 0.4138805740791239, 0.31360108545059867]"
43,"[0.9184866046519887, 0.9193883540690501, 0.9243805410566868, 0.9383190605343003, 0.945154683303479]","[-23.582655299660214, -22.280249619571872, -21.500598734262997, -21.2173428759768, -21.037557284824505]","[0.7547064202334723, 0.7141121944674366, 0.6889079323861677, 0.7215315915708669, 0.7170478286632895]"
44,"[0.908900797994767, 0.9086497229426174, 0.9126988854912481, 0.9302842139987589, 0.9372371181163062]","[-24.700073569298908, -23.240168965768415, -22.453270921671685, -22.353694978410715, -22.380538170671876]","[0.4767102635356377, 0.4387471025424978, 0.4083133910826327, 0.3001329686368235, 0.26745665474727504]"
45,"[0.8992467381525375, 0.9014676211331719, 0.9062104059022715, 0.9258210191759421, 0.9360130646465599]","[-24.497360272150146, -23.07148296646116, -22.301913948076336, -22.17574246807445, -22.074446865887957]","[0.4457798983784744, 0.44609464979708713, 0.4326219694135635, 0.4081931791820895, 0.4021845077224529]"
46,"[0.9177627322039661, 0.9184930917518344, 0.9216778318532022, 0.9324111240026213, 0.9416249222735108]","[-24.12374083625228, -22.67702959960924, -21.926098177353225, -22.00398849017553, -21.923387644919583]","[0.4706281138880289, 0.4099579697353699, 0.3718236427361494, 0.31135113434317707, 0.4046740009637275]"
47,"[0.9184186959658598, 0.9193293266323943, 0.9230521537453841, 0.9358264643772849, 0.945282036909537]","[-24.28383532836706, -22.875148204334476, -22.107658244416534, -21.984773492261958, -21.786468542364705]","[0.39134605758408303, 0.40442178189916556, 0.39259836863557096, 0.33372875771617655, 0.323561518856602]"
48,"[0.933880119540533, 0.9352222192346258, 0.9373491177377622, 0.9444341432821326, 0.9503917465914746]","[-23.569723307503004, -22.051324938438224, -21.28098826327603, -21.36175434345998, -21.459656139177717]","[0.2601203603339894, 0.2566829962395544, 0.25012273583248873, 0.23735346474603572, 0.21915933659226186]"
49,"[0.930055728340249, 0.9302566055669155, 0.9325889842488425, 0.9438703261467777, 0.9520901994182028]","[-23.92365699134147, -22.467235011593342, -21.6932748807366, -21.62160119014643, -21.57759025753153]","[0.4608985985820208, 0.48554650946319194, 0.47553969026629844, 0.40962262020145584, 0.35341087718351605]"
50,"[0.9447346641281587, 0.9429564784263195, 0.9442185437182926, 0.9510033914755205, 0.9606704183597626]","[-23.677464356587848, -22.244977377562048, -21.484932838031064, -21.429055654798855, -21.25739019344766]","[0.24088154956161598, 0.24025802294294843, 0.2757666045208312, 0.40617126181467555, 0.385340905983475]"
51,"[0.9449114366407126, 0.9465264039175093, 0.9479950157094539, 0.9506356468516681, 0.9505602309228113]","[-23.50171368201201, -21.994193079347756, -21.23482145655056, -21.35058082557715, -21.573494913315972]","[0.4148172433203479, 0.4811287287028474, 0.4936522016981961, 0.504820377363665, 0.41536963899703294]"
52,"[0.9439050349378575, 0.9427192819499409, 0.9435765172836458, 0.9500049213616151, 0.957318877967397]","[-23.745417441105367, -22.269466816182128, -21.48058202235558, -21.389686763842448, -21.241506654693787]","[0.32892529590963376, 0.31300087008998007, 0.3035267996059866, 0.2779358498976454, 0.33344751059645705]"
53,"[0.9511149848374937, 0.9519042094147997, 0.9534054614239418, 0.9572563875552744, 0.9610054394860594]","[-23.4005509940332, -21.932085641676267, -21.147407078130147, -21.073720715433204, -21.073123599527985]","[0.2737242862474947, 0.31700555655014184, 0.3384871754649205, 0.41008005070326436, 0.3389702590946824]"
54,"[0.9499506346912019, 0.9495016945849563, 0.9507923758550402, 0.9556914592574861, 0.963717606774089]","[-23.43646602998598, -21.960641834096887, -21.1953303419422, -21.225861830866847, -21.130476521529317]","[0.3450032419214217, 0.4230734394302314, 0.4332915766831537, 0.36098849087595425, 0.3351148819732947]"
55,"[0.9506727174369014, 0.9499696687876819, 0.9505884495485367, 0.9536226715312823, 0.9579898879430505]","[-23.478173858686073, -21.957287989477713, -21.162105544232126, -21.152682279151264, -21.145720910227794]","[0.2472072352255797, 0.3045523987634835, 0.3269248974946359, 0.28464568920336186, 0.22191543202509315]"
56,"[0.9533037514021341, 0.9535202127841665, 0.9545200294353707, 0.9577846675405823, 0.9619379398127047]","[-23.329193379471665, -21.808502797235523, -20.998758517503397, -20.895013978082307, -20.87359921819926]","[0.25238563937355946, 0.31350419340752234, 0.35101361421443344, 0.42432611427904304, 0.39286799560644703]"
57,"[0.955362697743743, 0.9551400448129918, 0.9559014870572371, 0.9582422763097983, 0.964387096401485]","[-23.345286230225945, -21.872037546692017, -21.09402135070944, -21.020721533674884, -20.906649410114795]","[0.3398293545819984, 0.351316709583216, 0.3672527300602576, 0.38182901179670625, 0.3106120311070759]"
58,"[0.9539576196211076, 0.9548938777046596, 0.9559844479057247, 0.958538149554066, 0.9618073669385655]","[-23.50351300085379, -22.020286793295007, -21.209427604015747, -21.06824755732834, -20.93546878041744]","[0.2692838266576166, 0.20844927307866534, 0.19396164265836774, 0.19530829998082644, 0.28036067189880104]"
59,"[0.9521468018738576, 0.9521709700813499, 0.9528555547331856, 0.9568288835520867, 0.9623993032197337]","[-23.403290563616522, -21.895451714328892, -21.064208640461175, -20.85343304293985, -20.798794150046312]","[0.25601899590888166, 0.19399908713121244, 0.1752257262959856, 0.20923836229356021, 0.24726257472821944]"
60,"[0.9527362649682729, 0.9524231206086294, 0.9532612994884289, 0.9561170267488537, 0.9622641746460607]","[-23.548184379307497, -22.03222113757466, -21.220102771245816, -21.113321759081394, -21.06305406397887]","[0.4081929118653555, 0.40905959389706215, 0.39553570584788394, 0.4207067599853474, 0.3498838145210365]"
61,"[0.9569484009926693, 0.9568806830350043, 0.9573071690832176, 0.9609147743526331, 0.9664543504285876]","[-23.198277462813017, -21.712836283067006, -20.92585944800844, -20.839054955990218, -20.77646920465565]","[0.4015669939559789, 0.42816631530438815, 0.41808245411721195, 0.3593876898009033, 0.28504982553331054]"
62,"[0.9534517650809949, 0.9526474960112142, 0.9535441250450737, 0.9586674298671205, 0.9651831848877845]","[-23.415080576656447, -21.952316891561992, -21.139685768304897, -20.923435496866286, -20.791690325445746]","[0.24411290876533503, 0.2314742092106614, 0.24958372016959535, 0.34107533356559033, 0.2680163455852321]"
63,"[0.9582740088422237, 0.9583779622247173, 0.959184495438151, 0.9614250078596742, 0.966309042916162]","[-23.107116458827505, -21.57190368303052, -20.76378589704149, -20.69255403960551, -20.70363503258018]","[0.3859361501044036, 0.4598101804953611, 0.4863352147319824, 0.38742034305222944, 0.2810707488224238]"
64,"[0.9607527312917334, 0.9600066998086635, 0.9600876037131264, 0.9617028738647699, 0.9670608981794401]","[-22.889366926269336, -21.440269080757894, -20.659716231481962, -20.58141522298364, -20.526716844868385]","[0.3075217486794643, 0.37580471613003563, 0.40116700461490185, 0.33216165110226314, 0.29061382445044504]"
65,"[0.955128564188481, 0.9557166055373103, 0.9574160654137676, 0.9622302059826924, 0.9676891853343575]","[-23.31653128976489, -21.81743299034025, -21.001828284615595, -20.836670596236107, -20.712567765468826]","[0.16183490004402967, 0.170984239522583, 0.17896373713573815, 0.266292144411414, 0.2585692278086842]"
66,"[0.9584466422037375, 0.9579586595842592, 0.9582946433781703, 0.9620631130231606, 0.968370880466889]","[-23.0071189921758, -21.50505240817931, -20.700480884309027, -20.561213658319435, -20.49061252758675]","[0.3837901569054303, 0.37624202773784626, 0.3840216914669113, 0.38517291134655546, 0.4343188670444812]"
67,"[0.9581863006724205, 0.9581613671729773, 0.9590483900881872, 0.9626143175671923, 0.9673386094644552]","[-22.861046752793566, -21.311373430144588, -20.491118756755625, -20.354865605281976, -20.371515117918296]","[0.3368498212316376, 0.3551785509839675, 0.3774274881577129, 0.4754276212082125, 0.5017183735337146]"
68,"[0.9598601861740578, 0.9585546226593109, 0.9591112904229044, 0.9623079991987971, 0.9671479387819953]","[-22.985164145819464, -21.492960516411614, -20.668156623721114, -20.381970405058674, -20.217280986514233]","[0.2400649078976712, 0.2552167359916742, 0.295650000095468, 0.44672677704369784, 0.5080026045141048]"
69,"[0.9578590342956929, 0.9566603751710285, 0.9568086500435689, 0.9589746189571579, 0.9667010208398065]","[-23.059105115298188, -21.485084936456207, -20.633398434389207, -20.430852862611772, -20.39402855011676]","[0.33305404153741525, 0.33768267509086153, 0.3387165274510372, 0.32854829927557605, 0.3110972828119541]"
70,"[0.9603078500038444, 0.9600761464794196, 0.9608493885203238, 0.9645416487538025, 0.9683954036228769]","[-22.87642080954892, -21.278718416616094, -20.42288774592718, -20.261770565425795, -20.336550298542612]","[0.381233664624533, 0.5180318946459193, 0.5559291165700654, 0.4444133988429005, 0.4305567156572684]"
71,"[0.9581218733020151, 0.9571663413405184, 0.9578237084943301, 0.9621978880004787, 0.9686063031189976]","[-23.038227523441254, -21.587075103269324, -20.80140503599958, -20.649773310512238, -20.523258710646633]","[0.4278362886045802, 0.38504378167068826, 0.3565153402115168, 0.35992992673440627, 0.41552888581707065]"
72,"[0.9615512402007791, 0.9616188472107287, 0.9619767189804628, 0.9653975136110878, 0.96886938973001]","[-22.657216760457075, -21.116034736497504, -20.293775261799112, -20.16806797362782, -20.185638923897926]","[0.3910808277175745, 0.36518099779371505, 0.3436042879785935, 0.33152296580451157, 0.29380328617962714]"
73,"[0.9593904291675256, 0.9588831885999932, 0.9594362800934907, 0.9637109853922095, 0.9691296333462354]","[-22.789906885019636, -21.28751017812075, -20.46144881403932, -20.215352927670853, -20.13985037444562]","[0.3771509795212437, 0.36408417765696716, 0.36904586426215424, 0.35549605634663367, 0.3500040505445316]"
74,"[0.9591532859124346, 0.9595557975094003, 0.9603392203131326, 0.9642963673246546, 0.9682809667306762]","[-22.725086308499844, -21.151461693515557, -20.29815458622241, -20.041041295127098, -20.04806137074209]","[0.27102996625004555, 0.29675990725113244, 0.3154556709533963, 0.32560875656096894, 0.3081356840081421]"
75,"[0.9602034582149057, 0.9600495557886326, 0.9605633782812485, 0.9636802925054917, 0.9694992751841409]","[-22.787000966649327, -21.30862476105639, -20.511064149903042, -20.356035455201233, -20.301342099171915]","[0.18072556547306898, 0.16315408678899798, 0.16011201404698924, 0.1724324626680264, 0.2148547377989643]"
76,"[0.9596149690455386, 0.9591371628152131, 0.9604115651060813, 0.9640459513857518, 0.9690526511079957]","[-22.866035972617944, -21.339248713224297, -20.504237560911108, -20.271597211473598, -20.24983326876816]","[0.438587275794073, 0.3734787029095953, 0.34645341282366626, 0.29325104819965125, 0.37799499765448374]"
77,"[0.9581100848585303, 0.9583761616041835, 0.959304566330968, 0.9632755369079262, 0.9671842862328176]","[-22.769341311951823, -21.231897940225338, -20.412156155141123, -20.27221435828701, -20.263726268498893]","[0.2964491302840273, 0.3156976736360953, 0.3306725157442943, 0.34487760330642797, 0.38180475503301026]"
78,"[0.9622470094216816, 0.9621213662451585, 0.9629217987048824, 0.9661090022376149, 0.9697836146124293]","[-22.674608348758433, -21.11879865946766, -20.284254039380897, -20.10252217300702, -20.1183011117896]","[0.43065215034465165, 0.4533014560284558, 0.46678031600769987, 0.5349162755367167, 0.6260055555805865]"
79,"[0.9613085176544925, 0.9613788998052906, 0.9619145515042881, 0.9655873673599239, 0.9702459447919933]","[-22.678787638240507, -21.13408582203701, -20.308160418717502, -20.137165444378322, -20.1441932553197]","[0.2670316685909667, 0.299042868266436, 0.3185803230850839, 0.34438328573387844, 0.3681124965247012]"
80,"[0.962067591609991, 0.961926418626891, 0.9627197576638034, 0.9654949167641861, 0.9700756313278903]","[-22.72068792750111, -21.127081585226843, -20.286493422754077, -20.167172554853536, -20.2027311775141]","[0.25850398242036804, 0.3532772938811928, 0.3938847734773121, 0.42763356246388723, 0.3013130877276426]"
81,"[0.960858389686779, 0.9610688413990423, 0.9616180542185907, 0.9649723474396755, 0.9699786744060545]","[-22.572278623667565, -21.0391767542433, -20.208464305130903, -20.018978076608054, -20.011494609263597]","[0.38257179647987927, 0.42734609698387344, 0.46036601575737696, 0.4490485424606296, 0.3609638458153748]"
82,"[0.9607118829450192, 0.9612337626535117, 0.9620653608526275, 0.9651516405910353, 0.9699626347333316]","[-22.75428315006348, -21.228249164497896, -20.414132889513148, -20.24613534581872, -20.234387703336495]","[0.4034105092968489, 0.4111922108330417, 0.4269790405546317, 0.4727700667325587, 0.42565334110135855]"
83,"[0.9585049427556895, 0.9585144420175489, 0.9597228693647046, 0.9652551639429875, 0.9711989820556244]","[-22.742544256920212, -21.289113190589546, -20.482644885963424, -20.2407651964259, -20.110527274406632]","[0.2963178886336521, 0.3063022420427596, 0.3042135730870759, 0.2537723993288926, 0.1777182981291328]"
84,"[0.9613735085358657, 0.9617423269450299, 0.9627523769819953, 0.9660561435713216, 0.9693211614221593]","[-22.502335202350736, -20.97568850085416, -20.12550047131583, -19.802735777342317, -19.800125770698056]","[0.19355598691232162, 0.15850643686320792, 0.15389092808317598, 0.17411086363567227, 0.1877864887078371]"
85,"[0.96299381402927, 0.9631396613271554, 0.9639299101928445, 0.9668872551942856, 0.9712590732461599]","[-22.402924457200385, -20.838926403594062, -19.981861330495857, -19.7346447878144, -19.80205240312209]","[0.5530142214124204, 0.5378502855302535, 0.5358425575841722, 0.5290099446288082, 0.5300104181097094]"
86,"[0.9601307575575375, 0.959948275685572, 0.9612719423270843, 0.9662735139083548, 0.9708915553764893]","[-22.499732804630867, -20.95288696555551, -20.100515438818125, -19.828840224220425, -19.804798769331658]","[0.3334258282092466, 0.31991588284482886, 0.2990239682585947, 0.2505744336308884, 0.21258887301123658]"
87,"[0.9628875576462549, 0.962857910772558, 0.9637351841768153, 0.9675436230691246, 0.9715198111352291]","[-22.422357332686452, -20.74244962603881, -19.83780515244156, -19.562758614117246, -19.64939535250688]","[0.19277389203272524, 0.20984214107070223, 0.2243018821600203, 0.29105766942094313, 0.3639849352162797]"
88,"[0.961913909174708, 0.9624972439634665, 0.9634683236540266, 0.9670105577592473, 0.9717877078532936]","[-22.741248213059947, -21.194991884291912, -20.357234066671303, -20.16694806421309, -20.154009175823866]","[0.36493602169255596, 0.36850799179086474, 0.35598781237290955, 0.2943649694554419, 0.2557867037226127]"
89,"[0.9635371211461473, 0.9642795632200739, 0.9649349408555942, 0.968980679746618, 0.9723812717578353]","[-22.388119917988558, -20.9056441021556, -20.104335555370426, -19.937075769411013, -19.826744214722137]","[0.16663012501641933, 0.15367871972607167, 0.14826338402784056, 0.15870719585526086, 0.22988035703948514]"
90,"[0.9638772213259433, 0.964717001166364, 0.9654152739416743, 0.9684829207624608, 0.9723123677343499]","[-22.369698239529455, -20.812819638119485, -19.975420443619818, -19.7731792199427, -19.80775093559294]","[0.2795369306828201, 0.30764207539087546, 0.33639302883562744, 0.3293554852879186, 0.33240252779320884]"
