mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[-9.38753095e-08 -3.09162009e-07 -4.70569181e-07 -3.84426720e-07
 -2.51222717e-07]","[5.08736038e-06 1.53212213e-05 2.37198030e-05 2.40483545e-05
 1.30314014e-05]","[2.58812356e-11 2.34739821e-10 5.62629055e-10 5.78323354e-10
 1.69817421e-10]",[0.15748127 0.16478537 0.16447887 0.12942748 0.16265186],[-0.13743768 -0.08157722 -0.09330308 -0.2023731  -0.11186   ],"[5.08822643e-06 1.53243402e-05 2.37244703e-05 2.40514269e-05
 1.30338227e-05]",[0.00957031 0.00911458 0.00924479 0.00970052 0.009375  ],"[4.29834280e-12 3.98926845e-11 9.51870430e-11 9.29400271e-11
 2.85166755e-11]",[0.78646029 0.78163449 0.78270309 0.79117547 0.78433217],"[1.43714787e-12 1.37173296e-11 3.25443005e-11 2.99679854e-11
 9.66041648e-12]",[0.26295244 0.26876952 0.26760496 0.25511005 0.26570332],"[2.29491365e-13 2.24954547e-12 5.30469901e-12 4.68200774e-12
 1.56040044e-12]",[0.04198964 0.04407631 0.04361943 0.03985677 0.04291778],"[8.63092214e-14 8.43688912e-13 1.98962759e-12 1.78411719e-12
 5.85652778e-13]",[0.01579185 0.01653076 0.01636029 0.01518775 0.01610799],"[1.24610347e-15 1.42453027e-14 3.24591777e-14 2.28308128e-14
 9.06166248e-15]",[0.000228   0.00027911 0.00026691 0.00019435 0.00024923],142
"[6.68637403e-08 2.23879593e-07 3.39675924e-07 2.66656668e-07
 1.80380628e-07]","[5.58637960e-06 1.69961423e-05 2.62627790e-05 2.59896468e-05
 1.43815242e-05]","[3.12076371e-11 2.88868852e-10 6.89733559e-10 6.75461740e-10
 2.06828238e-10]",[0.12841539 0.09385786 0.10207533 0.15288669 0.11403086],[0.13939624 0.04169706 0.05855681 0.31359525 0.08913253],"[5.58677974e-06 1.69976167e-05 2.62649755e-05 2.59910147e-05
 1.43826554e-05]",[0.00898437 0.0093099  0.0093099  0.00820313 0.00904948],"[5.22844876e-12 4.88788678e-11 1.16483573e-10 1.11532732e-10
 3.48176459e-11]",[0.78603348 0.78118695 0.78225794 0.79080606 0.78389258],"[1.59816771e-12 1.51337054e-11 3.59643697e-11 3.36432181e-11
 1.07037195e-11]",[0.24026502 0.24186839 0.24152259 0.23854218 0.24098603],"[2.90573709e-13 2.95045693e-12 6.91074073e-12 5.62237938e-12
 2.00985138e-12]",[0.04368421 0.0471545  0.04640982 0.03986464 0.04525026],"[1.26157333e-13 1.26536100e-12 2.96999564e-12 2.50024891e-12
 8.67033381e-13]",[0.01896622 0.02022313 0.01994532 0.01772764 0.01952059],"[1.29232764e-15 1.43953226e-14 3.29971636e-14 2.37603302e-14
 9.29544847e-15]",[0.00019429 0.00023007 0.0002216  0.00016847 0.00020928],143
"[-5.41439229e-08 -1.69586317e-07 -2.60707470e-07 -2.38741879e-07
 -1.41468351e-07]","[5.08561509e-06 1.52790920e-05 2.36699648e-05 2.40515166e-05
 1.30153461e-05]","[2.58634808e-11 2.33450652e-10 5.60267236e-10 5.78475449e-10
 1.69399235e-10]",[0.07809217 0.08348942 0.08347938 0.05298728 0.08225797],[-0.1989067  -0.18763469 -0.19527161 -0.11793666 -0.20179184],"[5.08590330e-06 1.52800331e-05 2.36714006e-05 2.40527014e-05
 1.30161149e-05]",[0.009375   0.00950521 0.009375   0.00898437 0.00898437],"[4.12154248e-12 3.81436921e-11 9.10726398e-11 8.93340088e-11
 2.73103891e-11]",[0.7920594  0.78714626 0.78829132 0.79583032 0.78997863],"[1.39476133e-12 1.31131330e-11 3.11986737e-11 2.97939397e-11
 9.30589692e-12]",[0.26803893 0.27060709 0.27004426 0.26541874 0.2691818 ],"[2.68717879e-13 2.67860742e-12 6.29343279e-12 5.39672010e-12
 1.84082592e-12]",[0.05164099 0.05527666 0.05447364 0.04807658 0.05324762],"[1.39281791e-13 1.32702240e-12 3.14696927e-12 2.95514225e-12
 9.34317478e-13]",[0.02676655 0.02738489 0.02723901 0.02632583 0.02702601],"[1.15448195e-15 1.28310091e-14 2.93589115e-14 2.24295165e-14
 8.26419092e-15]",[0.00022186 0.00026479 0.00025412 0.00019981 0.00023905],144
"[1.29645976e-08 2.64236613e-08 4.50407065e-08 8.48457542e-08
 2.83084124e-08]","[5.30911048e-06 1.59127336e-05 2.46557033e-05 2.53179169e-05
 1.35658264e-05]","[2.81866541e-11 2.53215092e-10 6.07903704e-10 6.40996919e-10
 1.84031646e-10]",[-0.09252527 -0.13121034 -0.12266297 -0.05384371 -0.10960331],[-0.1124863  -0.10494303 -0.11221037 -0.03497004 -0.11751692],"[5.30912631e-06 1.59127556e-05 2.46557444e-05 2.53180591e-05
 1.35658559e-05]",[0.01041667 0.0109375  0.01080729 0.00957031 0.01080729],"[4.69130240e-12 4.37087701e-11 1.04173994e-10 1.01571770e-10
 3.11636285e-11]",[0.79746231 0.78912586 0.79085024 0.80762977 0.79360199],"[1.59581076e-12 1.52439832e-11 3.61484101e-11 3.34529474e-11
 1.07255433e-11]",[0.27126773 0.27521757 0.27442529 0.26599513 0.27313291],"[2.49469811e-13 2.47133935e-12 5.81401752e-12 5.04568115e-12
 1.70413348e-12]",[0.04240673 0.044618   0.04413786 0.04011983 0.04339686],"[1.25344684e-13 1.22965290e-12 2.89829901e-12 2.57306537e-12
 8.52204366e-13]",[0.02130702 0.02220037 0.02200281 0.02045927 0.02170194],"[1.14064444e-15 1.29746898e-14 2.96232503e-14 2.05847575e-14
 8.28338507e-15]",[0.0001939  0.00023425 0.00022489 0.00016368 0.00021094],145
"[4.83359491e-08 1.41846559e-07 2.21032431e-07 2.31735857e-07
 1.22541700e-07]","[5.48842672e-06 1.64582568e-05 2.55034324e-05 2.60714692e-05
 1.40313707e-05]","[3.01228278e-11 2.70874218e-10 6.50425063e-10 6.79721505e-10
 1.96879364e-10]",[0.30021131 0.20389197 0.22353501 0.41886153 0.25527133],[ 0.11071206 -0.12885456 -0.08269199  0.45281033 -0.00516583],"[5.48863956e-06 1.64588681e-05 2.55043902e-05 2.60724990e-05
 1.40319058e-05]",[0.0093099  0.00957031 0.00970052 0.00963542 0.0093099 ],"[4.94314909e-12 4.58259555e-11 1.09383422e-10 1.06795048e-10
 3.27838176e-11]",[0.775136   0.77309758 0.7735632  0.77690751 0.77425893],"[1.73560688e-12 1.64606957e-11 3.91079494e-11 3.64109543e-11
 1.16338113e-11]",[0.27216079 0.27769686 0.27657272 0.26488067 0.27475697],"[2.43950274e-13 2.39812778e-12 5.65026612e-12 4.98497592e-12
 1.66022793e-12]",[0.03825388 0.04045713 0.03995887 0.03626446 0.03920978],"[1.28344258e-13 1.24412492e-12 2.94107792e-12 2.64447351e-12
 8.68434825e-13]",[0.02012568 0.02098876 0.0207994  0.01923789 0.02050992],"[9.64705673e-16 1.08997666e-14 2.48701879e-14 1.81628765e-14
 6.96453413e-15]",[0.00015128 0.00018388 0.00017588 0.00013213 0.00016448],146
"[-2.18987547e-08 -5.70477428e-08 -9.12944323e-08 -1.19055287e-07
 -5.26850000e-08]","[6.23171609e-06 1.81921164e-05 2.83580601e-05 3.04196403e-05
 1.57437618e-05]","[3.88342855e-11 3.30953099e-10 8.04179574e-10 9.25354514e-10
 2.47866034e-10]",[0.08864559 0.06173457 0.06831811 0.10788266 0.07766561],[-0.09885026 -0.1208304  -0.11733201 -0.05803761 -0.11052597],"[6.23175457e-06 1.81922059e-05 2.83582071e-05 3.04198732e-05
 1.57438499e-05]",[0.00970052 0.01080729 0.0109375  0.00957031 0.01035156],"[5.51329647e-12 4.89532539e-11 1.17902959e-10 1.25543469e-10
 3.58453086e-11]",[0.78330385 0.77477414 0.77663626 0.79226432 0.7795021 ],"[1.69420833e-12 1.55992854e-11 3.72831570e-11 3.69862653e-11
 1.11989743e-11]",[0.24070534 0.24688702 0.24558715 0.23340839 0.24353603],"[3.06952493e-13 3.00923391e-12 7.09938625e-12 6.20400633e-12
 2.08875185e-12]",[0.0436104  0.04762659 0.04676423 0.03915148 0.04542258],"[1.46751953e-13 1.43035976e-12 3.37846036e-12 2.99001573e-12
 9.95833902e-13]",[0.02084984 0.02263804 0.02225419 0.01886902 0.02165568],"[1.37748604e-15 1.60750022e-14 3.65266121e-14 2.38593371e-14
 1.01368091e-14]",[0.00019571 0.00025442 0.0002406  0.00015057 0.00022044],147
"[-2.30084295e-08 -6.10715865e-08 -9.73104668e-08 -1.22932507e-07
 -5.58048678e-08]","[5.85357885e-06 1.74758818e-05 2.71104352e-05 2.78676933e-05
 1.49387268e-05]","[3.42643853e-11 3.05406444e-10 7.34975694e-10 7.76608332e-10
 2.23165559e-10]",[-0.11462633 -0.10516279 -0.10608467 -0.14267409 -0.1086995 ],[0.08031103 0.01041157 0.0177933  0.26976905 0.03748868],"[5.85362407e-06 1.74759885e-05 2.71106098e-05 2.78679645e-05
 1.49388310e-05]",[0.00865885 0.00885417 0.00924479 0.00813802 0.00917969],"[4.60505610e-12 4.14761256e-11 9.95980083e-11 1.03051200e-10
 3.01375112e-11]",[0.79043838 0.78619899 0.78715235 0.79442832 0.78859033],"[1.45982009e-12 1.34906861e-11 3.22128663e-11 3.18285475e-11
 9.66327489e-12]",[0.25057194 0.25572214 0.25458776 0.24536832 0.25285317],"[2.44951038e-13 2.39602452e-12 5.65327066e-12 4.99773730e-12
 1.66415389e-12]",[0.04204481 0.04541774 0.04467946 0.03852788 0.04354493],"[9.68727423e-14 9.43991682e-13 2.22836473e-12 1.99789716e-12
 6.56671523e-13]",[0.0166278  0.0178938  0.01761142 0.01540192 0.01718273],"[9.02350511e-16 1.01393501e-14 2.31465626e-14 1.73359185e-14
 6.49030782e-15]",[0.00015488 0.0001922  0.00018293 0.00013364 0.00016983],148
"[-2.14848931e-08 -7.10661672e-08 -1.08074987e-07 -8.73576360e-08
 -5.76134259e-08]","[5.55174896e-06 1.66529184e-05 2.58109472e-05 2.62383164e-05
 1.42012286e-05]","[3.08219165e-11 2.77319692e-10 6.66204997e-10 6.88449245e-10
 2.01674894e-10]",[0.07710229 0.04044818 0.04797542 0.12357709 0.06004608],[0.57718452 0.62749434 0.61691505 0.52008975 0.60019379],"[5.55179053e-06 1.66530701e-05 2.58111735e-05 2.62384618e-05
 1.42013455e-05]",[0.00957031 0.01048177 0.01022135 0.00917969 0.01022135],"[4.85738907e-12 4.49750656e-11 1.07424162e-10 1.04339260e-10
 3.22164992e-11]",[0.79943    0.79429165 0.79548648 0.80347342 0.79724939],"[1.57163993e-12 1.50230112e-11 3.56346742e-11 3.26530176e-11
 1.05731600e-11]",[0.25866079 0.26531706 0.26387826 0.25144736 0.26164995],"[2.43189281e-13 2.47324474e-12 5.78754849e-12 4.75795995e-12
 1.68169775e-12]",[0.04002414 0.04367926 0.04285737 0.03663908 0.04161633],"[6.84711143e-14 6.95197032e-13 1.62514139e-12 1.37951855e-12
 4.72145940e-13]",[0.01126899 0.01227767 0.01203433 0.0106231  0.01168402],"[1.12335381e-15 1.33936653e-14 3.02540724e-14 1.97451995e-14
 8.33158407e-15]",[0.00018488 0.00023654 0.00022403 0.00015205 0.00020618],149
"[8.12619664e-08 2.10511307e-07 3.37324804e-07 4.44191408e-07
 1.95044316e-07]","[5.59186069e-06 1.64762425e-05 2.56281432e-05 2.70797578e-05
 1.41831324e-05]","[3.12689060e-11 2.71466565e-10 6.56801725e-10 7.33313283e-10
 2.01161245e-10]",[-0.03771967 -0.02882278 -0.03152865 -0.03493372 -0.03489645],[-0.10334986 -0.12490909 -0.12243662 -0.04327899 -0.11630238],"[5.59245112e-06 1.64775872e-05 2.56303631e-05 2.70834006e-05
 1.41844734e-05]",[0.00983073 0.01048177 0.01009115 0.00904948 0.01009115],"[4.83522436e-12 4.32929542e-11 1.04067029e-10 1.09358397e-10
 3.15481838e-11]",[0.78404718 0.7777239  0.7791375  0.79010898 0.78127931],"[1.74010952e-12 1.60822541e-11 3.83980984e-11 3.79734387e-11
 1.15181616e-11]",[0.28216435 0.28890506 0.28748201 0.27435621 0.28524309],"[3.23079764e-13 3.10317297e-12 7.34739139e-12 6.77485704e-12
 2.17566844e-12]",[0.05238842 0.05574606 0.05500905 0.04894801 0.05387964],"[1.38517259e-13 1.31611620e-12 3.12249274e-12 2.95349462e-12
 9.27822560e-13]",[0.02246102 0.02364299 0.02337773 0.02133885 0.02297719],"[1.26576976e-15 1.44852041e-14 3.30357953e-14 2.25978385e-14
 9.22276761e-15]",[0.00020525 0.00026022 0.00024734 0.00016327 0.0002284 ],150
"[-7.31250414e-08 -1.82268438e-07 -2.94764399e-07 -4.13687988e-07
 -1.72702565e-07]","[5.26149266e-06 1.54186367e-05 2.40107813e-05 2.56411325e-05
 1.33121290e-05]","[2.76833051e-11 2.37734357e-10 5.76517619e-10 6.57467674e-10
 1.77212779e-10]",[0.34057015 0.27644477 0.29209341 0.38188477 0.31445135],[1.74831053 1.57135578 1.61203291 1.901138   1.67247624],"[5.26200079e-06 1.54197140e-05 2.40125905e-05 2.56444694e-05
 1.33132492e-05]",[0.01126302 0.01217448 0.01204427 0.01113281 0.01152344],"[3.94342545e-12 3.47228143e-11 8.37705631e-11 9.07926639e-11
 2.55380578e-11]",[0.78081146 0.76987088 0.77230112 0.79161978 0.77599425],"[1.40148003e-12 1.29423044e-11 3.09103954e-11 3.05411205e-11
 9.27514029e-12]",[0.27749774 0.28695552 0.28497043 0.26628754 0.28183253],"[3.12206773e-13 3.11532314e-12 7.32204241e-12 6.18851089e-12
 2.14161283e-12]",[0.06181799 0.06907264 0.06750368 0.05395753 0.06507461],"[1.23374461e-13 1.21428531e-12 2.86140738e-12 2.49828166e-12
 8.40640646e-13]",[0.02442856 0.02692302 0.02638001 0.02178248 0.02554354],"[1.04317141e-15 1.19086037e-14 2.71158840e-14 1.95441905e-14
 7.56918328e-15]",[0.00020655 0.00026404 0.00024999 0.00017041 0.00023   ],151
"[5.59267235e-08 1.56313644e-07 2.46173780e-07 2.83378783e-07
 1.38724926e-07]","[5.47676371e-06 1.61731090e-05 2.51452191e-05 2.64465656e-05
 1.39056476e-05]","[2.99949407e-11 2.61569453e-10 6.32282042e-10 6.99420829e-10
 1.93367036e-10]",[0.13131918 0.14297743 0.14113496 0.10950583 0.13753478],[-0.30184537 -0.28386319 -0.29055168 -0.27829163 -0.29792289],"[5.47704926e-06 1.61738643e-05 2.51464241e-05 2.64480837e-05
 1.39063396e-05]",[0.01009115 0.00970052 0.00970052 0.00904948 0.00970052],"[4.31093875e-12 3.89329225e-11 9.34114529e-11 9.66011952e-11
 2.82360958e-11]",[0.77843523 0.77013691 0.77195139 0.78693953 0.77473974],"[1.39076808e-12 1.29206452e-11 3.08118863e-11 3.02273830e-11
 9.22602266e-12]",[0.2511339  0.25558487 0.25462915 0.24624046 0.25314287],"[2.51721007e-13 2.50816873e-12 5.89117218e-12 5.09855577e-12
 1.72305948e-12]",[0.04545379 0.04961439 0.04868459 0.04153422 0.04727717],"[1.20185757e-13 1.16341229e-12 2.74815546e-12 2.53183100e-12
 8.11361859e-13]",[0.02170219 0.0230136  0.02271073 0.02062498 0.02226208],"[1.18880525e-15 1.37820359e-14 3.12992754e-14 2.16100045e-14
 8.69125895e-15]",[0.00021467 0.00027262 0.00025866 0.00017604 0.00023847],152
"[-4.48584556e-08 -1.28023908e-07 -2.00695355e-07 -2.22119439e-07
 -1.12307662e-07]","[5.59623292e-06 1.66950931e-05 2.59027747e-05 2.66748849e-05
 1.42767002e-05]","[3.13178229e-11 2.78726133e-10 6.70953738e-10 7.11549484e-10
 2.03824170e-10]",[-0.0203478  -0.04705158 -0.04225768  0.0264752  -0.03383091],[-0.18596339 -0.20362184 -0.20113696 -0.12986435 -0.19610211],"[5.59641271e-06 1.66955839e-05 2.59035522e-05 2.66758097e-05
 1.42771420e-05]",[0.00898437 0.00846354 0.00846354 0.00898437 0.00872396],"[5.02922062e-12 4.68925422e-11 1.11806564e-10 1.07705645e-10
 3.34483342e-11]",[0.77660941 0.77249446 0.77336324 0.78138186 0.77473124],"[1.63239486e-12 1.56880176e-11 3.71662516e-11 3.37673824e-11
 1.10074006e-11]",[0.25207349 0.25843996 0.25707804 0.24497528 0.25495372],"[2.38366303e-13 2.37205290e-12 5.57461975e-12 4.80430550e-12
 1.63134793e-12]",[0.03680839 0.03907653 0.03855951 0.03485423 0.03778533],"[1.00302336e-13 9.74478346e-13 2.30125958e-12 2.08623819e-12
 6.78751067e-13]",[0.01548863 0.01605328 0.01591776 0.01513522 0.01572125],"[1.17734724e-15 1.32819269e-14 3.03505504e-14 2.17893521e-14
 8.50618393e-15]",[0.00018181 0.0002188  0.00020993 0.00015808 0.00019702],153
"[3.80446219e-08 1.18533807e-07 1.82418020e-07 1.68969080e-07
 9.91583270e-08]","[5.98660912e-06 1.78028308e-05 2.76432125e-05 2.85904475e-05
 1.52529255e-05]","[3.58394888e-11 3.16940784e-10 7.64147197e-10 8.17413686e-10
 2.32651738e-10]",[-0.19362151 -0.17670791 -0.18053378 -0.20896935 -0.18628306],[0.09190835 0.01294844 0.02983471 0.17903677 0.0562201 ],"[5.98673001e-06 1.78032254e-05 2.76438144e-05 2.85909468e-05
 1.52532478e-05]",[0.00709635 0.00709635 0.00709635 0.0077474  0.00683594],"[4.77962949e-12 4.39722055e-11 1.05137654e-10 1.04037146e-10
 3.15930889e-11]",[0.79401879 0.78936864 0.79043744 0.79792306 0.79202687],"[1.53131377e-12 1.47032090e-11 3.48351030e-11 3.17956324e-11
 1.03194017e-11]",[0.25439041 0.26394519 0.26189446 0.24385971 0.25870352],"[2.22940894e-13 2.16268014e-12 5.10599958e-12 4.69009276e-12
 1.50636412e-12]",[0.03703619 0.03882343 0.03838751 0.03597112 0.03776398],"[7.81334153e-14 7.92210834e-13 1.85365982e-12 1.55505503e-12
 5.38965915e-13]",[0.01297996 0.0142214  0.01393604 0.01192665 0.01351167],"[1.14836728e-15 1.37651145e-14 3.10663873e-14 1.98957894e-14
 8.53666431e-15]",[0.00019077 0.0002471  0.00023356 0.00015259 0.00021401],154
"[-2.39297458e-08 -7.91528143e-08 -1.20378018e-07 -9.73435153e-08
 -6.41759652e-08]","[5.66006065e-06 1.66157915e-05 2.58618991e-05 2.75848301e-05
 1.43290647e-05]","[3.20362866e-11 2.76084528e-10 6.68837825e-10 7.60922850e-10
 2.05322096e-10]",[0.01714751 0.00422303 0.00642627 0.0414445  0.01044645],[-0.33331105 -0.37066091 -0.36460723 -0.25692433 -0.35318379],"[5.66011124e-06 1.66159801e-05 2.58621793e-05 2.75850018e-05
 1.43292084e-05]",[0.00859375 0.009375   0.00885417 0.0078125  0.00872396],"[4.47727313e-12 4.01590663e-11 9.64418696e-11 1.02023837e-10
 2.92105518e-11]",[0.76122285 0.75059336 0.75283042 0.77351799 0.75636054],"[1.60377924e-12 1.53380497e-11 3.63437923e-11 3.38924077e-11
 1.07762179e-11]",[0.27267343 0.28667594 0.2837016  0.25696335 0.27903293],"[2.77871214e-13 2.77792831e-12 6.52263406e-12 5.56215808e-12
 1.90598921e-12]",[0.04724347 0.05192089 0.05091603 0.04217082 0.04935254],"[1.73986616e-13 1.68195716e-12 3.97722420e-12 3.61721849e-12
 1.17526395e-12]",[0.02958108 0.03143663 0.03104643 0.0274248  0.03043158],"[1.41675418e-15 1.68380288e-14 3.81215955e-14 2.41543229e-14
 1.05146504e-14]",[0.00024088 0.00031471 0.00029758 0.00018313 0.00027226],155
"[1.34155848e-08 4.70832231e-08 7.08064984e-08 4.93113693e-08
 3.70441839e-08]","[6.48561398e-06 1.91781490e-05 2.98199180e-05 3.10875781e-05
 1.64863828e-05]","[4.20631887e-11 3.67801400e-10 8.89227511e-10 9.66437510e-10
 2.71800819e-10]",[0.08737776 0.0696221  0.07316693 0.11128339 0.07896986],[0.31432317 0.25935257 0.27063348 0.38392094 0.2886884 ],"[6.48562785e-06 1.91782068e-05 2.98200021e-05 3.10876172e-05
 1.64864245e-05]",[0.0078776  0.00891927 0.00891927 0.00735677 0.00865885],"[5.33553776e-12 4.79609599e-11 1.15248413e-10 1.19167542e-10
 3.49002527e-11]",[0.78287051 0.77616915 0.77764721 0.78970039 0.77990275],"[1.57324880e-12 1.47098370e-11 3.50385220e-11 3.38239410e-11
 1.04702586e-11]",[0.23083898 0.23805449 0.23642502 0.22414476 0.23397491],"[2.73200468e-13 2.70044289e-12 6.35518649e-12 5.55134372e-12
 1.86397048e-12]",[0.04008604 0.04370222 0.04288209 0.03678769 0.04165344],"[1.29562671e-13 1.27776243e-12 3.00871273e-12 2.63484382e-12
 8.83154220e-13]",[0.01901042 0.02067848 0.02030151 0.0174606  0.01973551],"[1.30563900e-15 1.57422715e-14 3.55448925e-14 2.17466231e-14
 9.75842410e-15]",[0.00019157 0.00025476 0.00023984 0.00014411 0.00021807],156
"[-8.01521939e-09 -4.48932899e-08 -6.28542228e-08  3.24289112e-09
 -2.87154677e-08]","[6.46924142e-06 1.88594665e-05 2.94098138e-05 3.15843601e-05
 1.63359465e-05]","[4.18510846e-11 3.55679477e-10 8.64937146e-10 9.97571801e-10
 2.66863147e-10]",[0.10053499 0.09553289 0.09678777 0.10400728 0.09853641],[0.12974691 0.09886273 0.10444277 0.17863859 0.11427598],"[6.46924639e-06 1.88595200e-05 2.94098809e-05 3.15843602e-05
 1.63359717e-05]",[0.00755208 0.00846354 0.00807292 0.00690104 0.0078125 ],"[4.90291516e-12 4.27102913e-11 1.03261278e-10 1.14532175e-10
 3.15904519e-11]",[0.79104261 0.77804003 0.78089591 0.80435188 0.78527111],"[1.33295967e-12 1.22813331e-11 2.93250364e-11 2.94906711e-11
 8.80301124e-12]",[0.21506142 0.22372521 0.22176562 0.20711103 0.21882404],"[2.49164624e-13 2.55747322e-12 5.97210742e-12 4.84422625e-12
 1.72992120e-12]",[0.04020054 0.04658869 0.04516305 0.03402068 0.04300214],"[1.18943897e-13 1.20289494e-12 2.81657145e-12 2.36778991e-12
 8.19731543e-13]",[0.01919056 0.02191276 0.02129984 0.01662883 0.02037677],"[1.70234281e-15 2.10044865e-14 4.72008124e-14 2.76886487e-14
 1.28577125e-14]",[0.00027466 0.00038263 0.00035695 0.00019446 0.00031962],157
"[-3.29581382e-09  2.18726587e-08  2.36030918e-08 -7.73404647e-08
  4.02918559e-09]","[5.08457567e-06 1.53033499e-05 2.36929833e-05 2.40917012e-05
 1.30187383e-05]","[2.58529098e-11 2.34192517e-10 5.61357459e-10 5.80410067e-10
 1.69487547e-10]",[ 0.00970966 -0.0491972  -0.03832694  0.10246246 -0.01952389],[-0.4825722  -0.54348528 -0.53569715 -0.31310314 -0.51825645],"[5.08457674e-06 1.53033655e-05 2.36929951e-05 2.40918254e-05
 1.30187389e-05]",[0.00970052 0.00878906 0.00917969 0.00983073 0.0093099 ],"[3.97062635e-12 3.67281132e-11 8.76735892e-11 8.66169008e-11
 2.62908723e-11]",[0.79086723 0.78808867 0.78877335 0.79233513 0.7897462 ],"[1.19121382e-12 1.12069006e-11 2.66501747e-11 2.55914299e-11
 7.94578032e-12]",[0.23726533 0.2404706  0.23976374 0.23409968 0.23868169],"[2.23882822e-13 2.20656439e-12 5.19705974e-12 4.54559684e-12
 1.52592086e-12]",[0.04459286 0.04734707 0.04675641 0.04158122 0.04583683],"[1.16972706e-13 1.15083288e-12 2.71270842e-12 2.36287973e-12
 7.97110437e-13]",[0.02329856 0.02469385 0.02440544 0.02161463 0.02394424],"[1.02405903e-15 1.11615034e-14 2.56650676e-14 2.00129782e-14
 7.27617291e-15]",[0.00020397 0.0002395  0.0002309  0.00018307 0.00021857],158
"[-1.28957683e-08 -6.16154119e-08 -8.81150445e-08 -1.54281175e-08
 -4.20246738e-08]","[5.36117248e-06 1.56183164e-05 2.41954662e-05 2.86820564e-05
 1.33995716e-05]","[2.87421704e-11 2.43931807e-10 5.85420583e-10 8.22660357e-10
 1.79548519e-10]",[0.18933444 0.21946253 0.20987747 0.17592598 0.19853834],[-0.03625635 -0.08875447 -0.16006177  0.96127836 -0.17683192],"[5.36118799e-06 1.56184379e-05 2.41956266e-05 2.86820605e-05
 1.33996375e-05]",[0.01230469 0.0125     0.01236979 0.00970052 0.01236979],"[3.49828337e-12 3.26772385e-11 7.71992686e-11 8.65150055e-11
 2.29749647e-11]",[0.71755867 0.71325206 0.71331307 0.73493733 0.71431185],"[1.36625655e-12 1.32200720e-11 3.11561599e-11 3.00793164e-11
 9.18770884e-12]",[0.28024294 0.28855693 0.28787962 0.25552114 0.28565394],"[2.96652900e-13 2.99186999e-12 7.00794047e-12 5.95006819e-12
 2.04115414e-12]",[0.06084866 0.06530409 0.06475263 0.0505453  0.06346128],"[2.94661189e-13 3.07988656e-12 7.17309503e-12 5.47537074e-12
 2.06668814e-12]",[0.06044013 0.06722525 0.06627864 0.04651279 0.06425515],"[1.57091908e-14 1.77440740e-13 4.07368004e-13 2.56195692e-13
 1.14512142e-13]",[0.00322223 0.00387303 0.00376404 0.00217636 0.00356028],159
"[-1.07716386e-08 -2.06645033e-08 -3.58396687e-08 -7.30231811e-08
 -2.30097580e-08]","[3.66814884e-06 1.13948809e-05 1.75349909e-05 1.65762158e-05
 9.53734640e-06]","[1.34553159e-11 1.29843312e-10 3.07475906e-10 2.74770930e-10
 9.09609763e-11]",[0.09813263 0.10093186 0.10105593 0.07963969 0.10053952],[0.32340214 0.21032348 0.23233629 0.49111911 0.26892798],"[3.66816465e-06 1.13948997e-05 1.75350275e-05 1.65763766e-05
 9.53737415e-06]",[0.01425781 0.0140625  0.01471354 0.01464844 0.01458333],"[2.44668510e-12 2.36627236e-11 5.60139694e-11 4.97381896e-11
 1.65594608e-11]",[0.77297806 0.77583173 0.77545551 0.76536955 0.77462943],"[1.03010858e-12 9.99611245e-12 2.36369877e-11 2.10103736e-11
 6.97855764e-12]",[0.32544087 0.32774339 0.32722966 0.32330691 0.32644759],"[1.65729649e-13 1.56324652e-12 3.71293814e-12 3.59053383e-12
 1.10565515e-12]",[0.05235875 0.0512543  0.05140179 0.05525101 0.05172107],"[9.85357136e-14 9.63355670e-13 2.27171254e-12 2.03819310e-12
 6.68619852e-13]",[0.03113026 0.03158562 0.03144951 0.03136365 0.03127714],"[2.29179800e-15 2.32321000e-14 5.43118532e-14 4.66202394e-14
 1.57815938e-14]",[0.00072404 0.00076171 0.00075189 0.00071739 0.00073824],160
