epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
28,"[0.9062162751656022, 0.9040002214052063, 0.9044655025254382, 0.9085274442654309, 0.9052324826831163]","[-24.110474795703304, -22.237421326508162, -21.289792614046018, -20.660970527836312, -22.375835919275374]","[0.680142212528683, 0.638909303108387, 0.6473170143214143, 0.7153507309319435, 0.6608714891930609]"
29,"[0.8769087878721614, 0.8749683290709752, 0.8752519016591718, 0.8810192942741579, 0.8758442330152109]","[-24.61497927162124, -22.567339753894935, -21.674549880186024, -21.162469578676316, -22.826429415582254]","[0.23766880230046697, 0.2559978501800839, 0.24843360407628082, 0.24397475535742683, 0.2410842698072065]"
30,"[0.8743545732971308, 0.8730246378249005, 0.8732464597123485, 0.87597231078326, 0.8736680917584582]","[-25.244910319464946, -23.008332849788054, -22.146815646155467, -22.074687509783043, -23.358338125936612]","[0.22693371283754554, 0.22608928415168672, 0.22477535611505006, 0.24012993094629181, 0.22365724390055075]"
31,"[0.9024988615686658, 0.9026630028369309, 0.9026471825203919, 0.9022995376799186, 0.9025806660980227]","[-26.45408475332115, -24.148420863592285, -23.295344112540647, -23.465231646408405, -24.52666388901083]","[0.4082731534366643, 0.4121495937326277, 0.41191479446298157, 0.4050024999731645, 0.411159626432971]"
32,"[0.9058739521965972, 0.9052598449846071, 0.9054095216918411, 0.906321320124465, 0.9055816514188293]","[-26.47814328273019, -24.20493859744707, -23.34587372757548, -23.43641526816423, -24.566811189839395]","[0.2030145296537415, 0.21574763907762232, 0.21313012381747126, 0.19417338088851, 0.20891067384655448]"
33,"[0.8870155030800578, 0.8857880023514192, 0.8859005249552274, 0.8900924130651001, 0.8862801329559199]","[-25.437263923034564, -23.125536333939685, -22.278733108996704, -22.357541491590034, -23.514852164711705]","[0.749967036343283, 0.6967321039809841, 0.7050306150010625, 0.8432898397886237, 0.7218534105319453]"
34,"[0.8713384523510288, 0.8702329681031185, 0.8703358259749285, 0.8753529688559484, 0.8705966880000098]","[-23.486696644678254, -21.227294856077293, -20.37000866464536, -20.34777618976698, -21.588874122398593]","[0.9102789140036651, 0.9073925622846444, 0.9078588677940257, 0.9670051270754787, 0.908476488216825]"
35,"[0.8618240234752056, 0.8600147570732979, 0.8603058678456648, 0.8660550464842898, 0.860802372366861]","[-23.633386589213824, -21.5481430705332, -20.654255775744737, -20.31723358012848, -21.814831059719374]","[0.7799292319064773, 0.8031731216854483, 0.8262599544332515, 0.7070308230236464, 0.8333437756487994]"
36,"[0.8748016740147434, 0.8729620215307308, 0.8732679856033764, 0.8784612109207321, 0.8738163183613612]","[-25.45837485559153, -23.358387733577665, -22.47134942252105, -22.111381386239813, -23.63857346357519]","[0.15755540712774627, 0.18660890858817078, 0.17822554574444135, 0.14462863422277242, 0.1674560113750827]"
37,"[0.8748740641573438, 0.8744439166496327, 0.874508549114258, 0.8765665391467939, 0.874623127402906]","[-26.231630989216498, -23.884480985051574, -23.038964182436697, -23.313887736995714, -24.283388260071813]","[0.3823136905875844, 0.4022743122595702, 0.39836456555335825, 0.35898952604818957, 0.39194335653749396]"
38,"[0.8773811539859214, 0.8756965930867752, 0.8759982967695151, 0.8806932581540295, 0.8764942078722646]","[-23.58080801328272, -21.45894478906562, -20.57348829644502, -20.293040708725943, -21.746667738201012]","[1.1618452574073599, 1.1323764420546736, 1.1378261142736852, 1.2540695656162402, 1.1460942249291597]"
39,"[0.8847235095286388, 0.8843542197071177, 0.8842498971453654, 0.8890087082035347, 0.8843366854645205]","[-22.684389864640927, -20.46192463923396, -19.608763197177623, -19.3384431351146, -20.82148052703163]","[1.016770768521403, 1.035643823766989, 1.0325521301033644, 1.064313731018033, 1.0252203684873518]"
40,"[0.8984886004507133, 0.8983006545774949, 0.898365588290886, 0.8997564432223513, 0.8984016523815197]","[-26.58206611688513, -24.253175688330533, -23.41393930681482, -23.445287723878458, -24.658090260756975]","[0.2909768600991636, 0.23481429839982806, 0.24004248620183322, 0.2166748010759822, 0.257376549257368]"
41,"[0.9011358485171302, 0.9008012558860639, 0.9008745656771856, 0.9017646934902646, 0.9009783265223027]","[-26.556808103972816, -24.250719501363918, -23.400055565925868, -23.522155042605384, -24.632757850331025]","[0.30776523638620235, 0.3195541408539424, 0.31741476098596727, 0.37135128436462495, 0.3135732624013209]"
42,"[0.903585125581807, 0.9040540422261905, 0.903962701830939, 0.9032342799008604, 0.9038424811030609]","[-26.584494973173225, -24.297230462089715, -23.442479043264886, -23.533171791168137, -24.668860361769955]","[0.21558347014240115, 0.26181352637589594, 0.2532927520332963, 0.2141177814519362, 0.2392600559638664]"
43,"[0.9098952389588173, 0.9092697117562293, 0.9093962032435164, 0.9110858592973561, 0.909590625009608]","[-26.59326955798116, -24.295176886411948, -23.441885771355448, -23.568261601953907, -24.671433848868027]","[0.3837007626384192, 0.39393453756807945, 0.392419340379038, 0.3464473417077225, 0.38904944323427004]"
44,"[0.9115950818201166, 0.9102720839914507, 0.9106224102373166, 0.9122658999390704, 0.9110868176434559]","[-26.208121390139365, -23.929550981436545, -23.07130661647943, -23.178443426576035, -24.293867849981705]","[0.35329543926992163, 0.34899837115021326, 0.3499847733502241, 0.3444378472962279, 0.35193813630899573]"
45,"[0.9157272176707549, 0.9146801988271559, 0.9148971165627555, 0.9168503968550406, 0.9152755319543612]","[-26.063627452853087, -23.763022762223112, -22.908895064222634, -23.068857672548962, -24.138521798902882]","[0.24207193355013076, 0.23276765402494956, 0.23462154847537597, 0.2597689484823202, 0.2376216135468824]"
46,"[0.9098441442009595, 0.9093606399449005, 0.9094532368094866, 0.9098736614035613, 0.9096709858242971]","[-25.922687172443858, -23.61922597901892, -22.76574000413919, -22.930067960783212, -23.99634169720649]","[0.2428369047089166, 0.24104352136527882, 0.24138840383254312, 0.2760410344658786, 0.24196569940132612]"
47,"[0.916185298079592, 0.9161451711330392, 0.9162101638905156, 0.9153538081156039, 0.9162573357338482]","[-25.68086328091078, -23.3823244810067, -22.527213981341497, -22.694904171170492, -23.755852288168796]","[0.4532512390699374, 0.47606278605553604, 0.47896252833118813, 0.414591836217786, 0.47227959618989374]"
48,"[0.9102644862521971, 0.9086516274793616, 0.9089223709122138, 0.9127374880791994, 0.9094393190650146]","[-25.87068123243098, -23.58097200679934, -22.724647548137508, -22.861665711368293, -23.950695260180037]","[0.34454995100562497, 0.3340572788849799, 0.33555665130591605, 0.3656564935191611, 0.33867551242902866]"
49,"[0.9304191781554095, 0.930154820839152, 0.9302396399812122, 0.9298967591920362, 0.9303562629443413]","[-24.973756225023138, -22.65127761991989, -21.800417474992294, -22.031809461019392, -23.03654887172576]","[0.24450119648147453, 0.2585584217919432, 0.25657487818429453, 0.22307563625534074, 0.25225573863447714]"
50,"[0.9015513420669866, 0.9005774122622463, 0.9007794844655688, 0.9027933431883561, 0.9011034462736279]","[-25.959217955555083, -23.667788890109584, -22.812809972971227, -22.932658432291877, -24.039968237104457]","[0.45757448268959133, 0.44278056201839955, 0.4489895595481683, 0.47684629855313576, 0.4566799789952254]"
51,"[0.9366289984175459, 0.9348921591308404, 0.9352642453238579, 0.9380118121501578, 0.9358221903173749]","[-25.1262824224754, -22.81583773289404, -21.962647269843796, -22.165953081032935, -23.19490704075329]","[0.5455496831527438, 0.5083341591915069, 0.5181547521887415, 0.5995872069159313, 0.5319486838164591]"
52,"[0.9340350126582923, 0.9337634170967791, 0.9338612596575403, 0.9343056782058958, 0.9339396988032493]","[-24.99834385350988, -22.694990192688696, -21.84036006572831, -22.028815806911354, -23.070289005352755]","[0.31299710853035945, 0.3120136675770466, 0.3116039869061033, 0.3088809212971183, 0.311905331576078]"
53,"[0.9430023761303121, 0.9429488732324398, 0.9429786428493496, 0.9429433545036696, 0.9429916230452897]","[-25.00664503359434, -22.696879800428583, -21.84346554286966, -22.04711918192495, -23.075445759137644]","[0.39422043088539066, 0.41574347482307167, 0.41151003527784746, 0.3866769382089544, 0.4045311968304986]"
54,"[0.9323118302760852, 0.931894204228367, 0.9319926928085478, 0.9328156507737401, 0.9321406679640564]","[-25.131999738655132, -22.817508535141748, -21.965255240231016, -22.174455937237823, -23.198900760860607]","[0.46075028647564403, 0.47142226788878777, 0.4693081499944578, 0.44142894809336675, 0.4658430008404089]"
55,"[0.9488989651703932, 0.9486328280779956, 0.9486931621679838, 0.9491808969883986, 0.9488081845198562]","[-24.73280202943789, -22.416146107070176, -21.563941933039523, -21.78654277583018, -22.798081531176052]","[0.30380532634557794, 0.32349851671084323, 0.3214668218364946, 0.2815192945147088, 0.31559966453450705]"
56,"[0.9361551687561372, 0.9357991563910792, 0.9359117728746371, 0.9360645995702123, 0.936038012843518]","[-24.902426489969812, -22.61346733107751, -21.75600983866756, -21.912068995004297, -22.98128433602227]","[0.28257605642376893, 0.28714740735583594, 0.2864177305518681, 0.2727325811256867, 0.2851213856500204]"
57,"[0.9339532848281182, 0.9329562549173541, 0.9332079526673234, 0.934294745007578, 0.9335874873322605]","[-25.457470361625433, -23.171846415373118, -22.314397807288035, -22.449199045414982, -23.538955912453158]","[0.4683033478446077, 0.43522580027749397, 0.4426047795606523, 0.5162482902853877, 0.45400363432151297]"
58,"[0.9042283757513103, 0.9034143524872879, 0.9035617558532129, 0.905089995072847, 0.9038265199043669]","[-25.72467045135674, -23.470054486813016, -22.60684494684072, -22.66679727617224, -23.821489649166068]","[0.20740735549928743, 0.22341366124689002, 0.22033053964132707, 0.1881253550714519, 0.21490897844336515]"
59,"[0.9097178577287789, 0.9092436732247607, 0.9093451133485252, 0.9095843056197233, 0.9094977699959486]","[-25.612119519913968, -23.336757942126663, -22.477224763328653, -22.59067794390286, -23.698410563705046]","[0.34464562906467267, 0.3349741750347089, 0.3368866993721355, 0.36757614916228654, 0.34005539212986136]"
60,"[0.9357058322959452, 0.9343942133098457, 0.9346437437128106, 0.9374196033412553, 0.9350908400259222]","[-25.07155554087629, -22.76378240735713, -21.91001897361233, -22.108477386038214, -23.141391654073715]","[0.3739613286899701, 0.3951097015001667, 0.38979168241795187, 0.34518155151174673, 0.383738035904863]"
61,"[0.9415874792841409, 0.9413090400088286, 0.9413611275477782, 0.9420808411982889, 0.9414251970901286]","[-24.69758075750714, -22.3906074560519, -21.53682463725417, -21.73014609520792, -22.76802436137902]","[0.3360006292671287, 0.32937479073498027, 0.3311594094152558, 0.29849248254166716, 0.33377494185614187]"
62,"[0.9306895968026837, 0.9304974751555871, 0.9305284488206977, 0.9308547124022043, 0.9305758019505502]","[-25.43343834216222, -23.184617450394992, -22.31978866782115, -22.376081211331538, -23.532282394097194]","[0.24805242111857007, 0.25085054447819494, 0.25023145340072067, 0.24535565069523493, 0.24928228393521962]"
63,"[0.9507701962339069, 0.9508949792113787, 0.9508850080676101, 0.9503537943811218, 0.9508408808791149]","[-24.52709076720828, -22.2262373840948, -21.370905867737104, -21.55832613597357, -22.59990127081219]","[0.40864965728041924, 0.4501644862317584, 0.44276539545075977, 0.3450067460002911, 0.42960329595639196]"
64,"[0.9332388145520679, 0.9323425988687679, 0.9325162557095225, 0.934408509192811, 0.9328009504677615]","[-24.571940965006167, -22.326281559335, -21.459865289852743, -21.5277886653581, -22.670842887081058]","[0.4623814302282049, 0.46425445376333047, 0.4639183525750683, 0.45964909991191366, 0.46339519461692047]"
65,"[0.9470772686309322, 0.9465596034910453, 0.9466565787010677, 0.9470124913189343, 0.9467983792204299]","[-24.370788714457127, -22.08794643359164, -21.228905621536864, -21.379247562972633, -22.451983384737858]","[0.5886021682739121, 0.5750872844791445, 0.5778601397781802, 0.5995445159780313, 0.5823624054644316]"
66,"[0.9417033018216295, 0.9411952300574735, 0.9413583049359616, 0.9413188505855649, 0.9415452569783481]","[-24.559151325513923, -22.28642742656988, -21.425239286165766, -21.555977011092697, -22.644948135722895]","[0.17207735101358487, 0.1665380967632232, 0.16764670902270243, 0.17993923932449815, 0.1694613885092411]"
67,"[0.9122057072345188, 0.9119189882730312, 0.9119877359707168, 0.9122165838200721, 0.9121474757001178]","[-25.391110516634345, -23.133316249731074, -22.270558104852164, -22.340948878600077, -23.486143230018882]","[0.23218292984036284, 0.23302404592391385, 0.23290745875065103, 0.23156545882012905, 0.2328348034910702]"
68,"[0.912232437579826, 0.911410557080197, 0.9116464714564326, 0.9133840379386721, 0.9119461587168065]","[-25.83130118785721, -23.569764876354153, -22.70769499720148, -22.787140116922544, -23.92446871275489]","[0.14969531948310572, 0.15413570551157835, 0.15322702082631268, 0.1436670363013145, 0.1517625540232451]"
69,"[0.9400122290933747, 0.9395824962193995, 0.9396876545821342, 0.9404521538581176, 0.939849440544273]","[-24.934387097634396, -22.66000200029246, -21.79961108117921, -21.92442581524932, -23.02010127857173]","[0.43466028510347815, 0.44043085935823645, 0.43927861184552897, 0.42040740303184926, 0.43742388955890127]"
70,"[0.9559978270376672, 0.9559616381864612, 0.9560073991344976, 0.9554904165367255, 0.9560504875032569]","[-24.259274738219503, -21.966901758479295, -21.109848055724036, -21.279287126622698, -22.33607808684608]","[0.16905543330400405, 0.15154979191553214, 0.15517419436043547, 0.19633041867253662, 0.16078251823178508]"
71,"[0.9443423782572345, 0.9439552428966544, 0.9440175450231099, 0.9443097609479276, 0.9441529885300486]","[-24.652476113877817, -22.367554022986432, -21.509152870173224, -21.659382996091363, -22.7330210286606]","[0.37510911767010885, 0.38333502082070364, 0.3825696980332127, 0.35101453741114536, 0.37982847168094214]"
72,"[0.9424313244749237, 0.9421972208454111, 0.9422909959807173, 0.9427639306358793, 0.9423601674016716]","[-24.546249312460983, -22.27572665418156, -21.414522291405046, -21.531942741213104, -22.63373950620534]","[0.3696052992958534, 0.3903122235628146, 0.38582271823635006, 0.3583720364542543, 0.37868425230919495]"
73,"[0.9491868837250145, 0.9487448736626898, 0.9488394526728697, 0.9492770807823815, 0.9489958447494992]","[-24.6196453479308, -22.342521075554977, -21.482620858484502, -21.614749089532364, -22.70399406948908]","[0.30048735531945936, 0.2938816757428878, 0.29677074807991116, 0.29813194635071216, 0.30142058559181656]"
74,"[0.9540691092762662, 0.9541417569438796, 0.9541529688102491, 0.9537021706749615, 0.9541239121112371]","[-24.23724219457417, -21.97271898742069, -21.10991180920063, -21.222209828061374, -22.32694935171781]","[0.2939343530770374, 0.2974135482951022, 0.29643096368400274, 0.2924843681453462, 0.29632594301798765]"
75,"[0.9517430537440057, 0.9511540291045083, 0.9512602747429477, 0.9516928649062616, 0.9514905875442345]","[-24.21840518987449, -21.974142998843636, -21.107793222264906, -21.166179705778713, -22.31848929463481]","[0.5260668767549682, 0.48728679856601054, 0.49574543451603054, 0.5737719812095252, 0.5084552829998423]"
76,"[0.9501296355463776, 0.9500709852371716, 0.9501151625330096, 0.9492506485119686, 0.950176538790878]","[-24.666764395191528, -22.353061248428737, -21.500459662658397, -21.712278243471538, -22.733742982727172]","[0.4765981238479371, 0.45998301299923416, 0.4632972704311861, 0.5007218003059793, 0.4687301118859068]"
77,"[0.9550046185087426, 0.9543528866719085, 0.9544899019253149, 0.9552560564598619, 0.9547173582244637]","[-23.952712578126317, -21.679185768774214, -20.81857284866365, -20.942549918180692, -22.03876551405051]","[0.15961051754689304, 0.14444074497862636, 0.1475478539790347, 0.17946959063902473, 0.15252790684775178]"
78,"[0.9548645560912785, 0.9546086714649995, 0.95474930699526, 0.9546491499900733, 0.9548912146994517]","[-24.325710851128793, -22.049920148325892, -21.189939349631768, -21.315114633849262, -22.410960775621643]","[0.2196219440567674, 0.18358580380261658, 0.19130376313821743, 0.28835605629625116, 0.20305432500799586]"
79,"[0.9564815401029106, 0.9564614333552294, 0.9564856298745193, 0.9561216675547873, 0.956510741576233]","[-24.08904714900703, -21.828571403533108, -20.965193552820427, -21.064035820538386, -22.181042370650093]","[0.5506024849876116, 0.5141691054926905, 0.5215798051832634, 0.598781985830159, 0.5334893540612203]"
80,"[0.9562664255248766, 0.9562404419994194, 0.9562699234527599, 0.9563835415393473, 0.9562542520640057]","[-24.04355009029094, -21.822727205783263, -20.95156272244892, -20.961597642311883, -22.154548871030883]","[0.33002371324600166, 0.31773653669805446, 0.32123181604491463, 0.33932332949489874, 0.32644685806043483]"
81,"[0.9544170996440009, 0.95470301683319, 0.9546640065652382, 0.9542541299239077, 0.9545433454713823]","[-24.15931204134956, -21.889537736493324, -21.028180101003723, -21.143909444729108, -22.247148328492656]","[0.4210276828948863, 0.40056008999012677, 0.40477689803818695, 0.44443258357021975, 0.41143294638024036]"
82,"[0.9578880465585234, 0.9574748256769062, 0.957557520358918, 0.9581942874330929, 0.9576845577008758]","[-23.90788779650233, -21.64046995493218, -20.779611003415543, -20.870752785276952, -21.998336946711927]","[0.47951759048515386, 0.4762232443334798, 0.4774214949034458, 0.47995230162710045, 0.47878699815391906]"
83,"[0.9616450048013945, 0.961133039575826, 0.9612799136786692, 0.9612025185524801, 0.9614490693802922]","[-23.734788213479053, -21.540085637847156, -20.663429708474833, -20.621833986147667, -21.857753407212012]","[0.6870476745165571, 0.6655894069187688, 0.6706018983311876, 0.7026144568393631, 0.6784409932085677]"
84,"[0.9611637755920653, 0.9607264234939877, 0.9608465520217564, 0.9610131102155757, 0.9609974854434175]","[-23.737924101529103, -21.474723903474473, -20.612262516453264, -20.709403196871985, -21.8292105959341]","[0.2411116129038837, 0.23741403136640418, 0.23623246381072122, 0.2618583771602696, 0.2345294767980585]"
85,"[0.9598613776607008, 0.9591136717835768, 0.9593020326700695, 0.9601352000490706, 0.9596192811004781]","[-23.85909933003818, -21.624606342271957, -20.756583636197885, -20.788443360383464, -21.96424431754124]","[0.6771279921280422, 0.6251160636722217, 0.6344941198426794, 0.7414683941429153, 0.6517147728795292]"
86,"[0.96060847141353, 0.959522120750919, 0.9597259800264617, 0.9612420256366234, 0.9600895491064223]","[-23.643347623836608, -21.448979117419814, -20.572989826687706, -20.518043455035905, -21.767562873992247]","[0.15038627937021118, 0.16112017137302373, 0.15854148487458997, 0.14810451509723255, 0.15461040417760366]"
87,"[0.9630669284492499, 0.9617693012560935, 0.9620715466366524, 0.9640708350087162, 0.9625116462017377]","[-23.47706232459433, -21.245376350869478, -20.377264891921424, -20.394374858563175, -21.584259686434827]","[0.4874123908523784, 0.48053738308654115, 0.4833242830258134, 0.4975392199224709, 0.48778454736359905]"
88,"[0.9620672465026711, 0.961019643432376, 0.9612706729655901, 0.9627539718740414, 0.9616383103995237]","[-23.397144459878355, -21.199883914642044, -20.323983241038057, -20.283709428205245, -21.51925021800511]","[0.3557184802596081, 0.3493727927214232, 0.3503958147104096, 0.3693594737169967, 0.35229611837920266]"
89,"[0.9596835236794101, 0.9591163984683804, 0.9592502604902999, 0.959644521287387, 0.9594453113476366]","[-23.645505805340445, -21.411048428766936, -20.54256828061988, -20.582827442558553, -21.749980760775884]","[0.29475747833154103, 0.29904456028561616, 0.2981341351510888, 0.2880816555387844, 0.29671857004342783]"
90,"[0.9635363131253678, 0.9624157265281978, 0.9626765003275966, 0.9645864321802086, 0.9630469699148153]","[-23.396123366709734, -21.21336334585222, -20.33393742124145, -20.273262398430894, -21.524162073498218]","[0.3542093390057703, 0.3241879241829215, 0.33058462752816126, 0.4013005188739082, 0.3404304896586072]"
