epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
10,"[1.29077848e-12 1.31834472e-11 3.08283382e-11 2.50312803e-11
 8.94639965e-12]",[0.08072974 0.10402577 0.10611725 0.10506871 0.10215043],[0.38540637 0.90720641 1.25028057 1.13933434 0.77325134],[0.57041748 0.56991184 0.56939852 0.57021315 0.56985233],[0.43568379 0.43059484 0.4317688  0.44221448 0.43356338],[0.36690227 0.36061789 0.36185216 0.37429501 0.36399251],[3.3893554  3.40593318 3.40267764 3.3658242  3.39731383]
11,"[1.15043759e-12 1.22291622e-11 2.82310454e-11 2.35480988e-11
 8.06287925e-12]",[0.09067782 0.1180455  0.12118222 0.11675155 0.11684203],[0.38194335 0.88941634 1.20061204 1.10461243 0.75087134],[0.57191889 0.57304745 0.57234847 0.57447725 0.57185866],[0.47348133 0.46353358 0.46655448 0.46513832 0.46989715],[0.38786028 0.37738037 0.38015071 0.3819455  0.38441047],[3.44028834 3.45475844 3.45305124 3.39676605 3.4490045 ]
12,"[1.20783875e-12 1.23849389e-11 2.89273997e-11 2.34878523e-11
 8.38227480e-12]",[0.07319636 0.09350982 0.09591998 0.09909576 0.09275983],[0.36437128 0.8581403  1.1996812  1.08887121 0.72850158],[0.57097918 0.57070913 0.57052234 0.56982145 0.5700657 ],[0.42714852 0.42026551 0.42138279 0.43647154 0.42351362],[0.37119008 0.36673913 0.36745651 0.37643926 0.36875533],[3.14128083 3.11483283 3.11997538 3.17901283 3.12852655]
13,"[6.28117713e-12 4.28952685e-11 1.08169021e-10 2.10790434e-10
 3.57642483e-11]",[0.07243007 0.09663891 0.09328738 0.05662261 0.08592653],[0.76610686 1.61924856 2.17044084 3.21819777 1.55845445],[0.57430847 0.575686   0.57544793 0.57421936 0.57567227],[0.28671746 0.34614457 0.33530159 0.20506542 0.31652139],[0.20036095 0.24667949 0.23783046 0.14325739 0.22277521],[3.3105298  3.48932753 3.46161848 2.94518194 3.40745525]
14,"[2.29121312e-12 1.80993466e-11 4.38949352e-11 7.33260674e-11
 1.37651260e-11]",[0.0726827  0.09807068 0.097506   0.06553484 0.091099  ],[0.46617675 1.0487578  1.46258313 1.91992754 0.9434651 ],[0.57169342 0.57238423 0.57191118 0.57026463 0.5726098 ],[0.33442306 0.38661176 0.37932632 0.24511395 0.3631023 ],[0.28268283 0.32345242 0.31734316 0.20906984 0.30527226],[3.20810145 3.23605619 3.2328862  3.11815734 3.22514573]
15,"[4.00268347e-12 3.33014093e-11 8.03627171e-11 1.14738925e-10
 2.48293574e-11]",[0.06965544 0.08723419 0.08616142 0.06180145 0.08168294],[0.60137384 1.43281251 1.95352626 2.3890969  1.28372105],[0.57303338 0.57317938 0.57312135 0.57224629 0.57347516],[0.29568265 0.33194503 0.32579631 0.22992073 0.31415184],[0.21562076 0.24183669 0.23783956 0.17091339 0.22955235],[3.30557662 3.34855685 3.34280988 3.19242189 3.3303518 ]
16,"[9.51633485e-13 9.58419790e-12 2.24714430e-11 1.88530423e-11
 6.55060360e-12]",[0.07603148 0.10228699 0.10544893 0.10792696 0.10080375],[0.32994239 0.73470509 1.02627882 0.95373948 0.62944769],[0.56773751 0.56889702 0.5693749  0.56544594 0.56868398],[0.46432588 0.45921995 0.46050316 0.47071305 0.46222051],[0.40117767 0.39862567 0.39911814 0.40597964 0.39986891],[3.29799999 3.28921133 3.29074575 3.31467451 3.2934755 ]
17,"[1.70322493e-12 1.59828385e-11 3.79967982e-11 3.72265827e-11
 1.13337746e-11]",[0.07468452 0.09482453 0.09577381 0.08788745 0.09187026],[0.4067657  0.96297039 1.34291365 1.34038384 0.83576903],[0.5617158  0.5628875  0.56312103 0.56276993 0.56357921],[0.35953118 0.3674981  0.36542039 0.34578145 0.3636187 ],[0.30292771 0.30823632 0.30702146 0.29588706 0.30527027],[3.32265814 3.32771346 3.32724954 3.30428398 3.32592361]
18,"[2.75337578e-12 2.44233785e-11 5.87133335e-11 6.48683879e-11
 1.78376049e-11]",[0.07990667 0.09999273 0.09945191 0.08087659 0.09482964],[0.5176011  1.22860844 1.66901896 1.80732312 1.09002492],[0.57361519 0.5734059  0.5727013  0.57307537 0.57250063],[0.33380818 0.36177636 0.3566314  0.29634011 0.34651418],[0.24241654 0.2654988  0.26076999 0.2153656  0.25321562],[3.45135371 3.50311959 3.49380742 3.35946839 3.47750049]
19,"[1.12053226e-12 1.08561945e-11 2.56503806e-11 2.33923718e-11
 7.57238404e-12]",[0.07647942 0.10107121 0.10354284 0.10246126 0.09906575],[0.34846137 0.78513133 1.09852045 1.05859571 0.67784134],[0.56755922 0.56786581 0.56834196 0.56771357 0.56825003],[0.45189147 0.45399135 0.45325737 0.44816114 0.45246557],[0.39618757 0.39975795 0.39891302 0.39151157 0.39785805],[3.21570692 3.21429101 3.21430047 3.22229802 3.21455938]
20,"[1.48216671e-12 1.38647201e-11 3.29653268e-11 3.28242370e-11
 9.84020943e-12]",[0.06991363 0.09114778 0.09225063 0.08337345 0.08801771],[0.3874364  0.90613055 1.2770235  1.28151737 0.78496307],[0.56992302 0.57096577 0.57026443 0.5674357  0.57028785],[0.38610894 0.40245245 0.39895988 0.35966077 0.39423045],[0.3361397  0.35042454 0.34780576 0.31347635 0.34316561],[3.09699231 3.1237117  3.11852812 3.05823574 3.10986086]
21,"[2.34430547e-12 1.93317760e-11 4.69674499e-11 6.38084167e-11
 1.45877563e-11]",[0.07698612 0.10234603 0.10142578 0.07369298 0.09508318],[0.49501911 1.13221478 1.5639777  1.85396666 1.01629657],[0.57678608 0.577567   0.57737446 0.57770136 0.57645996],[0.36047506 0.40091393 0.39398647 0.29301025 0.38081824],[0.28769414 0.32287159 0.31670623 0.23590917 0.30553069],[3.3172748  3.39105993 3.37807202 3.18235927 3.355006  ]
22,"[1.27746498e-12 1.32104116e-11 3.08369332e-11 2.39924979e-11
 8.91643121e-12]",[0.07888671 0.10113444 0.1032986  0.10419272 0.09965444],[0.3920008  0.92817591 1.28272751 1.14762983 0.78873551],[0.57718289 0.57746067 0.57720215 0.57470617 0.57646795],[0.4272064  0.42329864 0.42385325 0.43568845 0.42546091],[0.36254413 0.35846037 0.35908304 0.37070539 0.36043062],[3.30301667 3.29199369 3.29380669 3.32596261 3.29720546]
23,"[1.18689587e-12 1.20222381e-11 2.81555841e-11 2.33399982e-11
 8.19227356e-12]",[0.08662109 0.11439871 0.11673947 0.11264222 0.11170523],[0.40146222 0.92546787 1.2641154  1.15489432 0.79125553],[0.56925398 0.5706241  0.57036321 0.56673763 0.56853371],[0.47160189 0.47047189 0.47088557 0.47139879 0.47131272],[0.38922609 0.38436545 0.38559261 0.39315346 0.38733565],[3.40457326 3.41721727 3.41483193 3.38460655 3.41076223]
24,"[6.88187538e-12 4.62079309e-11 1.16725696e-10 2.38294484e-10
 3.87895526e-11]",[0.07366432 0.09895024 0.09532585 0.05607042 0.08754383],[0.81919514 1.69969736 2.25479266 3.44324097 1.64901849],[0.57636445 0.57742002 0.57811099 0.57589567 0.57813256],[0.25570303 0.31462754 0.30518262 0.17826063 0.28577537],[0.16623963 0.20611282 0.19801264 0.1170643  0.18508754],[3.37895174 3.61393807 3.57608732 2.93397882 3.50393068]
25,"[3.07843427e-12 2.64210950e-11 6.38842591e-11 7.65240728e-11
 1.96119947e-11]",[0.08357588 0.10616127 0.10494885 0.08028597 0.09935056],[0.56649757 1.31361349 1.76279743 2.01115929 1.18265912],[0.57700594 0.57835806 0.57925332 0.57701323 0.57897171],[0.34293071 0.37572581 0.36888325 0.29929046 0.35797644],[0.25431484 0.28024316 0.27487862 0.22266897 0.26633175],[3.39295683 3.47172249 3.45724907 3.26216436 3.43221876]
26,"[1.01277399e-12 9.87337781e-12 2.32952716e-11 2.10458066e-11
 6.86257399e-12]",[0.07573531 0.10177853 0.10458407 0.10420321 0.09977234],[0.33554972 0.74629366 1.04507535 1.00032323 0.64335927],[0.56556485 0.56672042 0.566251   0.5676717  0.56577796],[0.4588444  0.45932068 0.45907999 0.45839037 0.45905429],[0.40134904 0.40318372 0.40279639 0.39836986 0.40236942],[3.2074158  3.20304764 3.20362353 3.21910617 3.20488666]
27,"[1.09989696e-12 1.03221752e-11 2.44656364e-11 2.53004571e-11
 7.28620118e-12]",[0.07296535 0.0981978  0.10055617 0.09387793 0.09565406],[0.34426231 0.76481598 1.07673758 1.10200081 0.66358437],[0.56869196 0.56672169 0.56727316 0.5680051  0.56824704],[0.43318222 0.44127166 0.4401761  0.41212284 0.43834177],[0.37025128 0.37814511 0.37695393 0.35291685 0.37476713],[3.16434502 3.17947803 3.17718012 3.1300881  3.1726653 ]
28,"[1.12823819e-11 7.34743683e-11 1.89502061e-10 3.55070851e-10
 6.39519402e-11]",[0.0320448  0.04081246 0.03914445 0.02719854 0.03632377],[0.85361791 2.01670083 3.00290908 4.03649353 1.90625484],[0.56415908 0.56495056 0.56550535 0.56522558 0.56535572],[0.10679034 0.13791865 0.13006774 0.08191191 0.11921862],[0.0914548  0.12041969 0.11334111 0.06832127 0.10323667],[2.63302836 2.83416158 2.79656718 2.36155437 2.73151765]
29,"[6.84577908e-12 5.31411824e-11 1.29731160e-10 2.15706388e-10
 4.09784923e-11]",[0.08296572 0.10273552 0.10080231 0.06700592 0.09530953],[0.76893406 1.66501686 2.12310397 2.91688325 1.55881804],[0.57996804 0.58080986 0.58057609 0.57705623 0.58052832],[0.27894009 0.31826692 0.31117713 0.21745014 0.30040085],[0.19297853 0.21714161 0.21371402 0.14465454 0.20648391],[3.36901402 3.45169532 3.44021942 3.15961764 3.41601362]
30,"[3.65938610e-12 3.42866573e-11 8.11384083e-11 8.69696845e-11
 2.41521670e-11]",[0.10737414 0.12514498 0.12540515 0.1070987  0.12197276],[0.61492225 1.39673219 1.75328149 1.93169427 1.25212081],[0.57889696 0.57983147 0.58029652 0.57805044 0.58028093],[0.31405378 0.32259703 0.32086323 0.28565494 0.31872325],[0.21538862 0.22252622 0.22201612 0.19462189 0.22016151],[3.77174892 3.76213081 3.76693755 3.72165697 3.77170188]
31,"[1.08897022e-12 1.09221212e-11 2.56331642e-11 2.16335855e-11
 7.48275942e-12]",[0.07444599 0.0979425  0.1005372  0.10189125 0.09648871],[0.34954419 0.79729193 1.11606432 1.03938162 0.68265418],[0.56911012 0.57110094 0.57188283 0.56819522 0.57096964],[0.4434582  0.44039162 0.44114738 0.44824955 0.44199141],[0.38830092 0.38570965 0.38635215 0.39196011 0.38730946],[3.21571627 3.20827627 3.2095751  3.22911909 3.2118937 ]
32,"[1.06366809e-12 1.03302200e-11 2.43884660e-11 2.22698659e-11
 7.19312635e-12]",[0.07675069 0.10273087 0.10532579 0.10342495 0.1004893 ],[0.34344527 0.76634391 1.07176732 1.03712042 0.66206267],[0.56837135 0.56802349 0.56801789 0.5666294  0.56732357],[0.44160355 0.44241737 0.44247845 0.44072472 0.44221694],[0.37775126 0.37983235 0.37929062 0.37641182 0.37859053],[3.30836422 3.31552546 3.31412699 3.29724094 3.31182397]
33,"[3.01074713e-12 3.03977694e-11 7.08877053e-11 6.54390697e-11
 2.05906488e-11]",[0.08814382 0.10371052 0.10404017 0.0948696  0.10119335],[0.53453717 1.31981805 1.73119922 1.71889293 1.14327304],[0.57513904 0.57600131 0.57557847 0.57551012 0.57580532],[0.37212865 0.37507821 0.37545621 0.34791499 0.37409803],[0.27677341 0.27526335 0.27636789 0.26270971 0.27709289],[3.35295347 3.35001014 3.35183877 3.32714976 3.3535344 ]
34,"[2.11092959e-11 2.02289302e-10 4.76701876e-10 4.86667043e-10
 1.40871189e-10]",[0.07797001 0.0849185  0.08421222 0.06892658 0.08238821],[1.23460789 2.55319101 2.93136713 3.35164795 2.3842993 ],[0.58549835 0.58551677 0.58547536 0.58151309 0.58640128],[0.32253915 0.34474574 0.34162623 0.27451169 0.33426588],[0.23588274 0.24751738 0.24613224 0.20791812 0.24267384],[3.26178514 3.30517987 3.29902413 3.1502441  3.28629198]
35,"[1.82485875e-11 1.46948325e-10 3.59174748e-10 5.02445219e-10
 1.12503212e-10]",[0.07287957 0.08652141 0.08427656 0.06078999 0.08008517],[1.20906605 2.43362938 2.92155269 3.7720729  2.35115493],[0.59130298 0.59130302 0.59193389 0.58781223 0.59216529],[0.29932885 0.35671581 0.34475892 0.23065123 0.32652479],[0.2422086  0.28517125 0.27663771 0.18701748 0.26246805],[3.52482413 3.60675979 3.59537571 3.33168826 3.57128729]
36,"[2.99886579e-12 2.44460580e-11 5.93823709e-11 8.52375195e-11
 1.84934898e-11]",[0.10633562 0.13900988 0.1372076  0.09552959 0.12880166],[0.53755618 1.14346298 1.46975779 1.8850123  1.05864893],[0.58708201 0.58654684 0.58677134 0.58462557 0.58620307],[0.47990351 0.52585746 0.51893212 0.38862516 0.50503396],[0.3956118  0.43953802 0.43214173 0.31923467 0.41841495],[3.8552867  3.87688049 3.8738058  3.79773489 3.86747026]
37,"[1.37115544e-12 1.43371868e-11 3.33938036e-11 2.53595077e-11
 9.62085825e-12]",[0.11360516 0.14482261 0.14755351 0.14516121 0.14242065],[0.41549347 0.93547521 1.21730857 1.12176535 0.8107936 ],[0.58614587 0.58505431 0.58530737 0.58530092 0.58596404],[0.56375575 0.56442517 0.56449316 0.56053933 0.5642931 ],[0.49086771 0.49400709 0.49334854 0.48450195 0.49227878],[3.82232209 3.82405112 3.82396966 3.813352   3.82356952]
38,"[1.91762244e-11 1.60156519e-10 3.88187229e-10 5.13212091e-10
 1.20073721e-10]",[0.05656841 0.06530837 0.06403608 0.04736572 0.06145052],[1.19212359 2.69310358 3.37062    4.17375728 2.50437643],[0.58324866 0.58387549 0.58420081 0.58076309 0.58362807],[0.20624421 0.23639579 0.23102576 0.15963088 0.22184882],[0.12670967 0.14480047 0.14149459 0.09937699 0.13544729],[2.7777273  2.87635734 2.8625167  2.54985176 2.83338792]
39,"[4.69434983e-11 4.33362407e-10 1.01710797e-09 1.33214531e-09
 3.02461612e-10]",[0.03919347 0.04289962 0.04254295 0.03226856 0.04153601],[1.7611373  4.0745158  4.97222833 6.14069923 3.71596824],[0.57877145 0.5769764  0.5770313  0.57479599 0.57757511],[0.13062685 0.14530168 0.14345683 0.10042469 0.13914944],[0.10527753 0.11432003 0.11380285 0.08043073 0.1113955 ],[2.31086734 2.27665781 2.29235935 2.14618    2.3094875 ]
40,"[9.60068392e-13 9.84820496e-12 2.27990978e-11 2.21185096e-11
 6.57231825e-12]",[0.07763598 0.10434254 0.10795156 0.10109701 0.10345487],[0.34509147 0.77496198 1.07317245 1.06762148 0.65727377],[0.57195173 0.57291989 0.57337678 0.57039509 0.57270477],[0.47318897 0.46788894 0.47043745 0.44447333 0.47282545],[0.41136689 0.40758089 0.40939638 0.38478268 0.41153633],[3.38634591 3.36743588 3.37208038 3.39442201 3.3787366 ]
41,"[9.83962141e-13 9.87208433e-12 2.31135720e-11 2.04643062e-11
 6.73817167e-12]",[0.07735535 0.10361834 0.10677403 0.10671014 0.10215868],[0.33995592 0.76092629 1.05954402 1.00401531 0.65091894],[0.57222824 0.57513531 0.57434045 0.56922878 0.57337302],[0.46562285 0.46173843 0.46278896 0.46471869 0.46450668],[0.40150777 0.39866392 0.39957608 0.39892001 0.40095199],[3.3817443  3.3635347  3.36686503 3.41140661 3.37267057]
42,"[9.58238393e-13 9.43132531e-12 2.21737941e-11 2.02713285e-11
 6.50598088e-12]",[0.08193663 0.10883494 0.11254957 0.11648182 0.10797079],[0.33813941 0.74146716 1.02987161 0.98780316 0.63913218],[0.56903423 0.57029803 0.56884702 0.56843349 0.56832315],[0.49244265 0.48365539 0.48580299 0.49781373 0.48845046],[0.42173966 0.41444841 0.41621496 0.42582358 0.41866564],[3.49549003 3.45925646 3.46628362 3.54625355 3.478034  ]
43,"[9.48675789e-13 9.44172973e-12 2.21643535e-11 1.95429815e-11
 6.48197609e-12]",[0.07813959 0.10477332 0.10816939 0.11074261 0.10350022],[0.32779482 0.72673537 1.01251619 0.9516813  0.62314067],[0.56817999 0.56882879 0.56770331 0.56515852 0.56913082],[0.47481507 0.46848835 0.46961352 0.47975435 0.47239512],[0.40747327 0.40061368 0.40189282 0.41305263 0.40422011],[3.45945445 3.43630147 3.440723   3.49309338 3.4482021 ]
44,"[1.39438124e-12 1.36116193e-11 3.21107045e-11 2.88533585e-11
 9.45610636e-12]",[0.08269522 0.10399432 0.10624613 0.10702237 0.10279776],[0.37116943 0.86243173 1.1909336  1.13607302 0.74336515],[0.55828686 0.55961269 0.56010955 0.55736791 0.55966167],[0.45543692 0.45234122 0.45291457 0.45633561 0.45417189],[0.38611367 0.38484963 0.38501905 0.38651613 0.38557244],[3.30170955 3.28680536 3.28951088 3.32716765 3.29419667]
45,"[1.60833287e-12 1.60515130e-11 3.77103145e-11 3.21338854e-11
 1.10265777e-11]",[0.07289933 0.08966422 0.09130635 0.09179411 0.08871678],[0.36871137 0.89293199 1.24655454 1.16720098 0.76297711],[0.5576082  0.5611407  0.56019384 0.55688307 0.55852257],[0.38351235 0.37855588 0.37992919 0.38902181 0.38126724],[0.32310789 0.31951183 0.32031284 0.3282482  0.3213973 ],[2.96906008 2.93095365 2.93824299 3.02710797 2.95052288]
46,"[1.85126553e-12 1.85247646e-11 4.34946519e-11 3.69218578e-11
 1.27064334e-11]",[0.07813277 0.09265188 0.09440761 0.09814728 0.09251701],[0.39976172 0.97627589 1.34751256 1.26095201 0.83617402],[0.55969821 0.56108737 0.56063478 0.56041513 0.56016806],[0.40439242 0.39756253 0.3988398  0.41340085 0.4005652 ],[0.33139561 0.32784603 0.32837512 0.33764974 0.3294922 ],[3.09445522 3.0444216  3.05403885 3.1691943  3.07017698]
47,"[2.35417089e-12 2.34438521e-11 5.51325365e-11 4.66354851e-11
 1.61373936e-11]",[0.06928706 0.08010508 0.08121856 0.08353715 0.07979834],[0.41162355 1.03988628 1.44803026 1.36269154 0.88963592],[0.55995427 0.56130438 0.56198353 0.56155432 0.56132761],[0.34042543 0.33513389 0.33586086 0.35016039 0.33757907],[0.27678383 0.27300377 0.27352954 0.28316996 0.27470711],[2.79399126 2.7623581  2.76802359 2.85022477 2.77797852]
48,"[1.94899455e-12 1.92440799e-11 4.53083644e-11 3.94916805e-11
 1.32949567e-11]",[0.07332673 0.08888769 0.08998443 0.08782894 0.0874242 ],[0.40615962 1.00236906 1.39062993 1.31315174 0.85836284],[0.56498691 0.56564121 0.56657771 0.56379809 0.56561142],[0.37375495 0.37666891 0.37571411 0.37053893 0.37469231],[0.29962831 0.30126665 0.30086968 0.29898868 0.30032519],[3.00729815 3.00397438 3.00424814 3.01918655 3.00511982]
49,"[4.76771482e-12 4.86350955e-11 1.13886607e-10 9.03656645e-11
 3.30846931e-11]",[0.06408122 0.06956819 0.06998794 0.07091817 0.06930652],[0.48298518 1.27853233 1.73480797 1.63170677 1.09731327],[0.55089344 0.55146148 0.55138558 0.54872199 0.55125041],[0.27612718 0.27188079 0.2726269  0.28421115 0.27374495],[0.21512604 0.20996871 0.21086564 0.22343168 0.21239784],[2.34431269 2.32758544 2.32996226 2.38918618 2.33486622]
50,"[1.78888868e-12 1.76869503e-11 4.15895733e-11 3.69042922e-11
 1.21917295e-11]",[0.08936716 0.1071201  0.10912341 0.11151905 0.10663729],[0.41001673 0.9801645  1.32643894 1.25097622 0.84326492],[0.5691002  0.56959564 0.56914939 0.56779248 0.56893661],[0.46400981 0.45966951 0.46029019 0.46865387 0.46150353],[0.38252079 0.37883092 0.379659   0.38758351 0.38108974],[3.34591633 3.32272334 3.32691753 3.3852654  3.33424425]
51,"[4.09015126e-12 4.12219336e-11 9.67536245e-11 7.89709106e-11
 2.82169809e-11]",[0.0553544  0.06081548 0.06124715 0.06217275 0.06055139],[0.41945098 1.13745766 1.58971642 1.46764138 0.96394609],[0.54782412 0.55122292 0.55075234 0.54558294 0.54953334],[0.23174536 0.22858409 0.22930211 0.23890488 0.2299178 ],[0.18676351 0.18428204 0.1847015  0.19247993 0.18543351],[2.28125369 2.26603503 2.26818386 2.3211451  2.27264741]
52,"[4.65290732e-12 4.65646830e-11 1.09450214e-10 9.06582040e-11
 3.19937303e-11]",[0.0668795  0.0730351  0.0734378  0.07365297 0.07260025],[0.46270554 1.21597947 1.64130062 1.54931065 1.04501642],[0.54673165 0.54730512 0.54821718 0.54772032 0.54716896],[0.298621   0.29707005 0.29739051 0.30256033 0.29763422],[0.23648199 0.23415922 0.23455578 0.24152362 0.23521215],[2.71161276 2.70302039 2.7041359  2.73598297 2.70657193]
53,"[4.61399736e-12 4.64673975e-11 1.09091174e-10 8.90176084e-11
 3.18245392e-11]",[0.06589719 0.0706647  0.07132174 0.07455976 0.07094098],[0.43471611 1.15386666 1.56329803 1.44168162 0.98652956],[0.53841633 0.53724381 0.53796653 0.5386322  0.5375408 ],[0.29784221 0.29048296 0.29177194 0.31080111 0.29443319],[0.24171608 0.23562069 0.23673061 0.25233367 0.23868839],[2.65500043 2.62319602 2.62893566 2.71133371 2.63896965]
54,"[4.07704790e-12 4.12507536e-11 9.67335254e-11 7.85094099e-11
 2.81733713e-11]",[0.07793726 0.08419116 0.08510866 0.08904929 0.08462866],[0.4392187  1.13488296 1.50356888 1.37721637 0.97449754],[0.54906273 0.548702   0.5492589  0.5496948  0.54953434],[0.34034703 0.33397558 0.33504447 0.3506573  0.33664922],[0.23993345 0.23541404 0.23619235 0.24749885 0.2377063 ],[2.85831607 2.84256371 2.84528086 2.88877838 2.85018004]
55,"[6.07572137e-12 6.16049360e-11 1.44457691e-10 1.15689507e-10
 4.20523651e-11]",[0.07814384 0.08200751 0.08269802 0.08663953 0.08253858],[0.45204594 1.15321344 1.48288788 1.37543059 1.00143666],[0.53375197 0.5342354  0.53438098 0.53193567 0.53396416],[0.34382086 0.33581574 0.33766169 0.35694055 0.33965663],[0.26015767 0.25178522 0.25337323 0.27380465 0.25607155],[2.7370701  2.71658183 2.72022074 2.77521852 2.72663664]
56,"[5.13073735e-12 5.06083501e-11 1.19294140e-10 1.02078022e-10
 3.50350025e-11]",[0.08177644 0.08787136 0.08849383 0.08989588 0.08783266],[0.46611257 1.16901935 1.51361159 1.44331556 1.02045775],[0.54332813 0.54360226 0.5438368  0.54549493 0.54334721],[0.37221606 0.36923986 0.36970177 0.37703576 0.37087004],[0.28893724 0.28616001 0.28660845 0.29552411 0.28746721],[2.85900643 2.84166863 2.84470166 2.8917377  2.8501278 ]
57,"[2.94297147e-12 2.89207919e-11 6.81759971e-11 5.96563697e-11
 2.00390901e-11]",[0.06671486 0.07467952 0.0756467  0.07848988 0.0747628 ],[0.40163044 1.03722709 1.44046332 1.35487283 0.8865464 ],[0.54444368 0.54786632 0.54763392 0.54494606 0.54592144],[0.32536006 0.31897792 0.32011368 0.3334107  0.32229402],[0.27463407 0.27231245 0.27272764 0.277729   0.27352991],[2.84208665 2.80013823 2.80814956 2.90552425 2.82164328]
