epoch,stft_mean_power,wavelet_mean_power
10,"[2.2651067538784976e-08, 7.185739004669794e-08, 1.1005161420988232e-07, 1.0041010841213488e-07, 5.942558493938841e-08]","[1.2538395470043582e-06, 3.993188331993599e-06, 6.1098410926731726e-06, 5.5605336819771805e-06, 3.294949986918393e-06]"
11,"[2.2538802253166436e-08, 7.179771065499442e-08, 1.0982209373310054e-07, 1.0104580831681544e-07, 5.92237762553277e-08]","[1.3606215195199041e-06, 4.293022826114544e-06, 6.580078043457842e-06, 6.1243899817569105e-06, 3.5590417138048504e-06]"
12,"[2.179416539907178e-08, 6.944806885192804e-08, 1.062502595179671e-07, 9.686561834987917e-08, 5.7270780177019285e-08]","[1.3247462139993934e-06, 4.149078673624497e-06, 6.370936642003206e-06, 5.9877895850561755e-06, 3.4549562612829196e-06]"
13,"[3.989311141602719e-08, 1.1497218191201657e-07, 1.791422893190612e-07, 2.0523141639197783e-07, 9.971879641796232e-08]","[1.439102675242449e-06, 4.599770732810114e-06, 7.031546617702517e-06, 6.374776931118133e-06, 3.7871387600780623e-06]"
14,"[2.6500352626756493e-08, 8.018958481130198e-08, 1.2310826423306728e-07, 1.3130984764808474e-07, 6.739705086832763e-08]","[1.4100277892307317e-06, 4.565688374385046e-06, 6.9657564287818455e-06, 6.067615133226421e-06, 3.7370506089150795e-06]"
15,"[3.2124606915938116e-08, 9.676260424604368e-08, 1.4943980043570238e-07, 1.5579350285652765e-07, 8.206596232337214e-08]","[1.400845093742863e-06, 4.476334722290592e-06, 6.839201322409074e-06, 6.2482946954597465e-06, 3.6829447612491437e-06]"
16,"[2.0315529592651073e-08, 6.447858597956344e-08, 9.870846192557529e-08, 9.039709064201963e-08, 5.328663232756526e-08]","[1.2616997774946616e-06, 3.964358638605878e-06, 6.084164429879339e-06, 5.657990486087644e-06, 3.29616707904909e-06]"
17,"[2.3610439200287166e-08, 7.378050361622883e-08, 1.133236981031264e-07, 1.0720364435689887e-07, 6.150133812283613e-08]","[1.3405148187197356e-06, 4.218462888043071e-06, 6.469584659624671e-06, 6.048094423048611e-06, 3.502419701709658e-06]"
18,"[2.8200173764670782e-08, 8.765801099860989e-08, 1.3481085924088433e-07, 1.286369759131404e-07, 7.327234866140531e-08]","[1.3604289986435113e-06, 4.329132327107651e-06, 6.626431987219635e-06, 6.015877143292349e-06, 3.574848328466802e-06]"
19,"[2.196113789005578e-08, 6.85732997940536e-08, 1.0536363839040893e-07, 9.949192223035102e-08, 5.720399066820774e-08]","[1.3379705788125828e-06, 4.1972000718767115e-06, 6.442624707724105e-06, 6.029250884524727e-06, 3.491904632994787e-06]"
20,"[2.284270835597983e-08, 7.190391186163046e-08, 1.1027261493823077e-07, 1.0265246454371929e-07, 5.96823189454435e-08]","[1.3078758860180981e-06, 4.156120356958455e-06, 6.363276655553455e-06, 5.790968492001046e-06, 3.4343534927035997e-06]"
21,"[2.736884590964689e-08, 8.375275669336264e-08, 1.2912799818439225e-07, 1.2921450935495387e-07, 7.049187829882847e-08]","[1.3646351537672382e-06, 4.351502882105597e-06, 6.65909304252513e-06, 5.992274090703044e-06, 3.590384026843996e-06]"
22,"[2.2567159480704565e-08, 7.195804643954957e-08, 1.1012074434805502e-07, 9.913665304607852e-08, 5.937508232668713e-08]","[1.2868637356113862e-06, 4.0875893386598265e-06, 6.259960068890323e-06, 5.684377093035727e-06, 3.37946120739723e-06]"
23,"[2.3276246763698698e-08, 7.380906824173422e-08, 1.1308154463694271e-07, 1.0276695463445695e-07, 6.108703944126881e-08]","[1.3881432561953318e-06, 4.3805056168274435e-06, 6.71737720453481e-06, 6.175435422236605e-06, 3.6343200585451125e-06]"
24,"[3.497341081360326e-08, 1.038775201011718e-07, 1.6108111067350386e-07, 1.7029540259139905e-07, 8.88055351081537e-08]","[1.3244413072741223e-06, 4.301479898548087e-06, 6.5561498228951845e-06, 5.734116237748531e-06, 3.5131440379204206e-06]"
25,"[2.9719767651925412e-08, 9.266300058711976e-08, 1.424100316499444e-07, 1.3593624896997026e-07, 7.732027979180183e-08]","[1.351521570517216e-06, 4.334212819792057e-06, 6.623833394660237e-06, 5.912064121436544e-06, 3.5644736733362204e-06]"
26,"[2.1185792718492424e-08, 6.607056844246213e-08, 1.0153700849242536e-07, 9.637035890357933e-08, 5.5132752714135074e-08]","[1.301045016009101e-06, 4.102701238706914e-06, 6.291240747713437e-06, 5.8197023421258816e-06, 3.404189488690932e-06]"
27,"[2.1391350650445344e-08, 6.619731077767296e-08, 1.0177418756041043e-07, 9.893595815583545e-08, 5.539917843400009e-08]","[1.290978068829569e-06, 4.073472024882225e-06, 6.243926803464053e-06, 5.79397221943052e-06, 3.377361213136857e-06]"
28,"[3.212385983608175e-08, 9.229796456926323e-08, 1.4428957165048047e-07, 1.60977626772033e-07, 8.05099787204849e-08]","[1.2733199926851095e-06, 3.979749514883924e-06, 6.104312809187694e-06, 5.865940132849424e-06, 3.310904025231078e-06]"
29,"[4.0813890578474986e-08, 1.205702537104632e-07, 1.860849081842867e-07, 2.0741430284873508e-07, 1.024853408007784e-07]","[1.5938350818792793e-06, 5.119116519461426e-06, 7.819238992886305e-06, 7.000847932810671e-06, 4.205066140783256e-06]"
30,"[3.1599881968138294e-08, 9.949698927207228e-08, 1.5254841388901104e-07, 1.4301143658437227e-07, 8.256948763667402e-08]","[1.4483993430993515e-06, 4.62067735822659e-06, 7.068680929292437e-06, 6.383268349930563e-06, 3.8102471952345135e-06]"
31,"[2.125854013934968e-08, 6.686027849628766e-08, 1.0257188691074957e-07, 9.525971821387303e-08, 5.5545553619063075e-08]","[1.2902017880903724e-06, 4.061046107753575e-06, 6.228718491823211e-06, 5.803360290007962e-06, 3.371991633489556e-06]"
32,"[2.121381402115044e-08, 6.627894570023918e-08, 1.0178146341799503e-07, 9.644357543102049e-08, 5.523998695113559e-08]","[1.2917663172645637e-06, 4.115606691881273e-06, 6.29642584368242e-06, 5.7340471272659955e-06, 3.395070818813129e-06]"
33,"[3.093164104533875e-08, 9.911948831509656e-08, 1.5132898849440315e-07, 1.3930906461458137e-07, 8.138957256752553e-08]","[1.4796448515683804e-06, 4.712065871901357e-06, 7.19207500835478e-06, 6.8391420583769985e-06, 3.871804472982381e-06]"
34,"[6.62327636507157e-08, 2.1682800577838138e-07, 3.2970456654760557e-07, 2.9430905293775075e-07, 1.7600176900311944e-07]","[2.1997055911510005e-06, 7.240350965367942e-06, 1.0996334063825306e-05, 9.514515378871816e-06, 5.863816697829736e-06]"
35,"[6.185978099482285e-08, 1.9301523184040981e-07, 2.960950890755966e-07, 2.8742377650870327e-07, 1.6064356299423625e-07]","[1.9409304281944256e-06, 6.32321400884333e-06, 9.603937146405605e-06, 8.764911380335166e-06, 5.132694443699417e-06]"
36,"[3.336963307065254e-08, 1.0369929315873224e-07, 1.594794683300867e-07, 1.518925317364063e-07, 8.670860059467531e-08]","[1.493068577618248e-06, 4.788696429904469e-06, 7.319896640772923e-06, 6.501579620332309e-06, 3.939416698547706e-06]"
37,"[2.6465816654577884e-08, 8.60082608535228e-08, 1.311592708399071e-07, 1.1283227107749951e-07, 7.028890109485207e-08]","[1.338559491973421e-06, 4.32420896368017e-06, 6.600190836428441e-06, 5.7733893017818755e-06, 3.5436150531279906e-06]"
38,"[5.168171233353608e-08, 1.5818574976969535e-07, 2.4378718882357046e-07, 2.436734759018147e-07, 1.331456918959186e-07]","[1.6694992873522415e-06, 5.348468274379372e-06, 8.170336850611823e-06, 7.367080292481305e-06, 4.396825128226497e-06]"
39,"[7.845586764091818e-08, 2.400133607282577e-07, 3.6951788162311394e-07, 3.9236581166617284e-07, 2.0153153291244573e-07]","[2.0922187349843027e-06, 6.940272238605208e-06, 1.0502336566157342e-05, 9.323412815239463e-06, 5.578665471642604e-06]"
40,"[2.0513235554636875e-08, 6.593606618984437e-08, 1.0040802345818761e-07, 9.580335347708412e-08, 5.3836397878772996e-08]","[1.1984999887233865e-06, 3.7589966483219145e-06, 5.768593319589197e-06, 5.419205322070161e-06, 3.1262919241101613e-06]"
41,"[2.1017660917387984e-08, 6.655150510816804e-08, 1.019189975842521e-07, 9.50144002352017e-08, 5.505683857766842e-08]","[1.2230666312486482e-06, 3.885641412836113e-06, 5.950231183516701e-06, 5.404989212220539e-06, 3.212097240292629e-06]"
42,"[2.137782446170564e-08, 6.664361323923839e-08, 1.0233932016098067e-07, 9.826928982017826e-08, 5.555224872376283e-08]","[1.2565705721437556e-06, 3.961071409975399e-06, 6.073928085464291e-06, 5.6254165182385155e-06, 3.2868659985792756e-06]"
43,"[2.067066265965411e-08, 6.444630038587186e-08, 9.899333385273028e-08, 9.503744508030127e-08, 5.373514337747554e-08]","[1.2963014640108467e-06, 4.0636040225390305e-06, 6.237353533192342e-06, 5.865532740737547e-06, 3.3811971064923182e-06]"
44,"[2.3947925587610343e-08, 7.488353057875396e-08, 1.1500041711941185e-07, 1.0893255610239976e-07, 6.238328707575115e-08]","[1.6281707177444949e-06, 5.071238604767742e-06, 7.797007476780227e-06, 7.378997215412423e-06, 4.236339056908121e-06]"
45,"[2.3821889688542962e-08, 7.449742484505798e-08, 1.1434353248716527e-07, 1.0807546655014888e-07, 6.202053525303801e-08]","[1.7280112698064615e-06, 5.418228162991492e-06, 8.319379938160665e-06, 7.762913424058113e-06, 4.5103259751360485e-06]"
46,"[2.5853388689003646e-08, 8.11271214106743e-08, 1.2447140180127308e-07, 1.1676439939880912e-07, 6.745033962945816e-08]","[1.667679372410344e-06, 5.241800012928282e-06, 8.043229782588164e-06, 7.491406193196536e-06, 4.3566489854532576e-06]"
47,"[2.6627272904327055e-08, 8.337433418664416e-08, 1.2794697407400068e-07, 1.2079304117068207e-07, 6.938215185629484e-08]","[1.8534919307554768e-06, 5.8003105415195135e-06, 8.910555253117691e-06, 8.325836217459854e-06, 4.834217390968979e-06]"
48,"[2.6149599956056884e-08, 8.228288339208676e-08, 1.2620736113124055e-07, 1.1765603376528612e-07, 6.832152589426577e-08]","[1.6632513648564443e-06, 5.223983998786024e-06, 8.01701672924809e-06, 7.4822334387705404e-06, 4.343464858753745e-06]"
49,"[3.306434959677566e-08, 1.0427246273679096e-07, 1.5992439352839238e-07, 1.4736966691130208e-07, 8.654272093352533e-08]","[2.2081328128054204e-06, 7.027061709249467e-06, 1.0758962722280843e-05, 9.694305604291013e-06, 5.805195915053708e-06]"
50,"[2.7241435723884434e-08, 8.521777560434993e-08, 1.3080615031277237e-07, 1.2386723168374185e-07, 7.094329193012239e-08]","[1.717404583237115e-06, 5.3244302449578945e-06, 8.194190952604645e-06, 7.825174618764139e-06, 4.459007289850995e-06]"
51,"[2.9484084994206832e-08, 9.280898763661644e-08, 1.4236396582441102e-07, 1.3234794685641072e-07, 7.705743832669443e-08]","[2.095518898122545e-06, 6.5894991520851154e-06, 1.011260879627066e-05, 9.361464137970456e-06, 5.477597565777184e-06]"
52,"[3.6806580061831974e-08, 1.1579863360863105e-07, 1.7771773162223716e-07, 1.6388134963011324e-07, 9.626028571556764e-08]","[2.487988028265353e-06, 7.87072113908931e-06, 1.206771342775843e-05, 1.0967249269805504e-05, 6.524798342354228e-06]"
53,"[3.668588315704649e-08, 1.1569046009324444e-07, 1.7742948015215003e-07, 1.6317966352466232e-07, 9.600010555588279e-08]","[2.7092703049948308e-06, 8.525259969884618e-06, 1.3084059952884722e-05, 1.2052943468156022e-05, 7.086278365554685e-06]"
54,"[3.3967238872190665e-08, 1.0758995643020106e-07, 1.6489728211443885e-07, 1.4996383061955603e-07, 8.91166663597864e-08]","[2.1373271237895695e-06, 6.688996960406167e-06, 1.0275047644935846e-05, 9.613437636875394e-06, 5.5742122482126064e-06]"
55,"[4.167504916315678e-08, 1.320588806313984e-07, 2.023816645586013e-07, 1.838518879448565e-07, 1.0935779029861777e-07]","[3.3071492822436307e-06, 1.0413448044747138e-05, 1.5982224205632576e-05, 1.4642264436485578e-05, 8.654731101000004e-06]"
56,"[3.996852994785671e-08, 1.250275216516939e-07, 1.9208611292541174e-07, 1.799861104344941e-07, 1.0422026081769382e-07]","[2.4828841828059014e-06, 7.754938323108698e-06, 1.1917235740858898e-05, 1.1204185036170198e-05, 6.46933514544985e-06]"
57,"[3.083979479315612e-08, 9.633711318555417e-08, 1.4800266173079246e-07, 1.3961126717023732e-07, 8.033717987293842e-08]","[1.9814926425824353e-06, 6.152818108250617e-06, 9.465218960124442e-06, 9.026024483538874e-06, 5.147713034610761e-06]"
58,"[2.981828551257173e-08, 9.21748900646394e-08, 1.4191610990452884e-07, 1.370505466585877e-07, 7.729208809002051e-08]","[1.6883867121819178e-06, 5.19922875143994e-06, 8.010146953636203e-06, 7.802806679275272e-06, 4.36797188690103e-06]"
59,"[3.050326346115782e-08, 9.534838126412014e-08, 1.4645243032513523e-07, 1.3820467556959847e-07, 7.946359039799861e-08]","[1.7929041902916906e-06, 5.523581108108833e-06, 8.510371431069151e-06, 8.254119158671228e-06, 4.640340781420223e-06]"
60,"[3.4935057446528476e-08, 1.0994827017785591e-07, 1.6872244457600632e-07, 1.5563271978470515e-07, 9.136670196954635e-08]","[2.4991073943352402e-06, 7.737947581767247e-06, 1.1914314519371481e-05, 1.1353655459199156e-05, 6.486902748619225e-06]"
61,"[4.283958854102543e-08, 1.3507919167873292e-07, 2.0718753599047493e-07, 1.9111889400258442e-07, 1.1211655622133265e-07]","[3.0084206739510297e-06, 9.369277677205683e-06, 1.4408960844365404e-05, 1.3570805209176817e-05, 7.830057936720923e-06]"
62,"[3.187664248325253e-08, 9.85049995306812e-08, 1.5167019219080467e-07, 1.462224855190602e-07, 8.259995418201946e-08]","[1.915343034565825e-06, 5.906037216430241e-06, 9.099610388892529e-06, 8.779712984577775e-06, 4.960699722331901e-06]"
63,"[4.754794562499612e-08, 1.4901311404770487e-07, 2.2890855406792354e-07, 2.124400128560056e-07, 1.2415090173226607e-07]","[3.2501676992434136e-06, 1.0094877528807163e-05, 1.5535219267410458e-05, 1.4683610335888574e-05, 8.45016203373339e-06]"
64,"[4.0176497697512056e-08, 1.2409107562188026e-07, 1.9109831820463442e-07, 1.8354636717541454e-07, 1.0411046493179683e-07]","[2.3182422930391872e-06, 7.109912852828019e-06, 1.0966709140147826e-05, 1.0703829960440745e-05, 5.989123091052438e-06]"
65,"[4.605035288453059e-08, 1.4471873717402047e-07, 2.2213018393041857e-07, 2.0612235351984295e-07, 1.2034573507023852e-07]","[3.102114406360289e-06, 9.652543103505794e-06, 1.4847665110576571e-05, 1.399934460514507e-05, 8.071029447383101e-06]"
66,"[3.9646463959289286e-08, 1.2322243361255755e-07, 1.8950332204016554e-07, 1.8018143678766704e-07, 1.030194472660233e-07]","[2.437953403898632e-06, 7.60620724177721e-06, 1.1691829983422883e-05, 1.1002085119310948e-05, 6.349394056040438e-06]"
67,"[3.546407217956502e-08, 1.0970551577894568e-07, 1.6888919222863109e-07, 1.6258802401096916e-07, 9.19635835362189e-08]","[1.7961295973355529e-06, 5.4921089237252616e-06, 8.472598158467974e-06, 8.382538208232444e-06, 4.630623458608088e-06]"
68,"[2.8230373964250632e-08, 8.790394165454188e-08, 1.3512492195023107e-07, 1.288511826376423e-07, 7.341935418300142e-08]","[1.6738626291285182e-06, 5.142398767299247e-06, 7.926395730697424e-06, 7.751022567647572e-06, 4.325618834803544e-06]"
69,"[3.929147618122183e-08, 1.2283815892956505e-07, 1.887419141668953e-07, 1.7721734236392663e-07, 1.0242790503389675e-07]","[2.593467618632054e-06, 8.069153848140455e-06, 1.2411304452329157e-05, 1.1733253275074224e-05, 6.7464588769341495e-06]"
70,"[5.058267962866849e-08, 1.587836963384905e-07, 2.4377433749457727e-07, 2.2652464422195027e-07, 1.321146285684155e-07]","[4.0001734226597165e-06, 1.2505349160899723e-05, 1.9222539367690752e-05, 1.7863073412257876e-05, 1.0434436975056868e-05]"
71,"[4.141314467555534e-08, 1.2947270102083996e-07, 1.98955744836708e-07, 1.8638777680720487e-07, 1.0796853648596169e-07]","[2.520412890287111e-06, 7.818439209110416e-06, 1.2033887198096508e-05, 1.1424596365852068e-05, 6.547852867163853e-06]"
72,"[4.429676276185338e-08, 1.373230745870013e-07, 2.113675490726679e-07, 2.017003893952633e-07, 1.150187486161375e-07]","[2.704910816878273e-06, 8.380519163933753e-06, 1.2901205099197473e-05, 1.2300919390184853e-05, 7.022463815202725e-06]"
73,"[4.513651272580459e-08, 1.4016068583989156e-07, 2.1566519458108354e-07, 2.0471074103993215e-07, 1.1728343254693902e-07]","[2.757547001791005e-06, 8.540705657364116e-06, 1.3149360061915271e-05, 1.2534284231938064e-05, 7.158509194302215e-06]"
74,"[5.341520907384231e-08, 1.6617836636272534e-07, 2.556395478119413e-07, 2.410145748110921e-07, 1.3898179768417043e-07]","[3.323957976301699e-06, 1.0387142357393652e-05, 1.596482822049719e-05, 1.4905766958098995e-05, 8.66635575774255e-06]"
75,"[5.083584557858641e-08, 1.575475501658595e-07, 2.425287013239049e-07, 2.3120537598094575e-07, 1.3199457599358032e-07]","[2.917268187348922e-06, 9.141493785451099e-06, 1.4039670514921803e-05, 1.3085222974664087e-05, 7.613619328787538e-06]"
76,"[4.0714701884579104e-08, 1.2776716585472183e-07, 1.9616462391834157e-07, 1.8231033510299274e-07, 1.0632933715103617e-07]","[2.5024960108472844e-06, 7.758330513900363e-06, 1.1940298749138056e-05, 1.1394925356065925e-05, 6.497509432381039e-06]"
77,"[5.8040913759650744e-08, 1.8030919152549435e-07, 2.7738105639992976e-07, 2.63321428060997e-07, 1.508421948015473e-07]","[3.2510401709740677e-06, 1.0106415403779264e-05, 1.5548212879428404e-05, 1.4713758879865789e-05, 8.454162415145632e-06]"
78,"[5.112177547381729e-08, 1.5889544362782528e-07, 2.4447214740481856e-07, 2.3120752958324145e-07, 1.329479671163813e-07]","[3.051041089840335e-06, 9.520269828862337e-06, 1.463707505192038e-05, 1.371696031697406e-05, 7.949456526055816e-06]"
79,"[5.2929690856567625e-08, 1.648050594353493e-07, 2.53482417293849e-07, 2.39236919676934e-07, 1.3775696052601886e-07]","[3.092321374591426e-06, 9.620338931163023e-06, 1.4797253667053697e-05, 1.3985595374427037e-05, 8.043586693785873e-06]"
80,"[5.505555827494527e-08, 1.694924637764685e-07, 2.612230634595216e-07, 2.5262186328240743e-07, 1.424755404309761e-07]","[2.910631651655408e-06, 9.080261830781231e-06, 1.395869416773985e-05, 1.3123600969314768e-05, 7.580831798800624e-06]"
81,"[5.374978448799498e-08, 1.678764404425282e-07, 2.57999156223367e-07, 2.4204933110942356e-07, 1.4004768615964788e-07]","[2.757226959111595e-06, 8.61474331322045e-06, 1.3236778764974052e-05, 1.2430376702341058e-05, 7.1846316632514815e-06]"
82,"[5.929745547785402e-08, 1.847430158621863e-07, 2.8400858448783117e-07, 2.6808692986776746e-07, 1.5429877472673209e-07]","[3.297078099800074e-06, 1.0274085657961532e-05, 1.579920778944605e-05, 1.4854920516115344e-05, 8.584200036595625e-06]"
83,"[5.823375044984093e-08, 1.7854512283018007e-07, 2.7549091257756314e-07, 2.6797565356050844e-07, 1.5048398009169708e-07]","[2.9306237311039807e-06, 9.219173465994472e-06, 1.414662333903694e-05, 1.3098439282441301e-05, 7.66138971278618e-06]"
84,"[6.307389820878467e-08, 1.9631543206580763e-07, 3.0189208645969527e-07, 2.856562759901778e-07, 1.6407415088055285e-07]","[3.3793498805170383e-06, 1.0410745312754923e-05, 1.6046126777644957e-05, 1.5461230870035505e-05, 8.751019176601248e-06]"
85,"[6.069729153853735e-08, 1.8727701860037209e-07, 2.8857485080702167e-07, 2.7722655318048884e-07, 1.573096811523661e-07]","[3.0233529391929048e-06, 9.403903545147562e-06, 1.4461626976521308e-05, 1.3743111688172056e-05, 7.860772802534408e-06]"
86,"[6.278816768704141e-08, 1.9156323400342364e-07, 2.957217108672218e-07, 2.9232583996471866e-07, 1.617916567629293e-07]","[2.987063606444642e-06, 9.33817303337628e-06, 1.4346069532064498e-05, 1.3484250111637171e-05, 7.785058872366654e-06]"
87,"[6.839792556978298e-08, 2.111753916997977e-07, 3.252139366344279e-07, 3.148518787142567e-07, 1.771645946265577e-07]","[3.2585223010716993e-06, 1.0044518266898777e-05, 1.5479682823184797e-05, 1.4896765795314854e-05, 8.440344749912473e-06]"
88,"[7.014888002680771e-08, 2.1319657952141036e-07, 3.295060717754285e-07, 3.264792530254362e-07, 1.804972376320737e-07]","[3.06579415653354e-06, 9.405710763918738e-06, 1.4507045681177845e-05, 1.4152086450169398e-05, 7.921619819409528e-06]"
89,"[6.15840274566981e-08, 1.9125073380740693e-07, 2.942431905146327e-07, 2.8102266919525767e-07, 1.5998772825811167e-07]","[2.8344908462336623e-06, 8.79381313549151e-06, 1.3529173416878427e-05, 1.295590828041427e-05, 7.359734292512943e-06]"
90,"[7.054542562930316e-08, 2.1436395249215032e-07, 3.3130368674932445e-07, 3.2944324116348553e-07, 1.8147132040166161e-07]","[3.1130575524184136e-06, 9.726810757265912e-06, 1.4946069197531552e-05, 1.4032749015049915e-05, 8.112590428153071e-06]"
91,"[6.160397622450017e-08, 1.871727954982104e-07, 2.890221175973392e-07, 2.9008633677054097e-07, 1.5828660179045096e-07]","[3.1028113813433925e-06, 9.634932955034922e-06, 1.48228638637297e-05, 1.4120955141473235e-05, 8.061666987918363e-06]"
92,"[6.734858623255312e-08, 2.0716640633895273e-07, 3.193693015620514e-07, 3.108335405607073e-07, 1.7419962801477145e-07]","[2.88976443408794e-06, 9.10128995712653e-06, 1.3961974034491634e-05, 1.2904489529207354e-05, 7.558404687430119e-06]"
93,"[6.40867554240818e-08, 1.9636106477546416e-07, 3.0290599604029144e-07, 2.969256839576841e-07, 1.6544216261770046e-07]","[3.0496269983534168e-06, 9.467765390790358e-06, 1.4568864643471027e-05, 1.383557768443094e-05, 7.924859269708674e-06]"
94,"[7.497812242757235e-08, 2.2577459751640564e-07, 3.495603073962159e-07, 3.5372499789376655e-07, 1.9207515716935925e-07]","[3.148320939660222e-06, 9.876111213681324e-06, 1.5161644656149074e-05, 1.4161176034058168e-05, 8.218230041291019e-06]"
95,"[6.71662172752887e-08, 2.0792557005334548e-07, 3.199732521938602e-07, 3.067382961087049e-07, 1.7418524790140814e-07]","[2.8632751313627964e-06, 8.917848226389685e-06, 1.3712460292281507e-05, 1.2954684676069756e-05, 7.450838716390776e-06]"
96,"[6.284820652122821e-08, 1.9413145943416797e-07, 2.9895034367576547e-07, 2.8803806631932407e-07, 1.6288618800980296e-07]","[3.0046324557786046e-06, 9.35512025021492e-06, 1.438575462394442e-05, 1.3594250841893449e-05, 7.817524326103973e-06]"
97,"[7.704225792483426e-08, 2.2978029352220686e-07, 3.5657207965156664e-07, 3.6781945969520215e-07, 1.9654723076320864e-07]","[3.1720269180074254e-06, 9.952543003183915e-06, 1.5278995611524706e-05, 1.4244099630690169e-05, 8.281558067792018e-06]"
98,"[7.156560704262628e-08, 2.1649037337170723e-07, 3.347855312441609e-07, 3.363306291704814e-07, 1.8361718192540458e-07]","[3.019913715760517e-06, 9.323056987921513e-06, 1.436013714675099e-05, 1.3842077256584551e-05, 7.82512873543552e-06]"
99,"[7.296561291563338e-08, 2.218273394401246e-07, 3.4281166075280336e-07, 3.398611145130182e-07, 1.8775565424213516e-07]","[2.9957856481430505e-06, 9.342490071901576e-06, 1.4362510209263671e-05, 1.3520481692192136e-05, 7.80106716361585e-06]"
100,"[6.599125035033273e-08, 2.014530935884647e-07, 3.1102176986571865e-07, 3.0653490198520744e-07, 1.7014494217961502e-07]","[2.993706743873114e-06, 9.253024936099519e-06, 1.4248850874913765e-05, 1.370371881531388e-05, 7.761451253159223e-06]"
101,"[7.70761697923634e-08, 2.322377279125056e-07, 3.5957162252678624e-07, 3.632487478750289e-07, 1.9753432992600633e-07]","[3.0745804665936645e-06, 9.647279178218433e-06, 1.4808188960188613e-05, 1.3856976469032984e-05, 8.025369370047315e-06]"
102,"[6.999865917414607e-08, 2.1517366126989567e-07, 3.317547635380979e-07, 3.2142920384097106e-07, 1.8107353857067616e-07]","[3.1114209510649e-06, 9.76022278847639e-06, 1.4984223872037683e-05, 1.3988538896146397e-05, 8.122224861011707e-06]"
103,"[7.157513531447843e-08, 2.1751622553940476e-07, 3.360287393403132e-07, 3.3604655728618866e-07, 1.8397955972153803e-07]","[2.9916843931955178e-06, 9.3377856114419e-06, 1.43497136962469e-05, 1.3533997451152526e-05, 7.790924970734614e-06]"
104,"[8.11822057057625e-08, 2.453665855607088e-07, 3.796721861629816e-07, 3.8053547412846137e-07, 2.0838050581741355e-07]","[3.4224393129499254e-06, 1.062407994285681e-05, 1.6348531094340388e-05, 1.553158510243964e-05, 8.89330696624296e-06]"
105,"[7.549096973597405e-08, 2.2763564693789047e-07, 3.523235393034699e-07, 3.543978941363655e-07, 1.9351053647153049e-07]","[3.0567028438946795e-06, 9.634802111360557e-06, 1.4779093844212702e-05, 1.3626205873524623e-05, 7.998953972928373e-06]"
