epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
10,"[0.9574448845800584, 0.962527041999204, 0.9627920099338763, 0.9627557885755779, 0.9631754897143584]","[-21.70347823294252, -21.44151233663559, -21.45393444133398, -21.161145226659215, -21.105664811653917]","[0.45883944256526044, 0.42446970000642387, 0.3879350050352885, 0.38756759860910867, 0.4134889984189472]"
11,"[0.941873724209249, 0.9410209576908977, 0.9388859613899317, 0.9388402829334243, 0.9404021450209965]","[-21.567489984500945, -21.395195670854633, -21.493043425726956, -21.201358816161406, -21.08802844592206]","[0.44687995795101404, 0.4758025592589337, 0.49541261299720074, 0.4958396244284174, 0.4821495761287432]"
12,"[0.962505744098024, 0.9645529119699944, 0.962743258965513, 0.9626928230906195, 0.9645011004135191]","[-22.027288958585903, -21.70792456178694, -21.672211325364025, -21.37883546340347, -21.355277362309124]","[0.16279511151586168, 0.1512323549793563, 0.14215439863098525, 0.1424171867689661, 0.14759377828069783]"
13,"[0.9615613919249513, 0.9616496966877318, 0.9591944390370474, 0.9591339709016844, 0.9612225125683684]","[-21.44858662114982, -21.18480577629265, -21.242296753593703, -20.950607756804903, -20.857625965747822]","[0.5095862113137277, 0.5177260519320173, 0.5306968571802352, 0.5305013551568938, 0.5207387665920724]"
14,"[0.9648009705495668, 0.96621780818533, 0.9645581021309627, 0.964504197849662, 0.9659631022031298]","[-21.93951579951101, -21.649189484010158, -21.66385439928807, -21.371391193619296, -21.310273532689557]","[0.33658296237678104, 0.3373700449265235, 0.31766265306807356, 0.3172863814362184, 0.3320872097803891]"
15,"[0.9530038280180592, 0.9589979159962247, 0.9596811299458354, 0.9596379762286256, 0.9599062662920611]","[-21.84616870077234, -21.553840219190747, -21.56328270287314, -21.270714522963083, -21.21363163893884]","[0.5678878450896432, 0.5374837066473683, 0.4791693387897438, 0.4781337179533792, 0.5212177878568466]"
16,"[0.9616984526517999, 0.9648532144788299, 0.9636958322482418, 0.9636444230314, 0.9649393467499563]","[-21.70188651008008, -21.399101055997143, -21.398955488813062, -21.106252974265395, -21.055700005660682]","[0.449379360775252, 0.4523344154971828, 0.4059709185432319, 0.40509801350525915, 0.44048516512974195]"
17,"[0.9631788863813477, 0.9654938049171194, 0.9646803001463591, 0.9646467508803527, 0.9654738567364385]","[-21.870140874469623, -21.541231313727685, -21.5216680541034, -21.228745321984217, -21.19079507416344]","[0.21453366405043847, 0.1866368093606835, 0.14824189727342482, 0.14760912442050692, 0.1756834564039415]"
18,"[0.9590502747454278, 0.9605667119272158, 0.9585683873752837, 0.95850022496677, 0.9604077826452588]","[-21.567737713864343, -21.345336852860875, -21.436304673733506, -21.14501326540403, -21.029965314640794]","[0.4904523710748743, 0.4938740193264077, 0.49373638967183736, 0.4933015553830672, 0.49785584448395315]"
19,"[0.9566430073388822, 0.9570867829692326, 0.9553911079066968, 0.9553388723764628, 0.9568867196115273]","[-21.729314488316028, -21.47541666173429, -21.500205626783984, -21.207633563320666, -21.14306236240826]","[0.28340777199477396, 0.3258795067722997, 0.3844956592255118, 0.3857028645598152, 0.34056405885883356]"
20,"[0.9654488109908783, 0.9667472659309398, 0.9651552688027226, 0.9651163499894394, 0.9665084905754078]","[-21.844481200336915, -21.539130639204423, -21.522208394437214, -21.22913877605963, -21.19200921180574]","[0.41076096537845935, 0.4047842278452232, 0.381102264333021, 0.38073295386872236, 0.3980948194136182]"
21,"[0.9635910213314457, 0.963746138030825, 0.9620504810633514, 0.962004080538082, 0.9633963836280812]","[-21.708661096731667, -21.420438570559565, -21.43453824382935, -21.142042231634214, -21.081667134146453]","[0.41416156251848424, 0.4383392495755625, 0.4538634283296374, 0.4537081301406068, 0.4454355983756173]"
22,"[0.9599260669254104, 0.9607706762017472, 0.9569928585039167, 0.9569125694858236, 0.9600808331645551]","[-21.984505633121145, -21.745876663694183, -21.791268897961494, -21.499032026309074, -21.41956061903789]","[0.40563141987214163, 0.4161031843368377, 0.417709840535796, 0.41747348784886856, 0.41950085849344493]"
23,"[0.9486764677028507, 0.9506743529761493, 0.9498607495916221, 0.9498332021116663, 0.9508502227377152]","[-22.0836410516332, -21.830180979841806, -21.830341662243978, -21.537187100787502, -21.492928921692403]","[0.23235795968010875, 0.21602102109387708, 0.20533564096950224, 0.20515695540419193, 0.212208724055681]"
24,"[0.9505632964110811, 0.952649423773964, 0.9514912613367179, 0.9514354947306943, 0.9528399555763609]","[-21.85144004614136, -21.593769163932382, -21.634024133958583, -21.341858287158896, -21.263995995567555]","[0.5197820250729794, 0.5104859166604381, 0.5105352030103668, 0.5106159368264763, 0.5086822124207181]"
25,"[0.9561623722183926, 0.95649000573705, 0.9537650106838976, 0.9537044875967343, 0.9559560429472023]","[-22.012802531673245, -21.770180684988084, -21.826843830116314, -21.534914982282853, -21.445552245871724]","[0.32973428500670965, 0.3047549957769702, 0.27698067426258, 0.2762759255646971, 0.2969440888715544]"
26,"[0.9593215585923087, 0.9600445251405522, 0.9571316736938833, 0.9570460101925183, 0.9596305823545689]","[-22.013577434228694, -21.751835301679478, -21.77505818200802, -21.48252157253724, -21.41817962751637]","[0.27363296790930014, 0.2821757809163661, 0.3035353016093037, 0.30409399890739924, 0.286271371989744]"
27,"[0.9598403792392242, 0.9613736064552504, 0.9583750422705536, 0.9582930609841522, 0.9610360919431036]","[-22.204302497909335, -21.93010945663955, -21.946281969409522, -21.653705851341286, -21.593477316667446]","[0.4556069879938195, 0.47015397558379024, 0.48463835823502543, 0.4848445644279241, 0.47660144596528564]"
28,"[0.9431969680424543, 0.9470260548225113, 0.9474634943577375, 0.9474397201128788, 0.9473834252190176]","[-21.80031591949333, -21.48211577968885, -21.473933566362074, -21.18118367653078, -21.1352522877019]","[0.5167484187534925, 0.5012824979083399, 0.47845391942999604, 0.4780328832878839, 0.49512275127838623]"
29,"[0.8750239830477992, 0.8732981417238344, 0.8726108294873394, 0.8726139768340709, 0.872951541174806]","[-21.510122732156493, -21.174925217438958, -21.158235146102445, -20.865436781119772, -20.824351119230485]","[0.16922380498036918, 0.15252924463493084, 0.1385677650803994, 0.13836895796839063, 0.14755758513847375]"
30,"[0.8927720725831818, 0.89169497069086, 0.8909495942126211, 0.8909401816852756, 0.8914784601906945]","[-21.65692516686534, -21.43064371413636, -21.520451890548745, -21.229168845879094, -21.114533428237387]","[0.6291840045197942, 0.5822844491594871, 0.5216397146447633, 0.5204809262640921, 0.5655303011715761]"
31,"[0.8891693189353786, 0.8895766658016019, 0.8912136303073999, 0.8912521134247574, 0.8899152998540508]","[-21.749261959542213, -21.396452412423788, -21.35198996588173, -21.05869988003775, -21.03815225879546]","[0.5803485771461294, 0.5479562350854162, 0.5208272829260898, 0.5206787115023285, 0.5379351681071137]"
32,"[0.9346838214779586, 0.9378906992232705, 0.9404779906122629, 0.9405016475797672, 0.9386964132674985]","[-21.28665209601141, -20.906689548430908, -20.858214773930822, -20.56505362423053, -20.54454818360359]","[0.5804937388955845, 0.5981216975867094, 0.617125073175535, 0.6174484305193529, 0.6038279334961222]"
33,"[0.9307306342331112, 0.9327157264643292, 0.93444155131677, 0.9344637237392933, 0.9333113849592565]","[-20.44855593634912, -20.06459411873572, -20.051281924374923, -19.758976399804364, -19.709228996680178]","[0.39850163527360744, 0.4001185819270975, 0.40098499807634724, 0.40098791926308514, 0.40055877797487355]"
34,"[0.9504950942048063, 0.9551580177742, 0.9563037538416639, 0.956294354259743, 0.9557779414368908]","[-22.30201713118875, -21.89957112871886, -21.767269752947662, -21.472418538371723, -21.51701829862206]","[0.15356210690297004, 0.14158659018875683, 0.14588600963321519, 0.14625848767813027, 0.13668699605068624]"
35,"[0.9546547558070025, 0.9559782195606504, 0.9541586240489394, 0.9541123821995631, 0.9557099088080487]","[-22.6759584407205, -22.2840024616183, -22.16907186680714, -21.874525188875054, -21.906374135469623]","[0.28342690300675444, 0.3035772838676653, 0.3290078618011127, 0.32970345808749013, 0.30911341124114544]"
36,"[0.9562077972285601, 0.9574280854449458, 0.9543483293421388, 0.9542618042559974, 0.9570136444763909]","[-22.712004744844744, -22.336885437678976, -22.234392370609516, -21.93998026767669, -21.963779130574295]","[0.3145667083101546, 0.33257582234575567, 0.3172328376664606, 0.3168299802374279, 0.3320113589918936]"
37,"[0.9529338794416656, 0.9553417242632691, 0.9535917236053726, 0.9535495855507072, 0.9550546633503634]","[-22.594813777791153, -22.192875988334617, -22.0394518383139, -21.74414459416151, -21.80564552066348]","[0.45581533040200534, 0.40573876665483277, 0.3398304029547893, 0.3388680424707439, 0.38696420723399816]"
38,"[0.9527119907810038, 0.9570242912477127, 0.9569039567965183, 0.9568798475048396, 0.9574020193141558]","[-22.51485195828341, -22.069384314070675, -21.890789777012735, -21.59526734647647, -21.672039378511165]","[0.42408599436246786, 0.37404433898150835, 0.31187625017196924, 0.31127036968579824, 0.35029406974747435]"
39,"[0.9504677991846634, 0.9524028965674514, 0.9505818709419207, 0.9505381731753304, 0.9520874073558756]","[-22.766891577093773, -22.359487783818334, -22.20094887353242, -21.90557747231676, -21.97054325079519]","[0.2469282838773581, 0.21945036143371002, 0.23262811868586591, 0.23336413979058213, 0.21101704293228996]"
40,"[0.9475227657072574, 0.9489535976375459, 0.9478726050557231, 0.9478378488114104, 0.9487693879789018]","[-21.766237018567367, -21.51635968053856, -21.581201225302696, -21.289553298447068, -21.19237952582212]","[0.5353686497421134, 0.4334003705800998, 0.38218058286398304, 0.38138571940834237, 0.41685530262621917]"
41,"[0.8892729446888532, 0.8872657913108706, 0.8867525911358741, 0.8867532526495427, 0.8869968305007264]","[-21.85401441427899, -21.617777045801088, -21.673228325852254, -21.381211089095746, -21.293744909341182]","[0.2185142593044751, 0.23746792170154146, 0.2566897267490622, 0.25679058965765067, 0.24570758932218878]"
42,"[0.920766294070694, 0.9192309358648916, 0.9181053656762919, 0.9180947430626145, 0.9189048651554024]","[-21.690156723872565, -21.396146388438915, -21.41336317404115, -21.120992588352657, -21.057291369438357]","[0.36045573940501674, 0.3826536381178677, 0.41605214624360176, 0.41665523865431975, 0.39177524549939524]"
43,"[0.8963171867147849, 0.8961333263192529, 0.8962102580962535, 0.8962173505129345, 0.8960954962498352]","[-21.79205699070777, -21.509804131208377, -21.52243239346941, -21.229844887238556, -21.17146870855384]","[0.5139035123757657, 0.45247167254769327, 0.3791916904942508, 0.37796077460450905, 0.43214414300632736]"
44,"[0.8841103465111508, 0.8823230997962842, 0.8819795991757343, 0.8819921695834895, 0.8819496069969139]","[-22.247601817756333, -21.9058378812018, -21.849758693097044, -21.556111910848504, -21.54635638048763]","[0.49918772375926734, 0.49454326147369476, 0.45399319641023744, 0.4535645639058288, 0.4790560230622773]"
45,"[0.8958401072855814, 0.8941313729647017, 0.8911704220106793, 0.8911122756696939, 0.8934921533630618]","[-21.672652887478, -21.41376989633378, -21.440676044349896, -21.148198291556536, -21.08120255723055]","[0.6619354151564576, 0.6069137298979131, 0.5190079918158227, 0.5175018423555144, 0.5825116567168825]"
46,"[0.8875222771139004, 0.8853191843642666, 0.8835143288576462, 0.8834931456232034, 0.8846916184578022]","[-21.179833397773717, -20.88772758303859, -20.92721925435448, -20.635366858525394, -20.553509027145992]","[0.16938519830776874, 0.18373088759786138, 0.20049625406940383, 0.20078546729889832, 0.18862869484490524]"
47,"[0.8830754595513839, 0.882331759722036, 0.8807971602067283, 0.8807782964140323, 0.8818256956634515]","[-21.208983706103457, -20.90003170826399, -20.89458615957087, -20.60181682321251, -20.55481771181289]","[0.6237667272239301, 0.5733257660406692, 0.5490346209212209, 0.5486994325874586, 0.5633880496518344]"
48,"[0.9216447081600315, 0.9207571688157825, 0.9229859311228479, 0.9230516993030659, 0.920988298316344]","[-21.795978360323886, -21.4936406257157, -21.47800049488928, -21.18493501022899, -21.14714209989409]","[0.1815190835615079, 0.1758631094620068, 0.16285149192128778, 0.16262273791163237, 0.17395531011527843]"
49,"[0.9240322657917092, 0.9236063307754745, 0.9240437833048991, 0.9240622495229683, 0.9236189661289541]","[-21.60801352102205, -21.39638584244352, -21.449334034794813, -21.15699814745754, -21.075127284201187]","[0.6180192382042557, 0.583094741956131, 0.556491330030509, 0.5559391881303845, 0.5774014696143027]"
50,"[0.9511567910918385, 0.9551365448160115, 0.9558564839518399, 0.9558298272462942, 0.9557166866389811]","[-22.55297944111039, -22.119181121394444, -21.968806449538054, -21.673794164173398, -21.729387399855124]","[0.41310301276325456, 0.3225411060124805, 0.23273688086715957, 0.2316966565556597, 0.29192601207952046]"
51,"[0.9519195193060275, 0.9524445980293552, 0.9517840317253004, 0.9517649936742995, 0.9524351382247286]","[-22.57789182851655, -22.23426693677886, -22.1628870719544, -21.868914570612606, -21.871335587311204]","[0.48796415828427553, 0.523432115813515, 0.5503591448299526, 0.5508458126891667, 0.5319497039163765]"
52,"[0.9555380149336684, 0.9572579787360546, 0.9560087590903896, 0.9559899254636176, 0.9570123861278358]","[-22.614158158862853, -22.205207799322753, -22.066178011766052, -21.771231869216518, -21.820482654922493]","[0.3141366372643843, 0.31034786442847057, 0.3105954309159428, 0.3103290528976746, 0.3163151605842304]"
53,"[0.9546920449736309, 0.958509759450374, 0.9590021369597569, 0.9590006474349916, 0.9589759877259649]","[-22.456179088729137, -21.981639929771905, -21.759686214139013, -21.463468534633748, -21.571407661643065]","[0.2832683481654089, 0.26981175771343796, 0.27084654272110087, 0.2712208174423922, 0.26582399634008236]"
54,"[0.9529381475028763, 0.954551021939328, 0.9549557148346666, 0.954964629285474, 0.9547028125221259]","[-22.57393124415863, -22.14555408708923, -21.95660498820457, -21.660752601028463, -21.747524033566894]","[0.4391697333905667, 0.4163617538449713, 0.3742322234370489, 0.37352346455976476, 0.4056698788465647]"
55,"[0.9549115379108086, 0.9554716003000796, 0.9539366981480359, 0.9538891452481715, 0.9550862653610114]","[-22.64051347795878, -22.30076614450843, -22.22087950065917, -21.926683323327545, -21.936455310397406]","[0.38846836682376373, 0.3948684636087546, 0.40131980458399985, 0.4014025350231583, 0.396012536300197]"
56,"[0.9515769639116337, 0.9518115747756057, 0.9489799711237896, 0.9489231986044661, 0.9512599856456404]","[-22.752276640444997, -22.397945499529992, -22.29603518441168, -22.001471877937362, -22.02724826744197]","[0.2638969771905375, 0.2711351104261011, 0.28806779597237575, 0.28834909591065533, 0.2758682745236716]"
57,"[0.9393137879290008, 0.9401334768009512, 0.9396677869978726, 0.9396511352729188, 0.9400556844649877]","[-20.658304555318058, -20.294684698751293, -20.303319435988737, -20.01136994520713, -19.94597890655123]","[1.1773554033972466, 1.1676617175468167, 1.1104151424741917, 1.1095015585010257, 1.1499677869449048]"
58,"[0.9533969485257132, 0.9556059887972231, 0.9551333546745354, 0.955100701724, 0.9557713895472303]","[-22.84738018406024, -22.429542193946773, -22.258746522583802, -21.963190403263013, -22.036747206414866]","[0.3230879990180551, 0.3304437713951646, 0.3216789465801089, 0.32152259439245023, 0.33094179561452297]"
59,"[0.9490357902890136, 0.9516199458640747, 0.9516357919286174, 0.9515997988987503, 0.9519219180268473]","[-22.370281025087824, -21.948773818276482, -21.775381261167368, -21.47980720175941, -21.555011524096432]","[0.4753876431472678, 0.5255032486613306, 0.5556794009409223, 0.5563577999546019, 0.5334159090562711]"
60,"[0.952242679042924, 0.9535692171762785, 0.9530424981136256, 0.9530148422184382, 0.9534937383789143]","[-22.336489202426076, -21.98998529881916, -21.93434839527804, -21.640740205101068, -21.63006137331196]","[0.533992552816764, 0.516554822944742, 0.4855783375541399, 0.48482210003744197, 0.5085465782950035]"
61,"[0.950130634960156, 0.9506415304181096, 0.9472107103363611, 0.9471332916323286, 0.9498246672387238]","[-22.852740374199346, -22.476818806123735, -22.367380179035155, -22.072823613747833, -22.102114071334192]","[0.362680950252835, 0.27440115915987207, 0.22143155401829712, 0.22103826891045522, 0.25284701316997443]"
62,"[0.9534263136030068, 0.9552025093787079, 0.9538391862996882, 0.9538007114757955, 0.955188056077842]","[-22.525957173054877, -22.138763997050763, -22.04970503381546, -21.75568034799919, -21.767261411021707]","[0.7097120384847975, 0.790662934272344, 0.8512831944057595, 0.8511888321482118, 0.8098631899492704]"
63,"[0.948336182026629, 0.9498644130047318, 0.9454384495854791, 0.9453468469584124, 0.9490193250800418]","[-23.13034200330846, -22.720980119501927, -22.544542976097976, -22.248823114598498, -22.327763805023874]","[0.3476608483110986, 0.32318157085666815, 0.3478677102443515, 0.34830482090184517, 0.3249348329927433]"
64,"[0.9434385269397803, 0.9455553448815847, 0.9426017144115917, 0.9425439702512642, 0.9449787180483282]","[-23.015663426599353, -22.591904961262866, -22.399009475109565, -22.10304932706777, -22.193428189512304]","[0.586578520078993, 0.42557763481957134, 0.3375143576847969, 0.33620939699953006, 0.39426004611407417]"
65,"[0.9435555358982776, 0.9477030341411351, 0.9464568707121448, 0.9464066970477889, 0.9478184791832491]","[-22.95292237237349, -22.408913752459423, -22.086458736798207, -21.788705772771774, -21.967880128815874]","[0.3002156243912885, 0.3243903396814766, 0.3459095822248388, 0.34591428561384685, 0.3304735214410198]"
66,"[0.9501396319995215, 0.9519880948660466, 0.9483843637276405, 0.9483060665183579, 0.9512770158526748]","[-22.496184326768013, -22.13297202860862, -22.015924970260084, -21.72111026249236, -21.757987218731103]","[0.38811180466458395, 0.4131193353054975, 0.3949267799645581, 0.3952944006396123, 0.40759350030113717]"
67,"[0.9491566194284107, 0.9515015075342077, 0.9496757407391068, 0.9496362241604829, 0.9513578935001734]","[-22.646093360989138, -22.168493929024297, -21.92607538807954, -21.629466982810882, -21.753113630742675]","[0.19637834837159146, 0.2683240688921784, 0.32800358140031133, 0.3289704540886536, 0.2889260261917097]"
68,"[0.9549183797065635, 0.9548094745753326, 0.9524982523847756, 0.9524497437644246, 0.954356181086214]","[-22.37642349217311, -21.94486106366682, -21.68718493275658, -21.390006790368062, -21.530208131050813]","[0.3116477760068622, 0.325272062326789, 0.3170721974857342, 0.31684161231617775, 0.3217147676478095]"
69,"[0.9501135247649951, 0.9504398945262604, 0.9453799670368951, 0.9452799975156191, 0.9492128866474815]","[-22.44711047868222, -22.051292814201332, -21.837345873579526, -21.54078024419483, -21.650732644832324]","[0.40532251182636514, 0.39807081734919275, 0.42053280871157306, 0.42103422776701116, 0.3994462200599699]"
70,"[0.9377473614719531, 0.938407021719529, 0.9368896297392908, 0.9368595107023349, 0.9381482287814858]","[-21.783431499962713, -21.54382976688981, -21.61718475519193, -21.325639869084714, -21.222817287346512]","[0.5516523492043789, 0.5646525318732405, 0.569767469244673, 0.5698238221456359, 0.5669134185535281]"
71,"[0.9423818977181346, 0.9402599006667431, 0.9363108428807676, 0.9362448882705818, 0.9390105379940689]","[-22.431563265638566, -22.107162984715966, -22.04015391166602, -21.746120071028166, -21.74736123810543]","[0.4781143724812438, 0.4982359498867106, 0.5112018597735768, 0.5114327238605623, 0.5013838291533297]"
72,"[0.9465121557050724, 0.9478729504259489, 0.9472324487429106, 0.9472189996673088, 0.9478244305904464]","[-22.83321690246843, -22.486803853072825, -22.35812373809147, -22.062931382592716, -22.1110905161218]","[0.21170479730234865, 0.24019016413868313, 0.2999075967753016, 0.30097043563388204, 0.2540335593658809]"
73,"[0.9482896880065832, 0.9501757433661893, 0.9485326114270245, 0.9484923620965738, 0.9500060448829871]","[-22.650341053468573, -22.23012731993009, -21.979560306456413, -21.682446109401948, -21.81833385804804]","[0.36931652598474923, 0.39002980021256417, 0.39079974006637347, 0.3907316174442868, 0.3912370894839512]"
74,"[0.9556486833801452, 0.9555982823628867, 0.9533064432317306, 0.9532396996458068, 0.9551486068865946]","[-22.35622763104182, -21.956448916110112, -21.71578873599046, -21.418735112131984, -21.54910587558213]","[0.40001328506414785, 0.3859760933396189, 0.3496088683672476, 0.3490075755377226, 0.3738762043068739]"
75,"[0.9547441430555597, 0.9545970292788264, 0.9519036693279441, 0.9518476893596026, 0.9540499112908107]","[-22.381607479252413, -21.963797940737766, -21.736475500084634, -21.43979318916045, -21.55783125592726]","[0.286386838314892, 0.3300705220896805, 0.3547646355231197, 0.35511824552314497, 0.33825170105937247]"
76,"[0.9608508013753313, 0.96232066465406, 0.9600624021050177, 0.9599951538117201, 0.9619643108545142]","[-22.031042105014304, -21.550567798038667, -21.261326930897006, -20.96384609635868, -21.123503960055572]","[0.3305541702796067, 0.32620929755082356, 0.3259370658809372, 0.3258111556399475, 0.33288183755558387]"
77,"[0.9584073859112546, 0.9581669210208562, 0.9561433950174233, 0.9561067374169379, 0.9573767464917448]","[-22.19202389490009, -21.741470832800292, -21.47688939532364, -21.179698050379635, -21.323288898247743]","[0.4194691621654493, 0.3448475419619456, 0.3331569583995074, 0.332988389497041, 0.34368486745531]"
78,"[0.9606564360561356, 0.9592092286019693, 0.9569468149419438, 0.9568990079867953, 0.9583986367591951]","[-22.066911878594887, -21.70436232263919, -21.50742166690073, -21.21096122411302, -21.31131206734512]","[0.45243301991570806, 0.40028667712398935, 0.31707370320238315, 0.31599508168229673, 0.3719939180007749]"
79,"[0.960831286677683, 0.9592217341251921, 0.9542952227044841, 0.9542403653437744, 0.9576509407407189]","[-22.05697497306675, -21.789995770498674, -21.66776384707383, -21.372071245338358, -21.42497004266083]","[0.2736760960436397, 0.3487426192756623, 0.4170291376898885, 0.4187365672117825, 0.36958807302501745]"
80,"[0.9614370040005442, 0.9612699021172231, 0.9581388369688122, 0.9580756006203401, 0.9606093650832428]","[-21.979671010688065, -21.61255977788939, -21.448110325046137, -21.152335268343425, -21.22652694943946]","[0.2518366274565938, 0.2241041593747853, 0.2319368479726758, 0.23222395610628352, 0.2248219399946505]"
81,"[0.9624182040108225, 0.9624635376522168, 0.9608943381599298, 0.960860551529181, 0.9621164003545031]","[-21.85132695293704, -21.441672285640756, -21.197203153136012, -20.900138428810568, -21.032412387150107]","[0.38552911507544657, 0.4013219851525425, 0.45028074211042035, 0.45099194350158595, 0.41580196749717846]"
82,"[0.9623191104623963, 0.9610670159091018, 0.9596451699503853, 0.9596201545162997, 0.9607447929962718]","[-21.82649295212068, -21.575986817782585, -21.415048903520535, -21.118444728146926, -21.20419461153743]","[0.22043283233902575, 0.265494428744145, 0.2717144512728136, 0.2711409531338451, 0.2711470159909417]"
83,"[0.9644681752876163, 0.9646636124047626, 0.9625621070426392, 0.962503540992839, 0.96423859882817]","[-21.88917690315824, -21.566981381280435, -21.381285660808064, -21.08475557929118, -21.18100317221444]","[0.23235118544286637, 0.2692500085286767, 0.30714921785573407, 0.30780830838335654, 0.28142062698360826]"
84,"[0.9654276036597493, 0.9633918374064602, 0.9598172484256388, 0.9597608185999198, 0.9623180775004985]","[-21.82338187952807, -21.578276447584184, -21.481651989324863, -21.18630315150534, -21.221620870168618]","[0.2124412338165557, 0.16952236933676337, 0.14681396460926985, 0.14688635077187087, 0.14857192400104996]"
85,"[0.9672452821513962, 0.96599903011021, 0.962904257813628, 0.9628609725780216, 0.9651062879594272]","[-21.58900179883786, -21.307485754079636, -21.242822398886734, -20.94847166947873, -20.95325706398886]","[0.319407136309304, 0.2602485411648155, 0.2479081991516605, 0.24776912025656536, 0.25400369219153]"
86,"[0.9662664310799968, 0.9650079476176754, 0.9629453631740631, 0.9629136938186205, 0.9644057524161082]","[-21.31399135725366, -20.992905258190152, -20.862451988045994, -20.567030765103787, -20.61966282264666]","[0.23976494974788945, 0.2645720068623499, 0.2817255387322096, 0.2822209260726526, 0.269897463154054]"
87,"[0.9666740577092582, 0.9653108328632006, 0.9632463783065418, 0.9632100196052248, 0.964773039575839]","[-21.391458423052743, -21.10580909831208, -20.967624941714124, -20.671761716125538, -20.734957573798166]","[0.48213279384851065, 0.49869364176723746, 0.44478598456918567, 0.4438273355128857, 0.48392526298394106]"
88,"[0.9682520041937833, 0.9676541941589214, 0.9653190052354725, 0.9652766540130884, 0.9670424905110128]","[-21.444658593956202, -21.143528387381824, -21.053698395057403, -20.758971488762537, -20.781545136596538]","[0.46780335694641045, 0.4583811917321091, 0.4598402524649426, 0.46001966279804646, 0.45986423649957675]"
89,"[0.968682882268948, 0.9679122213700541, 0.9660431404469614, 0.9660246845712623, 0.9673340769998477]","[-21.577571044598148, -21.231486408806564, -21.0514562954379, -20.755213502735483, -20.844162795800774]","[0.37842408438767305, 0.2481921006150059, 0.1407952466599147, 0.1399048688298949, 0.21134414683472796]"
90,"[0.9680392874873439, 0.9671983465137022, 0.9660569737325714, 0.9660235118078643, 0.9669519695888661]","[-21.400980783526673, -20.93477153301045, -20.594894551033843, -20.296416505753914, -20.496216835777098]","[0.3019186222117543, 0.3469320200510794, 0.2911958604139098, 0.29071599128958275, 0.33367833135508645]"
