epoch,channel,lyapunov_exponent
35,3,0.053243937589684404
35,4,0.05300799000019942
36,0,0.052276509847102914
36,1,0.05220790098265884
36,2,0.052401489999686586
36,3,0.05262694708010173
36,4,0.05233641840830571
37,0,0.051921784811947286
37,1,0.05199764320401013
37,2,0.05150878718491805
37,3,0.05162567019605699
37,4,0.05183754438970425
38,0,0.053878335483363335
38,1,0.05352906734287945
38,2,0.05330431724081258
38,3,0.05193263439714263
38,4,0.05236023223986879
39,0,0.05508105219626915
39,1,0.054504665406812175
39,2,0.05489132797589269
39,3,0.05426812761542617
39,4,0.05445775933053894
40,0,0.05398762046933038
40,1,0.05359818965733282
40,2,0.0534016603925507
40,3,0.05206194081941859
40,4,0.05243938020154348
41,0,0.05389068113512498
41,1,0.054568177826550684
41,2,0.05411976313963089
41,3,0.054059696128817815
41,4,0.0538024552930304
42,0,0.055840495087805746
42,1,0.05568771742400572
42,2,0.055500793548620746
42,3,0.05600556651798916
42,4,0.05556090273633863
43,0,0.05444524877211641
43,1,0.054286834332121586
43,2,0.05329219992135049
43,3,0.05275747828122961
43,4,0.053396147582568304
44,0,0.05110302406485066
44,1,0.050778742786787616
44,2,0.05043297496305651
44,3,0.050271703392660884
44,4,0.04921224056028671
45,0,0.052187313432453176
45,1,0.05219272425767184
45,2,0.051423834014196625
45,3,0.05154673188245042
45,4,0.05196192499827078
46,0,0.052240236243423145
46,1,0.05216372426961517
46,2,0.05195558174746966
46,3,0.050288609920286644
46,4,0.050828036597940045
47,0,0.056025964386609194
47,1,0.05579179509633453
47,2,0.05552102124419096
47,3,0.05558566859360947
47,4,0.05609421307585544
48,0,0.05474994096149218
48,1,0.055762970776689604
48,2,0.05494032609076355
48,3,0.054752111904332164
48,4,0.054809568755480806
49,0,0.05821489464621311
49,1,0.05857170137036757
49,2,0.05770518697896644
49,3,0.05744602162153947
49,4,0.05700626597684983
50,0,0.05841953080670758
50,1,0.057382675161739644
50,2,0.05784481859149921
50,3,0.05656790033823593
50,4,0.05675195219994748
51,0,0.057110188771553584
51,1,0.0567217034824184
51,2,0.05677450031220991
51,3,0.05744403143032134
51,4,0.05746948123121314
52,0,0.05857850206427791
52,1,0.059042724984891576
52,2,0.05849871137419822
52,3,0.05750819221121066
52,4,0.05724945366024839
53,0,0.0570030601199221
53,1,0.05701914646473832
53,2,0.056667640017432824
53,3,0.05524794932316198
53,4,0.05459548167106204
54,0,0.05693758452782965
54,1,0.056749271699646685
54,2,0.05753227897909662
54,3,0.05741363662774688
54,4,0.0562570683638446
55,0,0.05448776249696674
55,1,0.05411974592082927
55,2,0.05473442531004106
55,3,0.05452768328095418
55,4,0.054611509719244125
56,0,0.05867656057479153
56,1,0.05874353392785345
56,2,0.05837001850911274
56,3,0.0575316253515567
56,4,0.05758261379502982
57,0,0.05180158475438524
57,1,0.05159385768162257
57,2,0.050956114028252904
57,3,0.049227262590827436
57,4,0.0496791722823163
58,0,0.05238345646486141
58,1,0.052166016430986666
58,2,0.052354903661904185
58,3,0.05113163818689103
58,4,0.05061538311613722
59,0,0.0521453556550795
59,1,0.05188246380095011
59,2,0.05143995580409908
59,3,0.05038682211776311
59,4,0.04938952937131897
60,0,0.056293557431517635
60,1,0.05550792767363303
60,2,0.05625294661321558
60,3,0.05318535574630242
60,4,0.05174762986859803
61,0,0.05487904199460562
61,1,0.05460207358700322
61,2,0.054447891308622993
61,3,0.052145692017041195
61,4,0.05114093739302384
62,0,0.05990947366190135
62,1,0.05946464011935357
62,2,0.06052124518020104
62,3,0.05872609778469504
62,4,0.056987620808211015
63,0,0.05688965214686948
63,1,0.05709988231132304
63,2,0.05637311594254425
63,3,0.05462034333081373
63,4,0.05583649409776128
64,0,0.060943081273036805
64,1,0.06039511475671818
64,2,0.059500731093829175
64,3,0.058930455559298975
64,4,0.05780958100097958
65,0,0.05974407837170524
65,1,0.059276065208187866
65,2,0.05932138935286035
65,3,0.059364331578578775
65,4,0.059239848893659096
66,0,0.059983058714208386
66,1,0.05898260897376546
66,2,0.058597661003488365
66,3,0.058286438125665405
66,4,0.05876891796757778
67,0,0.05357094658236853
67,1,0.05268852389588657
67,2,0.05273599100284653
67,3,0.05267660743191318
67,4,0.05181036950302593
68,0,0.05360614831564959
68,1,0.053664668427795964
68,2,0.05420742685196646
68,3,0.05307860970926469
68,4,0.053494615680745074
69,0,0.05481222150420227
69,1,0.05452163952739297
69,2,0.05465706022704512
69,3,0.05423388720417391
69,4,0.054183293510885806
70,0,0.05427797388486659
70,1,0.054098772275633956
70,2,0.05435030750581488
70,3,0.05334182725519417
70,4,0.05221875794079854
71,0,0.05331920284898631
71,1,0.05386828684720958
71,2,0.053213907587571295
71,3,0.051861195695929764
71,4,0.05146841651394451
72,0,0.04752840841231512
72,1,0.04791464962449832
72,2,0.04748976475050474
72,3,0.04633949000437573
72,4,0.04647066736850996
73,0,0.04778133795327221
73,1,0.04759511853752735
73,2,0.04714560395386201
73,3,0.0474457483646536
73,4,0.04713629100932371
74,0,0.04834034094289575
74,1,0.048541056986759534
74,2,0.047896839338762945
74,3,0.04788421676654078
74,4,0.04837988991983516
75,0,0.0491456443264562
75,1,0.04970957120641235
75,2,0.0491054681913049
75,3,0.04946620318354409
75,4,0.04934331136018866
76,0,0.05128352537303983
76,1,0.05181767068704927
76,2,0.05225312327995168
76,3,0.05140438121049207
76,4,0.05042457415705551
77,0,0.05264418557339936
77,1,0.05229125651420253
77,2,0.05192437473036101
77,3,0.05126339416687086
77,4,0.05023158917192369
78,0,0.052592669666743676
78,1,0.052937003155143963
78,2,0.05314837424838108
78,3,0.05153073451670706
78,4,0.0511077137611637
79,0,0.052749909656245327
79,1,0.05299848760304905
79,2,0.05225127949434173
79,3,0.051618779332411824
79,4,0.05149567126655352
80,0,0.049957270765361786
80,1,0.04935222639470844
80,2,0.04956006351209926
80,3,0.04940115911476906
80,4,0.04956125211315002
81,0,0.05159378106711436
81,1,0.051236385835462236
81,2,0.05095989492904118
81,3,0.05012930930734135
81,4,0.04972842826705873
82,0,0.04900492330416067
82,1,0.04928684857426866
82,2,0.04898796905847312
82,3,0.04850607767826369
82,4,0.048323640811915695
83,0,0.05011108773953927
83,1,0.04999475875250012
83,2,0.0499605528246455
83,3,0.04979229170305823
83,4,0.04971523816130467
84,0,0.04900065583484374
84,1,0.04943406479413068
84,2,0.049369912027311044
84,3,0.04959365684445172
84,4,0.04842923758553732
85,0,0.04655920749952825
85,1,0.04720052570283485
85,2,0.04742096437268765
85,3,0.04659170024821456
85,4,0.04642769020144686
86,0,0.048527370237645875
86,1,0.048851559972133585
86,2,0.04915787288120818
86,3,0.04729992393685994
86,4,0.04859734621082334
87,0,0.0484156701773729
87,1,0.04872446025834666
87,2,0.04761439700086596
87,3,0.04707884519469428
87,4,0.047645979442802654
88,0,0.04936624941419454
88,1,0.04888047409515581
88,2,0.048527980772387194
88,3,0.048571279876086296
88,4,0.047949899716966955
89,0,0.05015103256573618
89,1,0.049787128352317474
89,2,0.0496798151023107
89,3,0.04942976677975885
89,4,0.04970508112913136
90,0,0.05007262757703186
90,1,0.049854358109821154
90,2,0.04997669819881087
90,3,0.04924232963754364
90,4,0.0503466632930027
91,0,0.053551059187102575
91,1,0.05421880550315846
91,2,0.0532655159994907
91,3,0.05298429074693871
91,4,0.0532484327043808
92,0,0.0527464193227341
92,1,0.052250044732248487
92,2,0.052706403148417846
92,3,0.052357760196974405
92,4,0.051685543999093884
93,0,0.048386932134914636
93,1,0.04871414985977308
93,2,0.04862881416604722
93,3,0.04833907412452302
93,4,0.048929013805229064
94,0,0.05211830757388403
94,1,0.05230063123577077
94,2,0.05199070810269922
94,3,0.05210126059395936
94,4,0.0508544065972338
95,0,0.05164995122499699
95,1,0.05192608094873696
95,2,0.05232313529354614
95,3,0.05237900893084295
95,4,0.0511172190891738
96,0,0.04878845562883373
96,1,0.0484844406512606
96,2,0.04894279548672503
96,3,0.0482206599680888
96,4,0.048383097974907835
97,0,0.050242560479391934
97,1,0.04966753855472869
97,2,0.048868648304658945
97,3,0.04873782955870342
97,4,0.04792035202447684
98,0,0.04873963913568364
98,1,0.048442528897545536
98,2,0.04880619474962836
98,3,0.04791914501396268
98,4,0.048986964002519964
99,0,0.04903716610545593
99,1,0.0492735612006033
99,2,0.04809246447907772
99,3,0.04865766903074706
99,4,0.048984717452655015
100,0,0.048833080534460005
100,1,0.04869038905845551
100,2,0.04864161877214272
100,3,0.0476956787658913
100,4,0.04859693181471824
101,0,0.05129752787650721
101,1,0.05160377085709794
101,2,0.050891814306288904
101,3,0.049929607936314256
101,4,0.04988674621765206
102,0,0.04965452855947069
102,1,0.049452585492815455
102,2,0.0496561384258295
102,3,0.049553114351819846
102,4,0.049886376517159776
103,0,0.047773077920133106
103,1,0.04751700109365049
103,2,0.04772217181550376
103,3,0.04683474477742768
103,4,0.0482312917995568
104,0,0.04713149639738713
104,1,0.04744813857244566
104,2,0.04695072187810685
104,3,0.04707091405898311
104,4,0.047247844022863236
105,0,0.04883881444118181
105,1,0.04860229286111436
105,2,0.04893445316053677
105,3,0.04907964287399533
105,4,0.04988031462890344
106,0,0.04964742580381779
106,1,0.05002368125594972
106,2,0.048794867846430674
106,3,0.049635806867913225
106,4,0.048876444071280854
107,0,0.04842716931438117
107,1,0.04821864165893409
107,2,0.047535187399545015
107,3,0.04852478810432876
107,4,0.048313756670270935
108,0,0.04966624613712687
108,1,0.04987175248822688
108,2,0.05036751265142296
108,3,0.050147333591639746
108,4,0.05017352970851434
109,0,0.04940524335955102
109,1,0.04914337057454824
109,2,0.0490111134633297
109,3,0.04906030208409053
109,4,0.049068381457197094
110,0,0.04967673366954224
110,1,0.050722124482117166
110,2,0.050481119281819115
110,3,0.05049904071125533
110,4,0.050741961045282516
111,0,0.048596702474935353
111,1,0.04833307396750211
111,2,0.04759789676368606
111,3,0.04759808470507351
111,4,0.047355365455508454
112,0,0.04886869405354934
112,1,0.04851063580644665
112,2,0.048005358362827585
112,3,0.04793343964172576
112,4,0.04768945430650295
113,0,0.05135267305774859
113,1,0.051459218605655124
113,2,0.051344262955426365
113,3,0.05073302961626548
113,4,0.05033440803994946
114,0,0.05289414510005679
114,1,0.05242328520153194
114,2,0.05218670207340762
114,3,0.051378624585210086
114,4,0.05106893390595995
115,0,0.053067498132675986
115,1,0.052826286947884694
115,2,0.05301703266450633
115,3,0.05208226514177453
115,4,0.05259838997244412
116,0,0.05363298317679142
116,1,0.053299577903060696
116,2,0.05333551871676414
116,3,0.05237222669219056
116,4,0.05319547041839203
117,0,0.053785383629770235
117,1,0.05380270890399612
117,2,0.05371721526440182
117,3,0.053174669419159305
117,4,0.05274866422399043
118,0,0.05202711945679169
118,1,0.05138290789948791
118,2,0.05174149548735519
118,3,0.05197017303320253
118,4,0.05058319677968855
119,0,0.051721543201020646
119,1,0.05136556050642928
119,2,0.051286699311072194
119,3,0.04958014558057115
119,4,0.04886493632487179
120,0,0.04969606955941558
120,1,0.05005457549535929
120,2,0.04943233462513439
120,3,0.04902526223502109
120,4,0.04898646451989005
121,0,0.05051648376941101
121,1,0.05012788422253676
121,2,0.050149226743920215
121,3,0.049849383295798896
121,4,0.048701005960856206
122,0,0.04928348568736592
122,1,0.04902827296079581
122,2,0.0492538662346042
122,3,0.04896216100575974
122,4,0.04849409412507679
123,0,0.05194503202587194
123,1,0.0522698404465548
123,2,0.052147202005191795
123,3,0.05176901790989849
123,4,0.050930189107503444
124,0,0.053631170989514115
124,1,0.05302783636342721
124,2,0.05268747666302853
124,3,0.05209272771608648
124,4,0.052536175877821945
125,0,0.052987708450079336
125,1,0.05284248997755837
125,2,0.051907700427583074
125,3,0.05180841406997379
125,4,0.05241899277411162
126,0,0.05218569262116473
126,1,0.05198912090470956
126,2,0.05207384523938985
126,3,0.05118463610114471
126,4,0.04971610317711082
127,0,0.052536920270427605
127,1,0.05233456143382654
127,2,0.052802844419628306
127,3,0.0515421148165078
127,4,0.051326851724576586
128,0,0.0486959867259892
128,1,0.04871011305828492
128,2,0.04859987934382751
128,3,0.04919641029934924
128,4,0.04931986274123913
129,0,0.052087404038153484
129,1,0.05231585723583879
129,2,0.05187357802923425
129,3,0.05165320892150801
129,4,0.05100176945167727
130,0,0.04967471980247178
130,1,0.049677948098795305
130,2,0.04923921921673945
130,3,0.04802588583040651
130,4,0.04802952046297037
131,0,0.05331953380717534
131,1,0.05352136499741518
131,2,0.052823278969791214
131,3,0.05254711787669181
131,4,0.05180126313831203
132,0,0.053728487305566945
132,1,0.05339023851117596
132,2,0.0533985861953425
132,3,0.05224783701627626
132,4,0.052471390411633394
133,0,0.05238231984077821
133,1,0.05260683176468834
133,2,0.05311891777890354
133,3,0.05098180411385752
133,4,0.05092833652931397
134,0,0.05173128263146093
134,1,0.05210113415483394
134,2,0.051685162025625724
134,3,0.05012697299989338
134,4,0.05050790592115761
135,0,0.04952006254161829
135,1,0.04981245629355256
135,2,0.04965296329713542
135,3,0.04976341087277203
135,4,0.0495768800073742
136,0,0.054273360940445624
136,1,0.05445735514664866
136,2,0.05376872448503324
136,3,0.05311163637818426
136,4,0.052000900992110716
137,0,0.0540307168399587
137,1,0.05410800434675831
137,2,0.05326469659519088
137,3,0.053454656200248786
137,4,0.05237603016975844
138,0,0.05285192455278025
138,1,0.05265232228145174
138,2,0.05263914009817797
138,3,0.05284358089854596
138,4,0.05210852701981668
139,0,0.052238657883808014
139,1,0.05173103305042727
139,2,0.05203120818945262
139,3,0.05166539241429007
139,4,0.05108117184862244
140,0,0.051780201933678854
140,1,0.0517595356624096
140,2,0.05205326996215975
140,3,0.051353765581550026
140,4,0.05119134200005703
141,0,0.05250062386099455
141,1,0.052167995219328134
141,2,0.052370849920779027
141,3,0.051591376754559326
141,4,0.05068060789073937
142,0,0.0521510954693158
142,1,0.052775327538241976
142,2,0.05226708227846803
142,3,0.05192654539843306
142,4,0.052133674942144964
143,0,0.05160295296402273
143,1,0.051868062654749414
143,2,0.05105012076241644
143,3,0.05005321172963817
143,4,0.04997313866953055
144,0,0.05243745361914309
144,1,0.052378197586407715
144,2,0.05189616424267471
144,3,0.05217132179104542
144,4,0.05091279047019206
145,0,0.05239635508744518
145,1,0.052250043770560244
145,2,0.05275410124376887
145,3,0.05186477111596603
145,4,0.052308043929852395
146,0,0.05087526117624785
146,1,0.05144152734030625
146,2,0.05083812040441188
146,3,0.05054246208676341
146,4,0.05014104025704521
147,0,0.05039506451994866
147,1,0.0500787089280294
147,2,0.05074753737249307
147,3,0.04927805375079726
147,4,0.04953851573893731
148,0,0.051477057513068775
148,1,0.0513567826727859
148,2,0.05146518995781905
148,3,0.05130010016396685
148,4,0.05076356913004457
149,0,0.05109582743009317
149,1,0.05096965972973666
149,2,0.049988649375155354
149,3,0.049704807872245675
149,4,0.050946948222037984
150,0,0.05048112024350761
150,1,0.05039755057601664
150,2,0.04960257581731425
150,3,0.04979123393742264
150,4,0.04954934489970304
151,0,0.05173260495299208
151,1,0.05185015894785649
151,2,0.05184436706506342
151,3,0.05066666107360909
151,4,0.04961315956436296
152,0,0.050288528130979115
152,1,0.05019059976896039
152,2,0.05009820006188527
152,3,0.050434669000046325
152,4,0.05014407589512853
153,0,0.05122561900126274
153,1,0.051212532162523215
153,2,0.051536811517209534
153,3,0.0509114250558623
153,4,0.05026922983854192
154,0,0.051959632974283444
154,1,0.051443739681541624
154,2,0.05070130667623501
154,3,0.049844091811529406
154,4,0.05058210846899806
155,0,0.04919047040813398
155,1,0.04905477338335248
155,2,0.04931143679395594
155,3,0.049043173177474156
155,4,0.049665643891223445
156,0,0.052060439532258314
156,1,0.05179876604572504
156,2,0.05138886180387694
156,3,0.05013422051254588
156,4,0.05121727520964443
157,0,0.049395446182012796
157,1,0.049498176620501655
157,2,0.04965867801588405
157,3,0.04880048992253166
157,4,0.04786058070994525
158,0,0.04709231286203455
158,1,0.04696154490238486
158,2,0.04763858057871594
158,3,0.04762540503567165
158,4,0.04751977020666666
159,0,0.04984601070042276
159,1,0.04959914240659656
159,2,0.04971215411823922
159,3,0.04982756386856512
159,4,0.05052102220587946
160,0,0.04861103758520025
160,1,0.048539296455887164
160,2,0.04826038978823961
160,3,0.048207836677762024
160,4,0.04835294666267389
161,0,0.0502770430071444
161,1,0.04958176140023888
161,2,0.04943849071305784
161,3,0.049118753183646544
161,4,0.04940362561650652
162,0,0.048097733294978184
162,1,0.0482172404331607
162,2,0.0482130127594252
162,3,0.04760718406320068
162,4,0.04881665627066272
163,0,0.04974778224583303
163,1,0.04974010870522537
163,2,0.04935834438145377
163,3,0.049226007312715224
163,4,0.04959324405116055
164,0,0.04754218285825078
164,1,0.04813118200771535
164,2,0.048269701725294684
164,3,0.04814678732515969
164,4,0.04775275327721423
165,0,0.04981254847825371
165,1,0.05008122850580664
165,2,0.049393908350693835
165,3,0.0490064111276836
165,4,0.04829260630338571
166,0,0.050759877941044654
166,1,0.05136633709269849
166,2,0.05066258745319426
166,3,0.049630403781996325
166,4,0.0485222317534193
167,0,0.04907621711099002
167,1,0.04928628072017393
167,2,0.048508545965993986
167,3,0.04760961566938795
167,4,0.04818795551057356
168,0,0.04800575801304424
168,1,0.04788292952373846
168,2,0.04831410864822006
168,3,0.04720092228480747
168,4,0.0485011188007918
169,0,0.04716129664756544
169,1,0.04762938262463211
169,2,0.04728838674446844
169,3,0.04702588524423452
169,4,0.04817925639799383
170,0,0.050183585351254736
170,1,0.050593291439500705
170,2,0.0499290943031267
170,3,0.048946265350012015
170,4,0.04883428314868437
171,0,0.049516349829116416
171,1,0.04933692987082532
171,2,0.04873683677572598
171,3,0.04928312986266296
171,4,0.050057557416277224
172,0,0.05121253491020437
172,1,0.051386555858305344
172,2,0.050354432727680996
172,3,0.04932361002872847
172,4,0.04877541921004249
173,0,0.05129524317966934
173,1,0.05122121923110072
173,2,0.05160945205413719
173,3,0.05026996356098602
173,4,0.049593505126660165
174,0,0.05063106468173221
174,1,0.050264305765030805
174,2,0.04960021803215923
174,3,0.05043329268658152
174,4,0.050417191092135265
175,0,0.04950272481123806
175,1,0.04967442653330871
175,2,0.04960639417815486
175,3,0.04921825560058006
175,4,0.04881227715390363
176,0,0.05138035063268486
176,1,0.0512591951606083
176,2,0.05147286963491452
176,3,0.051008292309233344
176,4,0.050982945592177364
177,0,0.05109371487547659
177,1,0.05076646449900776
177,2,0.051308315730467076
177,3,0.051506290916635306
177,4,0.051904882360048754
178,0,0.052260597842652884
178,1,0.051939217383120274
178,2,0.05190457081880611
178,3,0.05094283393594263
178,4,0.05058522914781155
179,0,0.04947751666889916
179,1,0.049239609982787196
179,2,0.04891096621143587
179,3,0.04986682310253209
179,4,0.0488401472496958
180,0,0.05081088726689415
180,1,0.05024865813329739
180,2,0.04932503964720653
180,3,0.0495986956336491
180,4,0.049382154732620684
181,0,0.04951124143199775
181,1,0.049147696523677974
181,2,0.049769525379121514
181,3,0.048293846744020055
181,4,0.049306227602735515
182,0,0.04923869582928391
182,1,0.04983246701390528
182,2,0.04911564999840278
182,3,0.04933141582438644
182,4,0.04886482866156719
183,0,0.04900915995365437
183,1,0.04899799465990008
183,2,0.048288431705690214
183,3,0.048871450252464345
183,4,0.04919548002611699
184,0,0.04874267775042156
184,1,0.048897320723333464
184,2,0.04889950599990994
184,3,0.04831829313756752
184,4,0.04807663018820827
185,0,0.04937118136439162
185,1,0.04941717653858433
185,2,0.04895032381238632
185,3,0.048169617257914056
185,4,0.04877903593688468
186,0,0.04775132544472873
186,1,0.047821157073058784
186,2,0.04762788784031692
186,3,0.04773698854847129
186,4,0.04821449989602782
187,0,0.04917138327498975
187,1,0.049416190991166974
187,2,0.048731922502277314
187,3,0.04819460416612942
187,4,0.04828010572820439
188,0,0.04917344980594798
188,1,0.048576876948289174
188,2,0.04886450919784432
188,3,0.048557485051515685
188,4,0.0485107150312518
189,0,0.04819211179039498
189,1,0.04871069295638187
189,2,0.04814002857918083
189,3,0.047452378290183284
189,4,0.047934584096700275
190,0,0.0489931623589378
190,1,0.04901332919337181
190,2,0.04929538974097938
190,3,0.04843512678203625
190,4,0.04858566293338631
191,0,0.049941615394326774
191,1,0.05027984454279759
191,2,0.05011987010685634
191,3,0.04907608975597088
191,4,0.04867729979259776
192,0,0.05054872515107129
192,1,0.05059456137191209
192,2,0.04951129592767297
192,3,0.04890880213779863
192,4,0.04870651977832158
193,0,0.04954596236688044
193,1,0.049622688659814625
193,2,0.04978419726350016
193,3,0.0483277355436805
193,4,0.04792522696029111
194,0,0.05193247874100822
194,1,0.05189991130119053
194,2,0.05101694576451198
194,3,0.049970864184907475
194,4,0.04999024765545864
195,0,0.053428223050084336
195,1,0.05365716309106651
195,2,0.051704658288486444
195,3,0.05104375708718548
195,4,0.05139491979958496
196,0,0.0509781701682139
196,1,0.051338629247475426
196,2,0.051537137804340334
196,3,0.04992559870322648
196,4,0.048655420465915915
197,0,0.05161752872535743
197,1,0.05166468058170544
197,2,0.05159685581385887
197,3,0.04907277847967802
197,4,0.048400997789252484
198,0,0.05184776892324324
198,1,0.05186216599371702
198,2,0.0512895351011499
198,3,0.05007661945393394
198,4,0.0493453823332312
199,0,0.051328895358192274
199,1,0.05153343328908721
199,2,0.05109558068833012
199,3,0.04915598755981891
199,4,0.049289464000322025
200,0,0.0511084889735923
200,1,0.051304057878034125
200,2,0.05143355860715867
200,3,0.05024290421429813
200,4,0.04971569427636785
201,0,0.05585092652173183
201,1,0.055612106689599754
201,2,0.05576240058706594
201,3,0.05505860689307469
201,4,0.053394252323732364
202,0,0.0553136799000607
202,1,0.055813626430186294
202,2,0.05588438732426584
202,3,0.05510610651426109
202,4,0.05467750137164254
203,0,0.05382859631889867
203,1,0.05357108991973266
203,2,0.053393100312634986
203,3,0.052648129365882285
203,4,0.05171774847023789
204,0,0.053857793453074766
204,1,0.053881713070360014
204,2,0.05365693123257616
204,3,0.05310861438691701
204,4,0.05228117889001309
205,0,0.056825927285587254
205,1,0.05616607198909838
205,2,0.05637293977039056
205,3,0.0555173427403188
205,4,0.05536243021989084
206,0,0.05470584525924644
206,1,0.05446101972893657
206,2,0.05452605257801369
206,3,0.05387911303132107
206,4,0.053558360096357886
207,0,0.0548711440142465
207,1,0.05521392291047295
207,2,0.05415261707099832
207,3,0.054797569357332786
207,4,0.05424408448987512
208,0,0.05502793599434398
208,1,0.05479476250949618
208,2,0.054655579547492804
208,3,0.053977828146029035
208,4,0.05328453311256154
209,0,0.04897208063828573
209,1,0.04938217309628932
209,2,0.048876007602137665
209,3,0.049502524596875014
209,4,0.0498674138539695
210,0,0.05269383777375701
210,1,0.05244221869350774
210,2,0.05271924475661862
210,3,0.0528270090384787
210,4,0.05339408329554966
211,0,0.053659103961408744
211,1,0.053547743468725456
211,2,0.05301539573348891
211,3,0.053341016689268675
211,4,0.05435790612631779
212,0,0.055064798197111
212,1,0.05535687216475955
212,2,0.05521245647306779
212,3,0.055574080340143946
212,4,0.055769045395868314
213,0,0.05485026749957802
213,1,0.05515443795010692
213,2,0.054562959751161266
213,3,0.054712263292768404
213,4,0.05533127847696699
214,0,0.055745852860797744
214,1,0.05647322358203547
214,2,0.05632827062709869
214,3,0.055908630343617045
