epoch,stft_mean_power,wavelet_mean_power
20,"[5.013640774163152e-07, 7.08254366350391e-07, 7.341788352413062e-07, 7.649807834194231e-07, 7.887848799312143e-07]","[1.8908814395278854e-05, 2.6637798500892397e-05, 2.717826356156304e-05, 2.7472900318147956e-05, 2.864082854035813e-05]"
21,"[4.5318325402765164e-07, 6.395615454769686e-07, 6.594149938328842e-07, 6.798717157384651e-07, 7.079796826189725e-07]","[2.0150819915061008e-05, 2.8372089322093113e-05, 2.8879792693018636e-05, 2.9370917604588198e-05, 3.1255952652344764e-05]"
22,"[2.7946234446474747e-07, 3.9309478901919524e-07, 3.9737231744234936e-07, 3.912258920532905e-07, 4.0556749278967e-07]","[1.594095563059153e-05, 2.2371888254114708e-05, 2.229419383541512e-05, 2.105110508416466e-05, 2.1582756105244402e-05]"
23,"[2.9497658841897306e-07, 4.1498709677960403e-07, 4.1983040248722833e-07, 4.151055502214288e-07, 4.3380608084427327e-07]","[1.7033748665442125e-05, 2.3915540517451683e-05, 2.391368295673062e-05, 2.3094728044026703e-05, 2.4312714364726082e-05]"
24,"[2.9168229045969566e-07, 4.098948039302274e-07, 4.1144760196442295e-07, 3.916156411276656e-07, 3.908803105297043e-07]","[1.7357443520234238e-05, 2.4360039795498152e-05, 2.4258817045476422e-05, 2.256133272352946e-05, 2.2523491156952045e-05]"
25,"[2.5697120777132137e-07, 3.609598612401541e-07, 3.623189328707276e-07, 3.5818003697136406e-07, 3.860275958757383e-07]","[1.760530130691832e-05, 2.4687794025048033e-05, 2.450523831677458e-05, 2.33410933520664e-05, 2.467246747723836e-05]"
26,"[3.411650487261807e-07, 4.809878145969702e-07, 4.92681600412515e-07, 4.931532755067697e-07, 4.954465371081509e-07]","[1.5815299777562837e-05, 2.2223399247985574e-05, 2.22916264796202e-05, 2.1052867241566457e-05, 2.080706574610003e-05]"
27,"[3.189417304576823e-07, 4.4918070725065936e-07, 4.5714993220998027e-07, 4.5346328208548906e-07, 4.6414180688913203e-07]","[1.7135638731278783e-05, 2.4051463325308384e-05, 2.3968801618699966e-05, 2.2434373562418092e-05, 2.276854101233189e-05]"
28,"[3.112663401809452e-07, 4.384848166905692e-07, 4.4685165790193215e-07, 4.4676110876518104e-07, 4.587098888200729e-07]","[1.5654557170099283e-05, 2.198824131801751e-05, 2.2011416575483876e-05, 2.0882743209694085e-05, 2.110335522113731e-05]"
29,"[2.7971882507407683e-07, 3.936984683794038e-07, 3.9936942565791573e-07, 3.960521668174914e-07, 4.116408298434567e-07]","[1.718393074236075e-05, 2.4118523828827474e-05, 2.405340844336248e-05, 2.2842694357837215e-05, 2.3729307586793474e-05]"
30,"[2.514795923230577e-07, 3.5276656450091435e-07, 3.5056879219233234e-07, 3.280338298130542e-07, 3.352870165269469e-07]","[1.5228818327927679e-05, 2.129907633352907e-05, 2.0758330062159384e-05, 1.8255589319203887e-05, 1.8437030861504114e-05]"
31,"[2.4423674278848387e-07, 3.4324810101708894e-07, 3.450966315432386e-07, 3.3503506749744393e-07, 3.451539624086307e-07]","[1.5293234352039437e-05, 2.1471337282946494e-05, 2.1459858908950774e-05, 2.0525437977934e-05, 2.137271223438228e-05]"
32,"[2.5316281075440815e-07, 3.543154481442978e-07, 3.4750642011569036e-07, 3.357099633750692e-07, 3.6832334307322225e-07]","[1.6974747735532665e-05, 2.375852687699594e-05, 2.3274563216900267e-05, 2.091188101548823e-05, 2.1197594005630603e-05]"
33,"[3.2581223035309073e-07, 4.5883401385981863e-07, 4.6804971802634923e-07, 4.7465590947228527e-07, 4.994623642154219e-07]","[1.712981484260291e-05, 2.4041052326565612e-05, 2.3960803531098468e-05, 2.2849712475046087e-05, 2.3511513777162483e-05]"
34,"[2.647565936514926e-07, 3.7211164275636076e-07, 3.7387942116405173e-07, 3.5636524567798515e-07, 3.5579945159498905e-07]","[1.5255684606288611e-05, 2.1408718731685972e-05, 2.1321480725918834e-05, 1.998388149759016e-05, 2.0196350811176537e-05]"
35,"[2.6466242755949295e-07, 3.7220166838153474e-07, 3.758176184344691e-07, 3.706204953272553e-07, 3.883396949641334e-07]","[1.616700244502791e-05, 2.266456028965362e-05, 2.245445999333125e-05, 2.1050656196624785e-05, 2.1948945898037716e-05]"
36,"[2.3887643055309944e-07, 3.353261999596319e-07, 3.344247288231828e-07, 3.1511160202357256e-07, 3.1960465529088417e-07]","[1.613821028506448e-05, 2.2596265692763792e-05, 2.216801012967772e-05, 1.972612030885479e-05, 1.9719377354435485e-05]"
37,"[2.335992439471959e-07, 3.2809241326172713e-07, 3.2812356791207584e-07, 3.0957420061428976e-07, 3.1264375505222804e-07]","[1.4186997856769427e-05, 1.9891371383210836e-05, 1.9691511950745968e-05, 1.813654003387584e-05, 1.8441609198402537e-05]"
38,"[2.2843751360005916e-07, 3.2097642230709195e-07, 3.2201971344801085e-07, 3.0900776203422116e-07, 3.143340036854285e-07]","[1.3782679742649362e-05, 1.9325555657725316e-05, 1.9154470776502773e-05, 1.7737782286649873e-05, 1.793680014217966e-05]"
39,"[2.566769004352737e-07, 3.6044761034454483e-07, 3.6064539708443227e-07, 3.434395607217151e-07, 3.561900109519615e-07]","[1.686957964034592e-05, 2.3665531882380246e-05, 2.3521920209782377e-05, 2.204741187023241e-05, 2.2591459830812724e-05]"
40,"[3.187258427883829e-07, 4.488959625241431e-07, 4.5726601992981695e-07, 4.63876293439794e-07, 4.950759815777589e-07]","[1.8154631390222945e-05, 2.5469294947934203e-05, 2.5315835783386717e-05, 2.3747306331296665e-05, 2.450683564937007e-05]"
41,"[2.5072296285544113e-07, 3.5212099663558967e-07, 3.5239497500224685e-07, 3.3774577857344014e-07, 3.485143186549437e-07]","[1.5110751268462572e-05, 2.114594989632237e-05, 2.0674221554066623e-05, 1.823898658497774e-05, 1.8156787388429025e-05]"
42,"[2.640561313315531e-07, 3.708418823177177e-07, 3.7146775824147374e-07, 3.627180156868776e-07, 3.853432036601225e-07]","[1.8687883302921806e-05, 2.6171063411244355e-05, 2.570781658338989e-05, 2.299656156348174e-05, 2.312848859223018e-05]"
43,"[2.8716628260967283e-07, 4.0380965841501527e-07, 4.0744938907587596e-07, 3.9609174073881115e-07, 4.0937883052049494e-07]","[1.7146403320800678e-05, 2.4019412551497272e-05, 2.365641196454443e-05, 2.1616403545329468e-05, 2.228037634870036e-05]"
44,"[3.254844416049976e-07, 4.5810467519869045e-07, 4.644048676627555e-07, 4.57075003760267e-07, 4.6783608449337114e-07]","[1.506612254789445e-05, 2.1135847174808942e-05, 2.103921208445031e-05, 2.0295005852284574e-05, 2.175488867482567e-05]"
45,"[3.322114708968604e-07, 4.6809426523023834e-07, 4.82835331545189e-07, 5.173997500776596e-07, 5.761977049176409e-07]","[1.5590974309936022e-05, 2.1873079483034573e-05, 2.1785598121238944e-05, 2.1157830529278666e-05, 2.3250847957826052e-05]"
46,"[3.152402245912265e-07, 4.444116863645631e-07, 4.5596273126630935e-07, 4.7034625404679946e-07, 5.016000170593995e-07]","[1.7647917167707696e-05, 2.4796018650555002e-05, 2.491184400528027e-05, 2.4492656586093155e-05, 2.607848031541888e-05]"
47,"[2.6734950955346286e-07, 3.7491174158907634e-07, 3.724095784287723e-07, 3.545866058912903e-07, 3.709114911769178e-07]","[1.8935384022956552e-05, 2.6484717786246635e-05, 2.5800292788683174e-05, 2.2429599063284254e-05, 2.187996624055922e-05]"
48,"[2.239220791288545e-07, 3.136010768113084e-07, 3.082519940381814e-07, 2.8029776751040664e-07, 2.9008904017829857e-07]","[1.8063794087089778e-05, 2.5254797939587356e-05, 2.4517670066693848e-05, 2.0901239799129892e-05, 2.034218442437174e-05]"
49,"[2.7581121996928316e-07, 3.864209541326642e-07, 3.8079592524000436e-07, 3.4563932065333344e-07, 3.481992615147601e-07]","[2.349852021317085e-05, 3.284680902834093e-05, 3.18231642927014e-05, 2.6379895771296412e-05, 2.3670495546047948e-05]"
50,"[2.3996967372448647e-07, 3.358771324405213e-07, 3.296019759571775e-07, 3.028799753760135e-07, 3.2103733085929155e-07]","[2.0313361904430523e-05, 2.8366180349025847e-05, 2.7342149777635278e-05, 2.3084162460347358e-05, 2.2795968865302915e-05]"
51,"[2.5976095739333624e-07, 3.639515639306599e-07, 3.593381394715155e-07, 3.4178847662235944e-07, 3.7380419783935274e-07]","[1.9390714126960287e-05, 2.713813497176341e-05, 2.6599248898111235e-05, 2.4506148681358633e-05, 2.592359291719871e-05]"
52,"[2.693046777784725e-07, 3.780774424309121e-07, 3.780151642245573e-07, 3.699103336280108e-07, 3.995621188802113e-07]","[2.0822604907761547e-05, 2.917673179115987e-05, 2.8793054664905673e-05, 2.68542765332696e-05, 2.8020234566324625e-05]"
53,"[2.1378732504841325e-07, 2.9947118874910137e-07, 2.9470099841381676e-07, 2.703525945310737e-07, 2.7802359628121157e-07]","[1.6900297739011926e-05, 2.3644165755564018e-05, 2.3080752858724888e-05, 2.036096386457077e-05, 2.0017491616382723e-05]"
54,"[2.7724753688921803e-07, 3.8857650097176227e-07, 3.836090781245353e-07, 3.476261642434717e-07, 3.4391370059481506e-07]","[2.611429869463408e-05, 3.65320846878229e-05, 3.557983941032867e-05, 2.9997757361253e-05, 2.7217504913838076e-05]"
55,"[2.801472764179562e-07, 3.9450810103334917e-07, 4.02215570662405e-07, 4.1406337940645603e-07, 4.496762298256829e-07]","[1.707202266540264e-05, 2.3919248562240773e-05, 2.3643796537181374e-05, 2.2555903230081813e-05, 2.4313596729773873e-05]"
56,"[2.802775204031058e-07, 3.9461227780065706e-07, 4.0102751557005214e-07, 3.9828470982937043e-07, 4.074514957862906e-07]","[2.2681113266056766e-05, 3.188052968295821e-05, 3.203759297144299e-05, 3.037152774855014e-05, 2.966991795060818e-05]"
57,"[2.6880720450735215e-07, 3.7799742257025105e-07, 3.808682232751054e-07, 3.658715894463575e-07, 3.6924448520649955e-07]","[1.8175175203464958e-05, 2.5506953605624393e-05, 2.5376942280057928e-05, 2.337091999810946e-05, 2.2695810902851813e-05]"
58,"[3.202486953118063e-07, 4.5052180865380105e-07, 4.565645429269328e-07, 4.587688050973902e-07, 4.882036260349594e-07]","[2.0983650818401987e-05, 2.945712946860763e-05, 2.943128001669099e-05, 2.8485635914596835e-05, 2.99989569371064e-05]"
59,"[2.8642895679486565e-07, 4.0205356533973093e-07, 4.000052289096868e-07, 3.6105907235968116e-07, 3.3521206643114175e-07]","[2.3962761114127664e-05, 3.3528096472105615e-05, 3.263939238056378e-05, 2.6622387578380313e-05, 2.190503608227434e-05]"
60,"[3.8731226296823075e-07, 5.418550024204706e-07, 5.273701627503233e-07, 4.3319543294523333e-07, 3.6891986143154986e-07]","[3.672610399888852e-05, 5.1291239633136895e-05, 4.927926637464787e-05, 3.740256688120073e-05, 2.745708648595795e-05]"
61,"[2.8208686889240684e-07, 3.951076583210493e-07, 3.8757358920289744e-07, 3.348955846086094e-07, 3.144386396236266e-07]","[1.8659646508032035e-05, 2.609940182175824e-05, 2.5376847670595906e-05, 2.113034924485013e-05, 1.9236070586759223e-05]"
62,"[3.017023573628398e-07, 4.2221603610504267e-07, 4.120428084232765e-07, 3.4953151723641725e-07, 3.1625601112168405e-07]","[2.4498669221051135e-05, 3.426176095384414e-05, 3.327750443696087e-05, 2.7299392478859563e-05, 2.3170832524044725e-05]"
63,"[3.15762536746554e-07, 4.425162449466832e-07, 4.363810045719314e-07, 3.9529413863490944e-07, 3.885031219997236e-07]","[2.5172067552527847e-05, 3.522750431077534e-05, 3.439770404562674e-05, 2.9381179692393756e-05, 2.662023451192685e-05]"
64,"[2.81615119222384e-07, 3.940925789492157e-07, 3.8439236590389196e-07, 3.218908979802143e-07, 2.901461898691134e-07]","[2.2567109375788065e-05, 3.1568436338651984e-05, 3.070917617494114e-05, 2.5383323345377102e-05, 2.2128426063591575e-05]"
65,"[2.9654443751846043e-07, 4.1486864949323055e-07, 4.042544585750164e-07, 3.449999587500857e-07, 3.258251939307091e-07]","[2.4358367234860278e-05, 3.4046408088845965e-05, 3.2946345146305355e-05, 2.6885134350859425e-05, 2.338355594244261e-05]"
66,"[2.84170059774518e-07, 3.9826350276131773e-07, 3.9317881393639626e-07, 3.5916145762322195e-07, 3.617165105940596e-07]","[2.2496822370684875e-05, 3.1502910710787833e-05, 3.0930162876802706e-05, 2.7548781730268806e-05, 2.7224294726800933e-05]"
67,"[3.218453270234597e-07, 4.5298593781990366e-07, 4.612541382394417e-07, 4.829796166710336e-07, 5.41291126793916e-07]","[2.1915753504060134e-05, 3.077216491564376e-05, 3.075850918355205e-05, 2.9420381940201288e-05, 3.0417858148148188e-05]"
68,"[3.473038595196848e-07, 4.884776868651089e-07, 4.936799697460937e-07, 4.881515308137169e-07, 5.08169800260907e-07]","[1.9104883404719966e-05, 2.6852998314171987e-05, 2.7066845002249763e-05, 2.716734446503558e-05, 2.941561981992834e-05]"
69,"[2.622046766194876e-07, 3.688170034483157e-07, 3.7231084760102486e-07, 3.597007163431845e-07, 3.619095803979905e-07]","[1.3078980642794826e-05, 1.835324918778209e-05, 1.8270391616808294e-05, 1.7201987805335477e-05, 1.7457174883667483e-05]"
70,"[3.1717559959491847e-07, 4.4668215654943116e-07, 4.5412491091007445e-07, 4.428625152977937e-07, 4.382012620805028e-07]","[1.333365664919801e-05, 1.867926744450868e-05, 1.837509109989303e-05, 1.6355717037831266e-05, 1.5820461617597237e-05]"
71,"[2.816540715438134e-07, 3.962182201130345e-07, 3.9996223311853664e-07, 3.8157820137277697e-07, 3.736353807647919e-07]","[1.2720316254811774e-05, 1.7818045098361455e-05, 1.7513996752405114e-05, 1.555326773189417e-05, 1.5224829149834343e-05]"
72,"[4.250514645820981e-07, 5.990926262703861e-07, 6.126193119440093e-07, 6.113088802311972e-07, 6.178325002961724e-07]","[1.766716417914184e-05, 2.483709845753308e-05, 2.499799469816143e-05, 2.4000623896981597e-05, 2.4191615245904607e-05]"
73,"[4.757911610283648e-07, 6.711771776468877e-07, 6.899389720196421e-07, 6.994085388094496e-07, 7.110571780946993e-07]","[2.002914664909989e-05, 2.8181913761466852e-05, 2.8520875216293104e-05, 2.7958046959079338e-05, 2.8643938488255774e-05]"
74,"[3.5422501145503507e-07, 4.990803664170648e-07, 5.089130958946548e-07, 5.024285695398707e-07, 5.034172577066996e-07]","[1.9853694649680694e-05, 2.7896923900984528e-05, 2.7959571377223937e-05, 2.6043280630135264e-05, 2.5099557182051987e-05]"
75,"[3.996354657177342e-07, 5.629529751361353e-07, 5.732397901924825e-07, 5.636042922895129e-07, 5.651615093525105e-07]","[1.9638800981650985e-05, 2.7625845008234233e-05, 2.790567885031481e-05, 2.701377562627065e-05, 2.7317579534230893e-05]"
76,"[2.989626483696426e-07, 4.2088375705209837e-07, 4.2721369117781124e-07, 4.201982478202619e-07, 4.2580948601912274e-07]","[1.6376987919097044e-05, 2.296758243620956e-05, 2.2752301503943643e-05, 2.0750609403893836e-05, 2.0391088149390895e-05]"
77,"[3.220385940916265e-07, 4.528868652176689e-07, 4.5650417122527633e-07, 4.350108423373022e-07, 4.2761849030758815e-07]","[1.738444269976052e-05, 2.439233754047954e-05, 2.4234529404580306e-05, 2.215743062483033e-05, 2.1601864951004607e-05]"
78,"[3.067619291201914e-07, 4.314752295071184e-07, 4.3539323456594317e-07, 4.188487833401499e-07, 4.156809432399271e-07]","[1.7574698834419652e-05, 2.4666979907404965e-05, 2.4559034210994246e-05, 2.2665880376732894e-05, 2.225300955252825e-05]"
79,"[2.855880413869006e-07, 4.014610566042299e-07, 4.0406790526505875e-07, 3.915252549714385e-07, 4.0019898378487006e-07]","[1.939908215209983e-05, 2.723926191940844e-05, 2.7215387853297533e-05, 2.567977295164315e-05, 2.5968224400996584e-05]"
80,"[4.2977131455493027e-07, 6.046305283551632e-07, 6.122212306490522e-07, 6.087170629421142e-07, 6.315568707093466e-07]","[2.3953225935560296e-05, 3.364037601214059e-05, 3.374036173495702e-05, 3.323955333952773e-05, 3.5613774482196846e-05]"
81,"[3.9432569621650926e-07, 5.553418259476632e-07, 5.662837593254139e-07, 5.791963845108487e-07, 6.150439746047685e-07]","[1.960489751322339e-05, 2.752353209265147e-05, 2.7557804998898064e-05, 2.697573994316795e-05, 2.8611457326617542e-05]"
82,"[4.4133121330224994e-07, 6.22310292217348e-07, 6.379220769705287e-07, 6.428918473082375e-07, 6.544253232743837e-07]","[1.8637408500913202e-05, 2.621409949480077e-05, 2.6495265571212177e-05, 2.6181991940161943e-05, 2.736575856855046e-05]"
83,"[3.598345855714662e-07, 5.067484815543371e-07, 5.156093475486522e-07, 5.123048308260442e-07, 5.253899163878303e-07]","[1.8287380821359744e-05, 2.5682748340952857e-05, 2.5699713215349873e-05, 2.4551685510258678e-05, 2.5080807390973286e-05]"
84,"[4.055488755602975e-07, 5.713742754448593e-07, 5.831823528716137e-07, 5.868150864062571e-07, 6.062515540292331e-07]","[1.8933199414385717e-05, 2.6585311457135883e-05, 2.6604783649984562e-05, 2.5861034057873016e-05, 2.7449298690440485e-05]"
85,"[3.5860672466092184e-07, 5.056252900146653e-07, 5.186592275223405e-07, 5.325358822314915e-07, 5.549070661461313e-07]","[1.6917512229840803e-05, 2.376072765716895e-05, 2.3811517715524943e-05, 2.297396006939928e-05, 2.3623707975876194e-05]"
86,"[3.1503687526494946e-07, 4.4345758843590493e-07, 4.5027280980772897e-07, 4.506255363873466e-07, 4.757311635999028e-07]","[1.8563819633017505e-05, 2.6051128265068463e-05, 2.595901067013696e-05, 2.467186214048121e-05, 2.5662252398632592e-05]"
87,"[3.0427907459584543e-07, 4.285144624766624e-07, 4.363984858858038e-07, 4.3789125607210883e-07, 4.531661801820912e-07]","[1.621998157789194e-05, 2.2780685683496878e-05, 2.2808779631607058e-05, 2.191480012172986e-05, 2.2700254485361633e-05]"
88,"[3.4153884082651347e-07, 4.810422657643037e-07, 4.899731131924542e-07, 4.877937864046519e-07, 4.99269985487749e-07]","[1.731919389779202e-05, 2.433308729779606e-05, 2.4422978900013306e-05, 2.357678253885404e-05, 2.4361386410330063e-05]"
89,"[3.420257816182476e-07, 4.81371315085192e-07, 4.881293689933692e-07, 4.823975710733604e-07, 4.955812517046211e-07]","[1.939638318092169e-05, 2.724136078487668e-05, 2.726688814860984e-05, 2.6049297414412428e-05, 2.665322912206159e-05]"
90,"[4.390753018466665e-07, 6.186097650268537e-07, 6.308888191743372e-07, 6.265107901911454e-07, 6.360155351468294e-07]","[1.887646867409584e-05, 2.6520887526031767e-05, 2.6608059129040412e-05, 2.5615756562506028e-05, 2.64858411852508e-05]"
91,"[4.110092108259719e-07, 5.797551813621923e-07, 5.960433230533889e-07, 6.1366429883731e-07, 6.380401079246508e-07]","[1.8677623060918137e-05, 2.626055690543443e-05, 2.648893555569427e-05, 2.6306657580695532e-05, 2.7693568462845993e-05]"
92,"[2.83812218187937e-07, 3.990436749810549e-07, 4.021789897829295e-07, 3.9210883366179307e-07, 4.021344733918651e-07]","[1.6388434724455574e-05, 2.301119152865612e-05, 2.2996269278967856e-05, 2.1849508648518545e-05, 2.25052845453266e-05]"
93,"[3.5848249036997716e-07, 5.055087010714079e-07, 5.188658328251994e-07, 5.328894635797421e-07, 5.625956799722137e-07]","[1.7606037115219427e-05, 2.477704640162791e-05, 2.5167094251225647e-05, 2.5780258523393096e-05, 2.8088812249088087e-05]"
94,"[3.185278065294447e-07, 4.478535932682663e-07, 4.511880643325038e-07, 4.3655915654173156e-07, 4.4663469491149316e-07]","[2.0683464408591165e-05, 2.901769796031068e-05, 2.8817375642086676e-05, 2.6473578438789067e-05, 2.6221053091548653e-05]"
95,"[3.3791213552349384e-07, 4.750983334293433e-07, 4.786946572244572e-07, 4.623938532060479e-07, 4.7116729206545174e-07]","[2.253998363410629e-05, 3.166157307438077e-05, 3.169248004857924e-05, 2.9772467312299326e-05, 2.9392494614886025e-05]"
96,"[3.6336639125431507e-07, 5.113162444870543e-07, 5.173786035007308e-07, 5.01776056918269e-07, 5.028023632629176e-07]","[1.9285117855772632e-05, 2.7100940686335252e-05, 2.7209279481045755e-05, 2.598593957194246e-05, 2.6305575846296272e-05]"
97,"[3.396373946419425e-07, 4.782903292918311e-07, 4.862500816327038e-07, 4.7529893255005316e-07, 4.717503620337228e-07]","[1.7325467958609567e-05, 2.4340856616509176e-05, 2.438549734937764e-05, 2.2855675796121358e-05, 2.2293948945283255e-05]"
98,"[3.4169467416522045e-07, 4.811296940989552e-07, 4.887428928853472e-07, 4.798133601066434e-07, 4.872794216296921e-07]","[1.617953645411084e-05, 2.268673591439208e-05, 2.2459444042250987e-05, 2.062666728448834e-05, 2.103474141139007e-05]"
99,"[3.860405088175833e-07, 5.437485752680939e-07, 5.536961467434221e-07, 5.500713332907092e-07, 5.613621129849081e-07]","[1.571827539097248e-05, 2.2078212234158898e-05, 2.213642102072274e-05, 2.161608834992248e-05, 2.2938879937123684e-05]"
100,"[4.0247454284064546e-07, 5.665689658792149e-07, 5.746445347040378e-07, 5.598669026976303e-07, 5.592030526676901e-07]","[1.5851800848072734e-05, 2.224902810967531e-05, 2.2193675547259306e-05, 2.1094673058421396e-05, 2.1669088548852555e-05]"
101,"[3.534146946012339e-07, 4.979039651635685e-07, 5.082358051241467e-07, 5.12773889703971e-07, 5.339178877641028e-07]","[1.6553618485238754e-05, 2.3248095946881077e-05, 2.326579197214453e-05, 2.2267456446710976e-05, 2.2997106128949508e-05]"
102,"[2.5558714727627536e-07, 3.5944525575869434e-07, 3.6302035422184184e-07, 3.583254449979201e-07, 3.7566070709172847e-07]","[1.3938975210642704e-05, 1.95574366174399e-05, 1.9465805655265247e-05, 1.8432537541708532e-05, 1.915406799578703e-05]"
103,"[3.500739404925705e-07, 4.926371379973567e-07, 4.983959203544803e-07, 4.771591202033824e-07, 4.6595211435108013e-07]","[1.4779379089393757e-05, 2.0725762492114907e-05, 2.052482882228161e-05, 1.8620504906386728e-05, 1.8146076324000097e-05]"
104,"[3.5490986801840374e-07, 4.995300869618184e-07, 5.060209852491845e-07, 4.867829823179664e-07, 4.729437819752208e-07]","[1.4274232304724664e-05, 2.001618312288018e-05, 1.9818099052262153e-05, 1.7992272761331882e-05, 1.7637033430265054e-05]"
105,"[3.1825152795778014e-07, 4.479115111617923e-07, 4.5372466011368694e-07, 4.418636971217912e-07, 4.4149521081233214e-07]","[1.4327421376988918e-05, 2.0107086755929808e-05, 2.002186978881011e-05, 1.8693872965613888e-05, 1.879842830695743e-05]"
