mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[2.46811358e-08 3.56054902e-08 4.16967602e-08 5.91972627e-08
 7.41345151e-08]","[1.02268544e-05 1.43427428e-05 1.42468341e-05 1.36475255e-05
 1.47348450e-05]","[1.04588550e-10 2.05714271e-10 2.02972283e-10 1.86254953e-10
 2.17115657e-10]",[-0.03119371 -0.03314761 -0.04465507 -0.07030042 -0.09145973],[0.36092415 0.35533433 0.31882439 0.33050433 0.78188575],"[1.02268842e-05 1.43427870e-05 1.42468952e-05 1.36476539e-05
 1.47350315e-05]",[0.05026042 0.05065104 0.05117187 0.04707031 0.04199219],"[1.23951817e-11 2.43716268e-11 2.39146932e-11 2.04345267e-11
 2.12565122e-11]",[0.27336185 0.27332895 0.27271413 0.26413376 0.25008805],"[1.77105522e-11 3.48320157e-11 3.43859311e-11 3.21334209e-11
 3.86253675e-11]",[0.39058639 0.3906427  0.39212418 0.41535198 0.45443687],"[8.75655492e-12 1.73228357e-11 1.79530940e-11 2.20529952e-11
 3.30479464e-11]",[0.19311601 0.19427642 0.20473031 0.28505385 0.38881715],"[1.61197522e-11 3.16144241e-11 3.03325734e-11 2.14907396e-11
 1.60277079e-11]",[0.35550307 0.35455726 0.34590122 0.27778621 0.18856989],"[6.82134567e-13 1.34172611e-12 1.30968681e-12 9.47645479e-13
 6.27363257e-13]",[0.01504371 0.01504752 0.01493517 0.01224913 0.00738108],425
"[-1.60675905e-08 -2.22133746e-08 -1.98333462e-08 -8.88594830e-09
  2.22666323e-09]","[1.06651627e-05 1.49539478e-05 1.47865177e-05 1.32466398e-05
 1.26765099e-05]","[1.13745695e-10 2.23620554e-10 2.18641106e-10 1.75473467e-10
 1.60693902e-10]",[-0.16363708 -0.16744503 -0.19282291 -0.30003082 -0.42636075],[0.52086188 0.53451359 0.63082927 1.04302369 1.54021162],"[1.06651748e-05 1.49539643e-05 1.47865310e-05 1.32466428e-05
 1.26765101e-05]",[0.04869792 0.0484375  0.0484375  0.04674479 0.04179687],"[1.32925957e-11 2.61508512e-11 2.57275838e-11 2.17678084e-11
 2.17571263e-11]",[0.29305033 0.29394742 0.3004859  0.33618061 0.37874907],"[1.68367581e-11 3.29485765e-11 3.12588132e-11 2.26814838e-11
 2.03890177e-11]",[0.3711854  0.37035693 0.36508802 0.35029135 0.35493297],"[7.58315210e-12 1.48354208e-11 1.40852627e-11 1.07937383e-11
 1.10537477e-11]",[0.16717918 0.16675685 0.16450915 0.16669779 0.19242415],"[1.60770715e-11 3.15281675e-11 3.02249098e-11 2.11889075e-11
 1.53577661e-11]",[0.35443725 0.35439089 0.35301252 0.3272401  0.26734871],"[9.02911529e-13 1.77757199e-12 1.74538919e-12 1.28928443e-12
 8.65360365e-13]",[0.01990571 0.01998071 0.02038531 0.01991162 0.01506423],426
"[-4.56329613e-08 -6.52414409e-08 -7.26389569e-08 -9.13414014e-08
 -1.06235467e-07]","[1.05840460e-05 1.48310011e-05 1.46096783e-05 1.29930024e-05
 1.25632086e-05]","[1.12022031e-10 2.19958593e-10 2.13442699e-10 1.68818111e-10
 1.57834211e-10]",[-0.06392147 -0.06251359 -0.05133249  0.01050222  0.0351375 ],[0.04908707 0.05005816 0.06281043 0.23081776 0.50872603],"[1.05841444e-05 1.48311446e-05 1.46098588e-05 1.29933235e-05
 1.25636578e-05]",[0.04882812 0.04869792 0.04908854 0.04739583 0.04205729],"[1.26485274e-11 2.49405090e-11 2.48774181e-11 2.16126118e-11
 2.09858658e-11]",[0.26606049 0.26713915 0.2745087  0.30544514 0.32919708],"[1.87889091e-11 3.68935672e-11 3.58380918e-11 2.88989242e-11
 2.81425493e-11]",[0.39522279 0.395169   0.39545374 0.4084206  0.44146118],"[9.76751077e-12 1.91584395e-11 1.85169700e-11 1.52917729e-11
 1.62942226e-11]",[0.2054586  0.20520709 0.20432464 0.21611445 0.25560111],"[1.65489316e-11 3.24495924e-11 3.10765683e-11 2.15813020e-11
 1.52900505e-11]",[0.34810509 0.34756935 0.34291293 0.30500265 0.23984905],"[7.22349228e-13 1.42104938e-12 1.38878329e-12 1.01490258e-12
 6.89691808e-13]",[0.01519454 0.01522094 0.01532446 0.01434334 0.01081893],427
"[8.98439952e-08 1.29758497e-07 1.52907924e-07 2.20032299e-07
 2.77595762e-07]","[1.18202732e-05 1.66166959e-05 1.67470081e-05 1.65487148e-05
 1.75982543e-05]","[1.39718859e-10 2.76114581e-10 2.80462281e-10 2.73859961e-10
 3.09698555e-10]",[ 0.06909816  0.06644291  0.04851061 -0.01760791 -0.05510063],[0.78888559 0.81128246 0.9693972  1.62471916 1.99172583],"[1.18206147e-05 1.66172025e-05 1.67477062e-05 1.65501775e-05
 1.76004436e-05]",[0.04811198 0.04785156 0.0468099  0.04277344 0.03964844],"[1.54029875e-11 3.04340823e-11 3.07778268e-11 2.82177992e-11
 2.85656238e-11]",[0.26869953 0.26957603 0.27486369 0.28480129 0.27439193],"[2.43331046e-11 4.79073047e-11 4.74853378e-11 4.28963870e-11
 4.72817087e-11]",[0.42448219 0.42434863 0.42407137 0.43295177 0.45417246],"[1.17711779e-11 2.32557418e-11 2.37840812e-11 2.66738659e-11
 3.69609988e-11]",[0.20534393 0.20599243 0.21240552 0.26921842 0.35503513],"[1.89189440e-11 3.71288115e-11 3.57831538e-11 2.58044647e-11
 1.94924871e-11]",[0.33003412 0.32887594 0.31956414 0.26044358 0.18723838],"[7.35358227e-13 1.45080964e-12 1.44544560e-12 1.15509868e-12
 8.90953739e-13]",[0.01282806 0.01285084 0.01290866 0.01165837 0.00855821],428
"[-5.74444001e-08 -8.41942242e-08 -1.07092840e-07 -1.78549902e-07
 -2.41967676e-07]","[1.22585895e-05 1.72177745e-05 1.72428120e-05 1.65291364e-05
 1.70844732e-05]","[1.50273017e-10 2.96451760e-10 2.97314566e-10 2.73212349e-10
 2.91879223e-10]",[-0.07146887 -0.0730076  -0.08378967 -0.11521217 -0.08423383],[0.73695387 0.76647355 0.9683529  1.77380388 2.40557881],"[1.22587241e-05 1.72179804e-05 1.72431446e-05 1.65301007e-05
 1.70861866e-05]",[0.04427083 0.04401042 0.04401042 0.04270833 0.03671875],"[1.64979017e-11 3.25630797e-11 3.27935202e-11 3.09177089e-11
 3.40649945e-11]",[0.29109865 0.29188877 0.29760544 0.32591679 0.35418017],"[2.56644820e-11 5.04911282e-11 4.96810095e-11 4.20250106e-11
 4.19444480e-11]",[0.45283917 0.45259212 0.45086159 0.44300361 0.43610433],"[1.08123073e-11 2.13411104e-11 2.15671506e-11 2.16189389e-11
 2.63038097e-11]",[0.19077869 0.19129734 0.19572468 0.22789448 0.27348567],"[1.71631780e-11 3.36677611e-11 3.23589183e-11 2.32597870e-11
 1.78895163e-11]",[0.30283718 0.3017909  0.29366137 0.24519136 0.18600067],"[8.52709645e-13 1.68012190e-12 1.65911248e-12 1.26274775e-12
 8.93642754e-13]",[0.01504571 0.01506027 0.01505666 0.01331116 0.00929137],429
"[4.23057271e-09 6.14691489e-09 7.46401216e-09 1.14269401e-08
 1.48908683e-08]","[1.14808877e-05 1.61276946e-05 1.61681732e-05 1.55852420e-05
 1.62038704e-05]","[1.31810782e-10 2.60102535e-10 2.61409824e-10 2.42899769e-10
 2.62565416e-10]",[-0.06904315 -0.06973313 -0.07440378 -0.08219894 -0.05129693],[0.51981391 0.53607384 0.64771057 1.09452783 1.37531278],"[1.14808885e-05 1.61276958e-05 1.61681749e-05 1.55852462e-05
 1.62038772e-05]",[0.0484375  0.04765625 0.04700521 0.04361979 0.03938802],"[1.75539892e-11 3.46790317e-11 3.50767561e-11 3.27577659e-11
 3.45351555e-11]",[0.31021251 0.31112268 0.31708312 0.33721342 0.34544707],"[2.34887692e-11 4.62156828e-11 4.56021204e-11 4.03250835e-11
 4.36561572e-11]",[0.4150914  0.41462366 0.41222919 0.41511253 0.43668232],"[1.03246117e-11 2.03627560e-11 2.05448811e-11 2.14832673e-11
 2.82354820e-11]",[0.1824556  0.18268432 0.18571943 0.22115202 0.28243291],"[1.73643198e-11 3.40889623e-11 3.29231306e-11 2.39122623e-11
 1.80989213e-11]",[0.30686069 0.30582888 0.29761501 0.24615646 0.18103927],"[6.57036780e-13 1.29420342e-12 1.27604713e-12 9.72397030e-13
 7.02913018e-13]",[0.01161109 0.01161094 0.01153507 0.01001    0.00703107],430
"[1.82461432e-08 2.56979450e-08 2.60895256e-08 2.45460394e-08
 2.20822876e-08]","[1.14719601e-05 1.61191409e-05 1.61597221e-05 1.51889086e-05
 1.49033118e-05]","[1.31605868e-10 2.59826704e-10 2.61136618e-10 2.30702946e-10
 2.22108704e-10]",[-0.5241961  -0.53099857 -0.57349551 -0.67472674 -0.61328328],[1.70085263 1.73876002 1.97928349 2.62591979 2.56155198],"[1.14719746e-05 1.61191614e-05 1.61597431e-05 1.51889285e-05
 1.49033282e-05]",[0.04785156 0.04785156 0.0469401  0.04355469 0.03828125],"[1.34635466e-11 2.65239284e-11 2.62805016e-11 2.20189260e-11
 2.04327252e-11]",[0.31422273 0.31473077 0.31790042 0.32627661 0.32418442],"[1.54731853e-11 3.04559528e-11 3.00330378e-11 2.52031696e-11
 2.43015820e-11]",[0.36112524 0.36138785 0.36329274 0.37346076 0.38556747],"[8.07718806e-12 1.59209709e-11 1.59285417e-11 1.52241373e-11
 1.78286042e-11]",[0.1885117  0.18891694 0.19267859 0.22559138 0.28286759],"[1.46425581e-11 2.87101702e-11 2.75011698e-11 1.93290443e-11
 1.42708260e-11]",[0.34173942 0.34067254 0.33266616 0.28641792 0.22642009],"[5.19830828e-13 1.02277498e-12 1.00046895e-12 7.35854913e-13
 5.07341589e-13]",[0.01213222 0.01213616 0.01210211 0.0109039  0.00804945],431
"[1.89196809e-07 2.70761048e-07 3.03092618e-07 3.86653833e-07
 4.53982555e-07]","[1.37719900e-05 1.93323522e-05 1.92826896e-05 1.81525213e-05
 1.84660592e-05]","[1.89667708e-10 3.73739841e-10 3.71822117e-10 3.29514029e-10
 3.40995344e-10]",[-0.30446286 -0.30812489 -0.32442258 -0.24756561 -0.00873831],[1.88664462 1.90899189 2.04103412 2.18217576 1.84062613],"[1.37732895e-05 1.93342482e-05 1.92850715e-05 1.81566387e-05
 1.84716389e-05]",[0.03815104 0.03828125 0.03867188 0.03580729 0.03216146],"[2.45023156e-11 4.82956771e-11 4.80141480e-11 4.06183239e-11
 3.77287473e-11]",[0.34383326 0.34425004 0.3464891  0.34543629 0.32754087],"[4.16437770e-11 8.19487639e-11 8.06110693e-11 6.58437625e-11
 6.03040001e-11]",[0.58437398 0.58412816 0.58172139 0.55996463 0.52352717],"[1.32175420e-11 2.61221413e-11 2.67005174e-11 2.88489731e-11
 3.78931153e-11]",[0.1854776  0.18619779 0.1926815  0.24534449 0.32896782],"[1.35710255e-11 2.66259158e-11 2.56436916e-11 1.88736850e-11
 1.53517053e-11]",[0.19043792 0.18978867 0.18505503 0.16051021 0.13327532],"[4.78633600e-13 9.45026102e-13 9.46708653e-13 7.76104630e-13
 6.20141645e-13]",[0.00671651 0.00673612 0.00683182 0.00660034 0.00538374],432
"[-1.51056100e-07 -2.13477958e-07 -2.21496161e-07 -2.25521886e-07
 -2.20817431e-07]","[1.75584193e-05 2.46796704e-05 2.49752688e-05 2.67310659e-05
 3.18611915e-05]","[3.08298090e-10 6.09086129e-10 6.23764053e-10 7.14549882e-10
 1.01513552e-09]",[ 0.16505465  0.15035094  0.04245747 -0.31988078 -0.35343598],[1.27887783 1.29205018 1.37609546 1.61189227 1.50433895],"[1.75590691e-05 2.46805936e-05 2.49762510e-05 2.67320172e-05
 3.18619567e-05]",[0.03079427 0.03066406 0.03105469 0.02740885 0.02233073],"[3.11184685e-11 6.15518462e-11 6.31406780e-11 6.72560949e-11
 8.51197945e-11]",[0.36886672 0.3692472  0.3730345  0.40404649 0.44522992],"[3.85575481e-11 7.60188325e-11 7.59569981e-11 6.92423742e-11
 7.42825246e-11]",[0.4570468  0.4560341  0.44875319 0.41597922 0.3885442 ],"[1.78064358e-11 3.51998538e-11 3.58917171e-11 3.64815001e-11
 4.36910226e-11]",[0.21107085 0.21116259 0.21204791 0.21916559 0.22853146],"[1.71485302e-11 3.39332918e-11 3.45967775e-11 3.18419623e-11
 3.09630068e-11]",[0.20327228 0.20356453 0.20439742 0.19129319 0.16195595],"[7.15473964e-13 1.42645683e-12 1.52271309e-12 1.58998949e-12
 1.61970125e-12]",[0.00848096 0.00855726 0.00899617 0.00955199 0.00847205],433
"[ 1.56471242e-08  2.08927420e-08  1.36804359e-08 -1.42314460e-08
 -4.11392884e-08]","[1.67894950e-05 2.36379996e-05 2.40964508e-05 2.52146760e-05
 2.82837909e-05]","[2.81887142e-10 5.58755024e-10 5.80638939e-10 6.35779886e-10
 7.99972828e-10]",[0.24427923 0.24754402 0.27237925 0.41397662 0.55616103],[3.0371264  3.09820406 3.43445385 3.68213081 3.14100059],"[1.67895023e-05 2.36380088e-05 2.40964546e-05 2.52146800e-05
 2.82838208e-05]",[0.02955729 0.02929688 0.02994792 0.028125   0.0265625 ],"[4.27972213e-11 8.53419016e-11 9.15933812e-11 1.02598068e-10
 1.18196990e-10]",[0.49758823 0.5006828  0.52008965 0.57437609 0.58990405],"[4.19899572e-11 8.28446304e-11 8.30638792e-11 7.51324493e-11
 7.76405769e-11]",[0.48820246 0.48603184 0.47165705 0.42061496 0.38749287],"[1.22218025e-11 2.41081342e-11 2.43269416e-11 2.51693476e-11
 3.25093450e-11]",[0.1420986  0.1414373  0.13813433 0.14090588 0.16224943],"[1.04754682e-11 2.06563975e-11 2.06281897e-11 1.82789897e-11
 1.84686969e-11]",[0.12179458 0.12118669 0.11713191 0.1023315  0.09217459],"[2.72265478e-13 5.42352584e-13 5.75604059e-13 5.89262045e-13
 5.89678866e-13]",[0.00316553 0.00318187 0.00326842 0.00329887 0.002943  ],434
"[ 2.47491744e-08  3.19739123e-08  1.35387757e-08 -5.53856397e-08
 -1.21038239e-07]","[3.11148366e-05 4.40220827e-05 4.60489004e-05 4.88220173e-05
 5.05132327e-05]","[9.68133059e-10 1.93794377e-09 2.12050123e-09 2.38358937e-09
 2.55158667e-09]",[0.0322801  0.03318902 0.03843633 0.05046024 0.05464882],[-0.39761229 -0.39754704 -0.39548286 -0.36929619 -0.32246344],"[3.11148465e-05 4.40220943e-05 4.60489024e-05 4.88220487e-05
 5.05133777e-05]",[0.01757812 0.01770833 0.01809896 0.01770833 0.01757812],"[1.67508691e-10 3.35302027e-10 3.66604779e-10 4.07809277e-10
 4.28201537e-10]",[0.68252705 0.68354601 0.68885565 0.69253497 0.6771976 ],"[8.80533470e-11 1.75791106e-10 1.89571814e-10 2.08850796e-10
 2.28143874e-10]",[0.35878013 0.35836738 0.35620816 0.35466697 0.36080787],"[1.95097999e-11 3.88482762e-11 4.15536932e-11 4.93808421e-11
 6.38902229e-11]",[0.07949418 0.07919602 0.07807999 0.08385773 0.10104192],"[1.36145251e-11 2.70540570e-11 2.83712421e-11 2.91195537e-11
 3.11513042e-11]",[0.05547343 0.05515234 0.05330997 0.04945034 0.04926556],"[6.06409600e-13 1.21343764e-12 1.32364590e-12 1.45835017e-12
 1.51480016e-12]",[0.00247086 0.00247371 0.00248715 0.00247655 0.00239565],435
"[-1.31953349e-07 -1.85703142e-07 -1.87563014e-07 -1.72975535e-07
 -1.51982544e-07]","[1.32624036e-05 1.86110139e-05 1.85406655e-05 1.76419352e-05
 1.84972751e-05]","[1.75891349e-10 3.46369839e-10 3.43756277e-10 3.11237878e-10
 3.42149186e-10]",[0.19869009 0.19747132 0.1866273  0.12981217 0.12437158],[0.86856107 0.88590964 1.00453413 1.47485741 1.80599982],"[1.32630600e-05 1.86119404e-05 1.85416142e-05 1.76427832e-05
 1.84978995e-05]",[0.03098958 0.03111979 0.03085938 0.02825521 0.02838542],"[2.24000881e-11 4.41761646e-11 4.42534436e-11 4.10291343e-11
 4.49535967e-11]",[0.37814034 0.3787818  0.38266818 0.38975688 0.38232115],"[3.34107353e-11 6.56736531e-11 6.43651556e-11 5.54133215e-11
 5.90477145e-11]",[0.56401326 0.56310875 0.55657809 0.52639968 0.50218874],"[1.17856635e-11 2.33074205e-11 2.39544009e-11 2.67284068e-11
 3.61193757e-11]",[0.19895613 0.19984593 0.20713839 0.2539069  0.30718791],"[8.17283843e-12 1.60007357e-11 1.52416911e-11 1.14896379e-11
 1.10238936e-11]",[0.13796731 0.13719587 0.13179788 0.10914599 0.09375596],"[2.11169716e-13 4.18419944e-13 4.29929527e-13 4.02196828e-13
 3.88256118e-13]",[0.0035648  0.00358768 0.00371768 0.00382067 0.00330204],436
"[1.69962603e-07 2.42585924e-07 2.67330984e-07 3.27278551e-07
 3.73651823e-07]","[1.33156394e-05 1.87172553e-05 1.88694954e-05 1.88893443e-05
 2.05601970e-05]","[1.77306253e-10 3.50335646e-10 3.56057858e-10 3.56807327e-10
 4.22721702e-10]",[0.16684678 0.16658207 0.16231605 0.12137893 0.08835845],[0.72598753 0.73507404 0.78107804 0.7254297  0.54198108],"[1.33167241e-05 1.87188273e-05 1.88713890e-05 1.88921793e-05
 2.05635920e-05]",[0.02760417 0.02773437 0.02799479 0.02578125 0.02630208],"[2.41586587e-11 4.77735025e-11 4.86959665e-11 4.75487486e-11
 5.28279148e-11]",[0.40780014 0.40845554 0.41157814 0.40420374 0.37620142],"[2.95831033e-11 5.83709582e-11 5.88252460e-11 5.80145065e-11
 6.94586355e-11]",[0.49936522 0.49906203 0.49719078 0.49317134 0.49463314],"[1.16141936e-11 2.30191015e-11 2.41394786e-11 3.04712711e-11
 4.56519967e-11]",[0.19604854 0.19680951 0.20402679 0.25903104 0.32509983],"[8.34582903e-12 1.63784605e-11 1.58485852e-11 1.25975604e-11
 1.21875083e-11]",[0.14087828 0.14003313 0.13395219 0.10708969 0.08679044],"[2.07902689e-13 4.12451574e-13 4.27550649e-13 4.14424613e-13
 4.14100968e-13]",[0.00350941 0.00352639 0.00361366 0.00352295 0.00294892],437
"[-1.05134297e-07 -1.51226091e-07 -1.74243611e-07 -2.38482443e-07
 -2.92489626e-07]","[1.07201443e-05 1.50493143e-05 1.50322558e-05 1.44497876e-05
 1.52402180e-05]","[1.14921494e-10 2.26481860e-10 2.25968714e-10 2.08796361e-10
 2.32264243e-10]",[ 0.22920987  0.2137092   0.10057518 -0.4011201  -0.67385844],[1.78232651 1.78579486 1.84602146 2.7451089  4.30677884],"[1.07206598e-05 1.50500741e-05 1.50332656e-05 1.44517554e-05
 1.52430244e-05]",[0.03216146 0.03216146 0.03242188 0.03111979 0.03151042],"[1.54389771e-11 3.04609977e-11 3.05643520e-11 2.79776677e-11
 2.95566194e-11]",[0.39251275 0.39316333 0.39660128 0.39452468 0.37154702],"[1.90834715e-11 3.76093554e-11 3.75289124e-11 3.46668299e-11
 3.85148132e-11]",[0.48516853 0.48542794 0.48697302 0.48885132 0.48415767],"[7.83860810e-12 1.54965746e-11 1.59168021e-11 1.80444024e-11
 2.50119561e-11]",[0.19928481 0.20001593 0.20653551 0.25445159 0.31441748],"[6.90743825e-12 1.34899702e-11 1.26334872e-11 8.91511410e-12
 8.36784949e-12]",[0.17561122 0.17411648 0.16393141 0.12571572 0.10518962],"[1.01391282e-13 2.00487986e-13 2.03534463e-13 1.88081563e-13
 1.89432702e-13]",[0.00257772 0.00258772 0.00264105 0.00265222 0.0023813 ],438
"[1.62232010e-09 3.16788341e-09 8.96455592e-09 2.91378110e-08
 4.78545323e-08]","[1.10956907e-05 1.56181450e-05 1.58502039e-05 1.56994733e-05
 1.61902917e-05]","[1.23114352e-10 2.43926453e-10 2.51228963e-10 2.46473463e-10
 2.62125546e-10]",[-0.31635114 -0.32300783 -0.36332768 -0.45408113 -0.43750541],[0.83001604 0.86470301 1.09508443 1.8223119  1.93362758],"[1.10956908e-05 1.56181453e-05 1.58502064e-05 1.56995004e-05
 1.61903624e-05]",[0.03255208 0.03190104 0.03255208 0.02994792 0.02890625],"[1.31495676e-11 2.59511060e-11 2.60510954e-11 2.34053820e-11
 2.36403514e-11]",[0.39837351 0.40012385 0.41142973 0.44555023 0.44736512],"[1.47545303e-11 2.89561841e-11 2.80011010e-11 2.18743706e-11
 2.03513509e-11]",[0.44699675 0.44645727 0.44222653 0.41640554 0.38512475],"[6.23140181e-12 1.22282537e-11 1.19057156e-11 1.08099587e-11
 1.32590495e-11]",[0.1887838  0.18853979 0.18802915 0.20578086 0.25091151],"[7.34732567e-12 1.43590494e-11 1.34933754e-11 9.35185790e-12
 8.09117751e-12]",[0.22259134 0.22139319 0.21310335 0.17802411 0.15311577],"[1.34774163e-13 2.67150878e-13 2.75550606e-13 2.64587822e-13
 2.66050482e-13]",[0.00408306 0.00411903 0.00435182 0.00503675 0.00503468],439
"[-6.20799080e-08 -8.65460699e-08 -8.19825076e-08 -5.59675834e-08
 -2.82373160e-08]","[1.21138438e-05 1.70579833e-05 1.73397200e-05 1.70421671e-05
 1.71202607e-05]","[1.46745212e-10 2.90974795e-10 3.00665889e-10 2.90435459e-10
 2.93103326e-10]",[-0.2333823  -0.24036094 -0.28483223 -0.42607218 -0.49988989],[1.91163762 1.96483122 2.30617628 3.31225025 3.48747548],"[1.21140029e-05 1.70582029e-05 1.73399138e-05 1.70422590e-05
 1.71202840e-05]",[0.03665365 0.03652344 0.03665365 0.0375651  0.03496094],"[1.72906746e-11 3.42325510e-11 3.50268237e-11 3.27629012e-11
 3.24233263e-11]",[0.43355942 0.43562393 0.4489431  0.49231243 0.50877616],"[1.57568510e-11 3.09317693e-11 2.99455043e-11 2.31504022e-11
 2.07524246e-11]",[0.39509917 0.39362006 0.38381521 0.34787001 0.32564021],"[6.28555680e-12 1.23368708e-11 1.19570648e-11 9.65390520e-12
 9.58622690e-12]",[0.15760879 0.15699198 0.15325517 0.14506461 0.15042391],"[8.66577079e-12 1.70158044e-11 1.64967283e-11 1.27464372e-11
 1.12741778e-11]",[0.21729208 0.21653342 0.21144059 0.19153461 0.17691068],"[3.52775588e-13 7.01538670e-13 7.36201893e-13 7.20885505e-13
 6.88548697e-13]",[0.00884576 0.00892738 0.00943599 0.0108324  0.01080448],440
"[-1.85419078e-07 -2.61317591e-07 -2.66427468e-07 -2.54698915e-07
 -2.33382893e-07]","[1.14041360e-05 1.60453140e-05 1.62301678e-05 1.57864862e-05
 1.59178260e-05]","[1.30054318e-10 2.57452101e-10 2.63418345e-10 2.49213147e-10
 2.53377184e-10]",[-0.18850923 -0.19067859 -0.20409789 -0.23319839 -0.21029608],[0.73903545 0.75057276 0.82526684 1.03507142 0.99741293],"[1.14056433e-05 1.60474418e-05 1.62323544e-05 1.57885407e-05
 1.59195368e-05]",[0.03626302 0.03639323 0.03665365 0.03365885 0.0328776 ],"[1.35557747e-11 2.67568066e-11 2.68821012e-11 2.41439768e-11
 2.42467807e-11]",[0.36753762 0.3689131  0.37809162 0.41211622 0.43059173],"[1.74865735e-11 3.42956198e-11 3.29802727e-11 2.46056182e-11
 2.11508356e-11]",[0.47411334 0.47285551 0.46386124 0.41999603 0.37561172],"[6.66132773e-12 1.30773770e-11 1.27164879e-11 1.07352950e-11
 1.15276085e-11]",[0.18060853 0.18030611 0.17885498 0.18324194 0.20471554],"[8.29935536e-12 1.62807204e-11 1.56928210e-11 1.20245749e-11
 1.09150901e-11]",[0.22502036 0.22447264 0.22071653 0.20524881 0.193838  ],"[4.13875537e-13 8.21776339e-13 8.54672658e-13 8.09259831e-13
 7.48381122e-13]",[0.0112214  0.01133035 0.01202081 0.01381335 0.01329029],441
"[2.69058976e-07 3.78758787e-07 3.83298702e-07 3.56147514e-07
 3.15774528e-07]","[1.23726140e-05 1.74119885e-05 1.76267842e-05 1.70092886e-05
 1.67488004e-05]","[1.53081578e-10 3.03177343e-10 3.10703522e-10 2.89315897e-10
 2.80522316e-10]",[-0.53858605 -0.54302253 -0.56918647 -0.61774055 -0.5737009 ],[3.40488701 3.4553743  3.76547183 4.51008793 4.33067822],"[1.23755392e-05 1.74161075e-05 1.76309512e-05 1.70130167e-05
 1.67517769e-05]",[0.04309896 0.04283854 0.04257813 0.03919271 0.03815104],"[1.39908869e-11 2.76271501e-11 2.77777535e-11 2.42195621e-11
 2.24845321e-11]",[0.36547779 0.36662209 0.37351604 0.38643334 0.37021337],"[1.62138411e-11 3.18309065e-11 3.08479324e-11 2.42149747e-11
 2.24263457e-11]",[0.42354705 0.42240743 0.41479947 0.38636014 0.36925531],"[7.50674985e-12 1.47770073e-11 1.46560179e-11 1.36128508e-11
 1.57946605e-11]",[0.19609553 0.19609613 0.19707345 0.21719878 0.26006298],"[9.30333231e-12 1.82682818e-11 1.77260469e-11 1.39295740e-11
 1.28088435e-11]",[0.24302686 0.24242658 0.23835487 0.22225223 0.21090077],"[4.69718163e-13 9.32207395e-13 9.66135677e-13 9.07547125e-13
 8.39555995e-13]",[0.01227024 0.01237072 0.01299123 0.0144803  0.0138235 ],442
"[-1.53493209e-07 -2.18447167e-07 -2.36650648e-07 -2.76151042e-07
 -3.04390136e-07]","[1.15014635e-05 1.61397473e-05 1.60631099e-05 1.50082172e-05
 1.52163659e-05]","[1.32283663e-10 2.60491444e-10 2.58023501e-10 2.25246583e-10
 2.31537790e-10]",[-0.04305119 -0.0409576  -0.02601018  0.04460346  0.11059352],[1.47866992 1.51645115 1.77897805 2.85221022 3.3212095 ],"[1.15024877e-05 1.61412256e-05 1.60648531e-05 1.50107575e-05
 1.52194101e-05]",[0.03763021 0.0375     0.03763021 0.03945312 0.03671875],"[1.68595767e-11 3.32280575e-11 3.30597791e-11 2.87161257e-11
 2.83486589e-11]",[0.32557115 0.32603851 0.32898212 0.33659988 0.33483651],"[2.54122512e-11 4.98956970e-11 4.84121841e-11 3.83888256e-11
 3.61625340e-11]",[0.49072975 0.4895838  0.48175588 0.44997971 0.42712909],"[1.20762424e-11 2.38554940e-11 2.41780591e-11 2.36126235e-11
 2.70046143e-11]",[0.23320135 0.23407356 0.24059898 0.2767785  0.31896151],"[1.04530642e-11 2.05320370e-11 1.99639720e-11 1.58097386e-11
 1.45976892e-11]",[0.20185656 0.20146332 0.19866406 0.18531595 0.17241872],"[3.94868288e-13 7.82193598e-13 8.01229746e-13 7.23469236e-13
 6.49396934e-13]",[0.0076252  0.007675   0.00797314 0.00848024 0.00767027],443
