epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
14,"[0.8943559574868725, 0.8941312309416064, 0.8926855870225228, 0.8889588749044192, 0.8887465101342948]","[-21.025845447866413, -20.34176567468765, -20.310748624274716, -20.334199025551754, -20.290122060754825]","[0.35793700793085403, 0.3607957825820644, 0.3769330330606729, 0.42948352051123057, 0.4619472936817593]"
15,"[0.8654284640947253, 0.8652660888391178, 0.8643164194883376, 0.8626994969172692, 0.8634810775872855]","[-21.05281646300209, -20.365147996473766, -20.313029976113942, -20.292936732763525, -20.261313173596893]","[0.34697370260568683, 0.3478818837909457, 0.3540790022582718, 0.3249600177607847, 0.303721479695072]"
16,"[0.8859453276924404, 0.8856905798126489, 0.8842710328879078, 0.8814051392540022, 0.8825994373106133]","[-21.051112024945088, -20.366969492038375, -20.336258336855337, -20.3703650360102, -20.348643884258063]","[0.3797819523217933, 0.3801074625747506, 0.38224418457512543, 0.3904158473783128, 0.4013616804441047]"
17,"[0.890275926159415, 0.8901629260859794, 0.8894895158714173, 0.8885964606077369, 0.890170020396727]","[-20.647545931109917, -19.964225905566476, -19.938904971676816, -19.992377067510972, -19.98511716439078]","[0.3237160430115655, 0.32324723932236776, 0.3174831497800948, 0.29005246966586035, 0.294670744007897]"
18,"[0.8998428891850742, 0.8995151795937436, 0.8976942916382096, 0.8941882241695127, 0.895451579202726]","[-20.429595993497923, -19.742912906867495, -19.697335482731244, -19.702445762878153, -19.694571127320888]","[0.3646392284982909, 0.36713476093516334, 0.3833124337207126, 0.4480182754369282, 0.49357458847563124]"
19,"[0.8858375198582452, 0.8857445701151888, 0.8854156116094966, 0.8868175725539069, 0.8914724294766456]","[-20.8255187871578, -20.138852763983582, -20.09296694809919, -20.09082942605948, -20.06784599901523]","[0.48311170405224657, 0.4856569332295164, 0.4989857587699003, 0.5582419123799662, 0.571272296063382]"
20,"[0.8860330617733788, 0.8859269433194327, 0.885589046689946, 0.8878881799194731, 0.8932847177591147]","[-19.695224266836693, -19.001336151432284, -18.913022323446516, -18.8131305591055, -18.774862559000255]","[0.3801124463454683, 0.38116248310950757, 0.3845839716089611, 0.398627759162959, 0.4104785845608958]"
21,"[0.8964192874999326, 0.8963247576745554, 0.8962379634642307, 0.9000975010615839, 0.9067943216062706]","[-19.88131082607364, -19.18796838977668, -19.101890226641718, -18.994387398866674, -18.929560603006443]","[0.26127706205989093, 0.26200266466645844, 0.2661328152495859, 0.2796394767699067, 0.2924730625492681]"
22,"[0.9003938285175039, 0.9001833025760053, 0.8989579704473162, 0.8971773845538882, 0.9007265737564177]","[-21.300396497380955, -20.617607379065596, -20.593236639300045, -20.613746932031965, -20.528516777786333]","[0.5348191132690038, 0.5328511961239056, 0.5168596107921282, 0.4219911847156133, 0.3392335947120943]"
23,"[0.9072165073763554, 0.9070751289514358, 0.9063425175207958, 0.9079284528922082, 0.9132429346309505]","[-21.12611216133244, -20.44214441198811, -20.41119795258537, -20.424968410106214, -20.35940594424467]","[0.4443910645285526, 0.44410324435753945, 0.4419754400534313, 0.43962961506781395, 0.4391980213182918]"
24,"[0.9141450454294292, 0.9140252669640452, 0.9132902360164058, 0.9110370747969926, 0.9130516275206383]","[-21.048616554280738, -20.366201997368464, -20.346652931389123, -20.418905054182442, -20.422084592840584]","[0.48310448198469386, 0.4866292519289382, 0.508760776696723, 0.5720016845038925, 0.5405965800283563]"
25,"[0.9154011056826167, 0.9152349304211798, 0.9145652442483503, 0.9168324485191148, 0.9241376590953922]","[-21.389607652267593, -20.70891506859531, -20.69461938816313, -20.6955948800233, -20.52282952516793]","[0.38187354368328924, 0.37820920420651594, 0.3526412613589569, 0.2538131426318674, 0.1478338176639898]"
26,"[0.8846748286521554, 0.8845608836381422, 0.8839754736397962, 0.8836139294274511, 0.8855031998085263]","[-20.78517025097576, -20.09757693669608, -20.046903492479156, -20.044585493494544, -20.04654862196269]","[0.2344584729622148, 0.23497596092839676, 0.23584272041026616, 0.2274501413190623, 0.2264351949936694]"
27,"[0.8843838948979802, 0.8842132627976196, 0.8834770119929479, 0.8837147393717409, 0.8871657969668278]","[-21.09855820182717, -20.413680347854353, -20.378289162945666, -20.397847948940647, -20.36850285621445]","[0.3967659189481613, 0.3979189886958125, 0.40699219373284035, 0.4620689424466743, 0.41328570026624506]"
28,"[0.8959695155174382, 0.895793282585741, 0.8946905768458867, 0.8942928795006179, 0.8968887813157502]","[-20.927661236270904, -20.239326086487115, -20.182222960688208, -20.135454684953093, -20.069555468457743]","[0.3634422031369205, 0.3648681292336915, 0.3746771569144791, 0.4131549933794306, 0.4523902165701858]"
29,"[0.9038017092501407, 0.9036491487209716, 0.9028089664112177, 0.9028201848806857, 0.9080405415722421]","[-21.247147278799467, -20.561882635871918, -20.52169813135491, -20.49291026795456, -20.384414815345913]","[0.5491430063733496, 0.5517143197092421, 0.5661602324278905, 0.5990006168180613, 0.5905659922824189]"
30,"[0.9062708416657276, 0.9059963234305258, 0.904448025821927, 0.9031174653412898, 0.911713287275061]","[-21.502705415978703, -20.823567032161975, -20.823187477246293, -20.925832941632866, -20.88457626621239]","[0.4245711653529405, 0.4259224005402135, 0.4344869733408704, 0.47377512441382985, 0.46061491199799004]"
31,"[0.9019634578143847, 0.9017846167510202, 0.9010127307001443, 0.9013126145107148, 0.908135483147631]","[-21.58530863141092, -20.90301353231342, -20.881403015540446, -20.90480285922145, -20.811339189780654]","[0.2891220141793337, 0.2885231851877004, 0.2842886749877629, 0.30836103434532885, 0.348826895769592]"
32,"[0.9008060447654933, 0.9006100496271955, 0.8997645246262176, 0.9021005737940497, 0.9121317725612682]","[-21.558971153392626, -20.890603434224307, -20.947110951004408, -20.98305444703929, -20.555781535558406]","[0.49876370562415995, 0.4920345982357017, 0.4642059135822153, 0.6129753357142181, 0.781092899702203]"
33,"[0.8979437437954209, 0.8978372540477128, 0.897365045276537, 0.8984762138451012, 0.9038874463690776]","[-20.925866674838403, -20.238395019258608, -20.181103155886234, -20.06079518914619, -19.853922890235978]","[0.2948655079062543, 0.296344774860463, 0.3057342262965388, 0.339676085579639, 0.3991348301639507]"
34,"[0.9046367119371599, 0.9044555105110911, 0.9033847218698103, 0.9036025244091924, 0.9085794230182098]","[-21.356452526432538, -20.67621360785649, -20.67046751884416, -20.784370877078572, -20.802353006667058]","[0.3337143504082148, 0.33419623281392324, 0.33513199118550724, 0.33151593710661753, 0.35486074191271016]"
35,"[0.9086623152004929, 0.9084130401103583, 0.9071329054625443, 0.9084675471809133, 0.9141138127919449]","[-21.317222535607943, -20.63357117365877, -20.603409717799778, -20.60102662055097, -20.497772584915683]","[0.1807066809596026, 0.18153791774351347, 0.1831323277326114, 0.18286023085793832, 0.18033098714853735]"
36,"[0.9081880257648196, 0.9080530912790034, 0.9071591309383735, 0.907305577283819, 0.911060003695917]","[-21.598868301610054, -20.922312045100874, -20.9381728777819, -21.083187325776162, -21.036121969654175]","[0.5177392727139338, 0.5166388144811822, 0.5077793267380009, 0.4148996361725209, 0.3189384341879165]"
37,"[0.9044870278827168, 0.9042280695175706, 0.9026810064960841, 0.8981098631109807, 0.899625977818015]","[-21.685416120977933, -21.005386142630723, -20.9998127942469, -21.095457625181268, -21.06952295064376]","[0.5383412881528619, 0.5416343550952281, 0.5628444925698399, 0.5907922393415977, 0.5980725603664264]"
38,"[0.9053413461239421, 0.9052089400342019, 0.9043802743939356, 0.90255222087914, 0.9050544486356413]","[-21.708246077426175, -21.02731661994541, -21.014980774627485, -21.074334033332573, -21.00712208767853]","[0.15183243214591147, 0.15446330612256884, 0.17209577655968952, 0.2558002143217986, 0.3374273639779821]"
39,"[0.9131596969732898, 0.9129862831445834, 0.9119995843153, 0.9127950581561779, 0.9183663450275426]","[-21.429171541368966, -20.748807278644183, -20.739518881348943, -20.799021530288712, -20.715441441202177]","[0.29628327721757264, 0.29908916186711626, 0.32331585013393865, 0.37571883145718304, 0.3547924447895241]"
40,"[0.9027960846031867, 0.9026584297161784, 0.9019170420012416, 0.9021224357862242, 0.9070982514335938]","[-20.92816472372902, -20.23985734983381, -20.17985337962678, -20.08401877516952, -19.932205442459402]","[0.48458410493501247, 0.4863657728776818, 0.48951285903120456, 0.5075671718295865, 0.5267357208536225]"
41,"[0.9085346558528944, 0.9083933189980351, 0.9076133188063593, 0.9059843407509084, 0.9117403848796206]","[-21.3903970113579, -20.708119468364824, -20.687652073726476, -20.72907292251553, -20.667693503612057]","[0.4436340432259264, 0.4457395057843333, 0.45044012478904905, 0.4353361024436158, 0.441009758078588]"
42,"[0.9216392334705106, 0.9213851458320828, 0.9198431791351157, 0.9187552048004619, 0.923498175733238]","[-21.24689943883329, -20.5662879336401, -20.55453993693115, -20.593390478052253, -20.48059365410912]","[0.4400190253015573, 0.4416317833050896, 0.4509088457764528, 0.48692929687085784, 0.5088665697582222]"
43,"[0.9114882403956134, 0.9112364375378373, 0.9097774234755894, 0.9076196633362354, 0.9111141676397843]","[-21.026259173950375, -20.342048590328037, -20.31065265919711, -20.339052933754193, -20.308129339314696]","[0.7388417403525667, 0.7426502525665803, 0.7674949769006558, 0.8051214180375852, 0.7492035538555181]"
44,"[0.8887352593289504, 0.8885618847478822, 0.8876547056614928, 0.8890980463977387, 0.8953967300026404]","[-20.88495816906773, -20.19956471230205, -20.16121407542648, -20.175677992168158, -20.150684159415768]","[0.22516331864795297, 0.2258631164419621, 0.23078378875068872, 0.22698253829080453, 0.22083764777537032]"
45,"[0.9030175881542172, 0.9028247110358006, 0.90171417458349, 0.9025935255906775, 0.9108369424241414]","[-20.642383200807544, -19.95315464053105, -19.873853746321466, -19.572443050417192, -19.16870375968961]","[0.33346541907233135, 0.333817765544996, 0.3360876069548562, 0.4502336913838948, 0.6117979215165297]"
46,"[0.9008427096703823, 0.9006392725909842, 0.899680173987228, 0.9003892800272146, 0.9050301054313142]","[-21.045307675644437, -20.357403891888556, -20.296976371824726, -20.162484743286328, -19.94308380221588]","[0.49698842678775235, 0.49871839594269146, 0.5232625498501082, 0.5918691180548684, 0.6155449427097432]"
47,"[0.9218074736723161, 0.9217074985310083, 0.9213221005674006, 0.9218488347421955, 0.926537714314728]","[-21.261425660090836, -20.583220616859307, -20.5841907487454, -20.617868744589, -20.43172327398748]","[0.283556611218276, 0.2859211106556665, 0.29499662872353116, 0.32374681722415444, 0.39241333421946195]"
48,"[0.9327018102661063, 0.9325756266865902, 0.9317275126329101, 0.931011850975417, 0.9346116089955135]","[-21.691418788028425, -21.018453181350893, -21.056919333653738, -21.256744074188283, -21.182161994130716]","[0.23880238482401067, 0.2386249359800603, 0.23818730046528636, 0.26341581280707915, 0.31470538036956935]"
49,"[0.9448541086720988, 0.9446146801486852, 0.9430239464442143, 0.9379127976359711, 0.9354799676534168]","[-20.963250911125396, -20.28858029359708, -20.31872488528363, -20.54524745376446, -20.591399430129528]","[0.5942425448092178, 0.5938746825560636, 0.5911080463757005, 0.6020967278873591, 0.6123435032018791]"
50,"[0.9378770412863174, 0.937569055442004, 0.9356503303064556, 0.9327335722896495, 0.9365526029990618]","[-21.48592944244488, -20.813064488667166, -20.850848631465905, -21.025294124954097, -20.90311423708809]","[0.35887107831025694, 0.3589685455698999, 0.3598875708822367, 0.3613726357392392, 0.3528439935193024]"
51,"[0.9341381748311943, 0.9340808326423958, 0.9341939350764262, 0.9379525810112137, 0.9459611375740922]","[-21.371152510655914, -20.695608899512813, -20.71206848530349, -20.76099685400783, -20.526935331258034]","[0.45825855777319013, 0.46096813784267193, 0.475947808466339, 0.4600001019434486, 0.4088987336122942]"
52,"[0.9366848130260252, 0.9364825829778477, 0.9356485753148686, 0.9363655161863733, 0.9400795728181291]","[-21.192773755454706, -20.511096393842426, -20.49155691629007, -20.49260875915074, -20.344749571680822]","[0.5612836392530393, 0.5604798708237894, 0.5510990832899066, 0.4878257886230376, 0.4563558678832251]"
53,"[0.9325904262370116, 0.9322638817571127, 0.930159957963915, 0.9269961478219384, 0.9291086767007674]","[-21.681527383539972, -21.008544343686786, -21.048317661221798, -21.280645289077817, -21.269013925946656]","[0.5267237409951149, 0.5247264870355951, 0.5110998743941958, 0.46100343829287427, 0.43798542421002906]"
54,"[0.9445390815806709, 0.9444228944908244, 0.943491018458559, 0.9395990603527841, 0.937952794200931]","[-20.888333393849877, -20.216553850300794, -20.26643283417693, -20.57305355788688, -20.666088913296626]","[0.4099810804264403, 0.4088401115638278, 0.4019361517045359, 0.3989917424194564, 0.40897518494934415]"
55,"[0.9195390553190799, 0.9192811275516317, 0.918105028752255, 0.9208601965926807, 0.9285964590367555]","[-20.99149616362168, -20.299447107881896, -20.2131844618669, -20.008485956933317, -19.762586848437802]","[0.43812662943439606, 0.4418910222527388, 0.46572742313765925, 0.5553778333783763, 0.629432543419068]"
56,"[0.9385662045877791, 0.9384430619264396, 0.9377051136102214, 0.9366762861916733, 0.9375725441344882]","[-20.948201062573393, -20.265991560644604, -20.24703039896621, -20.309530651594237, -20.286627580165344]","[0.29470186916286667, 0.29292980278157044, 0.2819441290722231, 0.2416934561277028, 0.2283147033928531]"
57,"[0.9004226080900685, 0.9000984821057155, 0.898148147297953, 0.8938796622495891, 0.8935982273269131]","[-21.390022744865245, -20.710554485104176, -20.70903327216289, -20.82394653967549, -20.81768094943665]","[0.3951226460018233, 0.39911640869522585, 0.4268163002560302, 0.4590788461819847, 0.454644690810217]"
58,"[0.906085350976449, 0.9057317301385827, 0.9040812038748063, 0.9038984021183253, 0.9103980112474026]","[-20.987062304964432, -20.305090872039035, -20.284550936977936, -20.294815161543067, -20.16957096363079]","[0.1529854845574529, 0.15250981581863537, 0.14961742745309745, 0.14308302370022727, 0.13912268641302813]"
59,"[0.912675932794352, 0.9120856483171944, 0.9083144070473704, 0.8966278740677797, 0.8895841936608454]","[-21.00110492888574, -20.329690151231326, -20.385297474672832, -20.784257952989343, -21.10618308248191]","[0.3834068710821286, 0.38316349394661436, 0.38108516613224225, 0.36378620552725727, 0.3440781282632379]"
60,"[0.9355908113353019, 0.9349969738277373, 0.9309413603905474, 0.9133500727051698, 0.899278490817296]","[-20.203496901974376, -19.537370914136435, -19.630229435838, -20.220954182967546, -20.774516518683452]","[0.28231565831426997, 0.28119243753630774, 0.273538016056967, 0.24155769132986968, 0.27452731054366725]"
61,"[0.9164670032184674, 0.9159695521607188, 0.9130096204430322, 0.9040757965293708, 0.8995537486721259]","[-20.952155996296536, -20.282517945631156, -20.348861395814552, -20.762216619824688, -21.00609868139578]","[0.2912451201670626, 0.2925357644878691, 0.3010309108205771, 0.3420712729473741, 0.4216285456638555]"
62,"[0.9446066638707292, 0.9442827005680146, 0.9422168789866475, 0.934853861258731, 0.9295381823358766]","[-20.648323481464274, -19.98015376670831, -20.05790539701687, -20.552758163613564, -20.941600512666287]","[0.3413534459074724, 0.3388309085914002, 0.3212246149671668, 0.2965616584328095, 0.3076519615649913]"
63,"[0.933007683773398, 0.9327587684020371, 0.9312002315396657, 0.9273526392239035, 0.9276114048711421]","[-20.64421113060883, -19.969164650107963, -19.99639337379062, -20.204814338384946, -20.22780971827352]","[0.5488859136302702, 0.5542969714511918, 0.5885093513730526, 0.7121189671566569, 0.7903142850562531]"
64,"[0.9481730039077644, 0.9481350219829074, 0.9476067654418964, 0.9441627792722916, 0.9409643809730104]","[-20.90650633705014, -20.235685986086725, -20.295223604884445, -20.708315422688415, -21.033130026915295]","[0.24712568687701955, 0.24473162581811658, 0.23322605497457585, 0.22582244918303024, 0.24960447675875777]"
65,"[0.9487673559667981, 0.9486221382133558, 0.947805509789799, 0.944303487286472, 0.9418737414874483]","[-20.7580333636051, -20.088842051137025, -20.157671593091376, -20.56901358551086, -20.778038454696492]","[0.29316672119026976, 0.2941286346623975, 0.3006739875023934, 0.31537048428175896, 0.3838080183658477]"
66,"[0.940259167200022, 0.940228095862574, 0.9402925466966878, 0.941519070602984, 0.9463446925349654]","[-20.967623291137382, -20.29282621290352, -20.321259006320513, -20.526405973135493, -20.532844617643025]","[0.3739316930243974, 0.3740815954840743, 0.37454639255637173, 0.37781037524138167, 0.36235611604987067]"
67,"[0.9175700245640145, 0.9173573191215179, 0.9163250204613108, 0.9147612823805564, 0.9179421752200392]","[-20.820685359976007, -20.13711492443431, -20.09535281165258, -19.90515030969385, -19.538775804362498]","[0.7941415962967643, 0.7984233448161467, 0.8290898640817425, 0.9379489145644543, 1.0225622060845618]"
68,"[0.9099099512479943, 0.9097745531823047, 0.9091607718396277, 0.9115245919399726, 0.9171060538471222]","[-20.533630072181055, -19.850173846707026, -19.822762388131128, -19.851540502433377, -19.79996348437972]","[0.36886074517622874, 0.36795707657206983, 0.3621957923933245, 0.3412453906130147, 0.3395481529277179]"
69,"[0.9131653807305095, 0.913014826133847, 0.9119377849890281, 0.910078535233104, 0.9109323750809841]","[-20.920730068307787, -20.23441828400816, -20.19242960684111, -20.227260757115683, -20.27130408266287]","[0.65034534004695, 0.6513850669696803, 0.6582175696775467, 0.683740193728093, 0.6878560334267905]"
70,"[0.909950067054103, 0.9097558113246361, 0.9086884985260052, 0.9060723634085429, 0.9059573031923673]","[-20.531437618239757, -19.842429768464413, -19.78390593391026, -19.771484014523956, -19.791148704974663]","[0.3523557574084046, 0.35230700281460375, 0.3521726381566876, 0.35306835303773887, 0.3551608188724945]"
71,"[0.9138073107540091, 0.9136214991608324, 0.9124026212396201, 0.9085962579752539, 0.9077521732969654]","[-20.882645747350118, -20.19699479590964, -20.15995098001392, -20.222295876648907, -20.307550553858306]","[0.4361587998693108, 0.4352878802679346, 0.42885208013538995, 0.4040597236527965, 0.37640402079898655]"
72,"[0.8756480027455263, 0.8755729144674396, 0.8753073746606179, 0.8754632209079379, 0.8784188035961262]","[-20.380660736016434, -19.69153185492334, -19.630421212773914, -19.584500326073716, -19.539660581996728]","[0.49783922052796664, 0.4967607056187431, 0.49016492309308857, 0.47109324749390796, 0.45385601111115287]"
73,"[0.8796924420146237, 0.879577417004484, 0.8789607240940026, 0.8784214675731923, 0.8789466341404705]","[-20.123241655252304, -19.433409523401874, -19.36914813525411, -19.33014013521782, -19.316443670545663]","[0.5070337463732382, 0.5090539352493328, 0.5184537515324971, 0.5545117070784994, 0.5695085285870717]"
74,"[0.8791781708579901, 0.8790584004742942, 0.8784532513160941, 0.8782271815822394, 0.8810931632126975]","[-20.970408409117884, -20.28493047669033, -20.246463924659754, -20.26672782687956, -20.255660974458106]","[0.4010896447335992, 0.3995291965662331, 0.38778629616878074, 0.34859695765815407, 0.3046322491730967]"
75,"[0.8905666476411901, 0.8904689743272146, 0.8899324723253147, 0.8895944483834424, 0.8918394440204528]","[-20.626481752527454, -19.94047510990414, -19.899065891522906, -19.91629633488541, -19.914252183167886]","[0.4030845996181959, 0.40114981619659673, 0.3924641853458136, 0.36704712761549313, 0.34237437698244416]"
76,"[0.8979746776692186, 0.8977184577137363, 0.8961878710361073, 0.8929624375530424, 0.8939967804069644]","[-21.15364550957912, -20.468147182084124, -20.428959774609698, -20.438335489672045, -20.40623647524937]","[0.22054798311694693, 0.22005031730950828, 0.21711477757288697, 0.2152132872383651, 0.22938214826052686]"
77,"[0.8973089656981048, 0.8971910697680316, 0.8967720467075578, 0.8968357977047109, 0.8989905108306651]","[-21.055504451396672, -20.37359086851328, -20.358182723255908, -20.45804322416538, -20.503153106876564]","[0.2855805956528708, 0.28425353344475734, 0.2761489832112832, 0.25094038008131747, 0.23886756815116447]"
78,"[0.905488210405135, 0.9052915307504391, 0.9038677131229662, 0.9004125820587796, 0.8995720504624756]","[-21.027009897758575, -20.344327463832393, -20.324237069237682, -20.41229826864983, -20.457483783113307]","[0.4226423277487722, 0.42313570881300255, 0.42599151739624835, 0.4267675901541731, 0.42855992389732833]"
79,"[0.9144800819379327, 0.9142522215434923, 0.9130328969559223, 0.909063313469362, 0.9081365334362067]","[-21.256690890082556, -20.5757449680226, -20.56444930274649, -20.64464965205417, -20.617523211586555]","[0.5900073901972164, 0.5922981220067722, 0.6072528968767187, 0.6032627563500246, 0.5935879220534035]"
80,"[0.8919501663600883, 0.8917985819489335, 0.8910548347765799, 0.8914237024161644, 0.8948305238956268]","[-20.549547285946186, -19.866272223102335, -19.836264390234167, -19.80299620361555, -19.63909033798541]","[0.2704131413352466, 0.26954069640295275, 0.26420342005322395, 0.2538981173958252, 0.2691261193727545]"
81,"[0.8987030843901179, 0.8984257549465834, 0.8971578573150721, 0.895757864371187, 0.8971871827139902]","[-20.418530181584394, -19.730549135094197, -19.674032951743524, -19.607330284165574, -19.497316042295896]","[0.5863802717038599, 0.590827166230904, 0.620047995946636, 0.6674800271473276, 0.5818891240135303]"
82,"[0.8833563797006309, 0.8832484864629925, 0.8828590337907889, 0.8840266742035562, 0.8890964248932501]","[-20.241393561725296, -19.551296053766837, -19.484950224761022, -19.433387834498898, -19.401262195588533]","[0.3437542049983133, 0.3441150730425091, 0.34655360213620773, 0.3572564763252083, 0.3678558145132112]"
83,"[0.890464178434194, 0.8902903276541148, 0.8892222646645794, 0.8891262834173053, 0.8950676643468946]","[-20.687769674859364, -19.999549980365227, -19.943597968272176, -19.905765615572037, -19.85374341315798]","[0.4756907543477995, 0.4775266037850903, 0.48908690402766986, 0.5238677972139087, 0.5526111320303871]"
84,"[0.8897886325067207, 0.8895642893884866, 0.888395563275367, 0.8881495851419631, 0.8928263181395877]","[-20.372099148672536, -19.683467659442968, -19.625143268497567, -19.583466031331003, -19.534505017392537]","[0.16024558867113378, 0.15988177585917934, 0.1576306883515923, 0.1502255264013918, 0.14566684946357086]"
85,"[0.8783459811612603, 0.8781067332504517, 0.8768268637492012, 0.8763978086787564, 0.8808716913629676]","[-20.65489592157205, -19.964676613420167, -19.895928084314583, -19.815594860341015, -19.73212086473476]","[0.7450128395135894, 0.7448992897888617, 0.7454244213556233, 0.748412185936525, 0.7278306208833152]"
86,"[0.8896030354889134, 0.8893965233484128, 0.8883422903379592, 0.8884490222703697, 0.8928633218276196]","[-21.2281949456504, -20.545755303041922, -20.520876545359116, -20.49996912003153, -20.335746914553273]","[0.3792774059682951, 0.37537159461885794, 0.3515975550994452, 0.24718632323710338, 0.1993212490804252]"
87,"[0.8815496559960135, 0.8813396989521783, 0.8802834324130081, 0.879704980172398, 0.8845119258946478]","[-21.174079424224427, -20.48764333235437, -20.4422376967925, -20.427614118802097, -20.374274068456256]","[0.6794364462771675, 0.6845063076892783, 0.7186705914853587, 0.7868253531851762, 0.7730499709885179]"
88,"[0.8874780301203062, 0.8873000297966911, 0.8863933600199543, 0.8866923835637162, 0.8922784215247586]","[-20.81837634596038, -20.130523685319734, -20.07705694808962, -20.049993668618736, -20.009509905271546]","[0.23535378973680493, 0.23421767904279456, 0.22720913181148228, 0.20259944005572236, 0.17992447414546522]"
89,"[0.8932454670748496, 0.8931216415211939, 0.8924389220145919, 0.8926853327880534, 0.8960324064334697]","[-20.901628709423218, -20.216644348874745, -20.180169410809313, -20.190736381489028, -20.147017323703814]","[0.5104638126202636, 0.5096749821314492, 0.5057301998557142, 0.49378182464134535, 0.48029541411102383]"
90,"[0.8878366193156215, 0.8876704832437372, 0.8867402157531786, 0.8860191259370719, 0.8885616898780768]","[-20.10930960285515, -19.420707625306655, -19.363854777405816, -19.344390868815626, -19.338476230948736]","[0.4406674438207462, 0.4412910218878536, 0.4455014609885321, 0.4647685401491841, 0.4792177612172266]"
