epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
10,"[0.8995978491373323, 0.9002092702054285, 0.8990931376455451, 0.9011441277026585, 0.8991057272047598]","[-21.510485273386585, -21.337699028585412, -21.404845996241804, -21.247569685681622, -21.160351516853638]","[0.426490834841947, 0.4333896879287385, 0.4132473267247487, 0.44112856244278875, 0.4137689383247039]"
11,"[0.9177983614660538, 0.9180182645610053, 0.9176838376647645, 0.9183535070914959, 0.9176875210538543]","[-21.548871045923004, -21.35880614458612, -21.462937412159548, -21.244664084218815, -21.217954550576536]","[0.45518749948274456, 0.4761576280785031, 0.4353961909173037, 0.5078226827776635, 0.43585939851292915]"
12,"[0.8958872985941905, 0.8962211260319556, 0.8955613204243934, 0.896646499796546, 0.8955696565234392]","[-20.987076537441222, -20.829485275458556, -20.862494590631318, -20.7584212319602, -20.618492779644566]","[0.750332577727681, 0.7482042557052244, 0.75347684278356, 0.7443181205747892, 0.7535372875299818]"
13,"[0.9006741703986705, 0.9003735372578938, 0.9010572009456134, 0.8999247867817455, 0.9010487881908213]","[-21.42951139053776, -21.26004571554533, -21.319411052149775, -21.173696142010876, -21.0750376054454]","[0.29057153021407833, 0.29558805924870973, 0.2910043506135691, 0.3029926794226573, 0.2908380497039684]"
14,"[0.877464540045378, 0.8777333828878783, 0.8772515338196915, 0.8781280303503497, 0.8772559248483629]","[-21.232042141515294, -21.078852520678797, -21.10631841722776, -21.01904558111162, -20.86229075643669]","[0.2983631106330103, 0.3079501876997247, 0.28868348746997863, 0.32403664658930365, 0.2889231023369222]"
15,"[0.8729850253802329, 0.8730551814533877, 0.8729687167608894, 0.8732005171215225, 0.872968517649638]","[-21.145797991909003, -20.990937013242128, -21.02475562173371, -20.932424780830612, -20.780575967356864]","[0.1924670693893368, 0.1923288966689059, 0.19265115104481878, 0.1921307238015529, 0.19264574679842209]"
16,"[0.870566517085604, 0.8707277792090103, 0.8704155183240905, 0.8710034341993865, 0.8704186724103812]","[-21.371579903464543, -21.220096349949262, -21.246551884065017, -21.16622033730315, -21.002471893230375]","[0.6303457697010889, 0.6222461691855227, 0.6391659138850821, 0.611660234365385, 0.6389566688241728]"
17,"[0.8748097774236631, 0.8751552358386763, 0.8744554179210319, 0.8756882186516797, 0.8744617074880955]","[-21.41254611389087, -21.252936539820297, -21.296513462587725, -21.18715666767192, -21.052215921608184]","[0.4086295413090818, 0.40988385006550365, 0.4073000354157988, 0.4108658442499711, 0.4073301191868501]"
18,"[0.874488190179723, 0.8749324318863523, 0.874067765818711, 0.8755514224337437, 0.8740771413913103]","[-21.398565741656377, -21.233550190741777, -21.28886618941871, -21.16035833458676, -21.04441450480965]","[0.36811633390249976, 0.36695202371751995, 0.37068449208956505, 0.36533786442656846, 0.3706172467975228]"
19,"[0.8783039329762086, 0.8785616345956593, 0.8780646214887572, 0.8789780943345058, 0.8780708414382049]","[-21.241738261104512, -21.099385735809996, -21.10492197933347, -21.056585436698484, -20.861159696094465]","[0.38430559801957903, 0.37677058235016114, 0.39291617637539755, 0.36600831583735494, 0.39269582751383075]"
20,"[0.8811982002191023, 0.8813712647487763, 0.8810518945377079, 0.8817288783560301, 0.8810549739245549]","[-21.29646738783184, -21.14560028755946, -21.17023025465629, -21.091918893882056, -20.926192107245058]","[0.40135221507633645, 0.39173002430554227, 0.41335501192880086, 0.38202169694205385, 0.4130429105301929]"
21,"[0.8751117300369634, 0.8754306562212973, 0.8748013715999415, 0.8759431681347865, 0.8748081873833619]","[-21.51209954229607, -21.35392750367575, -21.39442440332051, -21.29019736085116, -21.15017280537731]","[0.3335787913604718, 0.33395948663868613, 0.3330952686779654, 0.3336734680196712, 0.3331143178560156]"
22,"[0.8784163123968322, 0.8787040704975236, 0.8781130662319095, 0.8791520168734552, 0.8781196653067654]","[-21.49985451658877, -21.34454202194958, -21.378770870054193, -21.28466239194784, -21.134599492766927]","[0.4003459268250926, 0.39683504632767974, 0.40434533871727474, 0.39111371845219406, 0.4042474635322281]"
23,"[0.8801621336551079, 0.8803972280340947, 0.879982859231245, 0.8808072974967456, 0.8799857425348411]","[-21.392625679738728, -21.23326860550921, -21.276430307804812, -21.168034439434404, -21.03213718676897]","[0.34443141155987606, 0.33795957092771245, 0.3522412147687908, 0.32915454803082883, 0.35203895811033675]"
24,"[0.881576401859303, 0.8820408617802397, 0.8811246642064333, 0.8827838870635214, 0.8811348616630328]","[-21.630452483384836, -21.466955018262556, -21.517952518829713, -21.394518570386065, -21.27357841096562]","[0.42862775762978395, 0.4217880855212686, 0.4317535816997026, 0.41242498451718385, 0.431697506760139]"
25,"[0.8925374846674857, 0.8929310741273202, 0.8921295062115697, 0.8935455009452549, 0.8921399138348445]","[-21.712401134594774, -21.553278065507403, -21.59536168028805, -21.487593402325817, -21.351098890460577]","[0.44429067411531925, 0.45156773572021713, 0.4366133604390822, 0.4521747824331711, 0.4368328580207243]"
26,"[0.9030882509385404, 0.9042130288280874, 0.9019991530788188, 0.9058864071805564, 0.9020232211976865]","[-22.227071766274886, -22.06058279910338, -22.115795133154002, -21.98115376702606, -21.871425294632576]","[0.26447580899557654, 0.2611539707707474, 0.2681520801614348, 0.25637811858704096, 0.26806173796267035]"
27,"[0.9049333328998403, 0.9060909140660486, 0.9038338158589637, 0.9078616664747879, 0.903861650811677]","[-22.37804665787072, -22.2041892198354, -22.275461817204818, -22.114807247853218, -22.030868798497252]","[0.19972985218690145, 0.1969852827787177, 0.20296928181064536, 0.1933394213103605, 0.2028877308153239]"
28,"[0.9054838807893513, 0.9065702808775177, 0.904384332514884, 0.9082396522444208, 0.9044098514511136]","[-21.908528699232125, -21.736972858120538, -21.804433150190086, -21.65220080788402, -21.559856143744703]","[0.513200203619917, 0.5083411238313251, 0.5161503706980487, 0.5015346746084003, 0.5160869270258698]"
29,"[0.9086174041995461, 0.9097161546249944, 0.9074852419241392, 0.9113849283662225, 0.9075118734527109]","[-21.77483588716051, -21.622062956453497, -21.649031533004795, -21.5633659851465, -21.405011614503387]","[0.48022908958403, 0.4705523591000499, 0.48948773374343324, 0.4558985870926549, 0.4892614976271004]"
30,"[0.910839531053811, 0.9116912369543232, 0.909904969040548, 0.9129641574776627, 0.9099333018665109]","[-22.213134912789886, -22.04868495817131, -22.099806802541412, -21.972501471698042, -21.85547996953542]","[0.24665023960948948, 0.23976189082717647, 0.25479066743543943, 0.23025216722968717, 0.2545793646525396]"
31,"[0.920988324521666, 0.9226863155168538, 0.9191047989538645, 0.9251300396368349, 0.9191511496665941]","[-22.16487452439617, -21.98951813247515, -22.06427489684852, -21.898381312182696, -21.819630071626296]","[0.3636372247361022, 0.36757430997500384, 0.354743612040005, 0.3727366109662007, 0.35494109964893933]"
32,"[0.9037816497688127, 0.9044449577719825, 0.9032697654240264, 0.9055534739339928, 0.9032810287326524]","[-21.94820231484443, -21.787718748123417, -21.831275289716007, -21.718258355839833, -21.58702616003398]","[0.4277155470377805, 0.4198129096396421, 0.43627685982427855, 0.41215509916621296, 0.43606887729709504]"
33,"[0.8896464081003278, 0.8908243218641974, 0.8884957962379256, 0.8925739651639927, 0.8885224759423102]","[-22.086474031977584, -21.913663267358686, -21.983082386150528, -21.826235715814153, -21.73850413979295]","[0.28429381577625773, 0.28305539858926443, 0.286275200084916, 0.28147810991659544, 0.28621219599701825]"
34,"[0.8942895694966088, 0.8951874525926717, 0.8933273334696518, 0.8965226333726437, 0.8933509323551377]","[-21.95219056039525, -21.787551810433737, -21.839958447130094, -21.71219955806729, -21.59559800014453]","[0.3252451015626186, 0.3331721515448065, 0.3164272956911652, 0.3451172286839716, 0.3166228757460539]"
35,"[0.8985052375343957, 0.8996110311249909, 0.897393263811031, 0.9012648867195839, 0.897417783607841]","[-22.056622367989043, -21.88938869646997, -21.947788784924526, -21.81095023825909, -21.703334137718862]","[0.3633175912541684, 0.36884363716550417, 0.35808870851377755, 0.3781311524860415, 0.35822847694449256]"
36,"[0.9109973331216619, 0.911931567823838, 0.9099780588442946, 0.9134828978051387, 0.9100008099471293]","[-22.409540069490504, -22.247153453674905, -22.294293948229996, -22.174422808416715, -22.050009989682195]","[0.35277562361112447, 0.3515347349894058, 0.35397999957115245, 0.349199364318511, 0.35396974052611146]"
37,"[0.9010795031815385, 0.9021480408618167, 0.8998922037336762, 0.9037374840171357, 0.8999212186655907]","[-22.029305172569227, -21.854764714551468, -21.929061871101386, -21.76637203398669, -21.684385305442802]","[0.22964450751227888, 0.22940171022039638, 0.22973283970643787, 0.22964024878929487, 0.22973147740151328]"
38,"[0.8714405007261024, 0.8716812214781661, 0.8712052368571666, 0.8720946134837784, 0.8712108643213702]","[-21.675873443354515, -21.514316962361583, -21.56203971612344, -21.445766165545372, -21.31768951904507]","[0.4078012864333851, 0.412531157945456, 0.4019633467730923, 0.41863036825595557, 0.40209936124229273]"
39,"[0.8850464267677278, 0.8854177936785224, 0.8846565302902969, 0.8860263779492784, 0.8846653609946562]","[-21.491518628819104, -21.327733576896318, -21.380056409373445, -21.255798209130504, -21.13564433010395]","[0.32873934213762596, 0.32649823919975024, 0.32684084117917583, 0.32356524964053746, 0.32692530708464146]"
40,"[0.9013792181441338, 0.9022893931702513, 0.9004785448913112, 0.9038167193122308, 0.9004987205087349]","[-21.919362416505624, -21.753667229059353, -21.808782104808127, -21.677377873410112, -21.564365492130406]","[0.3959496625429161, 0.3906405334659693, 0.40169293529235994, 0.3831283296540086, 0.40154337432156334]"
41,"[0.9121193368275912, 0.9138239427209485, 0.9103017421028321, 0.9164360822516081, 0.9103456418677449]","[-22.342072692149806, -22.162209449052952, -22.245615134419005, -22.063555237026552, -22.000878188856632]","[0.30053601487543036, 0.2995670734239407, 0.3006530879939132, 0.2981205172828411, 0.30066771766099837]"
42,"[0.924013878448814, 0.9255898713949323, 0.9219539977856867, 0.9278346341259522, 0.9220020508484051]","[-22.385519179907586, -22.20498692236035, -22.287552288012183, -22.10269389982159, -22.042886493859765]","[0.41267170709444106, 0.42016878730321366, 0.4037758102577958, 0.429844595413266, 0.40399013259879996]"
43,"[0.9104178059996139, 0.9106470776608708, 0.9101483993583376, 0.9109511626460128, 0.9101548779349464]","[-21.643660812316323, -21.480909402955067, -21.530070446610868, -21.40922369196082, -21.285728643510662]","[0.36326384602098905, 0.3628061043166005, 0.36397289795596627, 0.3620974714095387, 0.3639482575958903]"
44,"[0.8936222270702593, 0.8940174622834326, 0.8932387693221655, 0.8946384530504393, 0.8932472709920593]","[-21.82950386961649, -21.66820535052732, -21.714172482352105, -21.598462405642085, -21.46987366788389]","[0.31394711756966376, 0.3178195028918031, 0.3095721677486722, 0.3221630733105324, 0.30968542124676746]"
45,"[0.8810434471076607, 0.8814392645163543, 0.8807193712448074, 0.8821221842252222, 0.8807236083947355]","[-21.86371698550058, -21.69876284091586, -21.75262392273474, -21.623973460314428, -21.50821834082027]","[0.34265977362026945, 0.34157143895417447, 0.34518882513602533, 0.33645782084378406, 0.3449274040104554]"
46,"[0.8889494270499546, 0.8890662394808438, 0.8888659805904494, 0.8892980765547874, 0.8888678038796364]","[-21.447978849632573, -21.29315096498679, -21.32575006622219, -21.233200968405622, -21.0816145952549]","[0.5604606500636287, 0.5445200289458059, 0.5793054735578878, 0.5224505186344567, 0.5788283163681766]"
47,"[0.9024580254542216, 0.903385756070768, 0.9013439477658568, 0.9047999562050744, 0.9013711567490263]","[-21.999731341319098, -21.83668922884756, -21.886020702230493, -21.76403004651075, -21.641686286469355]","[0.4206804003082535, 0.4153723153812031, 0.4245574450577051, 0.41629448999876895, 0.42452786920919855]"
48,"[0.9091862446540776, 0.9101021207293768, 0.9083345747116213, 0.91165093958198, 0.9083542410577273]","[-22.237103485084525, -22.067551178384427, -22.130352219420217, -21.985118337520706, -21.88585119842662]","[0.31626648085503833, 0.3140800701695703, 0.31941374854696863, 0.3099181530709648, 0.319329791706818]"
49,"[0.9139914778509358, 0.9148167992821559, 0.9130689755163376, 0.9160816457620478, 0.9130880440243065]","[-22.415494805582323, -22.245338535832403, -22.306800001386634, -22.158811322299815, -22.062388898757245]","[0.4078701484460666, 0.42129826472622767, 0.38346940540535523, 0.45412000672035047, 0.3840787570351963]"
50,"[0.8865694497954034, 0.8869478113055018, 0.886184012486677, 0.8875189191431117, 0.8861933413880314]","[-21.68557257999794, -21.5250453990541, -21.57040548292243, -21.457761592728552, -21.32609111580186]","[0.3321854639531984, 0.3387548765195524, 0.32366602435997777, 0.35533581129500985, 0.32385804167066656]"
51,"[0.8812875451143286, 0.8815063095531113, 0.8811357038096026, 0.8819316292654391, 0.881138866415613]","[-21.68143346153063, -21.522254186996413, -21.564776904444532, -21.45694861005457, -21.320498893781114]","[0.31072919199810933, 0.3191179773365847, 0.3010318270027892, 0.33080597302613707, 0.30128092944453283]"
52,"[0.886858782747956, 0.8872729361268933, 0.8864232533996848, 0.8879206089311013, 0.8864331559162756]","[-21.112120637700276, -20.949613355178542, -20.99891334834328, -20.879125713928225, -20.754548825617842]","[0.7057152437373581, 0.7053030169326713, 0.7051043924490767, 0.7050694604801535, 0.7051170171150792]"
53,"[0.9027101773170377, 0.9029484426845157, 0.9025340556808354, 0.9032828112579699, 0.9025380994207776]","[-21.711309818025537, -21.55399766214613, -21.592453478689418, -21.49123014192136, -21.34822587033615]","[0.4357451540000121, 0.4270724272501994, 0.4460179673599857, 0.41598189428616944, 0.4457550763024907]"
54,"[0.8831254929072193, 0.8835386945179674, 0.8827209207193248, 0.8842363529954865, 0.8827295899778215]","[-21.76318793854309, -21.60287208644548, -21.64671047326931, -21.534469567952502, -21.40244031932739]","[0.253837027106812, 0.2583407102986269, 0.24873662362779864, 0.26434568470373776, 0.24886018014705952]"
55,"[0.8799706655931818, 0.8801979182297042, 0.8797532061061777, 0.8806052110438956, 0.8797575923575824]","[-21.247901284356942, -21.092373611214665, -21.126986578533295, -21.032100324626352, -20.882815353968663]","[0.33316358578844757, 0.3267752681101326, 0.3400344627683978, 0.3191925733588964, 0.33985824849849444]"
56,"[0.8762971844517454, 0.8764215682239535, 0.8761620181768575, 0.8766341490203224, 0.8761651029002281]","[-21.161653612051918, -21.00387209206475, -21.044003786824533, -20.941302831422064, -20.799742557759913]","[0.22956269685417688, 0.22883392945907927, 0.23039149353160476, 0.2306021295610787, 0.2303704915640233]"
57,"[0.8746185166289625, 0.8747654750247777, 0.8744788585899453, 0.8750089475685412, 0.8744820672353425]","[-21.108087527133655, -20.95118432575109, -20.989907566684522, -20.890490218710585, -20.745653814481464]","[0.3074728391409342, 0.3225971695031222, 0.2906067509566995, 0.33562126085573984, 0.29104176231238615]"
58,"[0.8756100456087756, 0.8757702580982915, 0.8754553099376641, 0.8760352621401208, 0.875458935407406]","[-21.007641958605177, -20.850199104091175, -20.89017563426182, -20.78887970514417, -20.645901055247233]","[0.1901359234166322, 0.18860714968882666, 0.19583841668197183, 0.186007570452219, 0.19552860946158454]"
59,"[0.8889781610654685, 0.8891451383844853, 0.8888095838057091, 0.8894075653781037, 0.8888134834062208]","[-20.69401198453149, -20.539439763345325, -20.573264854132585, -20.482186207593756, -20.329070800423576]","[0.38880257179457495, 0.3857913196866283, 0.39198554482653425, 0.3817325943504401, 0.3919097215184643]"
60,"[0.8810326333019605, 0.8812698919270265, 0.8807946394749415, 0.8816514408278456, 0.8808005160653524]","[-20.972590855728786, -20.817530443435604, -20.85181383046782, -20.758788332772145, -20.607631572258143]","[0.41713509476236615, 0.4141975994109118, 0.42018419383088, 0.41012540933620306, 0.42015434708068927]"
61,"[0.8810863569539916, 0.881207260233964, 0.8809665923864299, 0.8813962635958899, 0.8809692695978288]","[-20.699755058446524, -20.5467410209995, -20.577279094114935, -20.491742266947927, -20.333128008974796]","[0.25401085067523876, 0.2558747451347749, 0.25194824101212193, 0.2582840410183983, 0.25199579546250456]"
62,"[0.8778098920692179, 0.8779854772168058, 0.8776296975850889, 0.8782787131365475, 0.8776339324468857]","[-20.734859342552294, -20.577256164093264, -20.617647644637252, -20.515783331382664, -20.373364686971488]","[0.34985847422844657, 0.34932500598129657, 0.35141770601511846, 0.34823377367827857, 0.3513641522893592]"
63,"[0.8898230690362383, 0.88994297577901, 0.8896936968239976, 0.8901234926918176, 0.8896969082454734]","[-20.76327124309808, -20.60602271397065, -20.64566128335848, -20.54506911307486, -20.40138967972127]","[0.5022517289652794, 0.49927663996921284, 0.5051229384932318, 0.4893541786910096, 0.5050654950589624]"
64,"[0.8832948668661541, 0.88341360910882, 0.8831762951986064, 0.8835851763650729, 0.8831790159413833]","[-20.607252729183838, -20.45301216518716, -20.486493953092843, -20.396699275417284, -20.242295954130782]","[0.36785054481408963, 0.36937586510547943, 0.3682845474637443, 0.3689961672538368, 0.36824305839708854]"
65,"[0.8719305644982135, 0.872039729961879, 0.8718113351701591, 0.8721962798681839, 0.8718139859408218]","[-20.584400912067256, -20.431429358661276, -20.462044778238035, -20.376723794906038, -20.217889967622625]","[0.15661383410435833, 0.15717566697715496, 0.15596344737052498, 0.1580179236385518, 0.15597603264920654]"
66,"[0.8919651056814163, 0.8921486556841166, 0.8917742040904665, 0.8924399093553855, 0.8917790920738133]","[-21.043849751848523, -20.88855853771022, -20.92362285144982, -20.829855412054815, -20.679419372838726]","[0.6238174416990202, 0.6176775087637216, 0.6309867453633488, 0.6091916490337378, 0.6308043533871482]"
67,"[0.8742218775533991, 0.8743553499262777, 0.874096138273856, 0.8745837477276203, 0.8740991928061279]","[-20.861076863100223, -20.70522893612925, -20.741634607433696, -20.64595526080854, -20.49741190354176]","[0.312738221233196, 0.3169836028625109, 0.3082505796358664, 0.32166369546057766, 0.3082837352379571]"
68,"[0.8794520104279828, 0.8795518932833881, 0.8793573250507554, 0.879735859750686, 0.8793588866326477]","[-20.769525272060683, -20.615579574562183, -20.6480888956143, -20.55923890982647, -20.403913509017013]","[0.2843321237368642, 0.29251639430594667, 0.2744473779843854, 0.3041711354612844, 0.27472754864298227]"
69,"[0.8852509361493938, 0.8852258828270693, 0.8852969271754264, 0.8852070941440001, 0.8852957883728937]","[-20.607087907214378, -20.451854849854506, -20.487381638641956, -20.39403231051545, -20.243157203357804]","[0.32714192409873155, 0.32293534937124074, 0.3320071996773188, 0.3171702350033559, 0.3318884504829272]"
70,"[0.8825828743832765, 0.8827954596953969, 0.8823827800466431, 0.883134773821452, 0.8823866813816763]","[-20.85645295543853, -20.698291457065235, -20.739368181150287, -20.635350187522516, -20.49509158267114]","[0.29575907043699573, 0.29912766937552254, 0.2940019058085217, 0.30366545517941473, 0.2940457594296376]"
71,"[0.8863634533032054, 0.8865180188526581, 0.886217863724955, 0.8867806569643891, 0.886220140013358]","[-20.981723293489335, -20.824696006044594, -20.862655900946255, -20.762480370748204, -20.618436912569237]","[0.29596916071085, 0.289931192459476, 0.30302175170209433, 0.27983999351461714, 0.30283771786778163]"
72,"[0.8990574801287075, 0.8993387859781189, 0.8988181928733622, 0.8998425224662996, 0.8988232685565956]","[-21.306450142099198, -21.149111655117945, -21.18787834302852, -21.086633713853843, -20.94364214824654]","[0.3324390491832976, 0.33018048292064, 0.3336299344162466, 0.3256390368154782, 0.33368051306758856]"
73,"[0.878422227754202, 0.878595743735427, 0.8782713353692828, 0.878881477166306, 0.8782753634878189]","[-21.11084572571211, -20.953724298976915, -20.992713215417687, -20.892452343008458, -20.74845965166247]","[0.45305434891311924, 0.450513102064019, 0.4553923559682707, 0.44657338054591966, 0.4553278057565997]"
74,"[0.8746843267138437, 0.8748093940712874, 0.8746516299228532, 0.8751417346057423, 0.8746511960944885]","[-21.080082449872812, -20.919419346360275, -20.96496826659704, -20.851793959262263, -20.720654283621432]","[0.21368042316050057, 0.21855347674106135, 0.20958658903269475, 0.22574747085238403, 0.20963667327544164]"
75,"[0.8953968231298973, 0.8958107940620478, 0.8949704702491104, 0.8964244867849347, 0.8949808976267211]","[-21.463491828441036, -21.307139264265842, -21.34327913749892, -21.245376832419478, -21.099094509168665]","[0.4865977306281793, 0.478875070802371, 0.4954426806119198, 0.46772810070293436, 0.49522424727619313]"
76,"[0.9089947832381623, 0.9092146666396655, 0.9087395336790487, 0.9095506356863939, 0.9087440886799742]","[-21.508044959684597, -21.356025373198346, -21.383236781383946, -21.300848049977677, -21.139160932043982]","[0.20616179271819465, 0.2055535065429897, 0.20718954738069326, 0.20470849219358006, 0.20714740041169197]"
77,"[0.9054022724849549, 0.9061294057874024, 0.9046470829329801, 0.90733267922001, 0.9046621665929184]","[-22.32195927762203, -22.14510475512412, -22.2229850448667, -22.05175478018167, -21.97829850583812]","[0.37757228203195803, 0.37792332472912393, 0.3791209127180298, 0.3868646760813434, 0.37907663583589835]"
78,"[0.9021145901999409, 0.9028937472065258, 0.9013795371514204, 0.904038088418619, 0.9013958908045677]","[-22.017226157815266, -21.846432315866032, -21.91078342501824, -21.760887377976033, -21.666293903232535]","[0.27291690349327713, 0.27323952703640475, 0.2719635929090765, 0.2745011463419713, 0.2719924062669268]"
79,"[0.8868718252982422, 0.8871406138792699, 0.8866426065016539, 0.887610350995739, 0.8866481391188207]","[-21.38493342123072, -21.222840492840717, -21.271908249476564, -21.153780226078084, -21.027529337634395]","[0.3839794310115272, 0.3826418434909454, 0.3824721002745214, 0.3785490557582741, 0.3825381744859118]"
80,"[0.8801655586803002, 0.8802507071507474, 0.8800953872167913, 0.8804545995198324, 0.880097097912213]","[-21.01864164913748, -20.864609492992326, -20.89695794988194, -20.80770233283291, -20.652791303969533]","[0.38994905991166956, 0.3890877635844323, 0.3909926120292032, 0.38821063267026973, 0.39095527364115196]"
81,"[0.8720208511722007, 0.8722499544981507, 0.8717734191400549, 0.8725897700529411, 0.8717792688794528]","[-21.03301049457863, -20.875023953582282, -20.915943271502037, -20.812632293117368, -20.67166015542909]","[0.4084434406501427, 0.42720376538253657, 0.3925785501190021, 0.45194410201626717, 0.3929934870993782]"
82,"[0.8870003357891124, 0.8870554789733754, 0.8869382643981253, 0.8871552711455869, 0.8869397213501524]","[-20.606430396915393, -20.449064053239518, -20.48857626193077, -20.38744592998098, -20.244315441032466]","[0.4889027718054446, 0.4877194198590113, 0.4901174106110162, 0.4854721517587511, 0.49008937532286784]"
83,"[0.8805014230153262, 0.8806094568036612, 0.880382264416046, 0.8807909206217815, 0.8803853380973758]","[-20.718039451563836, -20.563161879143085, -20.597759663104547, -20.505619011254616, -20.353549484991518]","[0.28092140493257445, 0.2733429946949191, 0.28906852362235963, 0.26285617850593374, 0.2888723655758215]"
84,"[0.8721979747874857, 0.8723277009708652, 0.8720703295403999, 0.8725419019919242, 0.8720738652050252]","[-20.861783177133084, -20.705493344939594, -20.74299346063362, -20.645793754832248, -20.498747815773896]","[0.2177334010002731, 0.22276351966528746, 0.21177301455987066, 0.22967852734653738, 0.21192159738999367]"
85,"[0.8744806525797053, 0.8745860247830746, 0.874363377276505, 0.8747536881328127, 0.8743657442370094]","[-20.694527954860668, -20.539086891301572, -20.574941625275105, -20.48080636265082, -20.33071702159372]","[0.29162746239009374, 0.28860743704516933, 0.2955746342673599, 0.2853063676351091, 0.295492261544295]"
86,"[0.8803707867799889, 0.8804369792845816, 0.8803179800324742, 0.8805501366135221, 0.8803190255629607]","[-20.500335740592842, -20.34664647264483, -20.37882113900583, -20.29095522261091, -20.134645233984635]","[0.3270502751133951, 0.3273316759825684, 0.32654342176410983, 0.32740910679297053, 0.32655491253660657]"
87,"[0.8828343258972071, 0.8829459410020288, 0.882728708890318, 0.8831181776581793, 0.8827311582883225]","[-20.550119530414477, -20.393047474738296, -20.432661616097793, -20.33279573040351, -20.188378605284374]","[0.28081573519247727, 0.28240035747978715, 0.27919661355397163, 0.2840893214105641, 0.2792335683850397]"
88,"[0.8850642284058434, 0.8850792144470305, 0.8850749490159384, 0.8851482757431722, 0.8850740784442379]","[-20.7216432255134, -20.565233963018244, -20.602968877761416, -20.50531470398901, -20.358725819841627]","[0.2910060162526687, 0.28843158829402193, 0.29387622402429453, 0.2850064351560577, 0.2938012142429979]"
89,"[0.8883562590546079, 0.8884374922129168, 0.8882708849477198, 0.8886027346655159, 0.8882732204712435]","[-20.564567432310128, -20.40988910121052, -20.4442065844393, -20.352821862598383, -20.200002103744207]","[0.17735216246339877, 0.17865682746360173, 0.1789655664247788, 0.1822785122922836, 0.17890903493185714]"
90,"[0.8828705462697201, 0.8829585849885576, 0.8827792070603716, 0.8830839761918395, 0.8827812750344786]","[-20.581914819589564, -20.427179212006905, -20.461707362348598, -20.370147449306316, -20.217494856345375]","[0.20545375055897003, 0.20226102946628596, 0.2092761224958368, 0.19822312972415015, 0.20917713027613502]"
