epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
10,"[1.52655515e-10 1.81429394e-10 1.69680781e-10 1.98506998e-10
 2.16677765e-10]",[0.09756114 0.09679004 0.09833605 0.09542146 0.09838263],[1.98154876 2.05311501 2.01842659 2.09694126 2.1052211 ],[0.57392333 0.57369983 0.57439232 0.5734829  0.57439411],[0.40212061 0.39942759 0.40410853 0.39511339 0.40404955],[0.32294851 0.32265551 0.32338415 0.32068951 0.32334605],[3.41138111 3.41202247 3.40905896 3.41083205 3.40913735]
11,"[1.46570444e-10 1.77233278e-10 1.59741930e-10 1.98634291e-10
 2.04085573e-10]",[0.07893777 0.07803187 0.07996465 0.07663372 0.07999431],[2.04419772 2.15268309 2.07799702 2.22699895 2.1979807 ],[0.55546968 0.55618613 0.55659294 0.55517454 0.55635051],[0.31890941 0.31401172 0.32375634 0.30767341 0.32364344],[0.25358673 0.25065083 0.25675894 0.24672874 0.2566783 ],[3.0167572  3.01423548 3.0198648  3.01096884 3.01977775]
12,"[2.57658024e-10 3.01628647e-10 2.91839724e-10 3.23813257e-10
 3.72488973e-10]",[0.09857665 0.09845704 0.09843408 0.09782669 0.09847937],[2.18777046 2.23442435 2.22941462 2.26160707 2.29404745],[0.57464522 0.5739332  0.57397551 0.57375173 0.57397091],[0.4026503  0.4014173  0.40219703 0.39942163 0.40225264],[0.32233185 0.32106388 0.32253642 0.3189265  0.32258347],[3.52950521 3.52957464 3.52742427 3.52704245 3.52750518]
13,"[1.65561623e-10 1.96127232e-10 1.84835759e-10 2.13794391e-10
 2.36002142e-10]",[0.09946191 0.0992505  0.09954436 0.0986062  0.09960456],[1.98394904 2.05068185 2.01921595 2.09332091 2.09980566],[0.57032987 0.57081024 0.56959605 0.57105241 0.56958798],[0.42199094 0.42086702 0.42285629 0.41807407 0.42288469],[0.35573961 0.35460328 0.35613802 0.35178821 0.3561624 ],[3.39317978 3.39899731 3.38490881 3.40509981 3.38513903]
14,"[2.04188104e-10 2.37976529e-10 2.31542526e-10 2.52599103e-10
 2.95536436e-10]",[0.16778381 0.1676388  0.16774532 0.16694877 0.16782967],[1.50935904 1.52552386 1.52386191 1.5351459  1.54542499],[0.58222889 0.58179094 0.58331933 0.58157287 0.58310449],[0.58663449 0.58672025 0.58655845 0.58527119 0.58662406],[0.4941175  0.49416381 0.49395175 0.49356391 0.49398022],[3.91724292 3.91606672 3.91775581 3.91327156 3.91775307]
15,"[2.23991249e-10 2.61477035e-10 2.52839976e-10 2.77173919e-10
 3.22768103e-10]",[0.19334075 0.19300864 0.19371215 0.19230223 0.19378827],[1.34970943 1.36182456 1.35586186 1.36926321 1.36948729],[0.5890767  0.58822973 0.5888314  0.58803074 0.58883235],[0.61896623 0.61760194 0.61915698 0.61708668 0.61907095],[0.54816793 0.54735928 0.5487108  0.54613322 0.54867956],[3.93546354 3.93630325 3.93447093 3.93737207 3.93449571]
16,"[1.78173893e-10 2.07310164e-10 2.01903504e-10 2.18768506e-10
 2.57719135e-10]",[0.18040273 0.18045674 0.18035618 0.18029043 0.18045747],[1.42044381 1.43394303 1.4339705  1.43847591 1.45401816],[0.58649749 0.58628894 0.58691902 0.58634977 0.58692566],[0.60631212 0.60616428 0.60580013 0.60587743 0.60588886],[0.53737184 0.53786643 0.53691402 0.53817971 0.53696677],[3.9632529  3.96196081 3.96449152 3.95980249 3.96446639]
17,"[1.71204425e-10 2.00793583e-10 1.92303500e-10 2.14378714e-10
 2.45517521e-10]",[0.18447356 0.18385386 0.1851915  0.18271043 0.18528103],[1.37442543 1.39201323 1.3822318  1.40301582 1.40157366],[0.58511347 0.58511533 0.58558381 0.58534183 0.58558979],[0.6129228  0.61212484 0.61338418 0.61066281 0.61332749],[0.55294905 0.55198779 0.55392439 0.55043594 0.55391016],[3.94267109 3.93987907 3.94541916 3.9352577  3.94535717]
18,"[1.73331543e-10 2.04379594e-10 1.93477087e-10 2.19817445e-10
 2.47053495e-10]",[0.1788665  0.17795792 0.17994143 0.17645588 0.1800182 ],[1.4160287  1.43687498 1.4220153  1.45104408 1.44294564],[0.58558392 0.58667386 0.58602672 0.58624237 0.58602889],[0.60243739 0.60109321 0.60321761 0.59896661 0.60331676],[0.53320053 0.53155018 0.53454247 0.52952515 0.53458469],[3.91001676 3.90553339 3.91443975 3.89816867 3.91434192]
19,"[2.01994171e-10 2.32928769e-10 2.31562984e-10 2.43149074e-10
 2.95485497e-10]",[0.16250764 0.16316133 0.16167723 0.16375662 0.16177681],[1.53824929 1.54831515 1.56138805 1.54641773 1.58483952],[0.58223981 0.58246986 0.5822435  0.58135921 0.58224172],[0.58465691 0.58585009 0.58431896 0.58634118 0.5843567 ],[0.5081029  0.50940565 0.50659549 0.51030136 0.50662087],[3.89846805 3.89839762 3.89778949 3.89726189 3.89781345]
20,"[1.91216588e-10 2.22360076e-10 2.16933562e-10 2.34623035e-10
 2.76892939e-10]",[0.16125638 0.1615037  0.16097207 0.16163198 0.16106195],[1.52276781 1.53798593 1.54083029 1.54126786 1.56568616],[0.58159731 0.58179928 0.58222604 0.58089962 0.58199376],[0.57834858 0.578323   0.57818485 0.57863051 0.57825837],[0.48867194 0.48924294 0.48758445 0.48998448 0.48761247],[3.89590063 3.89662316 3.89440772 3.89675241 3.89445385]
21,"[1.54677536e-10 1.81162338e-10 1.74012268e-10 1.93042999e-10
 2.22154950e-10]",[0.17624606 0.17585877 0.17671785 0.17505438 0.17681881],[1.41513969 1.43475145 1.42643017 1.44527863 1.45009429],[0.58564161 0.58566746 0.58604075 0.58545062 0.58605729],[0.60066025 0.60049157 0.60116089 0.5996362  0.60103959],[0.53018644 0.53013169 0.53052361 0.52936044 0.53044519],[3.9186914  3.91635117 3.92090994 3.91239667 3.92085917]
22,"[1.56702126e-10 1.83012487e-10 1.76888105e-10 1.94268870e-10
 2.25808439e-10]",[0.18070114 0.18028879 0.18119497 0.17943735 0.18129667],[1.36652254 1.38394381 1.37752981 1.39299239 1.39905056],[0.58543313 0.58522156 0.58562376 0.58481923 0.58562398],[0.60838799 0.6076314  0.60844909 0.60552956 0.60842525],[0.54128408 0.54010244 0.54208736 0.5380292  0.54205237],[3.91210628 3.91005534 3.91395048 3.90641699 3.9139116 ]
23,"[1.73997967e-10 2.04030378e-10 1.95462041e-10 2.17736666e-10
 2.49549314e-10]",[0.17020571 0.16966679 0.17085125 0.16869025 0.17093259],[1.45246931 1.47316335 1.46204506 1.48526725 1.48541212],[0.58046745 0.58068666 0.58095686 0.58049015 0.58095708],[0.59269862 0.59187322 0.59269521 0.59107519 0.59278899],[0.51559313 0.51456923 0.5157576  0.51355517 0.5157606 ],[3.90720659 3.90476031 3.90936841 3.90038503 3.90932253]
24,"[1.37083538e-10 1.61399993e-10 1.53436928e-10 1.73468489e-10
 1.95910711e-10]",[0.16766756 0.16684703 0.16862438 0.16539971 0.16872185],[1.42604384 1.45212317 1.43711599 1.46823922 1.46599113],[0.58233224 0.58166553 0.58277143 0.58081154 0.58277161],[0.59460286 0.59320683 0.595847   0.59170257 0.59586719],[0.52867911 0.52752917 0.52968834 0.52603601 0.52961564],[3.87391637 3.86858913 3.87899171 3.8596294  3.87887457]
25,"[1.25979514e-10 1.47689621e-10 1.41639574e-10 1.57683078e-10
 1.80827855e-10]",[0.15599044 0.15543023 0.15669609 0.15440392 0.15680063],[1.43369405 1.46207576 1.45022095 1.47655904 1.48537064],[0.57363753 0.57448385 0.57269883 0.57410566 0.57269783],[0.5747441  0.57424104 0.57609357 0.5736894  0.57593321],[0.49979505 0.49878384 0.50131696 0.49727757 0.50123653],[3.82182856 3.81772923 3.82569509 3.81077047 3.82560825]
26,"[7.48518415e-11 8.84008225e-11 8.36725991e-11 9.56916293e-11
 1.06834235e-10]",[0.12378279 0.12318283 0.12462162 0.12212346 0.12476361],[1.4491258  1.49980828 1.4867306  1.52056561 1.55962074],[0.57274599 0.57121152 0.57314506 0.57042633 0.5731615 ],[0.50981184 0.50714929 0.51204102 0.50436016 0.51195471],[0.43885305 0.43604728 0.44150005 0.43281742 0.44144341],[3.54344779 3.53298064 3.553957   3.51643027 3.55371079]
27,"[6.42923326e-11 7.64869561e-11 7.12522257e-11 8.36174208e-11
 9.09958677e-11]",[0.11645472 0.11536756 0.11791905 0.11367765 0.11806233],[1.42675598 1.4889622  1.46415968 1.51920201 1.54817003],[0.57008691 0.56871973 0.570277   0.56802153 0.57026991],[0.48504181 0.4808621  0.489423   0.4754219  0.48934593],[0.41123571 0.4076399  0.41520005 0.4029992  0.41511977],[3.42640954 3.41195008 3.44228762 3.39089876 3.44189951]
28,"[1.02808002e-10 1.22037761e-10 1.14098324e-10 1.32817872e-10
 1.45712428e-10]",[0.11532651 0.11482865 0.11605744 0.11405077 0.11615007],[1.59893956 1.65034101 1.6349078  1.67027038 1.70757748],[0.56765492 0.56673273 0.56882466 0.56602222 0.56882965],[0.48702961 0.48501904 0.48952561 0.4818305  0.48944423],[0.43097547 0.42834271 0.43372501 0.42415799 0.43363567],[3.54975678 3.53997468 3.55982375 3.52476314 3.5595871 ]
29,"[1.17262178e-10 1.36622246e-10 1.32976983e-10 1.44888390e-10
 1.69727969e-10]",[0.10042502 0.10073359 0.10019132 0.10110126 0.10027935],[1.74815244 1.7922406  1.81145561 1.79193122 1.89943898],[0.56554229 0.56442094 0.56717371 0.56396427 0.56716489],[0.43291814 0.43397423 0.43172077 0.4352122  0.43169331],[0.36674927 0.36721138 0.366405   0.36772451 0.36640468],[3.41199251 3.40706872 3.41685013 3.39900419 3.41673647]
30,"[7.57564012e-11 8.92897469e-11 8.48556752e-11 9.63466279e-11
 1.08340182e-10]",[0.1078354  0.10748029 0.10846717 0.10691492 0.10858966],[1.51570479 1.57572331 1.56169665 1.59823133 1.65126667],[0.56757089 0.56823693 0.56756005 0.56529275 0.56780162],[0.45758057 0.45596718 0.46042282 0.45332074 0.46026599],[0.38056444 0.37796417 0.38415261 0.37530713 0.38404876],[3.38317099 3.37465751 3.39262917 3.36220979 3.39238769]
31,"[7.94772904e-11 9.46981761e-11 8.79026941e-11 1.03715864e-10
 1.12266014e-10]",[0.10357503 0.1029634  0.10452015 0.10209535 0.10462505],[1.45479488 1.51088459 1.50246033 1.52889365 1.59052255],[0.55637558 0.55498133 0.55926623 0.5533176  0.55902297],[0.44630281 0.44366227 0.44971638 0.44003937 0.44953686],[0.37913938 0.37713981 0.38186871 0.37480422 0.38179561],[3.30828538 3.29814983 3.31975643 3.28369945 3.31947377]
32,"[9.89115945e-11 1.16122514e-10 1.11187342e-10 1.24462245e-10
 1.41948491e-10]",[0.12170877 0.12137847 0.12219891 0.12074594 0.12230746],[1.56723303 1.61434047 1.60298614 1.63267905 1.67052436],[0.56731574 0.56690985 0.56755057 0.56744209 0.56755347],[0.49533828 0.49470766 0.49742798 0.49333316 0.49733987],[0.41636293 0.41547714 0.41750794 0.41426667 0.41743645],[3.58980359 3.58563174 3.59337179 3.57811688 3.59329926]
33,"[8.63997051e-11 1.02675043e-10 9.58343012e-11 1.12018473e-10
 1.22387577e-10]",[0.14026486 0.13922359 0.14159011 0.13752847 0.14171842],[1.47281936 1.51875355 1.49647778 1.54279246 1.55328041],[0.58011738 0.58069654 0.58056143 0.57903141 0.58056749],[0.55125064 0.5486333  0.55298517 0.54436521 0.55299333],[0.48116697 0.47837054 0.48387985 0.4743889  0.48381296],[3.67925556 3.66781122 3.69115952 3.65007989 3.69087283]
34,"[9.88929187e-11 1.16575556e-10 1.10653307e-10 1.25671246e-10
 1.41282215e-10]",[0.14249336 0.14197716 0.1431553  0.1409788  0.14328146],[1.45785351 1.49421725 1.48418181 1.50987672 1.53416223],[0.57736589 0.57769828 0.57801303 0.57707991 0.5780032 ],[0.55621876 0.55464255 0.55720165 0.5518304  0.55719086],[0.49200112 0.49039698 0.49324502 0.48774959 0.49321724],[3.71352952 3.70421768 3.72294472 3.68948702 3.72272786]
35,"[8.87907569e-11 1.04936241e-10 9.90176269e-11 1.13472039e-10
 1.26437491e-10]",[0.12427053 0.12360782 0.12517151 0.12250876 0.12528725],[1.53512043 1.58543    1.5689087  1.60759696 1.6379255 ],[0.57314432 0.57316618 0.57326518 0.57271863 0.57327266],[0.5067888  0.50528071 0.50876948 0.50245727 0.50862803],[0.41953035 0.41744996 0.42198811 0.41443139 0.42191428],[3.62401567 3.61482962 3.63349999 3.60059885 3.63327505]
36,"[6.22604570e-11 7.32303245e-11 6.98740465e-11 7.87438199e-11
 8.92084031e-11]",[0.11202102 0.11145402 0.11290733 0.11051371 0.11306122],[1.38880612 1.4465088  1.4343168  1.46906021 1.52130293],[0.56679925 0.5661059  0.56729276 0.56424795 0.56729722],[0.4770117  0.47414185 0.48044404 0.47073311 0.48038678],[0.40749863 0.40354366 0.41162973 0.39896563 0.41150207],[3.39295917 3.38302755 3.40404461 3.36878221 3.40377363]
37,"[9.14101705e-11 1.08813954e-10 1.01077557e-10 1.18826336e-10
 1.29096169e-10]",[0.13580826 0.1344782  0.13747995 0.13242791 0.13758719],[1.49753739 1.54856488 1.51730165 1.57905453 1.57535844],[0.56759241 0.56452764 0.56760074 0.56288806 0.56735589],[0.50215648 0.49935822 0.50573268 0.49559049 0.50571184],[0.39987225 0.39732004 0.40339409 0.39380013 0.40330279],[3.67956583 3.66625028 3.69367438 3.64605648 3.6933393 ]
38,"[1.31423986e-10 1.54429906e-10 1.47306297e-10 1.65324294e-10
 1.88078277e-10]",[0.18139345 0.18051049 0.18247103 0.17899485 0.18258067],[1.37097041 1.39487213 1.37914422 1.41057332 1.40413476],[0.58851706 0.58850085 0.58875066 0.58846605 0.58875018],[0.60972364 0.60888638 0.61112296 0.60756501 0.61108296],[0.54578776 0.54450399 0.54711478 0.54239385 0.54712471],[3.95442148 3.95175525 3.95685036 3.94706076 3.9567945 ]
39,"[1.57885782e-10 1.85947749e-10 1.76535436e-10 1.99755011e-10
 2.25411899e-10]",[0.17607551 0.17537102 0.17690391 0.17412023 0.17699454],[1.37004603 1.39000482 1.37941701 1.40185075 1.40201099],[0.57675565 0.57617953 0.57752294 0.57657267 0.57751686],[0.60401688 0.60301042 0.6045841  0.60115262 0.60455601],[0.54093622 0.53966387 0.54155166 0.53738508 0.54159555],[3.85201288 3.84717494 3.85702798 3.83956483 3.85690718]
40,"[1.02022368e-10 1.20395068e-10 1.13964079e-10 1.29917364e-10
 1.45517631e-10]",[0.13217318 0.13163449 0.13290161 0.13069501 0.13301137],[1.5409315  1.58329947 1.56989234 1.60122172 1.6277311 ],[0.56599116 0.56580962 0.56772958 0.56630621 0.56725841],[0.48407733 0.48344829 0.48385378 0.48317237 0.48391957],[0.36946701 0.3696356  0.36991605 0.37035517 0.36988803],[3.67442901 3.66714644 3.68140871 3.65506916 3.68125096]
41,"[6.65975826e-11 7.97094408e-11 7.33541915e-11 8.79575419e-11
 9.36937891e-11]",[0.11140918 0.11045112 0.11278712 0.10905522 0.11291739],[1.41534223 1.47541472 1.45645231 1.49999626 1.54283934],[0.56344759 0.56134624 0.56489149 0.55931918 0.56488784],[0.47405987 0.47124967 0.47816571 0.46602052 0.47807412],[0.40929181 0.40661297 0.41283056 0.40284407 0.41279463],[3.40639677 3.39352283 3.42088523 3.37504544 3.42051138]
42,"[6.37545854e-11 7.63679950e-11 7.03173797e-11 8.45922789e-11
 8.98089410e-11]",[0.10898878 0.10892697 0.10931789 0.10874085 0.10947833],[1.32107439 1.37179184 1.3704141  1.38544766 1.45595824],[0.55353333 0.55253847 0.55780444 0.55087405 0.55756549],[0.46692141 0.46580985 0.4678523  0.46466599 0.46785732],[0.40628416 0.40607792 0.40652747 0.40508977 0.40654743],[3.33410836 3.32552899 3.34178544 3.31006024 3.34162444]
43,"[1.34527412e-10 1.58280637e-10 1.50732657e-10 1.70003174e-10
 1.92451877e-10]",[0.13957739 0.13884457 0.14043971 0.1375798  0.14052153],[1.45985561 1.49538114 1.47600934 1.51643245 1.51683788],[0.56194079 0.56196966 0.56217459 0.56056788 0.56216467],[0.529284   0.52744947 0.5319663  0.52428339 0.53211891],[0.43311764 0.43039913 0.43611986 0.42669831 0.43610008],[3.6478989  3.64498123 3.65053239 3.6398691  3.65047412]
44,"[1.11733008e-10 1.31279674e-10 1.25400948e-10 1.40742870e-10
 1.60102379e-10]",[0.1409396  0.14058791 0.14140586 0.13985651 0.14151882],[1.50567295 1.54154952 1.530068   1.55765554 1.57802547],[0.57390296 0.57349183 0.57424581 0.57306665 0.57425922],[0.54431563 0.54251316 0.54542805 0.54148013 0.54543285],[0.47070039 0.46906754 0.47208082 0.46760082 0.47200952],[3.72598402 3.72209068 3.72933912 3.71516538 3.72926905]
45,"[1.08335150e-10 1.27741724e-10 1.21085124e-10 1.37623471e-10
 1.54608406e-10]",[0.15761767 0.15690198 0.15850361 0.15561038 0.15862611],[1.45771968 1.49094887 1.47456984 1.50919578 1.5142698 ],[0.58459944 0.58479667 0.58422294 0.58486335 0.58421834],[0.58353571 0.58246    0.58471795 0.57993359 0.584629  ],[0.51583093 0.51468097 0.51726445 0.51236048 0.51723112],[3.82780079 3.8230646  3.83234802 3.81509621 3.83224562]
46,"[1.64017672e-10 1.91474916e-10 1.85346091e-10 2.03283870e-10
 2.36597457e-10]",[0.15359823 0.15344385 0.15375904 0.15296076 0.15384796],[1.51036967 1.53302338 1.5280264  1.54311312 1.55867089],[0.57797227 0.57752835 0.57865627 0.57753779 0.57865253],[0.57544673 0.57517044 0.57642735 0.57456638 0.57649451],[0.50700681 0.50611774 0.5080875  0.50492437 0.50805958],[3.79815007 3.79699644 3.79876675 3.79438551 3.79876155]
47,"[9.39541489e-11 1.10580025e-10 1.05280940e-10 1.18893929e-10
 1.34419292e-10]",[0.1241897  0.12362292 0.12495341 0.12264015 0.12506385],[1.55310364 1.60227242 1.58640953 1.62408144 1.65365714],[0.56987075 0.56927443 0.57008515 0.56809821 0.57005368],[0.49613489 0.49364848 0.49809265 0.49110221 0.49792771],[0.39989005 0.39762264 0.40291196 0.39543246 0.40283872],[3.60312964 3.59519816 3.61127426 3.58284199 3.611075  ]
48,"[7.40277137e-11 8.76967986e-11 8.23774814e-11 9.52179709e-11
 1.05194405e-10]",[0.11691962 0.11646908 0.11763634 0.11569808 0.11777384],[1.44783478 1.50232821 1.48727828 1.52403039 1.56625068],[0.56501061 0.56544056 0.56616596 0.56397493 0.56616571],[0.48336289 0.48160982 0.48562519 0.47966183 0.48563943],[0.40396286 0.40184019 0.40647967 0.39917739 0.40642592],[3.48943451 3.48116983 3.49812797 3.46856832 3.49792189]
49,"[6.19743977e-11 7.34539870e-11 6.91061991e-11 8.00663996e-11
 8.82390989e-11]",[0.12044688 0.11934283 0.12183045 0.11747338 0.12198924],[1.32480744 1.38019779 1.36194434 1.40767339 1.43839577],[0.55922217 0.55805199 0.56107901 0.55684092 0.56106866],[0.49683929 0.49362396 0.50036472 0.48791616 0.50015437],[0.42702731 0.42339352 0.43002596 0.41799525 0.42995585],[3.46671357 3.45627022 3.47691705 3.43938217 3.47668493]
50,"[1.29448134e-10 1.51966863e-10 1.45270207e-10 1.62506548e-10
 1.85472458e-10]",[0.15710464 0.15653951 0.15782974 0.15552927 0.15793152],[1.4864463  1.51542656 1.50235445 1.53047224 1.53763156],[0.57834023 0.57770018 0.57812712 0.57737806 0.5781034 ],[0.55727312 0.55592639 0.55815075 0.55417229 0.5581681 ],[0.44583906 0.44496449 0.44674286 0.44379793 0.44673463],[3.84699229 3.84202699 3.85196908 3.83400805 3.85185272]
51,"[1.30274870e-10 1.52732566e-10 1.46413724e-10 1.63003064e-10
 1.86925718e-10]",[0.16770945 0.1672367  0.16831282 0.16631978 0.16842475],[1.41713191 1.44149268 1.43129799 1.45409816 1.4612129 ],[0.58280497 0.58301221 0.58311888 0.5832142  0.58309113],[0.59304404 0.59291293 0.59414589 0.59097354 0.59419792],[0.52207246 0.52141664 0.52300939 0.51989028 0.52302911],[3.89292391 3.88938208 3.89630552 3.88343167 3.89622798]
52,"[2.29490957e-10 2.69945724e-10 2.57035463e-10 2.89588345e-10
 3.28184336e-10]",[0.15315597 0.15248609 0.15387222 0.15130295 0.15392209],[1.56979228 1.59258506 1.57862208 1.6079867  1.60267406],[0.57808163 0.57775048 0.57916745 0.57708174 0.57895099],[0.55113037 0.54991865 0.55236558 0.54884541 0.55230659],[0.45981383 0.45945105 0.46030384 0.45876411 0.46031943],[3.83861775 3.83669994 3.84038446 3.83337945 3.8403471 ]
53,"[1.25601280e-10 1.46986927e-10 1.41464448e-10 1.56488072e-10
 1.80598137e-10]",[0.1336266  0.13331384 0.13405825 0.13269297 0.13415261],[1.55428034 1.59092183 1.57950413 1.60702222 1.62867995],[0.56899009 0.56958449 0.57039895 0.56905476 0.5703946 ],[0.48418143 0.4827784  0.48516766 0.48138494 0.4851442 ],[0.38247654 0.38179979 0.383163   0.38106317 0.38310924],[3.70836597 3.70322455 3.71341963 3.69482801 3.71330854]
54,"[1.20143783e-10 1.41017415e-10 1.34998588e-10 1.50966911e-10
 1.72350929e-10]",[0.16868579 0.16824845 0.16920315 0.16729314 0.16932975],[1.39842291 1.42336465 1.41391695 1.43620182 1.44518335],[0.58129246 0.58108283 0.58195629 0.58084768 0.58195368],[0.59756206 0.59701202 0.59892954 0.59624137 0.59893301],[0.53135778 0.53096485 0.53227725 0.5296585  0.53228589],[3.87268133 3.86968097 3.87511794 3.86394495 3.87507109]
55,"[2.01822927e-10 2.35766494e-10 2.27774224e-10 2.50374355e-10
 2.90767902e-10]",[0.18417366 0.18390465 0.18445783 0.18325696 0.18454119],[1.37498556 1.38822178 1.38422128 1.39492333 1.40095435],[0.58250186 0.58294882 0.58241496 0.58295861 0.5824178 ],[0.61337981 0.61273993 0.61370343 0.61224289 0.61368226],[0.55320383 0.55288058 0.55392649 0.55197189 0.55393081],[3.88322425 3.88307263 3.8835239  3.88279456 3.88351765]
56,"[2.20722942e-10 2.58407061e-10 2.48315741e-10 2.75020348e-10
 3.17018210e-10]",[0.19817777 0.19766022 0.19876864 0.19669316 0.19884328],[1.30579769 1.31824163 1.31026538 1.32674219 1.32303572],[0.58246969 0.5827193  0.58226211 0.5831466  0.58226211],[0.62355931 0.62318493 0.62359992 0.62182478 0.62351342],[0.56184016 0.56114564 0.56211098 0.5602922  0.56209549],[3.85695667 3.85800882 3.85610837 3.85985612 3.85612104]
57,"[2.33157325e-10 2.72729427e-10 2.62440325e-10 2.89729472e-10
 3.35048226e-10]",[0.20263416 0.20221382 0.20313919 0.20142571 0.20321237],[1.29451357 1.30530162 1.29896829 1.3121641  1.31049906],[0.58600696 0.58550724 0.58600928 0.58529165 0.58601447],[0.62577923 0.62506085 0.62607934 0.62482311 0.62605568],[0.56396527 0.56319341 0.56458846 0.56274969 0.56451857],[3.85992751 3.86187734 3.85793922 3.86489091 3.85798537]
