mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[2.58039139e-07 2.82778648e-07 2.69331098e-07 2.96486308e-07
 3.04447582e-07]","[2.88425348e-05 3.16345200e-05 3.01313295e-05 3.32811360e-05
 3.40582015e-05]","[8.31891816e-10 1.00074285e-09 9.07897019e-10 1.10763402e-09
 1.15996109e-09]",[0.09264019 0.09659142 0.08651096 0.10008264 0.08668384],[-0.57204685 -0.51384757 -0.62930474 -0.4212137  -0.62800607],"[2.88436891e-05 3.16357838e-05 3.01325332e-05 3.32824566e-05
 3.40595622e-05]",[0.01035156 0.01074219 0.00957031 0.0110026  0.00970052],"[8.27369021e-11 1.01772602e-10 8.81553574e-11 1.16394765e-10
 1.12695378e-10]",[0.71549729 0.71368749 0.71716173 0.7107491  0.71712609],"[3.48964441e-11 4.30639078e-11 3.70885550e-11 4.95342397e-11
 4.74151348e-11]",[0.30177963 0.30198866 0.30172293 0.30247423 0.3017216 ],"[8.68790874e-12 1.08299623e-11 9.16610069e-12 1.26860100e-11
 1.17195921e-11]",[0.07513183 0.07594587 0.07456809 0.07746543 0.07457649],"[3.60379115e-12 4.47077255e-12 3.83037975e-12 5.21363985e-12
 4.89644171e-12]",[0.03116509 0.0313516  0.03116092 0.0318364  0.03115803],"[7.04344883e-14 8.75147077e-14 7.50678149e-14 1.02754584e-13
 9.59420605e-14]",[0.00060911 0.0006137  0.00061069 0.00062746 0.00061052],234
"[-3.75856897e-07 -4.04245141e-07 -4.01066967e-07 -4.13039501e-07
 -4.53099257e-07]","[3.17988278e-05 3.54126252e-05 3.26377584e-05 3.80462452e-05
 3.69077089e-05]","[1.01116545e-09 1.25405402e-09 1.06522328e-09 1.44751678e-09
 1.36217898e-09]",[0.08989718 0.10827579 0.07042079 0.13553213 0.07088508],[-0.24649048 -0.08846452 -0.41234231  0.14765872 -0.40842437],"[3.18010490e-05 3.54149324e-05 3.26402226e-05 3.80484872e-05
 3.69104901e-05]",[0.0078776  0.00826823 0.00722656 0.00852865 0.00761719],"[9.97432588e-11 1.26431225e-10 1.02684510e-10 1.50679857e-10
 1.31381266e-10]",[0.74026661 0.73950829 0.74036231 0.73772395 0.74037275],"[3.76611180e-11 4.77425925e-11 3.89651676e-11 5.71924143e-11
 4.98443850e-11]",[0.2795103  0.27925097 0.28094151 0.2800123  0.28088803],"[9.63523542e-12 1.24450598e-11 9.76833768e-12 1.53009158e-11
 1.25016361e-11]",[0.07151003 0.07279234 0.07043038 0.07491281 0.07045046],"[3.43259551e-12 4.35835914e-12 3.56697066e-12 5.26380475e-12
 4.56193524e-12]",[0.02547577 0.02549246 0.0257181  0.02577143 0.02570787],"[4.37586316e-14 5.59348346e-14 4.53020163e-14 6.84106566e-14
 5.79292710e-14]",[0.00032476 0.00032717 0.00032663 0.00033494 0.00032645],235
"[5.09096064e-07 5.74388272e-07 5.12473226e-07 6.25538457e-07
 5.79840160e-07]","[3.10709286e-05 3.45616080e-05 3.19757356e-05 3.71246231e-05
 3.61559093e-05]","[9.65402603e-10 1.19450475e-09 1.02244767e-09 1.37823764e-09
 1.30724977e-09]",[0.10580852 0.10059999 0.11396779 0.09627041 0.1137356 ],[-0.65305662 -0.59316807 -0.69745957 -0.47964608 -0.69668461],"[3.10750991e-05 3.45663806e-05 3.19798420e-05 3.71298928e-05
 3.61605585e-05]",[0.00839844 0.00813802 0.00826823 0.00839844 0.00826823],"[1.10757136e-10 1.39502148e-10 1.15255201e-10 1.65397721e-10
 1.47417230e-10]",[0.72724646 0.72688076 0.72733098 0.72604483 0.72733416],"[4.79847530e-11 6.04843452e-11 4.99082882e-11 7.18124774e-11
 6.38356165e-11]",[0.31507443 0.31515577 0.3149519  0.31523456 0.31495521],"[1.03290423e-11 1.30123707e-11 1.07975491e-11 1.55068670e-11
 1.38080574e-11]",[0.0678219  0.06780141 0.06813916 0.06807035 0.06812685],"[3.34605714e-12 4.22555778e-12 3.48732334e-12 5.05112775e-12
 4.45992809e-12]",[0.02197067 0.02201741 0.02200715 0.02217289 0.02200461],"[3.53785800e-14 4.68428559e-14 3.53737629e-14 6.02275724e-14
 4.52735459e-14]",[0.0002323  0.00024408 0.00022323 0.00026438 0.00022337],236
"[-4.64206878e-07 -5.38863336e-07 -4.49959113e-07 -6.07601691e-07
 -5.09636412e-07]","[3.25201174e-05 3.60143203e-05 3.36327474e-05 3.84453076e-05
 3.80249522e-05]","[1.05755804e-09 1.29703127e-09 1.13116170e-09 1.47804167e-09
 1.44589699e-09]",[0.1746636  0.20186899 0.1420773  0.23789329 0.142907  ],[-0.10316141  0.05803609 -0.26847269  0.30345774 -0.26462725],"[3.25234304e-05 3.60183515e-05 3.36357572e-05 3.84501086e-05
 3.80283673e-05]",[0.00748698 0.00709635 0.00761719 0.00748698 0.00761719],"[1.17919139e-10 1.48642127e-10 1.22578618e-10 1.76403596e-10
 1.56788944e-10]",[0.7591533  0.75559066 0.76288453 0.75044113 0.76279849],"[4.51593190e-11 5.71101157e-11 4.68691427e-11 6.82183483e-11
 5.99501146e-11]",[0.29073182 0.29030713 0.29169642 0.29020868 0.29166506],"[9.68692741e-12 1.24500118e-11 9.86644171e-12 1.51920195e-11
 1.26260119e-11]",[0.06236361 0.06328699 0.06140513 0.06462859 0.06142718],"[3.41689490e-12 4.27649364e-12 3.59862245e-12 5.05181276e-12
 4.60107156e-12]",[0.02199768 0.02173865 0.02239651 0.02149099 0.02238481],"[2.97710442e-14 4.02509904e-14 2.93275347e-14 5.35317828e-14
 3.75361247e-14]",[0.00019166 0.00020461 0.00018252 0.00022773 0.00018262],237
"[1.90347825e-07 2.08328050e-07 1.98990168e-07 2.18046132e-07
 2.24922556e-07]","[3.51568405e-05 3.89684469e-05 3.63198486e-05 4.16449523e-05
 4.10641424e-05]","[1.23600344e-09 1.51853986e-09 1.31913140e-09 1.73430205e-09
 1.68626379e-09]",[0.17300134 0.18660028 0.15933527 0.20727803 0.15964573],[-0.37901902 -0.32676918 -0.41360862 -0.22345041 -0.4130949 ],"[3.51573558e-05 3.89690038e-05 3.63203937e-05 4.16455232e-05
 4.10647584e-05]",[0.00761719 0.00761719 0.00748698 0.00800781 0.00748698],"[1.46278459e-10 1.85611119e-10 1.50519901e-10 2.21680387e-10
 1.92584543e-10]",[0.77445469 0.77310325 0.77554556 0.77082762 0.77552619],"[5.35599880e-11 6.78906304e-11 5.53394535e-11 8.11998766e-11
 7.07942087e-11]",[0.28356727 0.28277652 0.28513351 0.28234842 0.28508395],"[1.06773704e-11 1.36058989e-11 1.09709373e-11 1.63970249e-11
 1.40366481e-11]",[0.05653013 0.05667098 0.05652715 0.05701578 0.05652472],"[3.17651102e-12 4.00482323e-12 3.32746205e-12 4.79166778e-12
 4.25474644e-12]",[0.01681768 0.0166808  0.01714457 0.0166616  0.0171336 ],"[3.25017098e-14 4.25913645e-14 3.31305752e-14 5.44627209e-14
 4.23775998e-14]",[0.00017208 0.0001774  0.0001707  0.00018938 0.00017065],238
"[4.46941565e-08 6.02153602e-08 3.37669600e-08 7.90172718e-08
 3.85495165e-08]","[3.46606560e-05 3.84765857e-05 3.57267205e-05 4.11817851e-05
 4.03961614e-05]","[1.20136107e-09 1.48044765e-09 1.27639856e-09 1.69593942e-09
 1.63184985e-09]",[-0.00601761 -0.00606414 -0.00871587 -0.00949398 -0.00860884],[-0.58110731 -0.53016099 -0.62098971 -0.43690683 -0.6202479 ],"[3.46606848e-05 3.84766328e-05 3.57267365e-05 4.11818609e-05
 4.03961798e-05]",[0.00833333 0.00846354 0.00820313 0.00859375 0.00833333],"[1.52107889e-10 1.92568845e-10 1.56649204e-10 2.28872945e-10
 2.00429234e-10]",[0.7720337  0.77063502 0.77355558 0.76864706 0.77352024],"[5.60784062e-11 7.13696628e-11 5.74298725e-11 8.54700864e-11
 7.34897873e-11]",[0.28462968 0.28561194 0.28359671 0.2870428  0.28362049],"[8.80979319e-12 1.13311701e-11 8.93558019e-12 1.37977490e-11
 1.14364085e-11]",[0.04471469 0.04534584 0.04412514 0.04633837 0.04413674],"[2.99033308e-12 3.71725087e-12 3.17198421e-12 4.34820914e-12
 4.05490435e-12]",[0.01517763 0.01487595 0.0156637  0.01460303 0.01564917],"[2.78763197e-14 3.66552244e-14 2.84135079e-14 4.71946633e-14
 3.63356908e-14]",[0.00014149 0.00014669 0.00014031 0.0001585  0.00014023],239
"[-4.87447251e-07 -5.22216917e-07 -5.22491139e-07 -5.30622625e-07
 -5.90213555e-07]","[3.16773145e-05 3.53216493e-05 3.25225250e-05 3.80840201e-05
 3.67761527e-05]","[1.00345226e-09 1.24761891e-09 1.05771463e-09 1.45039259e-09
 1.35248541e-09]",[0.26208811 0.27689582 0.24398854 0.29579671 0.24445426],[-0.32314116 -0.31192092 -0.30972561 -0.26639484 -0.31043633],"[3.16810647e-05 3.53255094e-05 3.25267218e-05 3.80877165e-05
 3.67808885e-05]",[0.00813802 0.00891927 0.0078776  0.00839844 0.00800781],"[1.45150303e-10 1.85742120e-10 1.47824821e-10 2.24253612e-10
 1.89186972e-10]",[0.75597883 0.75607761 0.75568773 0.75604383 0.75569787],"[5.49870031e-11 7.08867642e-11 5.55194217e-11 8.64315983e-11
 7.10693510e-11]",[0.28638597 0.28855004 0.28381801 0.29139364 0.28388296],"[9.97901025e-12 1.26222410e-11 1.03686667e-11 1.51012510e-11
 1.32617902e-11]",[0.05197316 0.0513798  0.05300513 0.05091203 0.05297356],"[2.65899157e-12 3.41506497e-12 2.72293113e-12 4.18143659e-12
 3.48375116e-12]",[0.01384869 0.01390129 0.01391976 0.01409721 0.01391567],"[2.62546438e-14 3.54122200e-14 2.60605580e-14 4.71163450e-14
 3.33525696e-14]",[0.00013674 0.00014415 0.00013322 0.00015885 0.00013323],240
"[7.78292835e-07 8.25198539e-07 8.44115633e-07 8.26031995e-07
 9.53242161e-07]","[3.03625571e-05 3.35690851e-05 3.14982353e-05 3.57998336e-05
 3.56083108e-05]","[9.21884877e-10 1.12688347e-09 9.92138828e-10 1.28162808e-09
 1.26795180e-09]",[0.08842327 0.06466718 0.10735447 0.0233007  0.10700971],[-0.43817752 -0.30167289 -0.5470702  -0.05901062 -0.54503359],"[3.03725306e-05 3.35792261e-05 3.15095439e-05 3.58093621e-05
 3.56210678e-05]",[0.00852865 0.00852865 0.00813802 0.00891927 0.00813802],"[1.15943301e-10 1.46403226e-10 1.20192653e-10 1.74013613e-10
 1.53749545e-10]",[0.74903218 0.74922345 0.74865829 0.74932794 0.74866996],"[4.95552168e-11 6.26677556e-11 5.13002620e-11 7.46619878e-11
 6.56248534e-11]",[0.32014314 0.32070435 0.31954005 0.32150539 0.31955449],"[9.75319062e-12 1.22575758e-11 1.02063621e-11 1.45358264e-11
 1.30521027e-11]",[0.06300885 0.06272856 0.06357358 0.06259338 0.06355607],"[2.64916199e-12 3.28178775e-12 2.82481881e-12 3.82622104e-12
 3.61059395e-12]",[0.01711447 0.01679466 0.01759529 0.01647626 0.01758147],"[2.67369128e-14 3.65168595e-14 2.57987399e-14 4.88121233e-14
 3.30473082e-14]",[0.00017273 0.00018688 0.0001607  0.00021019 0.00016092],241
"[-5.93956796e-07 -6.33052898e-07 -6.40401153e-07 -6.38519986e-07
 -7.23300059e-07]","[3.42373243e-05 3.77671928e-05 3.55819375e-05 4.01147966e-05
 4.02235893e-05]","[1.17219438e-09 1.42636085e-09 1.26607427e-09 1.60919691e-09
 1.61793714e-09]",[0.10543297 0.10492597 0.10782554 0.10657563 0.10774024],[-0.699595   -0.66913847 -0.7169455  -0.605616   -0.7167606 ],"[3.42424760e-05 3.77724980e-05 3.55876999e-05 4.01198781e-05
 4.02300920e-05]",[0.00709635 0.00709635 0.00644531 0.00670573 0.00644531],"[1.45641004e-10 1.83991558e-10 1.50446760e-10 2.18185784e-10
 1.92476349e-10]",[0.80117327 0.80128695 0.8000532  0.80045674 0.80009613],"[4.76726412e-11 6.05256385e-11 4.91771660e-11 7.25658368e-11
 6.29134266e-11]",[0.26224789 0.26359038 0.26151676 0.2662218  0.26152195],"[9.13276560e-12 1.14563084e-11 9.56523273e-12 1.35321767e-11
 1.22322480e-11]",[0.05023948 0.04989245 0.05086647 0.04964541 0.05084767],"[2.99419863e-12 3.77802959e-12 3.12360631e-12 4.51057357e-12
 3.99480864e-12]",[0.01647113 0.0164534  0.01661087 0.01654791 0.01660584],"[2.91684746e-14 4.03218154e-14 2.82313332e-14 5.53682963e-14
 3.61544549e-14]",[0.00016046 0.0001756  0.00015013 0.00020313 0.00015029],242
"[3.93089302e-07 4.22442797e-07 4.19837184e-07 4.31149003e-07
 4.74301092e-07]","[3.12817901e-05 3.49803175e-05 3.20055657e-05 3.78560845e-05
 3.61948080e-05]","[9.78550389e-10 1.22362261e-09 1.02435624e-09 1.43308314e-09
 1.31006412e-09]",[ 0.03072917  0.06575393 -0.00701168  0.11606616 -0.00610693],[-0.00182949  0.0807506  -0.09107609  0.19951132 -0.08893195],"[3.12842598e-05 3.49828682e-05 3.20083192e-05 3.78585397e-05
 3.61979155e-05]",[0.00917969 0.00957031 0.0093099  0.01009115 0.00917969],"[1.57897117e-10 2.03540318e-10 1.59197857e-10 2.47803359e-10
 2.03798862e-10]",[0.77488821 0.77620746 0.77285707 0.77750478 0.77291557],"[6.25917665e-11 7.96613284e-11 6.41617565e-11 9.54971549e-11
 8.21012379e-11]",[0.30717231 0.303791   0.31148577 0.2996307  0.31137232],"[1.03371577e-11 1.28675668e-11 1.09157703e-11 1.50327488e-11
 1.39567100e-11]",[0.05073013 0.04907087 0.05299274 0.04716657 0.0529314 ],"[2.75640526e-12 3.44672312e-12 2.90595361e-12 4.06643604e-12
 3.71533571e-12]",[0.0135272  0.01314419 0.01410752 0.0127588  0.01409056],"[2.41957898e-14 3.16858992e-14 2.48079125e-14 4.05902822e-14
 3.17244646e-14]",[0.00011874 0.00012084 0.00012043 0.00012736 0.00012032],243
"[-6.68098622e-07 -7.23067569e-07 -7.07743732e-07 -7.45278899e-07
 -7.99715124e-07]","[3.38520158e-05 3.75936403e-05 3.49035048e-05 4.02911030e-05
 3.94646016e-05]","[1.14595897e-09 1.41328179e-09 1.21825465e-09 1.62337298e-09
 1.55745478e-09]",[0.17271821 0.19565327 0.14217865 0.22233033 0.14300201],[-0.25121777 -0.24463401 -0.24678662 -0.22212239 -0.24706991],"[3.38586079e-05 3.76005934e-05 3.49106796e-05 4.02979953e-05
 3.94727036e-05]",[0.00878906 0.00957031 0.00839844 0.0094401  0.00839844],"[1.76673250e-10 2.26132163e-10 1.79639579e-10 2.72746734e-10
 2.29918663e-10]",[0.78046237 0.78141282 0.77877756 0.78213164 0.77882929],"[6.35100549e-11 8.01170741e-11 6.59007888e-11 9.50837936e-11
 8.42983101e-11]",[0.28055865 0.2768492  0.28569459 0.27266337 0.28555313],"[1.03224050e-11 1.29458596e-11 1.08009289e-11 1.52700848e-11
 1.38129923e-11]",[0.04559971 0.04473517 0.04682443 0.04378867 0.0467903 ],"[3.01571372e-12 3.75886484e-12 3.18796606e-12 4.41083233e-12
 4.07576838e-12]",[0.01332206 0.01298898 0.01382054 0.01264855 0.01380631],"[3.05643673e-14 4.06468118e-14 3.06234572e-14 5.28972617e-14
 3.91948531e-14]",[0.00013502 0.00014046 0.00013276 0.00015169 0.00013277],244
"[6.88619517e-07 7.36040353e-07 7.40071126e-07 7.45426863e-07
 8.35937488e-07]","[3.07810116e-05 3.42286431e-05 3.17140289e-05 3.67835002e-05
 3.58585542e-05]","[9.47470676e-10 1.17160001e-09 1.00577963e-09 1.35302589e-09
 1.28583591e-09]",[-0.00048654  0.03586885 -0.04530073  0.08166736 -0.04414379],[-0.31624475 -0.3257806  -0.29069957 -0.31955433 -0.2915315 ],"[3.07887134e-05 3.42365560e-05 3.17226628e-05 3.67910526e-05
 3.58682966e-05]",[0.00742187 0.0078125  0.00820313 0.0078125  0.00820313],"[1.48698907e-10 1.88026217e-10 1.53918398e-10 2.23934924e-10
 1.96898613e-10]",[0.73018797 0.73138563 0.72917141 0.7333623  0.72919029],"[5.97952388e-11 7.45284961e-11 6.29901500e-11 8.71378961e-11
 8.05433149e-11]",[0.29362532 0.28990144 0.29840888 0.28536705 0.29828246],"[1.15475207e-11 1.43573273e-11 1.21917928e-11 1.67202738e-11
 1.55885154e-11]",[0.05670425 0.05584723 0.05775727 0.05475706 0.05773019],"[3.81889432e-12 4.76352076e-12 4.02006590e-12 5.57663872e-12
 5.14039274e-12]",[0.01875273 0.01852917 0.01904462 0.01826288 0.01903683],"[3.70162483e-14 4.70323641e-14 3.94741563e-14 5.83900353e-14
 5.04412423e-14]",[0.00018177 0.00018295 0.000187   0.00019122 0.0001868 ],245
"[-4.48213067e-07 -4.60365527e-07 -5.03151649e-07 -4.39121309e-07
 -5.67720195e-07]","[3.35070501e-05 3.72384112e-05 3.45393285e-05 3.99781191e-05
 3.90527069e-05]","[1.12272241e-09 1.38669927e-09 1.19296522e-09 1.59825001e-09
 1.52511392e-09]",[0.13529011 0.15620832 0.10983984 0.18305605 0.11049552],[-0.23568617 -0.17395993 -0.29376843 -0.0768785  -0.29252294],"[3.35100478e-05 3.72412567e-05 3.45429932e-05 3.99805307e-05
 3.90568333e-05]",[0.00813802 0.00813802 0.00748698 0.00839844 0.00748698],"[1.36236998e-10 1.73047650e-10 1.40471973e-10 2.07615508e-10
 1.79710636e-10]",[0.76475061 0.76485506 0.76474226 0.76510531 0.76474062],"[4.92772340e-11 6.16682146e-11 5.18058603e-11 7.26948606e-11
 6.62429179e-11]",[0.27661205 0.27256797 0.28203584 0.26789532 0.28189011],"[8.76710490e-12 1.09959931e-11 9.18637084e-12 1.29907438e-11
 1.17474431e-11]",[0.04921313 0.0486013  0.05001144 0.04787353 0.04999007],"[2.68725260e-12 3.40197263e-12 2.78900410e-12 4.07403197e-12
 3.56729466e-12]",[0.01508458 0.01503641 0.01518359 0.01501364 0.01518027],"[2.33514055e-14 3.13663312e-14 2.30282879e-14 4.12129846e-14
 2.94832350e-14]",[0.00013108 0.00013864 0.00012537 0.00015188 0.00012546],246
"[5.51673115e-07 5.71114610e-07 6.14153045e-07 5.51524653e-07
 6.93107719e-07]","[3.23448087e-05 3.58006297e-05 3.35267432e-05 3.82574381e-05
 3.79020808e-05]","[1.04618665e-09 1.28168509e-09 1.12404251e-09 1.46363157e-09
 1.43656773e-09]",[0.1956924  0.17825986 0.21621717 0.15591567 0.21570545],[-0.41107462 -0.39097818 -0.42089433 -0.34870845 -0.42084255],"[3.23495131e-05 3.58051848e-05 3.35323679e-05 3.82614133e-05
 3.79084176e-05]",[0.00904948 0.00891927 0.00865885 0.00878906 0.00852865],"[1.57795895e-10 1.95874473e-10 1.67063578e-10 2.27821549e-10
 2.13590881e-10]",[0.79410021 0.7956913  0.79167611 0.79721168 0.79174554],"[5.37906843e-11 6.63595228e-11 5.74470301e-11 7.66679734e-11
 7.34285423e-11]",[0.27069902 0.26956905 0.27222835 0.26828281 0.27218728],"[9.21685009e-12 1.14597006e-11 9.76028555e-12 1.33879815e-11
 1.24781654e-11]",[0.04638335 0.04655218 0.04625176 0.04684831 0.04625446],"[2.79338549e-12 3.46806772e-12 2.96400101e-12 4.04475696e-12
 3.78906331e-12]",[0.01405758 0.01408816 0.01404572 0.01415374 0.01404542],"[2.44549403e-14 3.27146747e-14 2.44856120e-14 4.30650562e-14
 3.13283075e-14]",[0.00012307 0.0001329  0.00011603 0.0001507  0.00011613],247
"[-4.90416352e-07 -5.44337257e-07 -5.03966630e-07 -5.80480177e-07
 -5.69908128e-07]","[3.33217234e-05 3.70018396e-05 3.43600441e-05 3.96529978e-05
 3.88500313e-05]","[1.11033725e-09 1.36913613e-09 1.18061263e-09 1.57236023e-09
 1.50932493e-09]",[0.18081857 0.19076696 0.17318917 0.20865006 0.17332414],[-0.48182896 -0.4150936  -0.54674701 -0.31090382 -0.54530323],"[3.33253321e-05 3.70058432e-05 3.43637398e-05 3.96572464e-05
 3.88542111e-05]",[0.0078776  0.0078776  0.00813802 0.00826823 0.00813802],"[1.54319527e-10 1.94777798e-10 1.59934707e-10 2.31205348e-10
 2.04591165e-10]",[0.78542996 0.78526906 0.78546704 0.78490315 0.7854684 ],"[5.60229391e-11 7.02972510e-11 5.85202486e-11 8.28793350e-11
 7.48440534e-11]",[0.28513627 0.28341144 0.28740308 0.28136136 0.28734202],"[9.93241112e-12 1.25226837e-11 1.03239279e-11 1.48672664e-11
 1.32052650e-11]",[0.05055234 0.05048664 0.0507026  0.05047186 0.05069778],"[2.98299983e-12 3.73522172e-12 3.13977120e-12 4.41490426e-12
 4.01457036e-12]",[0.01518238 0.01505898 0.01541996 0.01498786 0.01541278],"[2.51988180e-14 3.49332010e-14 2.41280553e-14 4.78497123e-14
 3.09079291e-14]",[0.00012825 0.00014084 0.0001185  0.00016244 0.00011866],248
"[-2.89085941e-07 -3.04137253e-07 -3.16251910e-07 -3.00981401e-07
 -3.57059039e-07]","[3.18371358e-05 3.52586912e-05 3.29664030e-05 3.76914718e-05
 3.72697779e-05]","[1.01360322e-09 1.24317531e-09 1.08678373e-09 1.42064705e-09
 1.38903635e-09]",[-0.34139751 -0.35809044 -0.31178994 -0.36862483 -0.31267405],[-0.16901196 -0.15225504 -0.17857381 -0.11777545 -0.17846466],"[3.18384483e-05 3.52600029e-05 3.29679199e-05 3.76926735e-05
 3.72714883e-05]",[0.00820313 0.00846354 0.00807292 0.00820313 0.00820313],"[1.45946924e-10 1.82876903e-10 1.52862602e-10 2.15436325e-10
 1.95486509e-10]",[0.75015284 0.7478367  0.75318646 0.74508485 0.75310544],"[5.66371729e-11 7.04221981e-11 5.98889035e-11 8.21534387e-11
 7.65695755e-11]",[0.2911095  0.28797679 0.29508533 0.28412703 0.29498181],"[8.70916353e-12 1.09305772e-11 9.13447562e-12 1.29476214e-11
 1.16805707e-11]",[0.04476424 0.0446983  0.0450075  0.04477925 0.04499902],"[2.47943031e-12 3.14489864e-12 2.57270463e-12 3.78324266e-12
 3.29052049e-12]",[0.01274403 0.0128604  0.01267626 0.01308432 0.01267662],"[2.24773437e-14 3.01613208e-14 2.23769737e-14 3.97871797e-14
 2.86325561e-14]",[0.00011553 0.00012334 0.00011026 0.0001376  0.00011031],249
"[5.08472068e-07 5.89221292e-07 4.94046130e-07 6.63013215e-07
 5.59530933e-07]","[3.13455158e-05 3.50128290e-05 3.21171480e-05 3.78410753e-05
 3.63195684e-05]","[9.82541359e-10 1.22589819e-09 1.03151119e-09 1.43194698e-09
 1.31911105e-09]",[0.14086614 0.15529957 0.12305249 0.17328429 0.12351156],[-0.22155478 -0.20080335 -0.23650787 -0.16241861 -0.2362658 ],"[3.13496396e-05 3.50177865e-05 3.21209476e-05 3.78468832e-05
 3.63238782e-05]",[0.00904948 0.00891927 0.00957031 0.00878906 0.00957031],"[1.61048720e-10 2.05231626e-10 1.64798727e-10 2.46390864e-10
 2.10885604e-10]",[0.77047652 0.77225292 0.7678057  0.77404337 0.76788274],"[6.47757939e-11 8.13549786e-11 6.75764264e-11 9.60131123e-11
 8.64293923e-11]",[0.30989522 0.30612543 0.31484203 0.30162771 0.31470919],"[1.03028353e-11 1.28663625e-11 1.08574115e-11 1.51231929e-11
 1.38820069e-11]",[0.04929001 0.04841401 0.05058524 0.04750991 0.05054756],"[3.14384416e-12 3.94800647e-12 3.28840765e-12 4.67023311e-12
 4.20544358e-12]",[0.01504053 0.0148557  0.01532086 0.01467166 0.01531298],"[2.19376477e-14 3.04651015e-14 2.14747156e-14 4.25804299e-14
 2.74822425e-14]",[0.00010495 0.00011464 0.00010005 0.00013377 0.00010007],250
"[-6.38665990e-07 -7.17495919e-07 -6.46445977e-07 -7.77147024e-07
 -7.31318085e-07]","[3.18326185e-05 3.51982081e-05 3.29835722e-05 3.74975956e-05
 3.72891993e-05]","[1.01331560e-09 1.23891385e-09 1.08791604e-09 1.40606967e-09
 1.39048438e-09]",[0.16206695 0.1706332  0.14920452 0.17922382 0.14957279],[-0.47134439 -0.42841541 -0.51413828 -0.36274574 -0.51316758],"[3.18390247e-05 3.52055202e-05 3.29899065e-05 3.75056480e-05
 3.72963699e-05]",[0.00826823 0.00865885 0.00865885 0.00800781 0.00865885],"[1.50853881e-10 1.88504915e-10 1.57913725e-10 2.20387973e-10
 2.01960493e-10]",[0.75859925 0.75942044 0.75755467 0.76043965 0.75758205],"[6.01946496e-11 7.44957242e-11 6.37687404e-11 8.60295551e-11
 8.15302871e-11]",[0.30270097 0.30011724 0.30591582 0.29684145 0.30583151],"[1.14677577e-11 1.41674407e-11 1.21864892e-11 1.63406340e-11
 1.55794597e-11]",[0.05766794 0.05707567 0.05846187 0.05638269 0.05844073],"[2.76885269e-12 3.43393415e-12 2.94510288e-12 4.00424003e-12
 3.76464539e-12]",[0.01392374 0.01383412 0.01412845 0.01381647 0.01412171],"[1.93908104e-14 2.63380570e-14 1.90373556e-14 3.52877458e-14
 2.43686938e-14]","[9.75106111e-05 1.06106829e-04 9.13273222e-05 1.21758918e-04
 9.14103779e-05]",251
"[1.03426824e-07 1.09760777e-07 1.12059883e-07 1.10017904e-07
 1.26547849e-07]","[3.40462653e-05 3.79283471e-05 3.49939990e-05 4.08464469e-05
 3.95697040e-05]","[1.15914818e-09 1.43855951e-09 1.22457997e-09 1.66843222e-09
 1.56576148e-09]",[0.19605641 0.22332031 0.16091297 0.25634605 0.1618461 ],[-0.15222562 -0.05495756 -0.26281932  0.07855945 -0.26007924],"[3.40464224e-05 3.79285059e-05 3.49941785e-05 4.08465951e-05
 3.95699064e-05]",[0.00859375 0.00846354 0.00859375 0.00794271 0.00872396],"[1.85528001e-10 2.35109003e-10 1.91323412e-10 2.80493848e-10
 2.44775487e-10]",[0.7848342  0.78528689 0.78389881 0.78549007 0.78392903],"[6.10650316e-11 7.66019146e-11 6.39150742e-11 9.04302990e-11
 8.17374042e-11]",[0.25832179 0.25585783 0.26187569 0.25323943 0.2617759 ],"[9.44198897e-12 1.17232328e-11 1.00352544e-11 1.36995405e-11
 1.28279345e-11]",[0.0399422  0.03915674 0.04111689 0.03836395 0.04108332],"[2.73278443e-12 3.43481093e-12 2.86414018e-12 4.08008739e-12
 3.66233455e-12]",[0.01156043 0.0114726  0.01173508 0.01142581 0.01172916],"[2.74084396e-14 3.66972649e-14 2.73184795e-14 4.82407828e-14
 3.49693156e-14]",[0.00011595 0.00012257 0.00011193 0.00013509 0.00011199],252
