mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[-2.24398904e-07 -3.54975870e-07 -4.58122242e-07 -4.34029235e-07
 -3.15897299e-07]","[8.22191790e-06 1.26754620e-05 1.59468777e-05 1.56407326e-05
 1.10345568e-05]","[6.75999340e-11 1.60667336e-10 2.54302908e-10 2.44632517e-10
 1.21761443e-10]",[-0.09215823 -0.11019841 -0.1343915  -0.10317173 -0.13061467],[1.28195278 1.35818443 1.45329589 1.32918531 1.43883393],"[8.22497957e-06 1.26804315e-05 1.59534568e-05 1.56467536e-05
 1.10390776e-05]",[0.01888021 0.01992187 0.01953125 0.01966146 0.01953125],"[1.42555905e-11 3.33807258e-11 5.19277358e-11 5.11081838e-11
 2.49269985e-11]",[0.60629602 0.6080182  0.60978244 0.6073979  0.60953857],"[1.11402047e-11 2.58495239e-11 3.97506867e-11 3.97148956e-11
 1.91154999e-11]",[0.4737974  0.47084    0.46678851 0.47199377 0.46743031],"[3.56411126e-12 8.32599491e-12 1.29100414e-11 1.27594326e-11
 6.20047661e-12]",[0.15158309 0.15165507 0.15160138 0.15164015 0.15161993],"[1.05088234e-12 2.44989985e-12 3.84198243e-12 3.75273176e-12
 1.84035200e-12]",[0.04469445 0.04462407 0.04511603 0.04459954 0.04500203],"[1.40219105e-14 3.21102226e-14 5.10027020e-14 4.93672708e-14
 2.43240342e-14]",[0.00059636 0.00058488 0.00059892 0.00058671 0.00059479],312
"[2.53671569e-08 4.28298281e-08 5.92069738e-08 5.11526941e-08
 4.04275617e-08]","[9.77319864e-06 1.52080156e-05 1.93216356e-05 1.87026112e-05
 1.33512881e-05]","[9.55154118e-11 2.31283738e-10 3.73325603e-10 3.49787667e-10
 1.78256893e-10]",[0.47265017 0.42915248 0.37727945 0.44543471 0.38506348],[3.3001499  3.23972079 3.214779   3.25795194 3.21541884],"[9.77323157e-06 1.52080759e-05 1.93217263e-05 1.87026812e-05
 1.33513493e-05]",[0.0186849  0.01855469 0.01816406 0.01842448 0.01803385],"[2.22985570e-11 5.28324568e-11 8.30523815e-11 8.05595252e-11
 3.98153932e-11]",[0.70510468 0.70601064 0.70609535 0.70575972 0.70615334],"[1.28165407e-11 2.99285130e-11 4.63275186e-11 4.58767069e-11
 2.22578882e-11]",[0.40527299 0.39994068 0.39386764 0.40191314 0.39475893],"[2.86299336e-12 6.81689160e-12 1.08355735e-11 1.03704738e-11
 5.18399156e-12]",[0.09053097 0.09109548 0.09212196 0.09085285 0.09194165],"[1.25672623e-12 3.01332250e-12 4.86351724e-12 4.56917586e-12
 2.32045207e-12]",[0.03973905 0.04026763 0.04134869 0.04002929 0.04115481],"[1.43478307e-14 3.32950459e-14 5.35917091e-14 5.09309979e-14
 2.55211162e-14]",[0.00045369 0.00044493 0.00045563 0.00044619 0.00045263],313
"[-2.58742474e-08 -4.08535458e-08 -5.26071471e-08 -4.99837070e-08
 -3.62865018e-08]","[7.67271036e-06 1.17909772e-05 1.47735426e-05 1.45671584e-05
 1.02291492e-05]","[5.88704843e-11 1.39027143e-10 2.18257561e-10 2.12202104e-10
 1.04635493e-10]",[-0.18061684 -0.14465764 -0.10331771 -0.15800339 -0.10939102],[1.54105947 1.422585   1.312069   1.46423668 1.32652152],"[7.67275399e-06 1.17910479e-05 1.47736363e-05 1.45672442e-05
 1.02292136e-05]",[0.02291667 0.02291667 0.02239583 0.02330729 0.02252604],"[1.15543286e-11 2.71421384e-11 4.23810452e-11 4.15068535e-11
 2.03330883e-11]",[0.56681695 0.56609751 0.5648666  0.56639881 0.56507856],"[9.20693406e-12 2.16858079e-11 3.39888115e-11 3.31278309e-11
 1.62968352e-11]",[0.45166158 0.45229605 0.45301253 0.45205942 0.45290671],"[3.61689374e-12 8.42537298e-12 1.30325127e-11 1.29244825e-11
 6.26105178e-12]",[0.17743278 0.17572612 0.17370103 0.17636633 0.17400141],"[1.30005337e-12 3.09641575e-12 4.95627896e-12 4.70725855e-12
 2.36772290e-12]",[0.0637763  0.06458125 0.06605869 0.06423483 0.06580159],"[1.92461419e-14 4.27748413e-14 6.45582918e-14 6.66064276e-14
 3.10506777e-14]",[0.00094415 0.00089215 0.00086045 0.00090891 0.00086293],314
"[8.24699925e-08 1.26181745e-07 1.56609523e-07 1.56210871e-07
 1.08623095e-07]","[7.94247515e-06 1.22805484e-05 1.55007770e-05 1.51371430e-05
 1.07207680e-05]","[6.30829116e-11 1.50811870e-10 2.40274086e-10 2.29133097e-10
 1.14934867e-10]",[0.08119791 0.09579753 0.10818391 0.09078125 0.10667486],[2.62473339 2.49966736 2.35181757 2.54641586 2.37382035],"[7.94290330e-06 1.22811967e-05 1.55015681e-05 1.51379490e-05
 1.07213183e-05]",[0.02011719 0.01972656 0.01998698 0.01946615 0.01959635],"[1.55144228e-11 3.67836321e-11 5.79806657e-11 5.60647852e-11
 2.77811116e-11]",[0.6297554  0.62962336 0.62902165 0.62971466 0.62914472],"[1.18384884e-11 2.81324365e-11 4.44342015e-11 4.28445293e-11
 2.12850143e-11]",[0.4805433  0.48154133 0.48205853 0.48122592 0.4820309 ],"[3.05702565e-12 7.29693789e-12 1.16057177e-11 1.10927013e-11
 5.55284379e-12]",[0.12408959 0.12490127 0.12590831 0.12459223 0.12575243],"[1.19284244e-12 2.82601436e-12 4.50514177e-12 4.30386220e-12
 2.15309384e-12]",[0.04841939 0.04837273 0.04887546 0.0483406  0.04876002],"[1.90458534e-14 4.32928751e-14 6.64485145e-14 6.68927830e-14
 3.19075014e-14]",[0.0007731  0.00074104 0.00072089 0.00075133 0.00072259],315
"[1.78020731e-09 1.91596801e-09 1.17029893e-09 2.73848753e-09
 9.39320802e-10]","[8.21605447e-06 1.25853207e-05 1.57220284e-05 1.55661668e-05
 1.08900444e-05]","[6.75035511e-11 1.58390297e-10 2.47182178e-10 2.42305550e-10
 1.18593066e-10]",[-0.32949457 -0.31494665 -0.29633749 -0.32050443 -0.29921191],[0.99828473 0.98061724 0.95455539 0.9877139  0.95875101],"[8.21605467e-06 1.25853208e-05 1.57220285e-05 1.55661671e-05
 1.08900444e-05]",[0.01835938 0.01822917 0.01809896 0.01809896 0.01796875],"[1.47419079e-11 3.46380870e-11 5.41304602e-11 5.29630607e-11
 2.59658551e-11]",[0.66385787 0.6658788  0.6671623  0.66521817 0.66705122],"[9.80369496e-12 2.29242423e-11 3.56393697e-11 3.51139225e-11
 1.71084347e-11]",[0.44148017 0.44069313 0.43925811 0.44103228 0.43950804],"[2.59192874e-12 6.06143190e-12 9.45915114e-12 9.28124895e-12
 4.53704555e-12]",[0.11671978 0.11652431 0.1165848  0.11657286 0.11655467],"[1.09699982e-12 2.59358423e-12 4.14612866e-12 3.95112558e-12
 1.98003487e-12]",[0.04940012 0.04985878 0.05110137 0.0496263  0.05086621],"[1.60395706e-14 3.49631509e-14 5.23013701e-14 5.47907622e-14
 2.51649228e-14]",[0.00072229 0.00067213 0.00064462 0.00068817 0.00064648],316
"[-6.94333569e-09 -5.09889461e-09  1.99756052e-09 -8.87363188e-09
  5.07880269e-10]","[8.45605529e-06 1.31231901e-05 1.66424607e-05 1.61529507e-05
 1.15020794e-05]","[7.15048711e-11 1.72218120e-10 2.76971497e-10 2.60917816e-10
 1.32297830e-10]",[0.3517518  0.37670093 0.40492394 0.36744577 0.40082845],[2.61837737 2.92167648 3.31013816 2.80535199 3.25023526],"[8.45605814e-06 1.31231911e-05 1.66424608e-05 1.61529531e-05
 1.15020794e-05]",[0.02213542 0.02161458 0.02135417 0.02174479 0.02109375],"[1.56254459e-11 3.72577006e-11 5.91315677e-11 5.66664786e-11
 2.83033693e-11]",[0.62182638 0.62411465 0.62592353 0.62334124 0.62571668],"[1.06744882e-11 2.51358010e-11 3.93442503e-11 3.84057638e-11
 1.88698525e-11]",[0.42479929 0.42105716 0.41646946 0.42247016 0.41716523],"[3.40069133e-12 8.00456824e-12 1.25636814e-11 1.22286457e-11
 6.02182147e-12]",[0.13533307 0.13408687 0.13298994 0.13451725 0.13312741],"[1.56183753e-12 3.76645398e-12 6.13063321e-12 5.69804727e-12
 2.92108682e-12]",[0.0621545  0.06309297 0.0648944  0.06267952 0.06457792],"[1.85199457e-14 4.10042647e-14 6.25872407e-14 6.38649405e-14
 3.00194119e-14]",[0.00073702 0.00068687 0.0006625  0.00070253 0.00066365],317
"[-4.18793400e-08 -6.62833680e-08 -8.56014018e-08 -8.10307463e-08
 -5.90188931e-08]","[7.45868185e-06 1.14536321e-05 1.43342367e-05 1.41546754e-05
 9.92686729e-06]","[5.56319350e-11 1.31185688e-10 2.05470341e-10 2.00354835e-10
 9.85426942e-11]",[-0.01858417  0.00649505  0.02891559 -0.0022188   0.02605295],[2.20354165 2.00195494 1.81279612 2.07263919 1.83773006],"[7.45879943e-06 1.14538239e-05 1.43344923e-05 1.41549073e-05
 9.92704273e-06]",[0.02115885 0.02076823 0.02050781 0.02089844 0.0203776 ],"[1.44781134e-11 3.41581061e-11 5.34224662e-11 5.21680725e-11
 2.56305305e-11]",[0.65698613 0.65937437 0.66076311 0.6586095  0.66066035],"[9.21213345e-12 2.13762813e-11 3.28714957e-11 3.28421700e-11
 1.58074173e-11]",[0.41802711 0.41263915 0.40657561 0.41462458 0.4074568 ],"[2.50143359e-12 5.80857363e-12 8.99407346e-12 8.91713678e-12
 4.31873639e-12]",[0.11350976 0.11212637 0.11124443 0.11257673 0.11132106],"[8.98086272e-13 2.08940373e-12 3.26873563e-12 3.20303461e-12
 1.56631409e-12]",[0.04075325 0.04033301 0.04042981 0.04043755 0.04037379],"[1.12004360e-14 2.61645174e-14 4.26582877e-14 3.99150758e-14
 2.02605818e-14]",[0.00050825 0.00050507 0.00052762 0.00050392 0.00052224],318
"[3.44540329e-08 5.02509027e-08 5.86590955e-08 6.33516470e-08
 4.10751569e-08]","[9.57494913e-06 1.47859251e-05 1.86364724e-05 1.82338057e-05
 1.28921852e-05]","[9.16796508e-11 2.18623581e-10 3.47318105e-10 3.32471671e-10
 1.66208438e-10]",[-0.26951232 -0.3060316  -0.3477649  -0.29248477 -0.34165883],[2.78030256 3.05600326 3.45599741 2.94589446 3.3915085 ],"[9.57501111e-06 1.47860105e-05 1.86365648e-05 1.82339158e-05
 1.28922506e-05]",[0.01757812 0.01679687 0.01653646 0.01692708 0.01627604],"[1.91697515e-11 4.57642270e-11 7.27846500e-11 6.95682616e-11
 3.48256422e-11]",[0.68532212 0.69007841 0.69428182 0.68842833 0.69375324],"[1.11355247e-11 2.62857132e-11 4.13428246e-11 4.01192188e-11
 1.98113598e-11]",[0.39809704 0.39636206 0.39436298 0.39700873 0.39465733],"[3.16549472e-12 7.32556075e-12 1.12943557e-11 1.12604417e-11
 5.42696177e-12]",[0.11316701 0.11046207 0.10773516 0.11143023 0.1081092 ],"[1.42315115e-12 3.30776440e-12 5.16508887e-12 5.07284691e-12
 2.47584510e-12]",[0.05087791 0.04987775 0.04926901 0.05019949 0.04932071],"[1.75580246e-14 3.75796742e-14 5.48295231e-14 5.93153984e-14
 2.64838693e-14]",[0.0006277  0.00056666 0.00052301 0.00058697 0.00052758],319
"[9.54079473e-08 1.44655605e-07 1.77549675e-07 1.79689343e-07
 1.23356094e-07]","[9.00859824e-06 1.39059646e-05 1.75135321e-05 1.71516493e-05
 1.21170812e-05]","[8.11548422e-11 1.93375851e-10 3.06723806e-10 2.94179074e-10
 1.46823656e-10]",[0.26371886 0.2487651  0.22840093 0.25462047 0.23159942],[1.11702683 1.07317625 1.05193219 1.08681834 1.0529755 ],"[9.00910345e-06 1.39067170e-05 1.75144320e-05 1.71525905e-05
 1.21177091e-05]",[0.01894531 0.01842448 0.01803385 0.01855469 0.01816406],"[1.76766310e-11 4.19030586e-11 6.60233196e-11 6.38726795e-11
 3.16369136e-11]",[0.64418074 0.64365324 0.64197607 0.64394515 0.64230003],"[1.22326099e-11 2.86918878e-11 4.47042083e-11 4.39030972e-11
 2.14549695e-11]",[0.44578696 0.44072264 0.43468023 0.44261783 0.43558382],"[3.73402358e-12 8.91152987e-12 1.42041521e-11 1.35452654e-11
 6.79294299e-12]",[0.13607718 0.13688583 0.13811371 0.13655929 0.13791192],"[1.25735325e-12 3.03615898e-12 4.97309614e-12 4.58896399e-12
 2.36655045e-12]",[0.0458211  0.04663701 0.04835577 0.04626456 0.04804626],"[1.54823948e-14 3.49406203e-14 5.52632172e-14 5.39583393e-14
 2.63513961e-14]",[0.00056422 0.00053671 0.00053735 0.00054399 0.00053499],320
"[-9.56722839e-08 -1.46024109e-07 -1.80700701e-07 -1.80935397e-07
 -1.25389148e-07]","[7.52496394e-06 1.15706134e-05 1.45021800e-05 1.42923262e-05
 1.00410075e-05]","[5.66250824e-11 1.33879094e-10 2.10313226e-10 2.04270589e-10
 1.00821831e-10]",[0.1477556  0.156457   0.16445952 0.15338708 0.16342577],[1.68752877 1.6895159  1.67830118 1.69002505 1.68093944],"[7.52557211e-06 1.15715348e-05 1.45033058e-05 1.42934715e-05
 1.00417904e-05]",[0.02089844 0.02115885 0.02102865 0.02115885 0.02102865],"[1.26871983e-11 3.03038044e-11 4.80926038e-11 4.60691485e-11
 2.30230873e-11]",[0.59247363 0.59250403 0.59148266 0.59259082 0.59171114],"[1.01742678e-11 2.42961673e-11 3.85777365e-11 3.69364087e-11
 1.84656632e-11]",[0.47512345 0.47504191 0.47446095 0.47511572 0.47458182],"[2.75790892e-12 6.59585144e-12 1.05782071e-11 1.00141080e-11
 5.05288385e-12]",[0.12879032 0.12896297 0.13009955 0.1288122  0.12986302],"[1.02908392e-12 2.48650600e-12 4.05427799e-12 3.75915731e-12
 1.93129480e-12]",[0.04805672 0.0486165  0.04986287 0.04835431 0.04963577],"[1.77566699e-14 3.86880925e-14 5.69277433e-14 6.07155835e-14
 2.74930998e-14]",[0.00082921 0.00075643 0.00070014 0.00078099 0.00070659],321
"[1.72955547e-08 3.37152895e-08 5.27665640e-08 3.83702193e-08
 3.54463999e-08]","[7.67448572e-06 1.17338298e-05 1.46646051e-05 1.45197153e-05
 1.01550228e-05]","[5.88977311e-11 1.37682762e-10 2.15050643e-10 2.10822133e-10
 1.03124487e-10]",[0.43063513 0.40619714 0.35767488 0.41711612 0.36626763],[3.12388126 3.11654266 3.11853856 3.11892026 3.11699117],"[7.67450521e-06 1.17338782e-05 1.46647000e-05 1.45197660e-05
 1.01550846e-05]",[0.01979167 0.01992187 0.01979167 0.01979167 0.01979167],"[1.31740739e-11 3.01386783e-11 4.57304890e-11 4.65375653e-11
 2.20295691e-11]",[0.63175122 0.62553368 0.61723915 0.62794576 0.61854046],"[9.01136122e-12 2.07886019e-11 3.18246690e-11 3.20023011e-11
 1.53117573e-11]",[0.43213196 0.43147117 0.42954781 0.43181694 0.4299195 ],"[2.78075270e-12 6.62737188e-12 1.05931663e-11 1.00744405e-11
 5.06237145e-12]",[0.13334857 0.13755229 0.14297938 0.13593754 0.14213994],"[1.03409866e-12 2.50151004e-12 4.11971462e-12 3.77706048e-12
 1.95845112e-12]",[0.0495893  0.05191929 0.05560512 0.05096504 0.05498888],"[1.82790237e-14 4.09085375e-14 6.34270033e-14 6.34359747e-14
 3.03564816e-14]",[0.00087655 0.00084906 0.00085609 0.00085596 0.00085234],322
"[-1.29000821e-07 -1.98243099e-07 -2.47363343e-07 -2.45008421e-07
 -1.71429855e-07]","[8.78765529e-06 1.34758180e-05 1.68381379e-05 1.66622643e-05
 1.16636525e-05]","[7.72228856e-11 1.81597671e-10 2.83522888e-10 2.77631053e-10
 1.36040789e-10]",[-0.25079116 -0.20644606 -0.15171273 -0.22321804 -0.16005906],[1.53389851 1.4801566  1.43256549 1.49870395 1.4386481 ],"[8.78860210e-06 1.34772761e-05 1.68399548e-05 1.66640656e-05
 1.16649122e-05]",[0.01979167 0.01966146 0.01979167 0.01979167 0.01992187],"[1.91857478e-11 4.49201902e-11 6.96894596e-11 6.87946875e-11
 3.34729546e-11]",[0.67173989 0.671831   0.67086371 0.67189261 0.6710851 ],"[1.27074474e-11 2.94694089e-11 4.52593743e-11 4.52887746e-11
 2.17696969e-11]",[0.44491877 0.44074752 0.43568815 0.44231894 0.43645144],"[2.76424362e-12 6.60081654e-12 1.05747662e-11 1.00267423e-11
 5.05187575e-12]",[0.09678292 0.09872249 0.1017977  0.09792753 0.10128292],"[1.47568282e-12 3.42714454e-12 5.31043380e-12 5.26064397e-12
 2.54962456e-12]",[0.05166726 0.05125673 0.05112075 0.05137879 0.05111634],"[1.32815200e-14 3.16606065e-14 5.23155057e-14 4.79798695e-14
 2.48268808e-14]",[0.00046502 0.00047352 0.00050361 0.0004686  0.00049774],323
"[1.30658798e-07 1.98485058e-07 2.44207036e-07 2.46373332e-07
 1.69606673e-07]","[7.37438431e-06 1.13275152e-05 1.41879435e-05 1.39966795e-05
 9.82404972e-06]","[5.43815439e-11 1.28312602e-10 2.01297741e-10 1.95907036e-10
 9.65119529e-11]",[0.17015291 0.16217445 0.15289184 0.16514428 0.15427531],[0.50798802 0.49221128 0.47581662 0.49793767 0.47812841],"[7.37554172e-06 1.13292541e-05 1.41900450e-05 1.39988477e-05
 9.82551369e-06]",[0.02122396 0.02252604 0.02239583 0.02291667 0.02252604],"[1.27333048e-11 3.00617088e-11 4.71258450e-11 4.58941743e-11
 2.25992775e-11]",[0.58525673 0.5832302  0.58022157 0.58404377 0.58071487],"[9.89591362e-12 2.34404786e-11 3.68912906e-11 3.57414695e-11
 1.76807872e-11]",[0.45484264 0.45477105 0.45421196 0.45484166 0.45432851],"[3.61492108e-12 8.70544242e-12 1.40138678e-11 1.31882739e-11
 6.69236798e-12]",[0.16615144 0.16889515 0.17254117 0.1678324  0.17196822],"[1.09813529e-12 2.61209174e-12 4.17886093e-12 3.97250509e-12
 1.99631239e-12]",[0.05047323 0.05067745 0.05145086 0.05055362 0.05129758],"[1.75542513e-14 3.90486186e-14 5.87563682e-14 6.08041170e-14
 2.82862073e-14]",[0.00080684 0.00075759 0.00072342 0.00077379 0.00072685],324
"[-2.72239346e-08 -4.01670058e-08 -4.76085405e-08 -5.04142071e-08
 -3.32601886e-08]","[7.58714746e-06 1.16505732e-05 1.45846428e-05 1.43978207e-05
 1.00996602e-05]","[5.75648066e-11 1.35735855e-10 2.12711804e-10 2.07297240e-10
 1.02003136e-10]",[0.22236295 0.18091697 0.13413102 0.1962596  0.14093225],[2.38506641 2.18712068 1.96159149 2.26055308 1.99443465],"[7.58719630e-06 1.16506424e-05 1.45847205e-05 1.43979089e-05
 1.00997150e-05]",[0.01803385 0.0186849  0.01920573 0.0186849  0.01920573],"[1.49086443e-11 3.49473425e-11 5.42675013e-11 5.35001308e-11
 2.60629128e-11]",[0.65830065 0.6580981  0.65663836 0.65828245 0.65694303],"[8.37415905e-12 1.96103976e-11 3.04954130e-11 3.00253290e-11
 1.46400332e-11]",[0.36976631 0.36928603 0.36899539 0.3694411  0.36901738],"[2.45812066e-12 5.81456311e-12 9.19176172e-12 8.86555778e-12
 4.40056914e-12]",[0.10853988 0.10949482 0.11122059 0.10908461 0.11092096],"[1.04463603e-12 2.43424506e-12 3.80425044e-12 3.73037468e-12
 1.82358888e-12]",[0.04612657 0.0458396  0.04603154 0.0458997  0.04596547],"[1.50467552e-14 3.47620964e-14 5.52971233e-14 5.33074076e-14
 2.63827035e-14]",[0.0006644  0.00065461 0.0006691  0.00065591 0.000665  ],325
"[-4.22701971e-09 -1.05690252e-08 -1.93019698e-08 -1.11782915e-08
 -1.27330262e-08]","[9.97856742e-06 1.53900358e-05 1.93524108e-05 1.89891446e-05
 1.33929886e-05]","[9.95718078e-11 2.36853201e-10 3.74515804e-10 3.60587614e-10
 1.79372143e-10]",[0.3738356  0.35989792 0.33827496 0.36556811 0.34185164],[1.53303032 1.45303224 1.3650861  1.48239885 1.37769553],"[9.97856832e-06 1.53900394e-05 1.93524204e-05 1.89891479e-05
 1.33929946e-05]",[0.01848958 0.01848958 0.01835938 0.01848958 0.01822917],"[3.08432987e-11 7.28503746e-11 1.14098187e-10 1.11213436e-10
 5.47294240e-11]",[0.7124494  0.71349059 0.71410129 0.71315714 0.71405432],"[1.80619272e-11 4.22383350e-11 6.54714837e-11 6.47135191e-11
 3.14502320e-11]",[0.41721248 0.41367878 0.40976349 0.41497601 0.41033091],"[3.58921732e-12 8.51400377e-12 1.34538712e-11 1.29721746e-11
 6.44308087e-12]",[0.08290734 0.08338545 0.08420315 0.08318418 0.08406282],"[9.96525405e-13 2.36894948e-12 3.79686516e-12 3.60262057e-12
 1.81299491e-12]",[0.02301874 0.0232013  0.02376327 0.02310184 0.02365413],"[1.23685674e-14 2.83109741e-14 4.46752448e-14 4.35615165e-14
 2.13355077e-14]",[0.0002857  0.00027728 0.00027961 0.00027934 0.00027836],326
"[3.22503862e-08 4.81110813e-08 5.78522048e-08 6.01290763e-08
 4.03206201e-08]","[1.02329565e-05 1.59644770e-05 2.03489780e-05 1.96136653e-05
 1.40540964e-05]","[1.04713400e-10 2.54864526e-10 4.14080904e-10 3.84695865e-10
 1.97517625e-10]",[-0.08917134 -0.08945208 -0.08713346 -0.08960896 -0.08764495],[1.77610979 1.91555961 2.14148687 1.8574159  2.10403984],"[1.02330074e-05 1.59645495e-05 2.03490602e-05 1.96137574e-05
 1.40541542e-05]",[0.01796875 0.01822917 0.01835938 0.01796875 0.01822917],"[2.16200312e-11 5.26989978e-11 8.58013349e-11 7.94980159e-11
 4.09136394e-11]",[0.6744327  0.67882942 0.68210772 0.67736251 0.68174758],"[1.26267469e-11 3.05399120e-11 4.94088055e-11 4.61919600e-11
 2.35779292e-11]",[0.39388893 0.39339251 0.39279258 0.3935784  0.39288111],"[3.22533693e-12 7.45049267e-12 1.15020293e-11 1.14570299e-11
 5.52427718e-12]",[0.10061376 0.09597172 0.09143941 0.09761958 0.09205152],"[1.57548304e-12 3.74500650e-12 6.05913619e-12 5.69053490e-12
 2.88741100e-12]",[0.04914689 0.0482404  0.04816922 0.04848618 0.04811318],"[2.22645910e-14 5.04956132e-14 7.92281656e-14 7.79250062e-14
 3.78638977e-14]",[0.00069454 0.00065045 0.00062985 0.00066396 0.00063093],327
"[-6.31093389e-08 -9.84070818e-08 -1.24917902e-07 -1.20963596e-07
 -8.63469591e-08]","[7.84480002e-06 1.21260274e-05 1.53123877e-05 1.49472068e-05
 1.05891883e-05]","[6.15408874e-11 1.47040539e-10 2.34469216e-10 2.23418991e-10
 1.12130909e-10]",[-0.09064038 -0.08519798 -0.0743688  -0.08762041 -0.07630259],[1.00653148 1.04026065 1.09363268 1.02652209 1.08461015],"[7.84505387e-06 1.21264267e-05 1.53128972e-05 1.49476962e-05
 1.05895403e-05]",[0.02083333 0.02057292 0.02070312 0.02057292 0.02057292],"[1.33804727e-11 3.16792118e-11 4.99673897e-11 4.82997782e-11
 2.39350920e-11]",[0.6308866  0.63068845 0.62948122 0.63084971 0.62972853],"[8.62522458e-12 2.03742086e-11 3.20930668e-11 3.10863312e-11
 1.53746512e-11]",[0.40667761 0.40562177 0.40430334 0.40602263 0.40450467],"[2.76352812e-12 6.53485262e-12 1.03151793e-11 9.96604560e-12
 4.93978767e-12]",[0.1302998  0.1300997  0.12994899 0.13016782 0.12996504],"[1.13671553e-12 2.75282283e-12 4.52400506e-12 4.15619551e-12
 2.15185530e-12]",[0.05359591 0.05480482 0.0569927  0.05428461 0.05661498],"[1.65778225e-14 3.63284795e-14 5.55645926e-14 5.67173132e-14
 2.66120643e-14]",[0.00078164 0.00072325 0.00069999 0.00074079 0.00070016],328
"[3.18697865e-08 5.86139107e-08 8.75918781e-08 6.79836335e-08
 5.91859525e-08]","[7.14361704e-06 1.09918592e-05 1.37998596e-05 1.35728372e-05
 9.55175934e-06]","[5.10312644e-11 1.20820968e-10 1.90436125e-10 1.84221910e-10
 9.12361065e-11]",[0.04056629 0.05080059 0.06201679 0.0470421  0.06041406],[0.93340147 0.93381485 0.94347793 0.93280653 0.94143711],"[7.14368813e-06 1.09920154e-05 1.38001376e-05 1.35730075e-05
 9.55194271e-06]",[0.02141927 0.02076823 0.02115885 0.02089844 0.02128906],"[1.36801766e-11 3.25184835e-11 5.13810053e-11 4.95188632e-11
 2.46111104e-11]",[0.65451373 0.65567705 0.65567011 0.65536897 0.65576964],"[8.36936362e-12 1.99190731e-11 3.15817255e-11 3.03130593e-11
 1.51175837e-11]",[0.40042344 0.40163248 0.40301262 0.40118527 0.40281207],"[2.29436594e-12 5.44997828e-12 8.66070679e-12 8.29636164e-12
 4.14294361e-12]",[0.10977154 0.10988906 0.11051879 0.10980014 0.11038984],"[1.57217344e-12 3.74025191e-12 5.99168250e-12 5.68712788e-12
 2.86153562e-12]",[0.07521899 0.07541549 0.07645952 0.07526762 0.07624638],"[1.54679308e-14 3.25972298e-14 4.67362413e-14 5.17470400e-14
 2.26265745e-14]",[0.00074005 0.00065726 0.0005964  0.00068486 0.00060289],329
"[-2.99286157e-09 -1.15920788e-08 -2.49521974e-08 -1.10917771e-08
 -1.61908731e-08]","[9.48987524e-06 1.47460333e-05 1.87146095e-05 1.81431644e-05
 1.29333638e-05]","[9.00577322e-11 2.17445499e-10 3.50236610e-10 3.29174414e-10
 1.67271899e-10]",[0.34078758 0.3608626  0.38216197 0.35358733 0.37915958],[0.68752705 0.74214809 0.83046508 0.71942627 0.81577074],"[9.48987572e-06 1.47460379e-05 1.87146262e-05 1.81431678e-05
 1.29333739e-05]",[0.01699219 0.01738281 0.01790365 0.0171224  0.01790365],"[2.04352618e-11 4.92517434e-11 7.91411457e-11 7.46104114e-11
 3.78116289e-11]",[0.68238975 0.68547361 0.68741945 0.68447501 0.68724665],"[1.23173495e-11 2.93303632e-11 4.65941040e-11 4.46214455e-11
 2.22951240e-11]",[0.41131027 0.40821275 0.40471607 0.4093566  0.40522584],"[2.79949030e-12 6.59415639e-12 1.04238951e-11 1.00657855e-11
 4.98863950e-12]",[0.0934827  0.09177584 0.09054188 0.09234339 0.0906712 ],"[1.27046843e-12 2.99755674e-12 4.77533475e-12 4.57039048e-12
 2.28181856e-12]",[0.04242444 0.04171925 0.04147852 0.04192871 0.04147328],"[1.31191051e-14 3.07170036e-14 5.04637187e-14 4.67989782e-14
 2.39377301e-14]",[0.00043808 0.00042751 0.00043833 0.00042933 0.00043508],330
"[6.83178602e-09 1.24274020e-08 1.83988824e-08 1.44671276e-08
 1.24439168e-08]","[6.06667912e-06 9.32252299e-06 1.16950584e-05 1.15163619e-05
 8.09538708e-06]","[3.68045955e-11 8.69094349e-11 1.36774390e-10 1.32626591e-10
 6.55352919e-11]",[-0.01336862  0.00218132  0.01719974 -0.00331596  0.01518646],[1.87049085 1.7873869  1.70778197 1.81672956 1.7183477 ],"[6.06668296e-06 9.32253127e-06 1.16950728e-05 1.15163710e-05
 8.09539664e-06]",[0.02591146 0.02526042 0.025      0.02539062 0.025     ],"[8.13971945e-12 1.93697281e-11 3.06478608e-11 2.94835830e-11
 1.46769602e-11]",[0.52722883 0.52763572 0.52695586 0.52758879 0.52713865],"[8.12712551e-12 1.91989051e-11 3.01379444e-11 2.93014678e-11
 1.44491421e-11]",[0.52641309 0.52298246 0.51818842 0.52432997 0.51895633],"[2.50165676e-12 6.00957272e-12 9.65812343e-12 9.11153910e-12
 4.61303276e-12]",[0.16203821 0.1637021  0.16606069 0.16304483 0.16568198],"[1.25360164e-12 3.04610157e-12 5.00433468e-12 4.59498613e-12
 2.38106469e-12]",[0.08119874 0.08297649 0.08604397 0.08222417 0.08551847],"[2.37349773e-14 5.34368026e-14 8.22830005e-14 8.27706402e-14
 3.94527794e-14]",[0.00153737 0.00145563 0.00141476 0.00148112 0.00141699],331
