epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
36,"[0.8966635692123864, 0.8988347138558878, 0.9037830615756853, 0.8948834347287696, 0.8944833164483906]","[-21.884525533869322, -22.38322138022333, -22.32493789443426, -22.02674847541956, -22.874163572728566]","[0.4418342597310128, 0.4113220639187993, 0.3547446432345155, 0.40997964045405216, 0.3883838198971726]"
37,"[0.896450640734522, 0.8985904655926852, 0.9011227225063435, 0.8954936804611852, 0.8953122100736224]","[-21.96242636149312, -22.413832150398214, -22.265969442555814, -22.04039259715689, -22.84108301902191]","[0.5431480929134322, 0.40359734515813506, 0.22696815578389953, 0.5236360201118236, 0.48370044561138964]"
38,"[0.8911481251158337, 0.8942191928815177, 0.8996431670689045, 0.8910625166301565, 0.8927917916521986]","[-22.454556322097037, -22.835224243417287, -22.598239018123564, -22.521583779014218, -23.27239198178979]","[0.38320242955027767, 0.31470683346567896, 0.23070232193110457, 0.35745887064772053, 0.2994840453865424]"
39,"[0.8924545216778716, 0.893844940128069, 0.897673326571115, 0.8903123909349299, 0.8902378322004697]","[-22.1298649712173, -22.55523566292664, -22.333505511685484, -22.22185603991618, -23.007279264397447]","[0.41330444255850746, 0.40001557603525884, 0.3213793144488943, 0.41869134280364767, 0.451667807472949]"
40,"[0.890161105342852, 0.8921765377707143, 0.8967089109698821, 0.8895537281568414, 0.8899604074143201]","[-22.321922333512692, -22.7103688106602, -22.503570169299664, -22.357681217423977, -23.123939930079825]","[0.33914481425869203, 0.3796748277717659, 0.40350742679858664, 0.3301052174723162, 0.3230976736751092]"
41,"[0.8855256797613534, 0.8896483358591759, 0.8957251830667112, 0.8843987867413935, 0.8867269216916159]","[-22.50370687006887, -22.797082498002478, -22.492495383861826, -22.492815923684923, -23.206815764021243]","[0.3457790085190088, 0.3465519625993662, 0.43195648414694054, 0.33655142361353924, 0.3256420158074393]"
42,"[0.890889783392561, 0.8951447828195552, 0.9014080698895495, 0.888624513024475, 0.8886166146720895]","[-22.150212987926462, -22.43240892456863, -22.094586932943237, -22.183712785937566, -22.918120481542385]","[0.3083315916242416, 0.3247647219940668, 0.34602507138288335, 0.2953065418723395, 0.3037933265246023]"
43,"[0.8879055575822253, 0.8908097312243548, 0.8972332760833509, 0.888741810786435, 0.8905528203008696]","[-22.227550432492286, -22.45334008978251, -22.048927866598195, -22.257538760890263, -22.982264073909832]","[0.34541578819572966, 0.4197519089146891, 0.5462118678924148, 0.36371080477143064, 0.3999422830513552]"
44,"[0.8976975638694475, 0.8985308672430977, 0.9011795213271916, 0.8985850417268987, 0.898249774154489]","[-21.83146722447917, -22.076277021088252, -21.778114502686282, -21.630221226684196, -22.249203855559067]","[0.6187195180377422, 0.6789047512599281, 0.7329038410118557, 0.7640301678305371, 0.8268160664661082]"
45,"[0.9028762813773606, 0.9044405806850273, 0.9073953311271145, 0.9019109678099388, 0.9007695679368312]","[-22.693196894000103, -22.980437745992507, -22.67484562743156, -22.681081790556593, -23.38887639994447]","[0.4620145554188315, 0.4451627695969972, 0.3903750439164874, 0.4693969055853425, 0.4139150709171161]"
46,"[0.8988104134267468, 0.900158347722964, 0.9021041152899747, 0.8966268662252054, 0.8953909770948008]","[-22.496872870426508, -22.903618641806286, -22.70949475296385, -22.537319143539314, -23.29459084115226]","[0.3834242352978095, 0.43898930624700067, 0.5283590482977308, 0.3675550394199695, 0.3850893579481229]"
47,"[0.8964327274511548, 0.8983144090694161, 0.9034602818102809, 0.8932200317475987, 0.893053913884648]","[-22.12538487813666, -22.42930221888453, -22.119356685563933, -22.18247835648825, -22.930967286456685]","[0.40326205608723165, 0.4226421662644714, 0.47227175978067715, 0.3463987844543148, 0.3294759354416908]"
48,"[0.8874957142162516, 0.8896891821683736, 0.8945513727391419, 0.8875375523390859, 0.8888083016234414]","[-22.183978195444872, -22.449305135134146, -22.138145834187625, -22.183707946027518, -22.914319759513422]","[0.34364202525928433, 0.31867454932029066, 0.31587979505773384, 0.35267326960817386, 0.36063993229522484]"
49,"[0.9074222261534652, 0.9118696991895756, 0.9194061295683941, 0.907570692503277, 0.907810894597844]","[-21.82983947694398, -21.968428100940717, -21.46971878401672, -21.83553913312013, -22.53647519168925]","[0.35774776510372625, 0.3751476439930913, 0.44202544266163724, 0.31428599756628195, 0.3072606283729713]"
50,"[0.9373010736889656, 0.9422664421004363, 0.949814950741914, 0.9315029256635962, 0.9289081901241947]","[-21.239055324309273, -21.27971358808311, -20.639805825042117, -21.232867885223, -21.92586613059012]","[0.30565401624416766, 0.29536732909631697, 0.3539020426463309, 0.34580050887621266, 0.37510902070181396]"
51,"[0.9426484782333084, 0.9448417072224572, 0.949304167084659, 0.9366822334384364, 0.9319524160296833]","[-20.535591467762643, -20.891418065081027, -20.596937753105298, -20.58616820647593, -21.386638676316466]","[0.6815189728573302, 0.6179849797652439, 0.5451574096556093, 0.6725392389880548, 0.6573693791798947]"
52,"[0.925400650480442, 0.9266890849301169, 0.9296623218242066, 0.918084885737077, 0.9136730194251648]","[-21.614776080572764, -21.863137922215948, -21.50757550546633, -21.68329790687875, -22.44707795196074]","[0.42801114151324376, 0.41252180113144205, 0.3983906708001073, 0.4073821509471498, 0.40197488561630623]"
53,"[0.9438468269391552, 0.9488456384748737, 0.9543770377809402, 0.9371243243591492, 0.9336945705646418]","[-21.052674792355806, -21.14620822265933, -20.56276974994876, -21.068586913020184, -21.779286047717093]","[0.2690832592030765, 0.27842540430897794, 0.3105296638047089, 0.28561449628494806, 0.29342546642124995]"
54,"[0.9576734323785288, 0.9579405453630601, 0.9584440453673656, 0.9510595103121869, 0.9451533766643864]","[-20.881100020553664, -21.17429459839547, -20.839013163781914, -20.915190067406307, -21.65033328794189]","[0.4366083431215377, 0.5055740642780997, 0.5917266507337606, 0.4820887920275872, 0.527562627089787]"
55,"[0.9628101830593611, 0.9629437342356795, 0.9630025734250277, 0.9550609873318585, 0.9475584336316349]","[-20.29238132680117, -20.747064137479523, -20.53918974405729, -20.401819498399473, -21.250353666228676]","[0.5348009369254003, 0.5324802272777682, 0.49925725901479695, 0.5849025365355771, 0.5977585348782669]"
56,"[0.9615125205762205, 0.9611984514206273, 0.9595603372908121, 0.9496666653289997, 0.9404018512100294]","[-21.216057134323485, -21.478110027351303, -21.135025776220584, -21.348293312338555, -22.153222136280917]","[0.19213249579257924, 0.2240772438871683, 0.3058630889948694, 0.20927747663902752, 0.22594506991671076]"
57,"[0.9642568662760398, 0.9643906518184996, 0.9634449544959715, 0.9557282589148807, 0.9481860209955428]","[-20.67907290813921, -21.092174525333625, -20.864164730186353, -20.838311527326844, -21.690114094830953]","[0.5177299955954427, 0.4829530128061246, 0.44956197455474406, 0.5341685288763943, 0.51993762950649]"
58,"[0.9615988759044407, 0.9613527844408006, 0.9600822746918258, 0.9501492193353294, 0.9413691821243493]","[-20.8108839696146, -21.181080712406494, -20.949266224089705, -20.889193821112084, -21.699548709825685]","[0.8263293478606044, 0.7798457449526389, 0.683407926410254, 0.8366247624809375, 0.8158096721672914]"
59,"[0.9618432285451921, 0.9615541599799162, 0.9614053827158685, 0.9536235877372502, 0.9471989849363055]","[-21.259431842470885, -21.493651004713165, -21.087622276207952, -21.32812781572425, -22.098359615724565]","[0.46110210452463496, 0.4392644649653265, 0.4792101236617273, 0.458928602691042, 0.4463410924400259]"
60,"[0.9619042717373945, 0.9625117880551552, 0.9617873042958686, 0.9548222378085398, 0.948970958550205]","[-20.716304653688482, -21.094358810924064, -20.90594756959711, -20.783661586955827, -21.58096731267887]","[0.6675868172124577, 0.608588567009957, 0.5374204142339574, 0.6806096460421917, 0.6752161039166416]"
61,"[0.96374110798939, 0.9619870352770212, 0.9560227718634192, 0.9547993402677224, 0.9445653546514783]","[-20.837844472707175, -21.156343675859056, -20.95368965677872, -20.859664563337933, -21.631629231182266]","[0.41126673421741516, 0.4218332345590806, 0.39530097415264, 0.4190371964500756, 0.42087984854867516]"
62,"[0.9651848768655189, 0.9624449043102774, 0.9539364437634845, 0.9574717417025305, 0.9484096473703707]","[-20.563725497865185, -20.86613508231426, -20.676086737108637, -20.793915973830718, -21.63885061437751]","[0.4606464103901705, 0.4672918892944921, 0.47489267191493706, 0.4410026393563842, 0.4323261947710235]"
63,"[0.963220629702056, 0.9605873082887598, 0.9528404975610633, 0.9569931767657435, 0.9480420894377878]","[-20.409214723845857, -20.664231571390125, -20.43434658040105, -20.546723799827443, -21.35770758578671]","[0.7377378701131226, 0.7365799773567806, 0.7361043222545686, 0.7220525831204411, 0.7095486220632755]"
64,"[0.9624866483395739, 0.9607077287884691, 0.9526742376482226, 0.9561375818449545, 0.9472588698842105]","[-20.775409355486772, -20.992838317556895, -20.71902203713478, -20.859981566109116, -21.633889734714124]","[0.45194348766006326, 0.4748034021307855, 0.5005034053982225, 0.4772196400887219, 0.4893354057855431]"
65,"[0.965684153139574, 0.961774245041703, 0.9524280058488163, 0.9570203890936416, 0.9471361043769169]","[-20.90368405515084, -21.16379508165348, -20.93236784460046, -20.981320092386095, -21.764594277917094]","[0.46647628597143254, 0.4591860415040005, 0.45450468666768284, 0.4539910435419871, 0.4505545260746165]"
66,"[0.9664872954359324, 0.9623636893313041, 0.9535309602105496, 0.9573943657973146, 0.9481470242660259]","[-20.603274314604793, -20.90863065814209, -20.711701894519138, -20.79568987822447, -21.608630839531674]","[0.5415838206391157, 0.5126282212676291, 0.4905631588712028, 0.5006742930916996, 0.4828500798523345]"
67,"[0.9640434884554456, 0.9610688004494823, 0.9561430215489473, 0.9583289021659483, 0.953099808010397]","[-20.815458121215276, -21.037400059720987, -20.78255149333734, -20.84945523584269, -21.632683218825896]","[0.36555866945958065, 0.35428696849786684, 0.34273749911237344, 0.3712938773109792, 0.37206565873687236]"
68,"[0.9589736075496305, 0.9582811595131979, 0.9575178966396205, 0.9598864183821666, 0.9601529708543737]","[-20.519493586557175, -20.74588046359602, -20.505892372784448, -20.573039207354768, -21.381972088439]","[0.42322716791604126, 0.42632761052474955, 0.42951841784762895, 0.4164479743384071, 0.4140319538168484]"
69,"[0.9616659174160312, 0.9611172962775036, 0.9606656304983069, 0.9626190624608836, 0.9628851406188262]","[-20.793081755570626, -21.01960547652263, -20.779925431050554, -20.841292439734392, -21.647980391536937]","[0.3492496658248313, 0.3515264472254214, 0.353685953905892, 0.3477708298407398, 0.3476712759210878]"
70,"[0.9655959154194309, 0.9652807177312164, 0.9648823257213271, 0.965930251956728, 0.965978837031457]","[-20.37910526865988, -20.59583338029412, -20.34722274674434, -20.442546389224827, -21.254448949970374]","[0.4021626553463287, 0.3982979058797913, 0.3942567567247441, 0.40443925571794015, 0.4048363359592113]"
71,"[0.9644825611555325, 0.9639529023104428, 0.9634635004641446, 0.965347137122036, 0.9655909420186586]","[-20.112822596334603, -20.32748400277285, -20.076817821574963, -20.178663651019114, -20.99128628378666]","[0.36658719529782907, 0.35550180308800894, 0.3455253109363535, 0.38337254708869223, 0.391095392789021]"
72,"[0.9629894673732294, 0.9624329808781243, 0.9618852704484544, 0.9636142904976134, 0.9637600543872361]","[-20.672029580115563, -20.89288535735702, -20.647521614842987, -20.72721474075522, -21.535959421659676]","[0.3685573018237546, 0.3792381966986673, 0.3923656337585635, 0.3579108536091978, 0.3576462937372386]"
73,"[0.9663854586998203, 0.9661728806852241, 0.9657543025650871, 0.9670597642148613, 0.9672654911784676]","[-19.92336391567609, -20.131145339646558, -19.87473429538516, -19.99939173275549, -20.81550656476965]","[0.37267811168761444, 0.36926879156444287, 0.3708102288646904, 0.3766950891857931, 0.37788964032895334]"
74,"[0.9690848870700687, 0.9688542301945751, 0.9685557440106028, 0.9693932421733773, 0.9694332931358134]","[-19.957850513697355, -20.16815324285862, -19.913859153451867, -20.030938149635084, -20.846140904148744]","[0.4639620847575005, 0.4568627836089258, 0.4495771447926134, 0.4732948399288865, 0.47624084392617416]"
75,"[0.9630526912190192, 0.9627031678494327, 0.9623073673758805, 0.963638911089078, 0.9637553863432253]","[-20.236403649659877, -20.445769452234604, -20.190084721511738, -20.309865916153097, -21.124947374952207]","[0.2802803109256249, 0.25701889689536095, 0.23460971718849705, 0.3153108425824238, 0.32764516217597656]"
76,"[0.9645566009144435, 0.964072543287897, 0.9637526926093535, 0.9651988277463353, 0.965313131249826]","[-19.793244191870727, -19.995980808695, -19.73370914209668, -19.876408597937107, -20.69465821268567]","[0.258115798596128, 0.25701284365842536, 0.25600578310976846, 0.258021539891604, 0.25763689087423675]"
77,"[0.9611563701396663, 0.9604712913206235, 0.959743788929759, 0.9619476911396615, 0.9622217320538945]","[-20.303743388707368, -20.510897402699648, -20.25383974408317, -20.38122275849148, -21.197918035948838]","[0.6337388955119645, 0.6405944882960509, 0.6477122120951477, 0.6246965357354491, 0.6215324739077613]"
78,"[0.9635056443766009, 0.9633180069869796, 0.9631130004745154, 0.9637895428776723, 0.9637703377819752]","[-19.924146809036316, -20.118734791262856, -19.84914950554335, -20.01926440781791, -20.841613552761967]","[0.5504693034098065, 0.5573076356800872, 0.5647145458261531, 0.5373828393348161, 0.5327041543463521]"
79,"[0.9606734103781687, 0.9600993235037512, 0.9596019397379434, 0.9614504541592933, 0.9616747576376238]","[-20.228582533227396, -20.436660270480967, -20.179957104305178, -20.303318250868877, -21.118812919541018]","[0.16522571435717606, 0.16162397803620684, 0.15899016205678662, 0.1708950749796701, 0.17282956475155214]"
80,"[0.9623236279858007, 0.9615066542810125, 0.9607792274103311, 0.9636350501956416, 0.9639774571870318]","[-20.365174218670383, -20.578245459853697, -20.326523828461923, -20.43500801853891, -21.24923150209057]","[0.6245389538195807, 0.6389489152357941, 0.6531083514407234, 0.6028611745853312, 0.5956483149922274]"
81,"[0.968383208249316, 0.96818639265122, 0.9679463945304548, 0.9687271194421413, 0.9687291307430197]","[-19.895132658194818, -20.109904254326068, -19.859594931100165, -19.961438152412587, -20.774353542068866]","[0.3846331615294936, 0.3840177204804446, 0.38350466446433074, 0.3861882019935523, 0.3868418742748439]"
82,"[0.9661197349407739, 0.9658999624394129, 0.9655854421682368, 0.9665611357113036, 0.966675388177747]","[-20.259595076273452, -20.473297764120662, -20.219555794114623, -20.323637229914322, -21.134896757562338]","[0.25285415395040456, 0.2553274642117716, 0.26495474503016725, 0.2502018562855251, 0.24870164399029138]"
83,"[0.9712626159443738, 0.9710960198100455, 0.970743631481468, 0.9711955262097094, 0.9711333805573541]","[-19.77447350138354, -19.986873982477277, -19.734520315179477, -19.84420296230911, -20.658267694249176]","[0.29710998793353344, 0.28575980359214165, 0.2746903360735872, 0.3134404595191085, 0.31883920627250517]"
84,"[0.9624967775013886, 0.9621678972578713, 0.9618135635460601, 0.9632420737150418, 0.9634646329812576]","[-20.30751025741507, -20.517480247790886, -20.26152026263778, -20.378801107597578, -21.192838282158913]","[0.2070930777655449, 0.2111897579543073, 0.21740850396454592, 0.21272103411510915, 0.21440803636704356]"
85,"[0.9667638167012257, 0.9665323313664693, 0.9661863259893568, 0.9670277779399031, 0.9670132394578013]","[-19.92191080135154, -20.128394286701063, -19.870093711945565, -20.00151541336803, -20.8189692379759]","[0.45822563680792044, 0.4595703591741434, 0.46116825746779483, 0.45316834763559405, 0.44948768362567554]"
86,"[0.9659232458170085, 0.9653401436224949, 0.9647106534367371, 0.9669089695136379, 0.9672098378693689]","[-19.818185673856448, -20.034571807124024, -19.7852763499446, -19.881256481573832, -20.692904588037134]","[0.3030811448858611, 0.31281705699102497, 0.3239014555196369, 0.2927163510500704, 0.2908183301438146]"
87,"[0.9676950087042833, 0.9674945807109424, 0.9672484395272654, 0.9679734824296637, 0.9680576656829446]","[-19.711804172125643, -19.916222626435136, -19.65396640388261, -19.790604542786237, -20.60701763892205]","[0.37142901006683343, 0.36774259493024464, 0.3622980538656163, 0.37426777436098824, 0.37437300575184235]"
88,"[0.9594827588501529, 0.9589839279737092, 0.9585958612967835, 0.9600046467920983, 0.9600733356869643]","[-20.356159407256534, -20.560691543370734, -20.300949654267562, -20.438843909352762, -21.257377346165157]","[0.24763340777756776, 0.24042638971727825, 0.23446271165446797, 0.25787817005295877, 0.2611849666377681]"
89,"[0.9607408938793852, 0.9605327573501473, 0.9601453445499221, 0.9608338799984718, 0.9607903405900166]","[-19.875518637460956, -20.06720467472048, -19.79482353064288, -19.975156634199546, -20.799064714411944]","[0.48197686783676225, 0.4918167784570597, 0.5010886883535877, 0.4664669307342887, 0.46257501409677193]"
90,"[0.9619216374881095, 0.9615705178840946, 0.9611763885074686, 0.9626165552847731, 0.9627297234408313]","[-20.119558279779017, -20.317015643670537, -20.05033642385061, -20.209866057984087, -21.03055219118633]","[0.6583942941900046, 0.6489283093650149, 0.6382783642226152, 0.6502128046571668, 0.647380467388414]"
