epoch,stft_mean_power,wavelet_mean_power
18,"[1.898577561249791e-07, 1.5605656346702166e-07, 1.6988181067392955e-07, 1.6846053688527545e-07, 1.266869415428373e-07]","[1.1410738644692546e-05, 9.50325275624447e-06, 1.0553125700027243e-05, 1.0105408293832768e-05, 7.784228659287335e-06]"
19,"[1.6274028691739822e-07, 1.3596917627609038e-07, 1.533248451214278e-07, 1.533258736459878e-07, 1.1800245863328117e-07]","[1.029751273691248e-05, 8.786604025422048e-06, 9.940690472326082e-06, 9.404766505194765e-06, 7.030090169966184e-06]"
20,"[1.8303605784154411e-07, 1.5189187939174411e-07, 1.6907238454474225e-07, 1.676124965075173e-07, 1.2898975308592416e-07]","[1.0826814055517344e-05, 9.147874827144807e-06, 1.0263611844930968e-05, 9.595740657024116e-06, 7.228171078067371e-06]"
21,"[1.7166993124142357e-07, 1.4362158662368256e-07, 1.6222328946424475e-07, 1.6009058307961842e-07, 1.231155329909558e-07]","[1.0687752147497997e-05, 9.09113268724909e-06, 1.0378474632710855e-05, 9.724537048611498e-06, 7.443192917342426e-06]"
22,"[1.870862200093375e-07, 1.511549672327535e-07, 1.6203678472807675e-07, 1.6585967314189889e-07, 1.2926585571404538e-07]","[1.1469623261445097e-05, 9.59514204278855e-06, 1.063714430997664e-05, 9.957470126280046e-06, 7.339940128882487e-06]"
23,"[1.7715743455192457e-07, 1.4880519453138202e-07, 1.6714672780120558e-07, 1.6464360667298298e-07, 1.2599033561407136e-07]","[1.0777529958562037e-05, 9.3319064389964e-06, 1.0791610879945858e-05, 9.978825587142157e-06, 7.672985388959892e-06]"
24,"[3.627296590015788e-07, 2.804948892159906e-07, 2.8651353501155755e-07, 2.879659469925416e-07, 2.0450957026359046e-07]","[1.5763109465040925e-05, 1.2415952005214689e-05, 1.2815306267155178e-05, 1.2241932180995189e-05, 9.003081579158293e-06]"
25,"[4.07890835386247e-07, 3.155113295385635e-07, 3.1601339694704225e-07, 3.2398185531411356e-07, 2.2467182999344937e-07]","[1.6000831788445944e-05, 1.183216694907165e-05, 1.1403967977406494e-05, 1.1329211443655119e-05, 8.490589943433136e-06]"
26,"[4.512614952165554e-07, 3.5299314588183717e-07, 3.7080915441552284e-07, 4.5681643444687777e-07, 3.781567993860027e-07]","[1.678016164279373e-05, 1.2996660639981824e-05, 1.314045623214376e-05, 1.4027961000886468e-05, 1.0576753137633076e-05]"
27,"[2.983167734810052e-07, 2.3540435695253937e-07, 2.432152573811958e-07, 2.431975052612781e-07, 1.7744669951310477e-07]","[1.3104736320987001e-05, 1.1300329871631416e-05, 1.2869245378454218e-05, 1.2784320332072005e-05, 9.76767472767271e-06]"
28,"[3.579193574524192e-07, 2.9382514573027564e-07, 3.2053807419790516e-07, 3.433036663496471e-07, 2.6207252869675144e-07]","[1.3789612073692272e-05, 1.1495477476845032e-05, 1.2593287411686838e-05, 1.227722787038537e-05, 9.102190047822283e-06]"
29,"[2.586044239970168e-07, 2.0540333648867695e-07, 2.144072746404293e-07, 2.135723330090695e-07, 1.6041368504055185e-07]","[1.204162715426519e-05, 1.0191916724018414e-05, 1.1546738660621312e-05, 1.1150892070811241e-05, 8.682775547047505e-06]"
30,"[2.2073246483029516e-07, 1.8131805602431265e-07, 1.9905454542800122e-07, 2.0285611540681017e-07, 1.573049186884847e-07]","[1.1078805448823253e-05, 9.639861682461004e-06, 1.1238746767125572e-05, 1.095106650779492e-05, 8.700331760219853e-06]"
31,"[1.9865268209737801e-07, 1.682143412375533e-07, 1.868523813204094e-07, 1.921575613921543e-07, 1.4781581372757376e-07]","[1.0372518624429025e-05, 9.045197520103621e-06, 1.0462542050195815e-05, 1.0460878847986777e-05, 8.3394491831557e-06]"
32,"[2.0273865677914826e-07, 1.7258690579583024e-07, 1.9544684130621395e-07, 2.0216214515806885e-07, 1.549277234999992e-07]","[1.0849981858453654e-05, 9.633759484853521e-06, 1.1353931263704832e-05, 1.1500714896900845e-05, 9.09430656636473e-06]"
33,"[2.2521208270367312e-07, 1.8119412535834973e-07, 1.922751349877894e-07, 1.9358072831207712e-07, 1.4472304531339504e-07]","[1.0826185777025893e-05, 9.283817416148277e-06, 1.0622368177384738e-05, 1.0040652182663086e-05, 7.713066347223892e-06]"
34,"[2.1434171997021312e-07, 1.727285427766965e-07, 1.832114192090026e-07, 1.7951699924123e-07, 1.2268598550615212e-07]","[1.0244984391252118e-05, 8.596802288492301e-06, 9.582982098979232e-06, 8.959588604022898e-06, 6.332990294642441e-06]"
35,"[1.9699499496739755e-07, 1.6186656890527252e-07, 1.779228989365494e-07, 1.9316803770606652e-07, 1.314916621572172e-07]","[1.0563340312584733e-05, 9.071591910788108e-06, 1.0390688138885594e-05, 1.0776567005020265e-05, 7.525111819836089e-06]"
36,"[2.0412946565787949e-07, 1.6770590241182442e-07, 1.7994019784160408e-07, 1.984552936024472e-07, 1.344885498152741e-07]","[1.0069599791110475e-05, 8.700803536616061e-06, 9.958988748708395e-06, 1.0008533250181512e-05, 6.994062600526028e-06]"
37,"[1.971553847300054e-07, 1.6538066419200232e-07, 1.833083911063084e-07, 1.9793837600849275e-07, 1.370323520764103e-07]","[1.007021322635246e-05, 8.80619825424586e-06, 1.0150559694553661e-05, 1.0186471660020155e-05, 7.119756841400384e-06]"
38,"[1.7011415763412854e-07, 1.4309697382958688e-07, 1.5940784753566175e-07, 1.678001431854529e-07, 1.1669576018922305e-07]","[9.611629817422475e-06, 8.517462816737263e-06, 9.920896119531403e-06, 9.991834349702798e-06, 7.1241375532261505e-06]"
39,"[1.882060183850262e-07, 1.5758017514201551e-07, 1.7802892358294938e-07, 1.8602662521379815e-07, 1.2823950676298756e-07]","[9.678903225293362e-06, 8.474496471878212e-06, 9.928732626237244e-06, 1.0172479329983025e-05, 7.3105599188021356e-06]"
40,"[1.7327841612875774e-07, 1.4624077939362377e-07, 1.642488487528046e-07, 1.750744313438832e-07, 1.220873983186019e-07]","[9.930373269062725e-06, 8.666433994509734e-06, 1.0013618542248881e-05, 1.006090502707865e-05, 7.025119338209432e-06]"
41,"[1.645956685154674e-07, 1.4292166376457276e-07, 1.652970346480424e-07, 1.680841682440921e-07, 1.1827190083196165e-07]","[9.812385320316312e-06, 8.707867793043492e-06, 1.0353008578408106e-05, 1.0256237888706231e-05, 7.331543105756057e-06]"
42,"[1.8950502148137504e-07, 1.661629535400941e-07, 1.9444378924966917e-07, 1.9018521038460587e-07, 1.3330062543300838e-07]","[1.133732364566725e-05, 1.024983039378964e-05, 1.2399924695977896e-05, 1.1656288396515832e-05, 8.23902215939031e-06]"
43,"[1.8287597160381265e-07, 1.6169396251243075e-07, 1.9235515950380643e-07, 1.8179493059084146e-07, 1.270021849543872e-07]","[1.1561467658147825e-05, 1.0344112162311253e-05, 1.2562189741052886e-05, 1.1629149757946534e-05, 8.192177379332021e-06]"
44,"[1.9217054857735924e-07, 1.66763400995442e-07, 1.9066486779536866e-07, 2.0120453558621013e-07, 1.441751933320588e-07]","[8.819774585619978e-06, 7.788842357643642e-06, 9.204365034377507e-06, 9.19985315045103e-06, 6.6439292181600265e-06]"
45,"[1.5065103205246864e-07, 1.3185626054740277e-07, 1.5338521582375307e-07, 1.5567562279275614e-07, 1.111141548345766e-07]","[8.60369303950357e-06, 7.528150474504373e-06, 8.702727901787794e-06, 8.943505989755328e-06, 6.378835146542441e-06]"
46,"[1.619545132411057e-07, 1.3471315903667313e-07, 1.4947114552169858e-07, 1.6281491597570665e-07, 1.1353257345237151e-07]","[8.926694887251929e-06, 7.583029117931422e-06, 8.584004941428214e-06, 9.1099510293727e-06, 6.441841964104294e-06]"
47,"[1.8379198443948366e-07, 1.5790463828800732e-07, 1.8331390555849244e-07, 1.8164647481058209e-07, 1.2649602654046222e-07]","[1.1499891777904188e-05, 1.0323292643560895e-05, 1.232863199344949e-05, 1.167689784274149e-05, 8.225237873002752e-06]"
48,"[1.845518650687448e-07, 1.625022346176964e-07, 1.8752385939799749e-07, 1.872272840002852e-07, 1.3156182202607894e-07]","[1.1604917283970973e-05, 1.009023917993079e-05, 1.1676541900137828e-05, 1.1978134939865605e-05, 8.45044788183871e-06]"
49,"[2.0867684967418896e-07, 1.8936677901067907e-07, 2.3327820917809526e-07, 2.0953098369000812e-07, 1.4773852893214534e-07]","[1.4365902515838892e-05, 1.3354931034733151e-05, 1.6719760875202935e-05, 1.4812901025794992e-05, 1.0504810441993022e-05]"
50,"[2.5455058617747746e-07, 2.3592793114602163e-07, 3.009739389329292e-07, 2.5652926618540007e-07, 1.806013670613351e-07]","[1.768187104424647e-05, 1.780450566541225e-05, 2.425983262658444e-05, 1.794100112905141e-05, 1.2839140834917803e-05]"
51,"[2.793216453102206e-07, 2.440584606899644e-07, 2.9131872322709754e-07, 2.7199017666052015e-07, 1.8639774222163548e-07]","[1.6866147457306308e-05, 1.573313966853538e-05, 1.9673782107278788e-05, 1.661840570989122e-05, 1.1544601213839353e-05]"
52,"[2.1222443737915863e-07, 1.8461419159749709e-07, 2.149378151690209e-07, 2.0836871159532447e-07, 1.4439444219756485e-07]","[1.3876279399827856e-05, 1.2075747729460956e-05, 1.3826977337553978e-05, 1.3436311569942665e-05, 9.12629991514431e-06]"
53,"[2.648566823104089e-07, 2.489886085746567e-07, 3.232083051035883e-07, 2.674726802862963e-07, 1.8953913901982802e-07]","[1.7454588773714156e-05, 1.731033652264341e-05, 2.3418857524023393e-05, 1.792445885899316e-05, 1.2847605140405836e-05]"
54,"[2.499626633026982e-07, 2.1803063991294348e-07, 2.6008593547423624e-07, 2.456167277931738e-07, 1.7047056129776531e-07]","[1.5397791625582674e-05, 1.3852995845531863e-05, 1.6812393242289044e-05, 1.534760333399934e-05, 1.0695307943944042e-05]"
55,"[2.910938568671232e-07, 2.535125496866994e-07, 3.0398003026455497e-07, 2.90498017021363e-07, 2.012071151051022e-07]","[1.736923593975485e-05, 1.586533798050901e-05, 2.02983866316482e-05, 1.7070080544433347e-05, 1.1869493738801064e-05]"
56,"[2.3978793086195885e-07, 2.0855481595857868e-07, 2.4513658097675394e-07, 2.339554090882728e-07, 1.6133198757642785e-07]","[1.5760760848979033e-05, 1.403426518830914e-05, 1.65897020221412e-05, 1.5368003729333993e-05, 1.053692319916826e-05]"
57,"[2.674944925810735e-07, 2.280372440374931e-07, 2.6481868703894733e-07, 2.561703817538133e-07, 1.745149966345928e-07]","[1.7024728303028825e-05, 1.4924760465085161e-05, 1.7824581416197503e-05, 1.633532748810662e-05, 1.1139844552803093e-05]"
58,"[2.3396650142207168e-07, 2.0030127892557476e-07, 2.3657048102552256e-07, 2.3256513179275848e-07, 1.6169339866636472e-07]","[1.4774153338355979e-05, 1.30367045459333e-05, 1.554386793936673e-05, 1.4639950896011481e-05, 1.00998786095109e-05]"
59,"[2.3717745785212308e-07, 2.1370708255478512e-07, 2.59611840686199e-07, 2.365097843961055e-07, 1.6487561517143977e-07]","[1.556044764976977e-05, 1.4507976977992969e-05, 1.8251180397969863e-05, 1.5719515201728942e-05, 1.102987343928293e-05]"
60,"[2.626912116602841e-07, 2.2701523780052286e-07, 2.6251612480334645e-07, 2.5988000295267927e-07, 1.7936837486051096e-07]","[1.609841517089447e-05, 1.4845752285414594e-05, 1.81545424808723e-05, 1.6428542341066515e-05, 1.1600951997689804e-05]"
61,"[2.5438498395931977e-07, 2.1917702705514573e-07, 2.468877444705626e-07, 2.5278034703613353e-07, 1.7567551917330127e-07]","[1.4964716972869839e-05, 1.3026763167945231e-05, 1.4720335751653901e-05, 1.4803887388007541e-05, 1.0244033368631457e-05]"
62,"[2.7903365295600484e-07, 2.440569663356981e-07, 2.767652902928024e-07, 2.648146563059336e-07, 1.808505611771812e-07]","[1.5933205511982823e-05, 1.3937558052569967e-05, 1.580615391889555e-05, 1.5685509091473855e-05, 1.0860981145436278e-05]"
63,"[2.9934804749284183e-07, 2.637528076977593e-07, 3.0121474214290264e-07, 2.8937007784983124e-07, 1.9912552220861285e-07]","[1.6328553722601686e-05, 1.4269140663585938e-05, 1.6193163345212413e-05, 1.6293072197208167e-05, 1.1351581071915157e-05]"
64,"[2.5216465829267425e-07, 2.2413802987175614e-07, 2.595468291436986e-07, 2.4813135453187303e-07, 1.7349379635499337e-07]","[1.5290196547652385e-05, 1.3413265463889828e-05, 1.522102889470152e-05, 1.5038233611794164e-05, 1.0381618025049519e-05]"
65,"[2.641393418144347e-07, 2.3403374913309334e-07, 2.693521630352864e-07, 2.6016360080977626e-07, 1.806418795789095e-07]","[1.7017911644911396e-05, 1.4657539511267674e-05, 1.6230177866024828e-05, 1.6426385630669218e-05, 1.1157866222031577e-05]"
66,"[2.6602649018622944e-07, 2.3465506982771791e-07, 2.683179289960504e-07, 2.580991653371175e-07, 1.7759166978978428e-07]","[1.6604962288466276e-05, 1.447554019020743e-05, 1.6213883809413345e-05, 1.5905494091005354e-05, 1.0770741592900617e-05]"
67,"[2.844393521454405e-07, 2.565813511356076e-07, 2.9514808245407067e-07, 2.8392811003816895e-07, 1.9438680330483914e-07]","[1.8036144452620907e-05, 1.6161228359222313e-05, 1.8442065766147483e-05, 1.7959903222490516e-05, 1.224322380734074e-05]"
68,"[2.951447716435627e-07, 2.6344203093615107e-07, 2.9692258407943294e-07, 2.880776277110192e-07, 1.9242891289591438e-07]","[1.809846153083491e-05, 1.6055785960485806e-05, 1.7987015751547343e-05, 1.7819441278636787e-05, 1.1937933303211229e-05]"
69,"[2.906465490615471e-07, 2.596400033244786e-07, 2.930175105104012e-07, 2.8334754308222793e-07, 1.892535431511736e-07]","[1.9748715635470206e-05, 1.757787395698552e-05, 1.9751221323167412e-05, 1.9332672303347522e-05, 1.292523710179293e-05]"
70,"[3.378051131050731e-07, 3.0251919361841306e-07, 3.4190847666897693e-07, 3.280891715462878e-07, 2.188383240121831e-07]","[2.0990220804201926e-05, 1.868130094307424e-05, 2.0984744306332114e-05, 2.0579354322276577e-05, 1.3767845581535137e-05]"
71,"[3.6366395940318067e-07, 3.261366634492289e-07, 3.691759553609017e-07, 3.5283582566358485e-07, 2.352339302627811e-07]","[2.0379662731682937e-05, 1.812893107660088e-05, 2.0364433130452257e-05, 2.000186170403789e-05, 1.3387119980400919e-05]"
72,"[2.946880916154467e-07, 2.634671300641741e-07, 2.9748010882958715e-07, 2.8717834508012687e-07, 1.9185303620026087e-07]","[1.8768798368911102e-05, 1.663827004998618e-05, 1.8624309733530328e-05, 1.848683592748985e-05, 1.2384367195458937e-05]"
73,"[3.879238467198964e-07, 3.491217356173108e-07, 3.9632165637546373e-07, 3.740007311155738e-07, 2.488823210432518e-07]","[1.8974765671291152e-05, 1.698785390047202e-05, 1.9206502025598706e-05, 1.8460077386094036e-05, 1.232154723469722e-05]"
74,"[3.7742335602085914e-07, 3.393004862736135e-07, 3.848816438942403e-07, 3.6468007794844473e-07, 2.4280834806919606e-07]","[1.9612674054902773e-05, 1.748055389635454e-05, 1.966818392709828e-05, 1.9172214603227775e-05, 1.2813063864373368e-05]"
75,"[3.5661854383008216e-07, 3.2059827089399544e-07, 3.636891759468698e-07, 3.448717623421966e-07, 2.2981173687914586e-07]","[1.948878379916463e-05, 1.7318029221694525e-05, 1.9437180416636458e-05, 1.9158709461911293e-05, 1.2830634412619056e-05]"
76,"[4.1129865257966813e-07, 3.704054738025518e-07, 4.2095017229210043e-07, 3.9596056813875295e-07, 2.633717073224286e-07]","[2.0160373007617635e-05, 1.7953780077070633e-05, 2.0190720774496052e-05, 1.9729732228358598e-05, 1.3190890856382038e-05]"
77,"[3.087573162216377e-07, 2.772540607656059e-07, 3.143388658472587e-07, 2.987365708499469e-07, 1.9899682948929116e-07]","[1.6762492664127308e-05, 1.4804279318313092e-05, 1.6513887777643238e-05, 1.6581596212801368e-05, 1.1123170515361752e-05]"
78,"[3.776195325193565e-07, 3.4061993722627657e-07, 3.875502061102568e-07, 3.6296145916295756e-07, 2.412699215385394e-07]","[1.7123035730350345e-05, 1.5267672795498236e-05, 1.720013919269594e-05, 1.676803484908588e-05, 1.1218111924660373e-05]"
79,"[3.4284178246156283e-07, 3.0693579882044323e-07, 3.468750313648409e-07, 3.3311911468065775e-07, 2.2219558309433169e-07]","[1.7604723260352948e-05, 1.565833458277293e-05, 1.7589006299856846e-05, 1.727716605629972e-05, 1.1563571177406302e-05]"
80,"[3.285561378405936e-07, 2.93911633668454e-07, 3.316875662368397e-07, 3.1949587512742625e-07, 2.131447404618368e-07]","[1.9412415509356915e-05, 1.7258396253090124e-05, 1.9369302210812253e-05, 1.905963089976252e-05, 1.275721618796144e-05]"
81,"[3.942914634566704e-07, 3.5297775810580696e-07, 3.98924941099063e-07, 3.829340100574138e-07, 2.553890325510512e-07]","[1.963704275897922e-05, 1.7505897602221245e-05, 1.970744442973717e-05, 1.92336043408362e-05, 1.2867284663410608e-05]"
82,"[3.5623479442173446e-07, 3.192730423440127e-07, 3.612173600505328e-07, 3.457360773039469e-07, 2.305653780401553e-07]","[1.9767565737415708e-05, 1.7599811571572026e-05, 1.9777599839041177e-05, 1.9329008671006456e-05, 1.2916106978082034e-05]"
83,"[4.231276776534816e-07, 3.801705641711216e-07, 4.309200546111467e-07, 4.091089013381104e-07, 2.7246038838681456e-07]","[2.0361001151229974e-05, 1.8109071488328087e-05, 2.0336135709949205e-05, 1.995425504836889e-05, 1.3345568899116963e-05]"
84,"[3.3125126600129087e-07, 2.9757611742458584e-07, 3.3757962892676994e-07, 3.2084407043772243e-07, 2.1384099635120408e-07]","[1.8586800440419097e-05, 1.6565494482220776e-05, 1.8641312903177127e-05, 1.816572598568828e-05, 1.2139319855708285e-05]"
85,"[3.8169471255068097e-07, 3.428671559425521e-07, 3.8867221690533056e-07, 3.6899893639323355e-07, 2.457304096158077e-07]","[1.9163078165714054e-05, 1.70170547656302e-05, 1.9086603350177257e-05, 1.8862925590594136e-05, 1.2637613701759254e-05]"
86,"[4.0085027574294047e-07, 3.5934723725782855e-07, 4.06636420187005e-07, 3.8914998837754294e-07, 2.5957843431912986e-07]","[1.8926534440492178e-05, 1.67364962855823e-05, 1.8689264373067167e-05, 1.872088541388201e-05, 1.2560455518831072e-05]"
87,"[4.228534958239836e-07, 3.806823493472884e-07, 4.331657050114732e-07, 4.0832817873919407e-07, 2.7191805642986065e-07]","[1.9090879911440485e-05, 1.6918267071682874e-05, 1.8937057794798876e-05, 1.881969660849064e-05, 1.261268223072345e-05]"
88,"[3.147199460921114e-07, 2.8319013911434766e-07, 3.2163092791151617e-07, 3.03936070561328e-07, 2.0235801655335365e-07]","[1.5615332331210625e-05, 1.3893150433463908e-05, 1.5607471512568283e-05, 1.5334609711335845e-05, 1.0266864756471835e-05]"
89,"[3.8049694986284694e-07, 3.44248554359533e-07, 3.928260279018246e-07, 3.6412209736433533e-07, 2.4166098168736006e-07]","[1.8119091129625612e-05, 1.6178359160903082e-05, 1.8238216305126456e-05, 1.7672139719666016e-05, 1.1803115656550689e-05]"
90,"[3.378273969892496e-07, 3.042643298811134e-07, 3.4581882933348915e-07, 3.255246629356991e-07, 2.165727623324904e-07]","[1.7681511208193546e-05, 1.572516460934827e-05, 1.7656220759097365e-05, 1.735096461052586e-05, 1.1611461558618133e-05]"
91,"[3.675130876578624e-07, 3.3116644751587583e-07, 3.76601002146368e-07, 3.5418339174716054e-07, 2.3564748445588012e-07]","[1.7552398750961714e-05, 1.5676085173327383e-05, 1.767780601923175e-05, 1.7148219727366997e-05, 1.1462099069688554e-05]"
92,"[3.6217075094874883e-07, 3.2513644220902425e-07, 3.683539574215257e-07, 3.5061688521638756e-07, 2.3367509717838346e-07]","[1.920235490103746e-05, 1.7109659057367425e-05, 1.9250540978413294e-05, 1.8796231793636725e-05, 1.2569829963333583e-05]"
93,"[3.9696323866506636e-07, 3.5754867998579155e-07, 4.0620130719532543e-07, 3.821768318040654e-07, 2.5415097099207776e-07]","[1.908134149401956e-05, 1.6942171203475433e-05, 1.899408075182584e-05, 1.8743784835731974e-05, 1.2545180139782124e-05]"
94,"[4.070375383524762e-07, 3.653514969434552e-07, 4.1381119855487247e-07, 3.9365707537613194e-07, 2.623064515789255e-07]","[1.99401012015706e-05, 1.781054214360226e-05, 2.0081984446961757e-05, 1.9428098762671226e-05, 1.297016173666413e-05]"
95,"[4.923362277815943e-07, 4.4148773565232925e-07, 4.995126590048015e-07, 4.7663509493751947e-07, 3.174427529302079e-07]","[2.0012656146907062e-05, 1.7735737247570754e-05, 1.984869902931226e-05, 1.971255218294456e-05, 1.3205407488475327e-05]"
96,"[4.362761743228226e-07, 3.9136429801402576e-07, 4.429404305161455e-07, 4.229076442714245e-07, 2.818998629718201e-07]","[1.9144158754558414e-05, 1.7092088675332202e-05, 1.927128098734832e-05, 1.8681625807912428e-05, 1.2479990352055257e-05]"
97,"[4.4640602318757996e-07, 4.0398193770887566e-07, 4.612892543519627e-07, 4.276748010369711e-07, 2.839506409398965e-07]","[1.8209643079890135e-05, 1.614344209442718e-05, 1.8072591747650178e-05, 1.7928099504117817e-05, 1.2008965956143214e-05]"
98,"[4.3052669697328094e-07, 3.874360187412919e-07, 4.404035850125654e-07, 4.153650586689862e-07, 2.7641741371380284e-07]","[2.0097996914359038e-05, 1.7903645981893934e-05, 2.0130270892505783e-05, 1.964532290832508e-05, 1.3126307223432732e-05]"
99,"[3.8558296855543117e-07, 3.4749361298903476e-07, 3.952044422106924e-07, 3.7138006300706547e-07, 2.4700905423602144e-07]","[1.7607330553026983e-05, 1.5686820161072065e-05, 1.7655747396975777e-05, 1.725511527854281e-05, 1.1545216061458945e-05]"
100,"[3.8829505552335107e-07, 3.4968690385226877e-07, 3.972939594388515e-07, 3.739740067112069e-07, 2.4873757855060137e-07]","[1.7712914176500483e-05, 1.582188815529838e-05, 1.7848204672711338e-05, 1.7276344372223322e-05, 1.1540738334536359e-05]"
101,"[4.455757895099936e-07, 4.0241552097698165e-07, 4.584960060200069e-07, 4.277954314536024e-07, 2.8426901236790617e-07]","[1.835621099648697e-05, 1.640267838289229e-05, 1.8512382529302598e-05, 1.790346565303249e-05, 1.1959703433288852e-05]"
102,"[3.398921656507461e-07, 3.073655254428038e-07, 3.5062332868643365e-07, 3.258454394658423e-07, 2.1644868199607783e-07]","[1.5522690318864034e-05, 1.3852325031011765e-05, 1.561449675030549e-05, 1.5184264480850687e-05, 1.0154596657532017e-05]"
103,"[3.0706305469963223e-07, 2.763213242118465e-07, 3.137475489885643e-07, 2.9645543076482537e-07, 1.9739368910105229e-07]","[1.7308363091367537e-05, 1.54195853240604e-05, 1.7339008097502166e-05, 1.691922144161358e-05, 1.130599587337539e-05]"
104,"[4.084976970174059e-07, 3.6736891435913987e-07, 4.1684274497937557e-07, 3.943479885455384e-07, 2.624393509374157e-07]","[2.0511245217495e-05, 1.8303387270134e-05, 2.062415575336847e-05, 2.0012458995547148e-05, 1.3365374768143781e-05]"
