epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
32,"[9.80126928e-11 6.73661496e-11 8.37808119e-11 9.01913855e-11
 5.52721481e-11]",[0.11659926 0.12190268 0.12568195 0.12884347 0.12658562],[1.61791251 1.41259153 1.42118219 1.37951738 1.18512404],[0.56949541 0.5648552  0.56184621 0.55701528 0.5500474 ],[0.47631666 0.50265531 0.51636355 0.52576556 0.52173965],[0.40881478 0.43273233 0.44773593 0.46238639 0.46294842],[3.41973081 3.40267063 3.36586534 3.24697467 3.13195527]
33,"[1.74984192e-10 9.12500057e-11 8.51301106e-11 8.45032306e-11
 4.75890625e-11]",[0.07927637 0.09573762 0.11363791 0.1183904  0.11949828],[2.20996134 1.70307884 1.51598102 1.47816916 1.21222619],[0.56957191 0.56800078 0.56684319 0.56652008 0.55948484],[0.33809254 0.41657058 0.48375235 0.49931154 0.50386645],[0.29944442 0.36474024 0.42017056 0.43472279 0.43867127],[3.10068327 3.31534327 3.41096347 3.39248695 3.30383055]
34,"[1.54270050e-10 8.28886730e-11 7.68951847e-11 7.34734697e-11
 3.23032124e-11]",[0.08266807 0.09747165 0.11461062 0.11837665 0.12707071],[2.20582257 1.72850786 1.55104187 1.5226692  1.14644671],[0.58160538 0.58052467 0.5776951  0.58068485 0.57888718],[0.35286849 0.42252227 0.48628309 0.49864372 0.52391476],[0.30681273 0.36762952 0.42257307 0.43268339 0.44863068],[3.19848124 3.35280155 3.43914465 3.46075668 3.44543183]
35,"[9.34189371e-11 5.81644165e-11 6.78795462e-11 8.21366591e-11
 3.61544906e-11]",[0.10885447 0.12114853 0.12875824 0.12061071 0.12803642],[1.63580618 1.36477645 1.35084472 1.51575377 1.19251482],[0.57452253 0.57223503 0.56937761 0.5744098  0.57374712],[0.46584449 0.50779135 0.52809244 0.50381131 0.52796224],[0.40894504 0.44591605 0.46381776 0.44523984 0.46591422],[3.3497936  3.39545675 3.38414584 3.43488814 3.49291537]
36,"[1.05057353e-10 6.39237185e-11 6.79009202e-11 9.12836852e-11
 3.91754583e-11]",[0.10094064 0.11314254 0.12501598 0.11249973 0.12088978],[1.79438056 1.47934648 1.40370652 1.64969843 1.27275574],[0.57740877 0.57577239 0.57174825 0.57788546 0.57814632],[0.43665072 0.48185222 0.51762149 0.47960327 0.50770643],[0.37552873 0.41610622 0.4501181  0.4167531  0.44673801],[3.42171395 3.47220666 3.47843477 3.51087755 3.56167651]
37,"[9.72505894e-11 6.20306498e-11 7.20155515e-11 9.00754395e-11
 4.04916558e-11]",[0.10539967 0.11577228 0.1230504  0.11405689 0.12015881],[1.7120884  1.44858923 1.4399136  1.62361119 1.28504788],[0.57578255 0.57532613 0.57145762 0.57436727 0.57345582],[0.45160583 0.490082   0.51030816 0.48353645 0.50579685],[0.39419735 0.42813345 0.44610677 0.41954389 0.44025214],[3.44837567 3.5273778  3.54173177 3.54275489 3.60286531]
38,"[5.96666301e-11 4.08310181e-11 5.17641546e-11 5.58903347e-11
 2.64049716e-11]",[0.12643538 0.13389233 0.13594371 0.13561122 0.13940044],[1.42682617 1.2417352  1.28474584 1.35959679 1.0874468 ],[0.58175415 0.57699637 0.57112148 0.58085531 0.58006968],[0.5218996  0.54151944 0.54397483 0.54556194 0.55551402],[0.45957861 0.47790748 0.48253824 0.48061208 0.49104235],[3.58734012 3.56504612 3.5172697  3.60204786 3.61619711]
39,"[8.23756224e-11 5.39152901e-11 6.73261696e-11 7.52433529e-11
 3.43388200e-11]",[0.11442691 0.12378829 0.1265932  0.12379247 0.12870436],[1.61492552 1.38722599 1.42865519 1.52731138 1.21604434],[0.57766748 0.57723476 0.57541364 0.57749169 0.57821819],[0.48150267 0.51049145 0.51720174 0.51281391 0.52947   ],[0.41429415 0.4384946  0.4439639  0.44837297 0.46497727],[3.51728788 3.55126189 3.53609589 3.57344977 3.60105901]
40,"[6.80403418e-11 4.61958846e-11 5.68396053e-11 6.57268179e-11
 3.05753813e-11]",[0.12052575 0.12724557 0.13023605 0.12753804 0.13179957],[1.50649453 1.31602125 1.35156873 1.4637667  1.16878258],[0.58242284 0.57904571 0.5758732  0.58139576 0.57842659],[0.50510248 0.52482416 0.5331012  0.5240486  0.53883032],[0.44148859 0.46350327 0.47378906 0.45897019 0.47434036],[3.48866956 3.50616617 3.49464744 3.54908516 3.59253197]
41,"[5.67982563e-11 4.23738472e-11 5.74432103e-11 5.74541192e-11
 2.81438116e-11]",[0.12731608 0.12904253 0.12737763 0.13068804 0.13140872],[1.44119578 1.30430827 1.38757719 1.4290175  1.15825226],[0.58123382 0.57946921 0.57608308 0.58343403 0.58340295],[0.52490212 0.53064115 0.5253119  0.53373293 0.537846  ],[0.4647833  0.4689394  0.46391758 0.4737821  0.4773559 ],[3.57394602 3.55129961 3.4958087  3.58542313 3.58958383]
42,"[8.08927378e-11 6.09463530e-11 8.53372338e-11 7.82157430e-11
 3.75231863e-11]",[0.12818625 0.12253911 0.11527303 0.1274082  0.12595217],[1.53759817 1.44772993 1.57133435 1.53743875 1.272461  ],[0.57905329 0.57635685 0.57135091 0.58033076 0.57996785],[0.48656593 0.49429766 0.48743573 0.50630985 0.51569594],[0.42072766 0.42971887 0.42601145 0.44221115 0.45385453],[3.52326768 3.43196394 3.32848192 3.50571756 3.49633399]
43,"[7.47297259e-11 5.96017061e-11 8.92140107e-11 7.25741785e-11
 3.51698098e-11]",[0.1170924  0.11442944 0.10748151 0.12153878 0.12239523],[1.59109949 1.50510345 1.68146383 1.54720453 1.25689   ],[0.58221952 0.57793802 0.57382678 0.57994136 0.57957748],[0.49472969 0.48648758 0.46045113 0.50869632 0.51325236],[0.43082265 0.42434178 0.39809656 0.44120075 0.44620386],[3.41353445 3.34359502 3.21380717 3.42169733 3.4185627 ]
44,"[1.10730020e-10 8.66637019e-11 1.16741144e-10 1.35314468e-10
 7.28449631e-11]",[0.09719438 0.09519158 0.09350546 0.09138812 0.08876974],[1.86205036 1.74986751 1.89155132 2.0208228  1.73721018],[0.57130652 0.57105256 0.56763726 0.56810612 0.56735167],[0.41149356 0.40536614 0.39890036 0.38642074 0.37474663],[0.33605734 0.334285   0.33019029 0.3145188  0.30689315],[3.28332168 3.29923782 3.32621584 3.24178435 3.24826274]
45,"[4.70051743e-11 3.52789563e-11 4.78670142e-11 4.76530559e-11
 2.34978936e-11]",[0.12758485 0.12906037 0.12731691 0.13496503 0.13705942],[1.24338769 1.13478896 1.23794461 1.22958087 0.99962036],[0.57100145 0.57048621 0.56816439 0.56863845 0.57114226],[0.52018347 0.52632275 0.52056158 0.54000152 0.54910456],[0.45134054 0.4573372  0.45037772 0.47075153 0.48067329],[3.62884    3.62485465 3.60178502 3.66483913 3.68218482]
46,"[5.71232335e-11 3.80707942e-11 4.62410728e-11 5.49352492e-11
 2.57873200e-11]",[0.11491322 0.12181245 0.1256166  0.12315133 0.12795465],[1.42671539 1.23538531 1.28263644 1.38009278 1.08821922],[0.57095917 0.57002921 0.56890749 0.5741602  0.57419871],[0.48475624 0.50855454 0.51820561 0.51118348 0.52903377],[0.41487063 0.43875626 0.4524422  0.44253086 0.46119744],[3.48748502 3.55139254 3.5803444  3.5621681  3.61371451]
47,"[8.26787630e-11 6.10073976e-11 8.31328949e-11 7.81508322e-11
 3.69882672e-11]",[0.1057362  0.10690295 0.10517614 0.11248779 0.11560038],[1.63642032 1.48943029 1.60037914 1.59400427 1.2792007 ],[0.57812975 0.57520186 0.57111572 0.57535421 0.5768897 ],[0.44599213 0.45153917 0.44560125 0.46874976 0.48389891],[0.38805781 0.39478607 0.39019816 0.41039447 0.42669557],[3.29090066 3.24145686 3.17594357 3.33332279 3.35760341]
48,"[7.79697177e-11 5.97926473e-11 8.15787942e-11 7.80350260e-11
 3.75982204e-11]",[0.10856115 0.10758179 0.10460117 0.11247535 0.11445469],[1.66427516 1.54569609 1.6736912  1.64421193 1.32177886],[0.5811289  0.58113126 0.57894212 0.5820408  0.58356344],[0.46587402 0.4630039  0.45124477 0.47975182 0.48929657],[0.40929405 0.40585792 0.39280688 0.42194248 0.43180385],[3.2639868  3.25187986 3.21358225 3.30253223 3.33763906]
49,"[1.10947249e-10 9.65070063e-11 1.58739803e-10 1.10323234e-10
 5.47299930e-11]",[0.09478609 0.08991745 0.08279999 0.09709734 0.09727319],[1.7751169  1.71249787 1.92791736 1.75949575 1.44279194],[0.5688458  0.56847608 0.5638284  0.56939883 0.57006522],[0.40973806 0.38800467 0.35195724 0.42033297 0.42378202],[0.35495664 0.33462228 0.29864359 0.36484312 0.3670429 ],[2.99504973 2.89690365 2.77457772 3.0149574  3.01958445]
50,"[1.99716471e-10 1.91679051e-10 3.63306028e-10 2.00978433e-10
 1.00512432e-10]",[0.07172195 0.06802485 0.06357778 0.07389333 0.07512234],[1.98702038 1.91473587 2.11955476 2.03501974 1.69550366],[0.54431975 0.54279684 0.53885675 0.55063456 0.55171219],[0.29886132 0.27857574 0.25258881 0.30956226 0.31756216],[0.25738236 0.23730669 0.20698658 0.26818465 0.27431382],[2.66232013 2.4565124  2.27782229 2.6439542  2.61028836]
51,"[4.02809867e-10 2.82259771e-10 3.78979229e-10 3.82986704e-10
 1.72041834e-10]",[0.05039069 0.05355401 0.05648983 0.05215688 0.05514313],[2.66860389 2.28459115 2.27797219 2.68772297 2.15467579],[0.53939843 0.53975926 0.53362194 0.54888501 0.54965768],[0.18520285 0.20203564 0.21638541 0.19460365 0.21082393],[0.15855971 0.17468206 0.18393526 0.16863804 0.18251099],[2.40748217 2.41093393 2.37466316 2.38969496 2.41751764]
52,"[1.37261107e-10 1.07040027e-10 1.52662015e-10 1.28202359e-10
 5.97447731e-11]",[0.0728241  0.0713416  0.06828553 0.07661362 0.07952449],[1.91250601 1.77283893 1.97437601 1.92253317 1.53121263],[0.55867517 0.55767523 0.55294059 0.56112213 0.56351452],[0.30103913 0.29560789 0.2793005  0.32365818 0.34154868],[0.25222984 0.24884986 0.23830892 0.27768064 0.29670143],[2.73041949 2.68131347 2.60412071 2.76536523 2.79705763]
53,"[2.40759855e-10 2.19166459e-10 3.92554540e-10 2.37029295e-10
 1.16461804e-10]",[0.06892756 0.06750437 0.06469236 0.07212113 0.07377411],[2.02082618 1.91410517 2.08825176 2.04729961 1.71539681],[0.53340793 0.52868459 0.52299068 0.54341988 0.54493499],[0.27949895 0.27137847 0.25845603 0.29513948 0.30576459],[0.22827596 0.22099295 0.20819754 0.23968264 0.25006804],[2.62404243 2.54612069 2.42348445 2.66245262 2.66148396]
54,"[2.85237767e-10 2.12739405e-10 2.97470246e-10 2.75697790e-10
 1.32187928e-10]",[0.05309395 0.05437522 0.05555026 0.05472617 0.05634262],[2.06626444 1.86109702 2.00418293 2.15382066 1.78930064],[0.51942895 0.51729268 0.51934276 0.52904435 0.53388411],[0.20027106 0.20729232 0.21302832 0.20814454 0.21626733],[0.17075236 0.17885011 0.18327839 0.17630628 0.18538494],[2.49210698 2.48685942 2.46682832 2.5222766  2.54439658]
55,"[5.13504625e-10 3.25997015e-10 4.01493545e-10 4.60385071e-10
 1.97125030e-10]",[0.04187309 0.04819204 0.05549083 0.04618638 0.05130495],[2.527881   2.09352483 2.03728284 2.55081452 2.03136591],[0.51315652 0.51238334 0.5126892  0.52657598 0.53639135],[0.14570555 0.17672379 0.21260488 0.16592327 0.19202554],[0.1265082  0.15265435 0.17824726 0.14305353 0.16513548],[2.26872137 2.38850383 2.42481386 2.37129137 2.46661925]
56,"[2.04276481e-10 1.57155099e-10 2.21483014e-10 1.79036631e-10
 8.00829965e-11]",[0.06090537 0.06283241 0.06474073 0.06626214 0.07136762],[1.74551849 1.58611996 1.72526417 1.813373   1.46686481],[0.51234948 0.51217298 0.51749899 0.5305184  0.54072022],[0.23185397 0.24516057 0.25849241 0.25953543 0.28903827],[0.1933501  0.20106482 0.20781998 0.21879616 0.24410924],[2.58058694 2.60400242 2.62075115 2.64194193 2.71256709]
57,"[3.49025384e-10 2.30971131e-10 2.90177960e-10 2.97738789e-10
 1.27072897e-10]",[0.05163036 0.05579705 0.05926234 0.05674033 0.0614454 ],[2.07606053 1.7754018  1.82617024 2.0760028  1.66814286],[0.5125775  0.51215681 0.51325674 0.52451359 0.53398967],[0.19079222 0.21132265 0.23071711 0.21551508 0.23997525],[0.15355026 0.17125176 0.18809503 0.17500234 0.19630955],[2.40364142 2.46700931 2.48337288 2.46234834 2.51951324]
