mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[1.06581213e-08 1.21597337e-08 1.06286760e-08 1.02874101e-08
 9.93738235e-09]","[1.18116886e-05 1.44242565e-05 1.53303747e-05 1.49921399e-05
 1.31104514e-05]","[1.39515986e-10 2.08059175e-10 2.35020388e-10 2.24764260e-10
 1.71883936e-10]",[ 0.27928593  0.11330895 -0.09309922 -0.09863067 -0.02740386],[1.54564299 1.11389625 1.07345852 1.08694717 0.99924767],"[1.18116934e-05 1.44242616e-05 1.53303784e-05 1.49921435e-05
 1.31104552e-05]",[0.02382812 0.02291667 0.02252604 0.02265625 0.02239583],"[2.71881221e-11 4.04631998e-11 4.44063286e-11 4.24023253e-11
 3.29245642e-11]",[0.49903157 0.49795313 0.51014746 0.51088988 0.50391358],"[2.31407591e-11 3.45283908e-11 3.64564748e-11 3.47307173e-11
 2.75642349e-11]",[0.42474317 0.42491746 0.41881819 0.41845752 0.42187323],"[1.58273370e-11 2.37643436e-11 2.45592068e-11 2.33621556e-11
 1.87904181e-11]",[0.29050704 0.29245164 0.28214035 0.28148194 0.28758913],"[1.68434794e-12 2.50288460e-12 2.80464467e-12 2.68135460e-12
 2.05793913e-12]",[0.03091581 0.0308013  0.03222024 0.03230665 0.03149695],"[2.56398532e-14 3.01010042e-14 2.54158573e-14 2.40983428e-14
 2.04959821e-14]",[0.00047061 0.00037043 0.00029198 0.00029035 0.00031369],319
"[6.91786141e-08 7.49583948e-08 6.00149764e-08 5.78400288e-08
 5.82529480e-08]","[1.33207822e-05 1.53430569e-05 1.46187681e-05 1.42303325e-05
 1.30646540e-05]","[1.77443239e-10 2.35409394e-10 2.13708381e-10 2.02502362e-10
 1.70685185e-10]",[0.64218165 0.51175126 0.2891262  0.28006456 0.37698875],[5.34511396 3.24514581 0.93829646 0.87595246 1.67258354],"[1.33209618e-05 1.53432400e-05 1.46188913e-05 1.42304500e-05
 1.30647839e-05]",[0.02057292 0.02161458 0.02291667 0.02291667 0.02213542],"[3.80723788e-11 4.89662985e-11 4.30922391e-11 4.08010064e-11
 3.47486833e-11]",[0.60943933 0.5753121  0.53102808 0.52948939 0.54698656],"[2.35673146e-11 3.30256199e-11 3.26484696e-11 3.10412951e-11
 2.52282437e-11]",[0.37725114 0.38802277 0.40232892 0.4028341  0.39712325],"[1.30221215e-11 2.00495923e-11 2.17439408e-11 2.07284153e-11
 1.63086549e-11]",[0.20845015 0.23556555 0.2679518  0.26900013 0.25671807],"[1.73890305e-12 2.75035669e-12 3.40285247e-12 3.26524307e-12
 2.40589907e-12]",[0.0278353  0.03231434 0.04193354 0.04237424 0.03787178],"[2.38270292e-14 2.77756597e-14 2.34427177e-14 2.22381977e-14
 1.88748982e-14]",[0.00038141 0.00032634 0.00028889 0.00028859 0.00029711],320
"[-1.30712482e-07 -1.48400530e-07 -1.28723810e-07 -1.24543326e-07
 -1.20719158e-07]","[1.26268661e-05 1.53053263e-05 1.55310771e-05 1.51511972e-05
 1.35715610e-05]","[1.59437748e-10 2.34253013e-10 2.41214356e-10 2.29558776e-10
 1.84187268e-10]",[0.25481958 0.26205075 0.27202702 0.27229288 0.26871406],[0.82152738 0.4751368  0.18144434 0.17496238 0.26439381],"[1.26275427e-05 1.53060457e-05 1.55316105e-05 1.51517090e-05
 1.35720979e-05]",[0.02109375 0.02200521 0.02252604 0.02226563 0.02317708],"[2.83182287e-11 4.01796452e-11 4.01426607e-11 3.81755696e-11
 3.09259677e-11]",[0.49007469 0.47483199 0.46214627 0.46185533 0.46581355],"[2.54882092e-11 3.74392109e-11 3.78047746e-11 3.59352908e-11
 2.91534546e-11]",[0.44109843 0.4424463  0.43523113 0.43475201 0.43911558],"[1.67955732e-11 2.64220183e-11 2.85924616e-11 2.72373556e-11
 2.15442634e-11]",[0.29066385 0.31224814 0.32917349 0.32952273 0.32450431],"[1.72477226e-12 2.77513295e-12 3.45035502e-12 3.31035214e-12
 2.44015676e-12]",[0.02984887 0.03279576 0.03972255 0.04004927 0.03675416],"[1.86146313e-14 2.37048170e-14 2.38100661e-14 2.27348943e-14
 1.78972140e-14]",[0.00032214 0.00028014 0.00027412 0.00027505 0.00026957],321
"[-2.55545581e-08 -5.35617271e-08 -8.07453080e-08 -7.97009374e-08
 -6.22321325e-08]","[1.36263378e-05 1.61491092e-05 1.58577773e-05 1.54499833e-05
 1.40323811e-05]","[1.85677082e-10 2.60793728e-10 2.51469101e-10 2.38701984e-10
 1.96907719e-10]",[-0.03217199 -0.11727875 -0.16650716 -0.16661918 -0.15788849],[2.4289995  1.88495401 1.30552657 1.28890864 1.49316122],"[1.36263618e-05 1.61491980e-05 1.58579829e-05 1.54501889e-05
 1.40325191e-05]",[0.0203125  0.0203125  0.02226563 0.02213542 0.02135417],"[3.19005286e-11 4.23310438e-11 3.82427232e-11 3.62256147e-11
 3.06235692e-11]",[0.49497107 0.47425696 0.44975813 0.44894459 0.45833912],"[2.81724438e-11 3.95884927e-11 3.81672139e-11 3.62283764e-11
 2.98910536e-11]",[0.43712581 0.44353071 0.44887009 0.44897882 0.44737565],"[1.84189652e-11 2.68451842e-11 2.69795767e-11 2.56442878e-11
 2.08261299e-11]",[0.28579009 0.30076072 0.31729655 0.31781005 0.31170207],"[1.89741190e-12 2.80756786e-12 3.22105723e-12 3.08373169e-12
 2.33513218e-12]",[0.02944039 0.03145466 0.03788163 0.03821673 0.03494963],"[2.34710038e-14 2.96582615e-14 2.73437195e-14 2.59897061e-14
 2.14323373e-14]",[0.00036418 0.00033228 0.00032158 0.00032209 0.00032078],322
"[1.03946145e-07 1.48246666e-07 1.70822166e-07 1.67214381e-07
 1.43580970e-07]","[1.26821350e-05 1.57680632e-05 1.65349013e-05 1.61497608e-05
 1.42758745e-05]","[1.60836548e-10 2.48631817e-10 2.73402963e-10 2.60814773e-10
 2.03800594e-10]",[0.42061498 0.42607655 0.39483241 0.39285006 0.41124196],[1.59561705 1.54945793 1.51283795 1.51246203 1.52078578],"[1.26825610e-05 1.57687601e-05 1.65357837e-05 1.61506264e-05
 1.42765966e-05]",[0.01998698 0.0203776  0.02128906 0.02102865 0.02050781],"[2.55775695e-11 4.05922010e-11 4.65355045e-11 4.44671659e-11
 3.41319991e-11]",[0.44946382 0.45870828 0.47025506 0.47066297 0.46609472],"[2.55229032e-11 3.94173273e-11 4.36849898e-11 4.16935832e-11
 3.24336677e-11]",[0.44850319 0.44543173 0.44144976 0.44130597 0.4429029 ],"[1.87527883e-11 2.79205234e-11 2.90344665e-11 2.76366614e-11
 2.21124317e-11]",[0.32953482 0.3155132  0.29340189 0.2925204  0.30195969],"[1.92193652e-12 2.69438731e-12 2.98674623e-12 2.85855111e-12
 2.18066143e-12]",[0.03377338 0.03044767 0.03018196 0.03025635 0.02977835],"[2.12748070e-14 2.61614127e-14 2.48958713e-14 2.37344955e-14
 1.90791878e-14]",[0.00037385 0.00029563 0.00025158 0.00025122 0.00026054],323
"[-1.18848955e-07 -1.42507314e-07 -1.34192249e-07 -1.30323534e-07
 -1.21684751e-07]","[1.21812899e-05 1.46737485e-05 1.52052891e-05 1.48544922e-05
 1.31342957e-05]","[1.48383823e-10 2.15318894e-10 2.31200818e-10 2.20655939e-10
 1.72509723e-10]",[0.18406189 0.11933352 0.09630328 0.09732705 0.09404989],[0.89807395 0.99058946 1.28975354 1.30423754 1.15765579],"[1.21818697e-05 1.46744404e-05 1.52058813e-05 1.48550639e-05
 1.31348594e-05]",[0.02135417 0.02252604 0.02278646 0.02265625 0.02148438],"[2.56135617e-11 3.81738497e-11 4.37604753e-11 4.18853966e-11
 3.17756342e-11]",[0.44575754 0.45254917 0.47805816 0.47931638 0.4667069 ],"[2.73288390e-11 4.10341800e-11 4.43861580e-11 4.23368768e-11
 3.31948963e-11]",[0.47560882 0.48645825 0.48489338 0.4844829  0.48755241],"[1.84804460e-11 2.64457559e-11 2.64829034e-11 2.51815776e-11
 2.04111595e-11]",[0.32161861 0.31351317 0.28931057 0.28816589 0.29979036],"[1.71151352e-12 2.63402152e-12 3.20584939e-12 3.07567467e-12
 2.27454845e-12]",[0.02978579 0.0312262  0.03502207 0.03519655 0.03340759],"[2.19781645e-14 2.53029457e-14 2.22733293e-14 2.11959504e-14
 1.74874381e-14]",[0.00038249 0.00029997 0.00024332 0.00024256 0.00025685],324
"[1.23132574e-07 1.52696985e-07 1.50467293e-07 1.46411495e-07
 1.34018399e-07]","[1.33898288e-05 1.60354196e-05 1.60206361e-05 1.56199741e-05
 1.40792628e-05]","[1.79287516e-10 2.57134682e-10 2.56660782e-10 2.43983590e-10
 1.98225640e-10]",[ 0.10449658  0.02920415 -0.07902285 -0.08299561 -0.03879449],[0.65673912 0.52863596 0.4955684  0.49733418 0.4901126 ],"[1.33903950e-05 1.60361466e-05 1.60213427e-05 1.56206602e-05
 1.40799006e-05]",[0.01979167 0.01966146 0.02018229 0.02044271 0.01992187],"[3.17113033e-11 4.38628587e-11 4.17698857e-11 3.96394803e-11
 3.28200627e-11]",[0.49875132 0.48216706 0.46362643 0.46302854 0.47000215],"[3.14744850e-11 4.62425487e-11 4.64354573e-11 4.41236827e-11
 3.59121697e-11]",[0.49502668 0.50832605 0.51541212 0.51540848 0.5142829 ],"[1.74686337e-11 2.64687622e-11 2.75238305e-11 2.61846822e-11
 2.10259974e-11]",[0.27474444 0.29096063 0.3055018  0.30586312 0.30110436],"[1.68778179e-12 2.42719763e-12 2.65011958e-12 2.53236383e-12
 1.95808554e-12]",[0.02654522 0.02668122 0.0294151  0.02958053 0.02804091],"[2.33194575e-14 2.91181149e-14 2.71770538e-14 2.58592465e-14
 2.11083760e-14]",[0.00036677 0.00032008 0.00030165 0.00030206 0.00030228],325
"[2.48489310e-08 2.68341161e-08 2.13511932e-08 2.05721912e-08
 2.07805933e-08]","[1.55234050e-05 1.68930739e-05 1.61207227e-05 1.57308194e-05
 1.42085085e-05]","[2.40976104e-10 2.85375946e-10 2.59877702e-10 2.47458678e-10
 2.01881713e-10]",[0.05345851 0.07670151 0.14385451 0.14464096 0.12442947],[3.34342006 1.69299711 0.8644298  0.87764359 0.91123481],"[1.55234249e-05 1.68930952e-05 1.61207369e-05 1.57308328e-05
 1.42085237e-05]",[0.01875    0.01861979 0.01985677 0.01985677 0.0188151 ],"[3.40707213e-11 4.15326803e-11 4.19927515e-11 4.01787667e-11
 3.11657421e-11]",[0.56008164 0.514652   0.49976826 0.50047292 0.49798102],"[2.54685934e-11 3.61182505e-11 3.82497340e-11 3.65018827e-11
 2.86162908e-11]",[0.41867301 0.44755912 0.45522149 0.45467309 0.45724468],"[1.43440037e-11 2.12293330e-11 2.23531101e-11 2.12965460e-11
 1.69001719e-11]",[0.23579815 0.26306317 0.26603103 0.26527307 0.27003897],"[1.56389051e-12 2.28795093e-12 2.71813571e-12 2.60786520e-12
 1.93457370e-12]",[0.02570848 0.02835113 0.03234934 0.03248397 0.03091154],"[2.44776678e-14 2.99793032e-14 2.80532116e-14 2.67175331e-14
 2.16669394e-14]",[0.00040238 0.00037149 0.00033387 0.0003328  0.0003462 ],326
"[-2.05793145e-07 -2.51802211e-07 -2.43775817e-07 -2.37030353e-07
 -2.18635340e-07]","[1.24137999e-05 1.50856213e-05 1.57348300e-05 1.53735757e-05
 1.35687738e-05]","[1.54102428e-10 2.27575971e-10 2.47584876e-10 2.36346831e-10
 1.84111623e-10]",[0.1144044  0.0687732  0.11221954 0.11703038 0.0779416 ],[1.26899461 0.87567258 0.74269034 0.74857078 0.73201671],"[1.24155056e-05 1.50877227e-05 1.57367183e-05 1.53754029e-05
 1.35705351e-05]",[0.02220052 0.02154948 0.02265625 0.02291667 0.02226563],"[2.80663188e-11 4.08203629e-11 4.33038305e-11 4.12969079e-11
 3.25181843e-11]",[0.47534829 0.47128426 0.47996895 0.48061191 0.47489034],"[2.79150601e-11 4.09174219e-11 4.18870212e-11 3.98516682e-11
 3.20655601e-11]",[0.47278648 0.47240484 0.46426539 0.46379227 0.46828029],"[1.79583447e-11 2.67122980e-11 2.70066258e-11 2.56628531e-11
 2.08601333e-11]",[0.30415348 0.3084021  0.29933476 0.29866335 0.30463804],"[1.88283475e-12 2.75945492e-12 3.21946614e-12 3.08582541e-12
 2.31170375e-12]",[0.03188884 0.0318588  0.03568377 0.03591272 0.03375975],"[2.31932036e-14 2.93527659e-14 2.79779803e-14 2.66285133e-14
 2.15636061e-14]",[0.00039281 0.00033889 0.0003101  0.0003099  0.00031491],327
"[1.90302506e-07 1.81847424e-07 1.09950554e-07 1.04192627e-07
 1.21917654e-07]","[1.30630899e-05 1.55476067e-05 1.56039260e-05 1.52210135e-05
 1.36655782e-05]","[1.70644317e-10 2.41728073e-10 2.43482507e-10 2.31679253e-10
 1.86748027e-10]",[-0.04291332 -0.07374522 -0.05910057 -0.05738941 -0.0716302 ],[0.4689418  0.57853315 0.66900708 0.67134957 0.64268096],"[1.30644759e-05 1.55486701e-05 1.56043134e-05 1.52213702e-05
 1.36661220e-05]",[0.02207031 0.02233073 0.02415365 0.02389323 0.02415365],"[2.73990437e-11 3.79178078e-11 3.66337944e-11 3.47963239e-11
 2.85732445e-11]",[0.44531812 0.42403109 0.40211745 0.40146423 0.4093377 ],"[2.85836978e-11 4.21779252e-11 4.29995060e-11 4.08910961e-11
 3.30256155e-11]",[0.46457236 0.47167156 0.47199183 0.47178296 0.47312197],"[2.03172629e-11 3.13188519e-11 3.36312741e-11 3.20407394e-11
 2.53541317e-11]",[0.33021756 0.35023562 0.36915974 0.36967155 0.36322099],"[1.75108543e-12 2.66814088e-12 3.23937210e-12 3.10824152e-12
 2.29744671e-12]",[0.02846048 0.02983756 0.03555755 0.03586148 0.03291301],"[1.89145397e-14 2.41776313e-14 2.39622233e-14 2.28647386e-14
 1.81454810e-14]",[0.00030742 0.00027038 0.00026303 0.0002638  0.00025995],328
"[-2.11482880e-10  6.87827764e-08  1.56066811e-07  1.55422494e-07
  1.08426868e-07]","[1.39952512e-05 1.69554687e-05 1.72952494e-05 1.68777326e-05
 1.50722978e-05]","[1.95867056e-10 2.87487920e-10 2.99125652e-10 2.84857857e-10
 2.27174162e-10]",[ 0.17793727  0.07677851 -0.01137163 -0.01336612  0.01401642],[0.62898094 0.72896005 1.12040144 1.13928542 0.94699665],"[1.39952512e-05 1.69556082e-05 1.72959535e-05 1.68784482e-05
 1.50726878e-05]",[0.02174479 0.02226563 0.02408854 0.02408854 0.02395833],"[3.05158429e-11 4.36922356e-11 4.43125269e-11 4.21670666e-11
 3.39369044e-11]",[0.4378466  0.42788911 0.42465139 0.42476802 0.42449857],"[3.78206924e-11 5.52704162e-11 5.44558411e-11 5.16922027e-11
 4.24862872e-11]",[0.54265785 0.54127717 0.52185579 0.52071904 0.53143822],"[2.43218669e-11 3.69875412e-11 3.83615956e-11 3.64854492e-11
 2.93622829e-11]",[0.34897436 0.36222835 0.36762302 0.3675345  0.36727708],"[1.72061600e-12 2.57580321e-12 3.11272761e-12 2.98727030e-12
 2.20615555e-12]",[0.0246877  0.02522549 0.02982958 0.03009213 0.02759562],"[2.49285902e-14 3.14085151e-14 2.90034084e-14 2.75737007e-14
 2.27051209e-14]",[0.00035768 0.00030759 0.00027794 0.00027776 0.00028401],329
"[-5.66522830e-08 -1.17977525e-07 -1.77272437e-07 -1.74954518e-07
 -1.36760553e-07]","[1.37428292e-05 1.67871114e-05 1.71625199e-05 1.67463015e-05
 1.49611998e-05]","[1.88865353e-10 2.81807109e-10 2.94552088e-10 2.80438614e-10
 2.23837498e-10]",[0.331736   0.26114269 0.16818318 0.16511428 0.20079532],[1.23115569 1.0081424  0.61530725 0.60031089 0.76534786],"[1.37429459e-05 1.67875259e-05 1.71634354e-05 1.67472154e-05
 1.49618248e-05]",[0.02109375 0.02122396 0.01979167 0.01979167 0.0203125 ],"[3.67965276e-11 5.31017557e-11 5.30100336e-11 5.03817274e-11
 4.09857543e-11]",[0.52086221 0.51992989 0.52038848 0.52044721 0.51998216],"[3.25319220e-11 4.64771536e-11 4.48382222e-11 4.25381780e-11
 3.52156840e-11]",[0.46049587 0.45506709 0.44016751 0.43942272 0.44677786],"[1.74829639e-11 2.61391835e-11 2.71607118e-11 2.58484158e-11
 2.07086574e-11]",[0.24747485 0.25593396 0.26663106 0.26701617 0.26272866],"[1.72249256e-12 2.66853946e-12 3.19485604e-12 3.06198452e-12
 2.28666561e-12]",[0.02438223 0.0261282  0.03136324 0.03163054 0.0290107 ],"[2.56422849e-14 3.07053530e-14 2.68626732e-14 2.55035135e-14
 2.13651251e-14]",[0.00036297 0.00030064 0.00026371 0.00026345 0.00027106],330
"[2.56632102e-08 5.68950171e-08 8.81229121e-08 8.70384719e-08
 6.73836942e-08]","[1.67646391e-05 1.96251909e-05 1.88648299e-05 1.83627784e-05
 1.68381960e-05]","[2.81053124e-10 3.85148118e-10 3.55881809e-10 3.37191630e-10
 2.83524843e-10]",[0.32144598 0.21613651 0.05618197 0.04997563 0.11745104],[1.05356162 0.66113235 0.21235069 0.19751289 0.36820259],"[1.67646587e-05 1.96252734e-05 1.88650358e-05 1.83629847e-05
 1.68383308e-05]",[0.01595052 0.01595052 0.01647135 0.01647135 0.01608073],"[5.27006531e-11 7.01025164e-11 6.23859173e-11 5.90314801e-11
 5.03828873e-11]",[0.61175898 0.5924901  0.56297841 0.56178911 0.57447661],"[3.63083411e-11 5.13523865e-11 4.97234618e-11 4.72003185e-11
 3.89035393e-11]",[0.42147398 0.43401838 0.44871081 0.44919464 0.44358659],"[1.68140153e-11 2.46606532e-11 2.49970410e-11 2.37678531e-11
 1.92338899e-11]",[0.19518022 0.20842608 0.22557646 0.22619323 0.21930899],"[1.38671132e-12 2.01965730e-12 2.30731998e-12 2.20946142e-12
 1.67159184e-12]",[0.0160972  0.01706967 0.02082155 0.02102694 0.01905985],"[2.14477186e-14 2.52869002e-14 2.27976496e-14 2.16953519e-14
 1.77868598e-14]",[0.00024897 0.00021372 0.00020573 0.00020647 0.00020281],331
"[-6.18394180e-08 -6.57499167e-08 -5.08065346e-08 -4.88712349e-08
 -5.00950192e-08]","[1.49126741e-05 1.81534317e-05 1.91061380e-05 1.86761055e-05
 1.64083354e-05]","[2.22387850e-10 3.29547081e-10 3.65044508e-10 3.48796917e-10
 2.69233471e-10]",[ 0.06983362 -0.01385437 -0.00132041  0.0021399  -0.02389843],[0.40265824 0.27691158 0.78147847 0.82186762 0.47323353],"[1.49128024e-05 1.81535507e-05 1.91062055e-05 1.86761694e-05
 1.64084119e-05]",[0.01829427 0.0171224  0.01751302 0.01751302 0.01751302],"[4.28183061e-11 6.44272045e-11 7.23717886e-11 6.91750134e-11
 5.31516757e-11]",[0.59870201 0.59890211 0.60385789 0.60412986 0.60147795],"[3.09437047e-11 4.48018522e-11 4.68969441e-11 4.46950606e-11
 3.54224267e-11]",[0.43266677 0.41646885 0.39130012 0.39033777 0.40084924],"[1.45199214e-11 2.11790808e-11 2.19849885e-11 2.09375804e-11
 1.66976149e-11]",[0.20302312 0.1968764  0.183439   0.18285529 0.18895448],"[1.45000613e-12 2.03709068e-12 2.40982389e-12 2.31423501e-12
 1.70679492e-12]",[0.02027454 0.01893638 0.02010716 0.02021103 0.01931453],"[2.22187318e-14 2.57676546e-14 2.26406350e-14 2.15262496e-14
 1.78247271e-14]",[0.00031067 0.00023953 0.00018891 0.000188   0.00020171],332
"[2.83169321e-08 2.54495583e-08 1.27180007e-08 1.18778268e-08
 1.56106346e-08]","[1.72742248e-05 2.07905905e-05 2.08511371e-05 2.03311371e-05
 1.83055399e-05]","[2.98398841e-10 4.32248655e-10 4.34769918e-10 4.13355135e-10
 3.35092792e-10]",[-0.36666957 -0.34677211 -0.20878398 -0.20124344 -0.27429278],[2.21876847 1.61254221 1.07340963 1.06166668 1.2265912 ],"[1.72742480e-05 2.07906061e-05 2.08511410e-05 2.03311405e-05
 1.83055466e-05]",[0.01822917 0.01790365 0.01660156 0.01660156 0.01699219],"[5.20529149e-11 7.55449717e-11 7.61526738e-11 7.24071139e-11
 5.86483918e-11]",[0.59148739 0.58856652 0.58438023 0.58421721 0.58597332],"[3.88926270e-11 5.65034726e-11 5.62008715e-11 5.33906363e-11
 4.35876864e-11]",[0.44194448 0.4402153  0.43127413 0.43078265 0.43549738],"[1.71812103e-11 2.52270724e-11 2.55591010e-11 2.43005177e-11
 1.96751489e-11]",[0.19523343 0.19654267 0.19613538 0.19606887 0.19658019],"[1.43762883e-12 2.12463579e-12 2.51854283e-12 2.41552783e-12
 1.79746259e-12]",[0.01633606 0.01655292 0.01932679 0.0194897  0.01795898],"[2.02061091e-14 2.35194158e-14 2.17400708e-14 2.07377613e-14
 1.66890778e-14]",[0.00022961 0.00018324 0.00016683 0.00016732 0.00016675],333
"[8.58232729e-08 1.09431228e-07 1.11670097e-07 1.08813725e-07
 9.81341432e-08]","[1.81091447e-05 2.08486772e-05 1.96079732e-05 1.90709699e-05
 1.76427226e-05]","[3.27941122e-10 4.34667341e-10 3.84472612e-10 3.63701894e-10
 3.11265660e-10]",[ 0.15190239  0.07497929 -0.01876105 -0.02151212  0.01268392],[1.00256078 0.5114193  0.10084868 0.09036511 0.22366963],"[1.81093481e-05 2.08489644e-05 1.96082912e-05 1.90712804e-05
 1.76429955e-05]",[0.01835938 0.01751302 0.01621094 0.01621094 0.0172526 ],"[5.54014491e-11 7.27700754e-11 6.42168330e-11 6.07604865e-11
 5.19511407e-11]",[0.59443669 0.57782593 0.55732393 0.55662136 0.56464052],"[3.83473712e-11 5.39315512e-11 5.16417659e-11 4.89958944e-11
 4.05937073e-11]",[0.41145286 0.42823988 0.44818766 0.44884699 0.44120017],"[1.73239147e-11 2.51926469e-11 2.51315947e-11 2.38785707e-11
 1.94653132e-11]",[0.18587908 0.20004053 0.21811165 0.21874944 0.21156234],"[1.34377107e-12 1.90416310e-12 2.08862810e-12 1.99719085e-12
 1.53572594e-12]",[0.01441816 0.01511988 0.01812675 0.01829609 0.01669132],"[1.95123918e-14 2.39717645e-14 2.31740639e-14 2.21134909e-14
 1.76189629e-14]",[0.00020936 0.00019035 0.00020112 0.00020258 0.00019149],334
"[-1.52856861e-07 -1.78017933e-07 -1.60655621e-07 -1.55731177e-07
 -1.48207634e-07]","[2.03995041e-05 2.34200522e-05 2.22205227e-05 2.16269723e-05
 1.98885392e-05]","[4.16139767e-10 5.48498845e-10 4.93751630e-10 4.67725933e-10
 3.95553990e-10]",[0.09447634 0.2548869  0.42634336 0.43193938 0.36759136],[3.92620286 2.16970075 1.13491041 1.12297209 1.35247137],"[2.04000768e-05 2.34207287e-05 2.22211035e-05 2.16275330e-05
 1.98890914e-05]",[0.01334635 0.01425781 0.01464844 0.01451823 0.01438802],"[5.41746235e-11 7.11950030e-11 6.63826850e-11 6.30324619e-11
 5.21775890e-11]",[0.62438798 0.611258   0.60321065 0.60319159 0.60464983],"[3.28824157e-11 4.45280181e-11 4.20985343e-11 3.99637821e-11
 3.30598810e-11]",[0.37898528 0.38230362 0.3825438  0.38243496 0.383108  ],"[1.36350147e-11 1.95446712e-11 1.96113806e-11 1.86493123e-11
 1.51043770e-11]",[0.15714995 0.16780443 0.17820601 0.17846532 0.17503413],"[1.45912934e-12 2.15597067e-12 2.46860668e-12 2.36321756e-12
 1.79094809e-12]",[0.01681715 0.01851049 0.0224319  0.0226149  0.02075405],"[2.22162097e-14 2.81736028e-14 2.75893866e-14 2.63129244e-14
 2.09871502e-14]",[0.00025605 0.00024189 0.0002507  0.0002518  0.00024321],335
"[1.37135677e-08 1.93722115e-08 2.21076757e-08 2.16344738e-08
 1.86446838e-08]","[1.64623382e-05 2.06813209e-05 2.23368361e-05 2.18469251e-05
 1.90417378e-05]","[2.71008580e-10 4.27717034e-10 4.98934247e-10 4.77288137e-10
 3.62587780e-10]",[0.00632258 0.00265707 0.06180149 0.06530643 0.03190912],[ 0.11768781 -0.15329863 -0.02656184 -0.01049182 -0.14184143],"[1.64623439e-05 2.06813300e-05 2.23368470e-05 2.18469358e-05
 1.90417470e-05]",[0.01477865 0.0139974  0.01490885 0.01503906 0.01451823],"[4.83676530e-11 7.12906111e-11 8.00444416e-11 7.65511395e-11
 5.85963824e-11]",[0.61594397 0.61536113 0.62824812 0.62899248 0.62185281],"[3.22355924e-11 4.68751504e-11 4.91008177e-11 4.67909638e-11
 3.71035943e-11]",[0.41050821 0.40461353 0.38537962 0.38446409 0.39376107],"[1.24297875e-11 1.82086041e-11 1.87905004e-11 1.78866300e-11
 1.43249308e-11]",[0.1582887  0.15717171 0.14748178 0.14696784 0.15202301],"[1.41355358e-12 2.16149357e-12 2.56007315e-12 2.45298262e-12
 1.83788352e-12]",[0.01800108 0.01865742 0.02009335 0.02015525 0.0195045 ],"[2.23462654e-14 2.53876761e-14 2.15700823e-14 2.04957553e-14
 1.71905228e-14]",[0.00028457 0.00021914 0.0001693  0.00016841 0.00018243],336
"[-8.38404866e-08 -1.03277624e-07 -1.00878241e-07 -9.81253503e-08
 -9.01606556e-08]","[2.17461254e-05 2.48913542e-05 2.34350906e-05 2.28002912e-05
 2.10476160e-05]","[4.72893970e-10 6.19579514e-10 5.49203471e-10 5.19853280e-10
 4.43002141e-10]",[-0.13071643 -0.08120859 -0.06048628 -0.06143022 -0.05916962],[2.41947222 1.23871675 0.20541508 0.18657766 0.48404805],"[2.17462870e-05 2.48915684e-05 2.34353077e-05 2.28005024e-05
 2.10478092e-05]",[0.01458333 0.01484375 0.01549479 0.015625   0.015625  ],"[7.06282165e-11 9.42593016e-11 8.50415759e-11 8.05309925e-11
 6.82303591e-11]",[0.65152582 0.63349015 0.60655196 0.60548983 0.6169212 ],"[4.10232432e-11 5.87147549e-11 5.81028329e-11 5.52072059e-11
 4.50552255e-11]",[0.37842811 0.39460529 0.41441362 0.41508742 0.40737766],"[1.54838856e-11 2.34373074e-11 2.50118331e-11 2.38329054e-11
 1.88569786e-11]",[0.14283458 0.15751553 0.17839482 0.1791929  0.17049991],"[1.51246779e-12 2.22356720e-12 2.59016665e-12 2.48226059e-12
 1.86227913e-12]",[0.0139521  0.01494397 0.01847415 0.01866342 0.01683824],"[1.91065052e-14 2.18282845e-14 1.88005574e-14 1.78681956e-14
 1.48930781e-14]",[0.00017625 0.0001467  0.00013409 0.00013435 0.00013466],337
"[2.34637498e-07 2.50991607e-07 1.96192992e-07 1.88841208e-07
 1.92458064e-07]","[1.83752735e-05 2.16307610e-05 2.22618357e-05 2.17553159e-05
 1.92132179e-05]","[3.37650678e-10 4.67889822e-10 4.95589329e-10 4.73293770e-10
 3.69147744e-10]",[0.28633721 0.19368851 0.06092129 0.0558296  0.11105226],[0.71796304 0.34552572 0.08942218 0.09118273 0.13224214],"[1.83767716e-05 2.16322171e-05 2.22627002e-05 2.17561355e-05
 1.92141818e-05]",[0.01347656 0.01438802 0.01347656 0.01347656 0.0139974 ],"[5.48255837e-11 7.38162770e-11 7.48525104e-11 7.13744422e-11
 5.66557475e-11]",[0.62733236 0.61895512 0.6243052  0.62491027 0.61995851],"[3.56564932e-11 5.01935818e-11 5.04693960e-11 4.80276922e-11
 3.86973745e-11]",[0.40799332 0.42087702 0.42093854 0.42050064 0.42344806],"[1.25834661e-11 1.77027586e-11 1.74021466e-11 1.65375548e-11
 1.34959791e-11]",[0.14398416 0.14843898 0.1451421  0.14479256 0.14768046],"[1.35209229e-12 1.88346789e-12 2.03575224e-12 1.94604939e-12
 1.50288157e-12]",[0.01547108 0.01579302 0.01697913 0.0170384  0.01644536],"[1.68111321e-14 2.09225386e-14 1.98872601e-14 1.89410816e-14
 1.52922384e-14]",[0.00019236 0.00017544 0.00016587 0.00016584 0.00016734],338
