epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
60,"[0.909670655950893, 0.9122546064465825, 0.9135288641165926, 0.9135312081162192, 0.9132223278718259]","[-21.48555935793333, -21.208602424711977, -21.32798739159882, -21.383106280039883, -21.54202525009148]","[0.13413074990120213, 0.13689149812313828, 0.1455621152237412, 0.14657978485180465, 0.14067099490161253]"
61,"[0.8998580907720103, 0.9002802530117666, 0.9005725278807932, 0.9005866252242537, 0.9004268549236235]","[-21.78443152685839, -21.469456427743268, -21.56073277927817, -21.615473907804414, -21.78159998551124]","[0.3331952429290607, 0.2823186924025004, 0.24856232561486846, 0.24747667879982818, 0.2591711884601668]"
62,"[0.9119993943364657, 0.9142045719915177, 0.9171298456051409, 0.9172226274387786, 0.9161868224000441]","[-21.039826689517117, -20.636657549490792, -20.643041527409846, -20.695355566764018, -20.89131145676167]","[0.778396007022888, 0.7423862525005523, 0.6965450372343724, 0.6951224265725855, 0.7105072244699093]"
63,"[0.9254954416146568, 0.9276520105884718, 0.928638396014672, 0.9286341705269918, 0.9285032155663027]","[-20.748917187306464, -20.348886606434046, -20.378306150225505, -20.431996058772576, -20.61521337402481]","[0.33001360798441753, 0.3324262147912228, 0.3199798312665334, 0.31949163315999096, 0.3249103875689576]"
64,"[0.9547812104891299, 0.9565143088197479, 0.9568371083895223, 0.9568206967642449, 0.9568812808546757]","[-21.417348320698157, -20.981971029430685, -20.927398996899147, -20.97691688725672, -21.20114186472792]","[0.4705266587200737, 0.4630958888202159, 0.41480711389193603, 0.41201619635894987, 0.4392175721703458]"
65,"[0.9398567939868774, 0.9405022237606446, 0.9389162171294003, 0.938796281871927, 0.9398087975166067]","[-21.182015647094723, -20.774399558876304, -20.786193359207605, -20.838991478662933, -21.030878948079895]","[0.7882330243919365, 0.7851075997425194, 0.7681899261040153, 0.7675074212980973, 0.7729531885037543]"
66,"[0.9429918443270043, 0.944100856383483, 0.9452315153172334, 0.9452597351295029, 0.944732950659429]","[-21.18060037682514, -20.800576724103433, -20.828849940711684, -20.881801254922447, -21.069999212323562]","[0.8025153865337309, 0.7837666947855826, 0.7519884397659854, 0.7503573744577631, 0.7665662178108696]"
67,"[0.9505917615066979, 0.9516025245544701, 0.9512312869821807, 0.9511796654036386, 0.9515943178526243]","[-21.675168704974347, -21.2486894021523, -21.20535157968111, -21.25529069453608, -21.47493186034774]","[0.28522445411948394, 0.3068495497518941, 0.32634874006483766, 0.32667040963119215, 0.32290820110919516]"
68,"[0.9362168660941792, 0.9378461724336477, 0.9388578583396657, 0.9388704690901897, 0.9385840721596028]","[-20.095539498816176, -19.813424210740493, -20.014949514962243, -20.075989555205094, -20.183335822836753]","[0.9984152920788457, 0.9751131818111459, 0.917407008061044, 0.913633490939842, 0.9502449303483347]"
69,"[0.9465873941712927, 0.94730706251679, 0.9466534076000486, 0.9465792853919236, 0.9471347334824867]","[-21.304111247420856, -20.917322250741876, -20.941183935645952, -20.99408099502841, -21.183383191326623]","[0.8378558104344564, 0.7697653420249586, 0.6634011580692735, 0.6589113665731348, 0.7052449740971313]"
70,"[0.9320296133585166, 0.933283805389169, 0.9332518111509885, 0.933190018343459, 0.9336300502354069]","[-20.99940101596697, -20.635685441253557, -20.701726819656937, -20.756580698166953, -20.926213774621772]","[0.6008526126087123, 0.6585438314144827, 0.7005898705803445, 0.7003060479394684, 0.7034321532324527]"
71,"[0.9409498300909401, 0.9444056023677223, 0.9439239723913508, 0.9438229816136453, 0.9446297514872449]","[-21.573403336209097, -21.121839868748108, -21.062729765548188, -21.112432107697686, -21.336088569719198]","[0.481169080158381, 0.4981755368198019, 0.5199891205733082, 0.5208559370498126, 0.5116627934215456]"
72,"[0.9427950075937942, 0.9455479862710647, 0.9459315095748241, 0.9458867315553219, 0.9462022427254293]","[-21.996325414659452, -21.52409332411249, -21.400866475995095, -21.44735166683548, -21.70272463887992]","[0.2905537014636733, 0.25486824170839945, 0.257460786364699, 0.2579710301651794, 0.2521979352426509]"
73,"[0.9408391472330508, 0.9428679753725459, 0.9440160520887098, 0.9440212430967176, 0.943862157706875]","[-21.822270099188653, -21.40499964504503, -21.37594972798592, -21.426483022152365, -21.63986423821806]","[0.4681369997458978, 0.44997957747422723, 0.37490184968121176, 0.37174682836753414, 0.40699601408833636]"
74,"[0.9454451821521366, 0.9476211752607998, 0.9492577005083708, 0.9493024805425452, 0.948795646488294]","[-21.837753482238714, -21.434642818807916, -21.41849384882609, -21.46939380130079, -21.6783160488059]","[0.4558531106888231, 0.5183031396650523, 0.559466688373387, 0.5610795394909618, 0.5450394805993151]"
75,"[0.9504102843151964, 0.9520818868569533, 0.9518078107833849, 0.9517548923955182, 0.9520202666948894]","[-21.927250738242886, -21.509774950484047, -21.467283137979212, -21.517015986642402, -21.737963429186657]","[0.27579181622983984, 0.28395252769080465, 0.3034192201564279, 0.3043491669055726, 0.29437491039040353]"
76,"[0.9416261776509338, 0.945432902181075, 0.9482962480382632, 0.9483295651960199, 0.9475405006504085]","[-22.03608419728982, -21.601428171589124, -21.524895601745644, -21.57308261179147, -21.809737646160713]","[0.1997478159418651, 0.2023181063552051, 0.20915838782427434, 0.20943464599651423, 0.20668140937740562]"
77,"[0.9399815411906792, 0.9433359027298975, 0.9444318130332771, 0.944407654907328, 0.9444624630345965]","[-21.808348068322292, -21.431278655344244, -21.433851983775035, -21.485093104332524, -21.688789362408052]","[0.22896881046511158, 0.21284384358312464, 0.1928845204982093, 0.19206615350466083, 0.20061611294811485]"
78,"[0.939153128187516, 0.9424858268158282, 0.944520496139236, 0.944524386395732, 0.9442320769061364]","[-21.91165609609669, -21.498512313108385, -21.47006674266058, -21.52051416371437, -21.734388271792795]","[0.3182417324530941, 0.3734139296388178, 0.4378005213720833, 0.4403454934601927, 0.4126998195195612]"
79,"[0.9438903698076193, 0.9463246727497132, 0.9472855344120606, 0.9473017073218306, 0.9470324177644829]","[-22.036485234103214, -21.645310383942327, -21.629863687048726, -21.680433902139654, -21.891445937329216]","[0.2662591110774192, 0.24343002153638088, 0.22684665912330948, 0.22606138087624292, 0.23243288379880264]"
80,"[0.9370837982037585, 0.9414338665784127, 0.944011165636849, 0.9440610191470761, 0.9433213731862401]","[-22.218682027967798, -21.76433916175515, -21.674627760035364, -21.722577568359092, -21.962806515882598]","[0.3456603236506115, 0.3676199783015485, 0.4278778922612674, 0.4301788790208763, 0.40454581628191805]"
81,"[0.9288295998452107, 0.9334602080948934, 0.9365767100114156, 0.9365728365318514, 0.9359496548663787]","[-22.47049406791127, -22.03238854665368, -21.944945754197594, -21.992587225801874, -22.234627071897325]","[0.2783434699346023, 0.23609025529084873, 0.2435839858863158, 0.24388095764614157, 0.24027943283820266]"
82,"[0.9038253852203001, 0.9100155298488712, 0.9143301566685563, 0.9143717160171699, 0.9132190214397354]","[-22.970668201235068, -22.585134383049752, -22.49629061932445, -22.542355578520823, -22.795497726158448]","[0.3688295767003066, 0.363433936455447, 0.3835646694995018, 0.38569273022043066, 0.3647822740142152]"
83,"[0.9149252796151661, 0.9198520732011842, 0.9208266075039513, 0.9207201532530759, 0.9211584389141648]","[-22.870316937465226, -22.473619758869834, -22.40227801849178, -22.449674836913328, -22.690933432989585]","[0.2996467038535329, 0.23819456653393842, 0.2061987300324074, 0.20579295883739268, 0.21079885636054568]"
84,"[0.9174812515594497, 0.9209627704492971, 0.920822068584417, 0.9207915756438954, 0.9210790955013817]","[-22.7344627218008, -22.356277805811217, -22.29072680086101, -22.337909179224585, -22.57975306227508]","[0.2785570071281278, 0.2928789836267719, 0.31098763412620356, 0.31099399843885417, 0.3107957151787903]"
85,"[0.9207170405686598, 0.9252224351623329, 0.927084301042273, 0.9270305806860636, 0.9273986245117497]","[-22.40547052256063, -21.996914598107075, -21.920081919727583, -21.967507940513293, -22.209423925604913]","[0.3533172194898708, 0.3591924617790053, 0.3953527404351337, 0.39700984448183624, 0.37877778766107834]"
86,"[0.9223868962183838, 0.926322240422561, 0.9255252014172302, 0.9253439999284186, 0.9268271089153218]","[-22.442137858049254, -22.09287460596175, -22.0863780893943, -22.136147485783237, -22.35109664739414]","[0.325439670350402, 0.3120900559522038, 0.30296459124928715, 0.30279079069023934, 0.3051020455289514]"
87,"[0.9306352456150353, 0.9352046051862534, 0.9356310096885916, 0.9355229117672604, 0.9363251073360129]","[-22.05653361422809, -21.629461764276343, -21.551847795118846, -21.599756066985787, -21.838474868254874]","[0.504289230020052, 0.5451918503934715, 0.5539295164205535, 0.5542598855128203, 0.5518773942528349]"
88,"[0.9431518553924146, 0.946405312154078, 0.9466794683703079, 0.946571689316369, 0.9471578459532173]","[-22.226331850258404, -21.846833308857622, -21.84636001483192, -21.897485195023776, -22.10240445357415]","[0.17525584721255852, 0.16741763249864786, 0.1790566917887811, 0.17954950926193522, 0.1744849153416619]"
89,"[0.9290443641767449, 0.9313320271806805, 0.9295810367276234, 0.9294320984542732, 0.9310614449195571]","[-22.567777214300367, -22.222568721740352, -22.218246522156978, -22.26801487953799, -22.482623516435087]","[0.29559891156988344, 0.2865938591210566, 0.24866079336572938, 0.24786761041681624, 0.25887825350050053]"
90,"[0.933310972664293, 0.9345977262588029, 0.9315764162962948, 0.9313878818485732, 0.9331294977884418]","[-22.194228787644036, -21.927220569872993, -21.992538483181594, -22.0437913735122, -22.23706984978303]","[0.3773195296520431, 0.3399508265382817, 0.3146867597057322, 0.3143594643608139, 0.32018250703237144]"
