epoch,stft_mean_power,wavelet_mean_power
13,"[3.920892306779813e-08, 8.073276960903741e-08, 1.0961004607818365e-07, 1.693878634145739e-07, 2.1351856000947646e-07]","[1.849119012266407e-06, 3.831504205063283e-06, 5.202017177047897e-06, 7.666292267112112e-06, 1.0130539526762321e-05]"
14,"[3.0437372838525265e-08, 6.313236247918293e-08, 8.571315507645447e-08, 1.2716058318932918e-07, 1.6696014037175983e-07]","[1.7074080064292536e-06, 3.5446792859879274e-06, 4.8125590531791745e-06, 7.1231410279915566e-06, 9.375030652046669e-06]"
15,"[2.975359412668192e-08, 6.16148342569799e-08, 8.365441644184147e-08, 1.2319185370177035e-07, 1.6290644800121772e-07]","[1.5881334127304282e-06, 3.2862441420052755e-06, 4.461904637671604e-06, 6.547196823681567e-06, 8.687007910036002e-06]"
16,"[3.025018287393531e-08, 6.267520932794315e-08, 8.509298701418615e-08, 1.261055006293091e-07, 1.6572882447612713e-07]","[1.6866152271145605e-06, 3.485016389241909e-06, 4.7316199096972604e-06, 6.920123433060734e-06, 9.210604485908843e-06]"
17,"[3.720435031746313e-08, 7.509451201534469e-08, 1.0196405075395805e-07, 1.409828960387574e-07, 1.9769240684806345e-07]","[1.8053538282567536e-06, 3.728092164266271e-06, 5.061778033495757e-06, 7.3730747905389095e-06, 9.851717457740317e-06]"
18,"[3.085783364314083e-08, 6.329095558370499e-08, 8.593253185934456e-08, 1.2395841763637358e-07, 1.6708372309094475e-07]","[1.6507958476623813e-06, 3.422549945924884e-06, 4.646717323624693e-06, 6.834240516028034e-06, 9.049605224615129e-06]"
19,"[2.872771347694882e-08, 5.953724077301204e-08, 8.083223416107902e-08, 1.2095525272125358e-07, 1.574688691336793e-07]","[1.8905940913568556e-06, 3.938455286698639e-06, 5.347091088219739e-06, 8.028658429274636e-06, 1.0423335262813025e-05]"
20,"[2.9625392584782826e-08, 6.150423874272843e-08, 8.35030481773716e-08, 1.2464541379951462e-07, 1.6269402732433694e-07]","[1.8959752994868398e-06, 3.944279842130015e-06, 5.355271126062271e-06, 7.983318911004483e-06, 1.0435997085884335e-05]"
21,"[3.0361610630001486e-08, 6.289215989220505e-08, 8.538753054206318e-08, 1.2643937961291273e-07, 1.6629322794019524e-07]","[1.774195464183926e-06, 3.673073161957082e-06, 4.986983546266486e-06, 7.333153474456614e-06, 9.710574991056111e-06]"
22,"[2.9069520094626846e-08, 6.036420871726024e-08, 8.195608597182335e-08, 1.2346098541414786e-07, 1.5971225060932194e-07]","[1.8365367818653532e-06, 3.814861627343861e-06, 5.179538107481087e-06, 7.839096834851124e-06, 1.009498570285193e-05]"
23,"[3.0900898249531255e-08, 6.426211687603234e-08, 8.724801696590867e-08, 1.3154123656396278e-07, 1.700531033689411e-07]","[2.0623600742132365e-06, 4.265175231076618e-06, 5.790911160242307e-06, 8.663025983179135e-06, 1.1278452598401263e-05]"
24,"[3.695719553916141e-08, 7.635982059574424e-08, 1.0367300946895231e-07, 1.524742633956997e-07, 2.01817286390924e-07]","[2.7834280961405577e-06, 5.677760769622409e-06, 7.70909609594243e-06, 1.095131091573862e-05, 1.4975595425575327e-05]"
25,"[4.2197315447838093e-08, 8.723529460586385e-08, 1.1844000631494472e-07, 1.7460336698111087e-07, 2.3060201189208226e-07]","[2.9216705846574313e-06, 6.0408982529689185e-06, 8.201905185374057e-06, 1.2145214910375847e-05, 1.597041515537552e-05]"
26,"[3.7981622360413724e-08, 7.891199418701902e-08, 1.0713878566440782e-07, 1.609847974941981e-07, 2.0879377851571675e-07]","[2.7066385355810165e-06, 5.550795870229334e-06, 7.536722636586367e-06, 1.0873334026335455e-05, 1.4654986196253546e-05]"
27,"[4.1405348925518316e-08, 8.461505717795116e-08, 1.1488667591483097e-07, 1.632038813886881e-07, 2.232170600811969e-07]","[3.1466137545271385e-06, 6.45671827230316e-06, 8.766699217201934e-06, 1.245346229861782e-05, 1.7041551141126967e-05]"
28,"[4.327224339189942e-08, 8.882737492229646e-08, 1.2060444024307873e-07, 1.7205547791202655e-07, 2.3447159957486078e-07]","[2.8307664218032817e-06, 5.801256146770072e-06, 7.876855029124699e-06, 1.1181000373330588e-05, 1.5309174829233015e-05]"
29,"[4.2579002906678983e-08, 8.795909923343565e-08, 1.1942109276157054e-07, 1.7481004991942674e-07, 2.3247368862840138e-07]","[3.1240494001904305e-06, 6.389772411550474e-06, 8.675730313539636e-06, 1.228178680502839e-05, 1.6857507488423387e-05]"
30,"[5.004351712308247e-08, 1.0322416103611428e-07, 1.4014889942614947e-07, 2.0327130962060082e-07, 2.727000522175507e-07]","[3.4479465118622964e-06, 7.0332467935589e-06, 9.549573762840564e-06, 1.3429334621313229e-05, 1.8547260990163892e-05]"
31,"[4.2292412572561375e-08, 8.677960469100868e-08, 1.1782406974906826e-07, 1.6966707851598804e-07, 2.29085023831062e-07]","[3.094121139310559e-06, 6.319933084098896e-06, 8.581134561375954e-06, 1.2079280678609717e-05, 1.6669137781787772e-05]"
32,"[4.242331477315413e-08, 8.688966746700798e-08, 1.1797485882502262e-07, 1.6919176569761574e-07, 2.293120107637327e-07]","[3.2839623331035827e-06, 6.707362526259738e-06, 9.107112975077057e-06, 1.2785072321729818e-05, 1.76898927189682e-05]"
33,"[4.0460676625137907e-08, 8.308279805055875e-08, 1.1280506533600072e-07, 1.6174421797421552e-07, 2.1934410931194922e-07]","[3.051933024416207e-06, 6.241440774890808e-06, 8.474509814869186e-06, 1.190601709286996e-05, 1.6463756982541267e-05]"
34,"[4.461515382920908e-08, 9.193595207815465e-08, 1.2482283034959988e-07, 1.822319136247465e-07, 2.4292262445007614e-07]","[3.4678134719946127e-06, 7.026372138685114e-06, 9.540513695202988e-06, 1.3078252721687511e-05, 1.8506494994855365e-05]"
35,"[5.0047490219622e-08, 1.029489553621849e-07, 1.39776969800125e-07, 2.0110875801379105e-07, 2.7186003966424926e-07]","[4.1457194573396345e-06, 8.459100329793071e-06, 1.1485622763857233e-05, 1.5955525358936447e-05, 2.2303103445135758e-05]"
36,"[5.065174867516248e-08, 1.044174405703141e-07, 1.4176877516711217e-07, 2.0599174390134529e-07, 2.7583008434873807e-07]","[3.589262110942695e-06, 7.341628015073495e-06, 9.968044068282133e-06, 1.4029695337240378e-05, 1.936651141459047e-05]"
37,"[4.722246917361025e-08, 9.611811322210281e-08, 1.305067682863631e-07, 1.8324553762041949e-07, 2.5338280017730216e-07]","[3.6937930461889655e-06, 7.490903281097422e-06, 1.0171266386373034e-05, 1.395943012091732e-05, 1.9732444907168774e-05]"
38,"[4.8823063677424403e-08, 1.0071867651488812e-07, 1.3674815361670981e-07, 1.989939745949811e-07, 2.660881726864235e-07]","[2.995517528548101e-06, 6.154279185000858e-06, 8.356018942913498e-06, 1.206065994404737e-05, 1.6250316355997038e-05]"
39,"[4.97311235710938e-08, 1.0244389608824066e-07, 1.3908824967232257e-07, 2.0133704072249466e-07, 2.706000159197176e-07]","[3.870806827849699e-06, 7.896512705458457e-06, 1.0721693652575452e-05, 1.4912015156727396e-05, 2.08198022315244e-05]"
40,"[5.5223555909613554e-08, 1.1552355277576521e-07, 1.568402819742296e-07, 2.3608989637270756e-07, 3.05904355085117e-07]","[3.2610883453084017e-06, 6.74821649753364e-06, 9.162246466292106e-06, 1.3406601177295262e-05, 1.7838192729177934e-05]"
41,"[3.765618126615985e-08, 7.718330182523846e-08, 1.047953046377517e-07, 1.4980685042926306e-07, 2.0372658249799505e-07]","[3.1365938661480416e-06, 6.359184287735774e-06, 8.634453516552628e-06, 1.180365017381912e-05, 1.674923586786405e-05]"
42,"[3.864888894054248e-08, 7.983484542177923e-08, 1.0839081848730892e-07, 1.5953792420003736e-07, 2.1105178076623408e-07]","[3.114225826892382e-06, 6.286438152106805e-06, 8.535783503580385e-06, 1.158574065988344e-05, 1.6547021134894534e-05]"
43,"[4.86304808378593e-08, 1.007704116061428e-07, 1.3681482636966326e-07, 2.0338038678950333e-07, 2.6647962707085633e-07]","[3.695828334643811e-06, 7.538421387384477e-06, 1.02354335579626e-05, 1.4312061812312426e-05, 1.9877162351866498e-05]"
44,"[4.442114570309631e-08, 9.208935231117786e-08, 1.2502892619122473e-07, 1.8458680412510824e-07, 2.435266361322638e-07]","[3.4149540382506377e-06, 6.964844716799304e-06, 9.456711144519124e-06, 1.3195241005870224e-05, 1.8363768569269327e-05]"
45,"[4.616972232447786e-08, 9.505563020096607e-08, 1.290579052763286e-07, 1.870509255725931e-07, 2.5106566930335775e-07]","[3.5359960056108864e-06, 7.201167081511984e-06, 9.77759212116487e-06, 1.3579396471907144e-05, 1.898194502230165e-05]"
46,"[4.486020516902993e-08, 9.210376219069573e-08, 1.2505316699344754e-07, 1.7935264511447498e-07, 2.431600009880779e-07]","[3.512010496311126e-06, 7.137468080404408e-06, 9.691299946329106e-06, 1.3307631231568216e-05, 1.8806228440091343e-05]"
47,"[5.9364590802215426e-08, 1.2240244063853647e-07, 1.6619000314184744e-07, 2.4069869422583323e-07, 3.2334330808476763e-07]","[3.7130681535625223e-06, 7.648365051452315e-06, 1.0384601075557587e-05, 1.4957498268599177e-05, 2.0201198725866334e-05]"
48,"[5.5996851900631264e-08, 1.1505635555145486e-07, 1.5621711526260716e-07, 2.2386800519259784e-07, 3.0374583891867266e-07]","[3.958757112296256e-06, 8.067550645032681e-06, 1.0953990817557691e-05, 1.5236329218288933e-05, 2.1268254117331778e-05]"
49,"[5.97419789443508e-08, 1.2370856810020837e-07, 1.6796122143908172e-07, 2.4426400397778943e-07, 3.2697198099603176e-07]","[4.093386084577336e-06, 8.324977069154273e-06, 1.130364421138514e-05, 1.5582658158455965e-05, 2.193850407843552e-05]"
50,"[6.05310976466984e-08, 1.2523892447186352e-07, 1.7003792423408496e-07, 2.484109302838737e-07, 3.310453551192742e-07]","[3.697276877283648e-06, 7.5430419655065665e-06, 1.0241803895319606e-05, 1.4376067070680138e-05, 1.989153464474265e-05]"
51,"[5.941007195502529e-08, 1.2365355544915537e-07, 1.6788298184655737e-07, 2.5002985625199e-07, 3.2720494391984914e-07]","[3.457627132719742e-06, 7.068450839985794e-06, 9.597435430013404e-06, 1.3576094566518e-05, 1.8646705396254328e-05]"
52,"[5.509222553875439e-08, 1.1317770871645077e-07, 1.536656923802226e-07, 2.2110098886115621e-07, 2.988518191375483e-07]","[3.7025115896894955e-06, 7.523331231612728e-06, 1.0215142097379996e-05, 1.41209624705594e-05, 1.982425443471564e-05]"
53,"[6.054093019099211e-08, 1.248424560953363e-07, 1.6950142211600632e-07, 2.4411060645916863e-07, 3.297868742179766e-07]","[3.554143736680955e-06, 7.277350896402485e-06, 9.880911914012232e-06, 1.395440100955388e-05, 1.920087964071719e-05]"
54,"[6.164143946560516e-08, 1.2706074710976775e-07, 1.7251316872700343e-07, 2.500779296340771e-07, 3.356355449470858e-07]","[3.5241379274515434e-06, 7.275111935075478e-06, 9.877633711711923e-06, 1.4372284765825707e-05, 1.9223266621523466e-05]"
55,"[6.978837288094338e-08, 1.4491148554004e-07, 1.9674525368330171e-07, 2.8974940405336807e-07, 3.8322472905883466e-07]","[3.6434876539263016e-06, 7.393278810463239e-06, 1.0038602111342079e-05, 1.3921722636764786e-05, 1.948023670079135e-05]"
56,"[6.205608285915279e-08, 1.2729254271016897e-07, 1.7283216267618786e-07, 2.461913484358849e-07, 3.359637790686277e-07]","[3.960729331052007e-06, 8.08212070513922e-06, 1.0973790725918143e-05, 1.5419221104427955e-05, 2.1313376353348223e-05]"
57,"[5.4980550466787545e-08, 1.135025922078588e-07, 1.5410523896454734e-07, 2.2364715012114867e-07, 2.9989063583346464e-07]","[3.6668639444623276e-06, 7.46053283223634e-06, 1.0129809707606635e-05, 1.4007468216578337e-05, 1.9662316766320936e-05]"
58,"[5.883739625738338e-08, 1.21878906076056e-07, 1.6547482127797973e-07, 2.4237644483625937e-07, 3.2224995266717085e-07]","[3.861701627828432e-06, 7.842529043921028e-06, 1.064864321336788e-05, 1.4650668420982521e-05, 2.0662783964668844e-05]"
59,"[5.91362778032006e-08, 1.2463263947915766e-07, 1.6920615878694285e-07, 2.6306042008351715e-07, 3.3050247667862055e-07]","[3.2741552968655647e-06, 6.694642425470982e-06, 9.089875643964573e-06, 1.293214279123282e-05, 1.7663081931851284e-05]"
60,"[6.273768016261682e-08, 1.2914882531641558e-07, 1.753506680527974e-07, 2.5212014164218723e-07, 3.4105601981362604e-07]","[3.7980255725284e-06, 7.784740809098988e-06, 1.0569952998485512e-05, 1.4950530199198445e-05, 2.0542901974971723e-05]"
61,"[5.846249822480865e-08, 1.2144405640167727e-07, 1.6488414385205905e-07, 2.4564129975807016e-07, 3.2129567278524393e-07]","[3.80757049177228e-06, 7.781317564518424e-06, 1.05652554673602e-05, 1.4872342039060026e-05, 2.0525030085127648e-05]"
62,"[6.225459137251607e-08, 1.2663819081644638e-07, 1.719464240501723e-07, 2.422958935575712e-07, 3.338203064185105e-07]","[3.5264539128693045e-06, 7.200201014856841e-06, 9.776194159319005e-06, 1.373632129871721e-05, 1.898937769623577e-05]"
63,"[6.018987594131516e-08, 1.2279191303071369e-07, 1.6672396236654392e-07, 2.3547860533492827e-07, 3.2380066934906526e-07]","[3.4104344419897723e-06, 6.908533738009896e-06, 9.380630396015435e-06, 1.289698825152392e-05, 1.8196930505042782e-05]"
64,"[6.063831746861649e-08, 1.262953625211753e-07, 1.7146925121757886e-07, 2.5558780094597115e-07, 3.3419758940279387e-07]","[3.5735845920107984e-06, 7.32074878573084e-06, 9.939861096915614e-06, 1.4078114508768415e-05, 1.931750814429033e-05]"
65,"[6.282828214433877e-08, 1.3018956271740885e-07, 1.7675791899682733e-07, 2.585605528631918e-07, 3.4420436970980217e-07]","[3.681206146531383e-06, 7.514289641742898e-06, 1.020275396798863e-05, 1.432649216764226e-05, 1.9816442182993286e-05]"
66,"[6.172910640123477e-08, 1.2653787153688733e-07, 1.7180616610648352e-07, 2.457409215460914e-07, 3.3399883355902105e-07]","[3.3933639654939384e-06, 6.94985808254556e-06, 9.436265012109135e-06, 1.3433312225643551e-05, 1.833985526164099e-05]"
67,"[6.719288792291951e-08, 1.3845983444676077e-07, 1.8798948176964865e-07, 2.726435550601622e-07, 3.6582918786442794e-07]","[3.8046147250667673e-06, 7.774112346145872e-06, 1.0555426806641444e-05, 1.480492301593179e-05, 2.0504034272109065e-05]"
68,"[6.665350615783184e-08, 1.3818151854335622e-07, 1.8760894746962274e-07, 2.76209859055921e-07, 3.6535517905916966e-07]","[3.498305489415975e-06, 7.1592679561449795e-06, 9.72049009378774e-06, 1.3824535389691431e-05, 1.888984910980129e-05]"
69,"[6.40280503098196e-08, 1.3282165772258874e-07, 1.8033303175955852e-07, 2.657411914649671e-07, 3.5128377182130514e-07]","[3.604153186635584e-06, 7.377838792709065e-06, 1.0017324839883615e-05, 1.4226844487145093e-05, 1.946729604386806e-05]"
70,"[6.392781975549446e-08, 1.3081553436106339e-07, 1.7761480751898768e-07, 2.5315057845673556e-07, 3.4516579877868836e-07]","[3.860629996264227e-06, 7.847305307161498e-06, 1.065504984759397e-05, 1.4881197960481905e-05, 2.0682650537487214e-05]"
71,"[6.679611822399474e-08, 1.394172886103401e-07, 1.8928483989034057e-07, 2.832152160764076e-07, 3.6900428300947386e-07]","[3.276943909477754e-06, 6.730984173984764e-06, 9.13901537450372e-06, 1.314857999203409e-05, 1.777148179240228e-05]"
72,"[6.557234220125116e-08, 1.3583158004687735e-07, 1.844196190999306e-07, 2.704146317168609e-07, 3.590592851431371e-07]","[3.640910626126254e-06, 7.416415823759609e-06, 1.0069924998542031e-05, 1.4064187259066271e-05, 1.9552614619474197e-05]"
73,"[6.669271217250355e-08, 1.4035925820136957e-07, 1.9055761862915812e-07, 2.9219644049033423e-07, 3.7206778796600914e-07]","[3.434600003775009e-06, 7.0786837159581255e-06, 9.611059730145572e-06, 1.4034539430803465e-05, 1.870283972848229e-05]"
74,"[6.718665992852624e-08, 1.3921952471090162e-07, 1.8902007096738508e-07, 2.7645694888837665e-07, 3.6801844866256835e-07]","[3.685482177290249e-06, 7.550602759809065e-06, 1.0251853943052898e-05, 1.4469370219207189e-05, 1.9922375971252053e-05]"
75,"[6.940685971200378e-08, 1.4336694102792222e-07, 1.9465297079316852e-07, 2.827729193380993e-07, 3.7882250520948706e-07]","[3.7543462523626727e-06, 7.678463929557499e-06, 1.0425580829216486e-05, 1.4658662072558526e-05, 2.025481804611077e-05]"
76,"[6.550601448555309e-08, 1.3522616462416985e-07, 1.8359962272519346e-07, 2.692450295485662e-07, 3.5729672404880157e-07]","[3.490651884223842e-06, 7.080262360524334e-06, 9.613539607371228e-06, 1.3504081074358827e-05, 1.86578560388853e-05]"
77,"[6.667349430347978e-08, 1.3971101233530015e-07, 1.89680374080424e-07, 2.8672289872293975e-07, 3.700437011168725e-07]","[3.4165669030360602e-06, 6.980998457131284e-06, 9.478556381115816e-06, 1.3542416015091433e-05, 1.8417916682670818e-05]"
78,"[6.650253376218328e-08, 1.3831186941039962e-07, 1.8778592716530572e-07, 2.7763526209211966e-07, 3.6586522326044957e-07]","[3.7282345751774207e-06, 7.619646043338497e-06, 1.0345809926485913e-05, 1.4579022636152024e-05, 2.0098630706010503e-05]"
79,"[6.995669865778632e-08, 1.4461753499596668e-07, 1.9635001423420538e-07, 2.866766295389406e-07, 3.8218321913099796e-07]","[3.5316301383863402e-06, 7.247397667146779e-06, 9.840176660458969e-06, 1.4184844614920323e-05, 1.9134654443830495e-05]"
80,"[6.939795030977787e-08, 1.4375617612723069e-07, 1.951802843489548e-07, 2.8571030302627356e-07, 3.8004160170780534e-07]","[3.6325933343529763e-06, 7.430629888027929e-06, 1.0089174981038444e-05, 1.4304589463866821e-05, 1.96054497859389e-05]"
81,"[7.475493406113603e-08, 1.5645642023942836e-07, 2.124150869225005e-07, 3.2034897755331493e-07, 4.1435731792905043e-07]","[3.5920991258691066e-06, 7.374355346137265e-06, 1.0012512869876147e-05, 1.4380244833787793e-05, 1.946901823798051e-05]"
82,"[7.51864192903647e-08, 1.5538226316648836e-07, 2.1096652922561336e-07, 3.0596465523617043e-07, 4.106176951878886e-07]","[3.6296256612441905e-06, 7.395693364403774e-06, 1.0041746386292528e-05, 1.4007608859219647e-05, 1.949763144902918e-05]"
83,"[6.866765847045997e-08, 1.433162330301234e-07, 1.9457847082026355e-07, 2.9001491817193783e-07, 3.793615700244255e-07]","[3.370258850706726e-06, 6.893384199718028e-06, 9.35956884248944e-06, 1.3341663615211925e-05, 1.818841651972909e-05]"
84,"[7.273023325809897e-08, 1.511713700208459e-07, 2.0524295819112233e-07, 3.0462725007983585e-07, 3.9988163092233946e-07]","[3.939250324591837e-06, 8.099604271019137e-06, 1.0997237051306044e-05, 1.5804378325799463e-05, 2.138757430961779e-05]"
85,"[6.59119405710549e-08, 1.3632082425895954e-07, 1.8508472051902305e-07, 2.695253693093001e-07, 3.603023551183794e-07]","[3.58929880197395e-06, 7.338708771757202e-06, 9.964279196772177e-06, 1.4107841896038817e-05, 1.936036873293556e-05]"
86,"[6.805784314227129e-08, 1.4246256640806719e-07, 1.934167860285086e-07, 2.911349448761259e-07, 3.7730073886291984e-07]","[3.3198557643629505e-06, 6.786966532548056e-06, 9.215289169930074e-06, 1.3087541464580753e-05, 1.7905659622944003e-05]"
87,"[7.056475740290724e-08, 1.4662085896022078e-07, 1.9906597439364348e-07, 2.947985271592321e-07, 3.878090394805104e-07]","[3.7511485375056344e-06, 7.618228429761487e-06, 1.0343874733216554e-05, 1.4338598871698038e-05, 2.0074246917786383e-05]"
88,"[6.877530456928739e-08, 1.4219203586842477e-07, 1.9305525774226464e-07, 2.8138859766753174e-07, 3.7579164561870647e-07]","[3.2648719279048004e-06, 6.707983724508172e-06, 9.107806518302985e-06, 1.3199621572152322e-05, 1.771427617662972e-05]"
89,"[6.681982396529125e-08, 1.39822925911474e-07, 1.8983243533789406e-07, 2.875832070915168e-07, 3.702873856664568e-07]","[3.861718042517673e-06, 7.909280001249153e-06, 1.0738896282436281e-05, 1.518360476592344e-05, 2.0869665012514446e-05]"
90,"[6.584718419399688e-08, 1.369517781482274e-07, 1.8593754196534612e-07, 2.7732915506858655e-07, 3.6231561189250664e-07]","[3.4119058473757612e-06, 6.9520405035376285e-06, 9.439290512366829e-06, 1.3353065553213293e-05, 1.833308321907411e-05]"
91,"[7.000353303790712e-08, 1.4474084091003615e-07, 1.965163761221191e-07, 2.882435218953419e-07, 3.825334332706598e-07]","[3.5247204050462104e-06, 7.234896207976395e-06, 9.823182684745462e-06, 1.4042137444181803e-05, 1.9098892971157666e-05]"
92,"[6.778418584296416e-08, 1.416944801461666e-07, 1.9237414648232939e-07, 2.9348274335333397e-07, 3.7526710555746074e-07]","[3.3703165101479984e-06, 6.959406338842131e-06, 9.448816890483116e-06, 1.4018003791841638e-05, 1.8398127368547427e-05]"
93,"[6.35555150993521e-08, 1.3045899286929725e-07, 1.7713147233345158e-07, 2.5341899126555986e-07, 3.4435642184649194e-07]","[3.419452180409618e-06, 6.957104429271536e-06, 9.446312850851781e-06, 1.3150199712315725e-05, 1.8337935068932234e-05]"
94,"[7.165803223436976e-08, 1.475732853716738e-07, 2.0036500681646038e-07, 2.8883040185368665e-07, 3.8976314655801635e-07]","[3.6795608054441997e-06, 7.53628604806673e-06, 1.0232431688039497e-05, 1.4505114914953725e-05, 1.9885789888283176e-05]"
95,"[6.990602854723371e-08, 1.456585815063721e-07, 1.97757578318378e-07, 2.953125825477982e-07, 3.854770566530701e-07]","[3.3307123831138568e-06, 6.858374840833296e-06, 9.311754564021224e-06, 1.3522653494730657e-05, 1.8116148851257835e-05]"
96,"[7.35667388875552e-08, 1.538988006887336e-07, 2.089432980755644e-07, 3.13526225889414e-07, 4.074808836652747e-07]","[3.4950448375725565e-06, 7.175401167710193e-06, 9.742406962204515e-06, 1.3983156235265971e-05, 1.8943906097596718e-05]"
97,"[7.773730245128949e-08, 1.6108544883183066e-07, 2.1870722868191246e-07, 3.1812308388883916e-07, 4.2581255416149554e-07]","[3.323040739669139e-06, 6.814416066787349e-06, 9.252263169862695e-06, 1.3179358892692539e-05, 1.798553232331696e-05]"
98,"[6.497556779528436e-08, 1.353270630570459e-07, 1.8373287459226186e-07, 2.7223553962340653e-07, 3.5803921269691795e-07]","[3.5762508945610894e-06, 7.293059536654817e-06, 9.902459471970861e-06, 1.393532893152568e-05, 1.923290693129657e-05]"
99,"[6.955591415686888e-08, 1.431913703738805e-07, 1.9441566558947896e-07, 2.814550807075269e-07, 3.7811070685329523e-07]","[3.8092700883311166e-06, 7.756044118381025e-06, 1.0531110809769204e-05, 1.4657352759013151e-05, 2.0445507668051218e-05]"
100,"[6.550619967009038e-08, 1.36721443210004e-07, 1.8562406168773927e-07, 2.780290744132996e-07, 3.619150612494994e-07]","[3.2820565065344306e-06, 6.734542264794383e-06, 9.143842156840746e-06, 1.314383091172648e-05, 1.7778633481251926e-05]"
101,"[6.827621200354221e-08, 1.4179296583336584e-07, 1.9251028352215218e-07, 2.8380267151480454e-07, 3.750057272515066e-07]","[3.466584522610617e-06, 7.103431680342051e-06, 9.644712060700198e-06, 1.3887140114143218e-05, 1.8749787774367728e-05]"
102,"[6.5449584806478e-08, 1.3532065978045762e-07, 1.8372547170921711e-07, 2.685959027311619e-07, 3.5764435339863486e-07]","[3.4833875149423887e-06, 7.080356279956758e-06, 9.613572049369363e-06, 1.3335084561475737e-05, 1.865915894391094e-05]"
103,"[7.016509171380547e-08, 1.453421385178198e-07, 1.9733258782575013e-07, 2.8991068810855557e-07, 3.842584712614583e-07]","[3.5908584158853284e-06, 7.3440004853415985e-06, 9.971552924491345e-06, 1.4103049573204688e-05, 1.9375074138712368e-05]"
104,"[7.541559832017802e-08, 1.5632353251927586e-07, 2.1224174596741383e-07, 3.1451311774050194e-07, 4.133220436986655e-07]","[3.4916283854670575e-06, 7.194381891651763e-06, 9.768014584992224e-06, 1.4221648837644257e-05, 1.9006991811281138e-05]"
105,"[7.65207693173582e-08, 1.568339752607597e-07, 2.1294199410717847e-07, 3.0114927240970907e-07, 4.1385873491120066e-07]","[3.4338335741389e-06, 7.006575722872795e-06, 9.513402213265837e-06, 1.3323258995317173e-05, 1.847621875449764e-05]"
