epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
10,"[2.93135497e-12 1.22913960e-11 2.26585515e-11 5.03972561e-11
 8.57352261e-11]",[0.0911935  0.10293207 0.10474845 0.10719053 0.10660672],[0.45964058 0.8058784  1.02321917 1.35611175 1.5610964 ],[0.56590703 0.56421003 0.56420552 0.56569895 0.56396817],[0.44488253 0.4498173  0.44978528 0.45388221 0.45040059],[0.3768415  0.38069799 0.38071033 0.38760055 0.38148367],[3.39252692 3.4020657  3.40204787 3.41534896 3.40348039]
11,"[3.00266891e-12 1.33958836e-11 2.46898981e-11 6.70451296e-11
 9.44947992e-11]",[0.0994179  0.10787705 0.10964464 0.09808244 0.11063595],[0.49006738 0.87718371 1.10675734 1.60296814 1.65768972],[0.57075213 0.57234594 0.57233521 0.57304071 0.57189575],[0.48370191 0.47443987 0.47444567 0.4267354  0.47248074],[0.42255551 0.41471636 0.41472897 0.37518904 0.41297686],[3.55468631 3.5507017  3.55075882 3.48505418 3.54943322]
12,"[2.25934546e-12 9.59884010e-12 1.76950972e-11 3.71593295e-11
 6.69831888e-11]",[0.09225804 0.10516033 0.10750882 0.109842   0.10967092],[0.43386969 0.75276718 0.95826793 1.27108099 1.4957329 ],[0.57046179 0.56930419 0.56976607 0.57303023 0.56909145],[0.47255961 0.47214072 0.47214911 0.4746203  0.47197917],[0.41324617 0.41234264 0.41233684 0.41769382 0.41239187],[3.46634516 3.47050823 3.47051603 3.50221442 3.47163312]
13,"[4.38713713e-12 1.77461189e-11 3.27151533e-11 8.59099698e-11
 1.23699724e-10]",[0.09591781 0.10640444 0.10772287 0.09912535 0.10907057],[0.58261062 1.01017443 1.2645857  1.75008095 1.81988765],[0.5719688  0.57243161 0.57243602 0.57560277 0.5724192 ],[0.41092449 0.41872664 0.4187403  0.38167537 0.41917284],[0.33081482 0.3401234  0.34007673 0.31369531 0.34064487],[3.63875731 3.62515659 3.62522063 3.46219037 3.62057375]
14,"[2.08015795e-12 8.86472999e-12 1.63413297e-11 3.49650024e-11
 6.19031579e-11]",[0.09346479 0.10902398 0.11163906 0.11956634 0.11435256],[0.40229511 0.69190004 0.87928085 1.15208262 1.36875104],[0.56565939 0.56730455 0.56707153 0.56726604 0.56800287],[0.48254052 0.4863545  0.48632082 0.5030626  0.48725906],[0.41727588 0.41847912 0.41844006 0.42938036 0.41879729],[3.4341662  3.44662333 3.44658788 3.51243707 3.44935317]
15,"[2.04425143e-12 8.68627740e-12 1.60131825e-11 3.34224713e-11
 6.06098840e-11]",[0.09177464 0.1072126  0.10983221 0.1185749  0.11256457],[0.39865015 0.68939047 0.87728624 1.16787751 1.37602028],[0.5662504  0.56682191 0.5668203  0.57045099 0.56800381],[0.47266765 0.47692767 0.4769288  0.49713014 0.47790044],[0.40632466 0.41014547 0.41014151 0.42506825 0.41100266],[3.49101923 3.50152411 3.50147994 3.56067256 3.50392695]
16,"[2.04907590e-12 8.72007133e-12 1.60747276e-11 3.42198386e-11
 6.08771628e-11]",[0.09333435 0.10980667 0.11247893 0.12292889 0.11539354],[0.38734435 0.6698109  0.85088312 1.13282401 1.32528828],[0.56271507 0.56463426 0.56440168 0.56593842 0.56483103],[0.48168912 0.48759285 0.48753055 0.5126147  0.48881292],[0.41073306 0.41613746 0.41610996 0.43636343 0.41721854],[3.44235843 3.4640815  3.46400112 3.55017148 3.46828985]
17,"[4.56134399e-12 1.68142685e-11 3.10091623e-11 4.74849287e-11
 1.14704872e-10]",[0.08336913 0.09726516 0.09851475 0.12219334 0.10106746],[0.548926   0.93513677 1.18356277 1.31402666 1.74717355],[0.56277819 0.56330284 0.56350432 0.56748758 0.56327859],[0.37436099 0.40357107 0.40351024 0.47610546 0.40790495],[0.31629848 0.34208677 0.34201263 0.41019701 0.34633588],[3.49539236 3.52761822 3.52751141 3.62083412 3.53305401]
18,"[2.25782883e-12 9.14450335e-12 1.68595242e-11 3.28325506e-11
 6.33694120e-11]",[0.08750338 0.10348429 0.10588953 0.11826218 0.10880038],[0.41483665 0.70749607 0.90219479 1.15072486 1.41527942],[0.56040985 0.56181954 0.56181258 0.56429562 0.56204894],[0.4514356  0.4657083  0.46569839 0.50072019 0.46812784],[0.39524691 0.40638269 0.40636056 0.43086691 0.40818382],[3.45180529 3.46515698 3.46512246 3.53094607 3.46799695]
19,"[1.81135174e-12 7.78891089e-12 1.43575082e-11 3.21432818e-11
 5.44917934e-11]",[0.09550097 0.11328645 0.11635128 0.12389954 0.11950869],[0.37869692 0.64350084 0.81644965 1.08262164 1.27437814],[0.56500546 0.56383619 0.56383264 0.56592509 0.56429984],[0.49628012 0.5002326  0.50027322 0.51258314 0.50093426],[0.42871622 0.4315806  0.43157745 0.43742502 0.4319448 ],[3.44315457 3.45388763 3.45385288 3.50141047 3.45606239]
20,"[2.12409958e-12 9.11593598e-12 1.68043361e-11 3.69858944e-11
 6.37421258e-11]",[0.08782552 0.10192354 0.10430622 0.11013263 0.1067158 ],[0.39978673 0.6944251  0.88641326 1.18550606 1.40194875],[0.56239545 0.56233221 0.56237315 0.56204137 0.56208375],[0.45003521 0.45220884 0.45217897 0.46617407 0.45281564],[0.37869256 0.38102339 0.38102447 0.38956222 0.38141239],[3.33609761 3.34754489 3.34749124 3.39816597 3.34985582]
21,"[2.19088221e-12 9.33809561e-12 1.72141731e-11 3.68276718e-11
 6.52106114e-11]",[0.08584926 0.1006112  0.10290362 0.11446586 0.10550597],[0.39178472 0.68608859 0.87629778 1.17877704 1.38759991],[0.55894263 0.55939648 0.55869347 0.56432711 0.55964628],[0.44400903 0.45231414 0.45223335 0.48571159 0.45392538],[0.3750935  0.38170077 0.38165375 0.40926465 0.38303434],[3.40476698 3.42515049 3.42504183 3.51232538 3.42923392]
22,"[2.48994920e-12 1.06500512e-11 1.96326022e-11 4.34027389e-11
 7.44484332e-11]",[0.06921992 0.07957618 0.08118089 0.08781682 0.08292913],[0.40555638 0.72234625 0.93457345 1.27346682 1.54623812],[0.5565386  0.55814704 0.55814805 0.56004514 0.55792129],[0.35034071 0.35555368 0.35551901 0.37924838 0.35673949],[0.30162855 0.30372096 0.30371347 0.31570545 0.30434902],[2.84121695 2.87258922 2.87247546 2.98995676 2.87850707]
23,"[2.82442849e-12 1.21007956e-11 2.23067723e-11 4.92605389e-11
 8.46034457e-11]",[0.06586131 0.07460655 0.07594103 0.08109494 0.0773694 ],[0.40858678 0.74038294 0.96036638 1.33311014 1.59589865],[0.55266313 0.55734887 0.55735578 0.55892597 0.55711254],[0.32389764 0.32843123 0.32844922 0.35005735 0.32926032],[0.28085154 0.28349065 0.28349378 0.29901605 0.28414925],[2.78992904 2.81494739 2.81488059 2.90169885 2.81952662]
24,"[4.54076890e-12 1.94492890e-11 3.58522067e-11 7.76346878e-11
 1.35923845e-10]",[0.06219978 0.06711661 0.06787842 0.07007199 0.06861319],[0.4347549  0.81521872 1.0573756  1.47442839 1.72214457],[0.53707328 0.53475227 0.53476349 0.53888353 0.53503834],[0.28079634 0.28061898 0.28063731 0.28698837 0.28076691],[0.23782448 0.23782302 0.23781777 0.24340851 0.23794372],[2.65302107 2.66265119 2.66259947 2.70316108 2.66449609]
25,"[5.74074523e-12 2.42087473e-11 4.46287672e-11 9.34608554e-11
 1.68781155e-10]",[0.05950192 0.06401017 0.06459575 0.0681324  0.06528158],[0.45479629 0.85325292 1.10512636 1.49068461 1.77416585],[0.52950609 0.52878903 0.52853446 0.53070256 0.52855073],[0.26110447 0.26554727 0.2655506  0.28192227 0.26650901],[0.22692301 0.23126186 0.23126214 0.24616714 0.23209492],[2.62934558 2.64455153 2.64448215 2.70139139 2.64735283]
26,"[4.65011189e-12 1.99514520e-11 3.67786921e-11 8.06806364e-11
 1.39497718e-10]",[0.06117467 0.06613857 0.06687223 0.0695073  0.06761627],[0.41774016 0.78320333 1.01633505 1.41251902 1.65589781],[0.53066148 0.53172817 0.53172682 0.53552285 0.5322202 ],[0.2768744  0.27855233 0.27857728 0.28955258 0.27906313],[0.24247811 0.24365483 0.24366836 0.24942469 0.24395921],[2.62311755 2.63101675 2.63100122 2.67470443 2.63278904]
27,"[5.78618470e-12 2.41348646e-11 4.44937460e-11 8.89195087e-11
 1.67910016e-10]",[0.06650399 0.07158258 0.07223973 0.0759453  0.07301259],[0.43462907 0.80247696 1.0311361  1.33971587 1.60480783],[0.52800337 0.52672329 0.52672603 0.52798325 0.52594978],[0.29312012 0.29752362 0.29752562 0.31162672 0.29828079],[0.2339086  0.23678454 0.23677461 0.24804711 0.2373126 ],[2.80915984 2.81965724 2.81961734 2.85702952 2.82153988]
28,"[6.88946937e-12 2.90201406e-11 5.34987770e-11 1.07956169e-10
 2.02164320e-10]",[0.05194662 0.0550891  0.05551271 0.05813244 0.05598635],[0.47334493 0.89966236 1.17159725 1.59586431 1.91403076],[0.52611498 0.5261084  0.52585296 0.5291538  0.52585131],[0.21136589 0.21339991 0.21337665 0.22593903 0.21407638],[0.18104082 0.18213778 0.18214033 0.18776382 0.18239695],[2.5614947  2.56062745 2.56064067 2.57056592 2.56073588]
29,"[5.99301312e-12 2.53307153e-11 4.66957359e-11 9.68596667e-11
 1.76615601e-10]",[0.06408155 0.06824774 0.06884679 0.07124169 0.06946405],[0.43184926 0.80680215 1.03902814 1.39135697 1.63134613],[0.52440981 0.52585686 0.52558844 0.52842684 0.52609642],[0.2820817  0.28395785 0.28392434 0.29478826 0.28451811],[0.2342572  0.23622693 0.23620683 0.24470195 0.23660244],[2.73703108 2.74667454 2.7466355  2.78722914 2.74853078]
30,"[9.30620578e-12 3.94164627e-11 7.26634145e-11 1.49233297e-10
 2.74849005e-10]",[0.06052557 0.06381768 0.06417913 0.06770944 0.06467197],[0.51521724 0.97083258 1.23885409 1.6023969  1.86787266],[0.51882565 0.52042398 0.52040532 0.52501031 0.51993735],[0.25353795 0.25769587 0.25768324 0.27295371 0.25852097],[0.20135052 0.20350065 0.20347804 0.21284907 0.20397404],[2.76399799 2.78327295 2.78321219 2.84267211 2.78657907]
31,"[6.13425532e-12 2.57551616e-11 4.74803999e-11 9.68320579e-11
 1.79386983e-10]",[0.06336506 0.06724176 0.06782327 0.06932987 0.06838817],[0.4348989  0.81230323 1.04680864 1.40700902 1.64708032],[0.51957647 0.52037569 0.52065226 0.5242421  0.5211969 ],[0.28021792 0.28103446 0.28102671 0.28545912 0.28125589],[0.2304446  0.2317777  0.23176902 0.2364804  0.23203005],[2.72968171 2.73011158 2.7301111  2.73961137 2.73034444]
32,"[5.49835152e-12 2.29441888e-11 4.22988839e-11 8.59968585e-11
 1.59685515e-10]",[0.06702005 0.07230643 0.07300499 0.07644399 0.0738058 ],[0.40648003 0.75455059 0.97014234 1.2978781  1.51726672],[0.51724639 0.51953681 0.51980147 0.52533036 0.5188179 ],[0.30063567 0.30553074 0.30551093 0.32131071 0.3064901 ],[0.25104712 0.25498182 0.25498444 0.26729549 0.25580306],[2.74373885 2.75955654 2.75951759 2.81589032 2.76240638]
33,"[5.59134969e-12 2.35473752e-11 4.34099808e-11 8.80114738e-11
 1.64049679e-10]",[0.0644896  0.06908743 0.06973884 0.07200951 0.07041863],[0.41675183 0.77761919 1.0025248  1.33972853 1.58299275],[0.52111159 0.52394903 0.52394681 0.52644125 0.52393343],[0.27310206 0.27510721 0.27517153 0.28369787 0.27550987],[0.2234872  0.22553178 0.22552218 0.23526035 0.22592178],[2.69910455 2.70209807 2.70207998 2.71877734 2.70275212]
34,"[6.83572646e-12 2.90499011e-11 5.35524517e-11 1.12871804e-10
 2.02740576e-10]",[0.0689582  0.07298863 0.07354991 0.07501354 0.07411914],[0.43338321 0.81255913 1.03613604 1.39049792 1.56894416],[0.51856464 0.51983839 0.51957139 0.52738106 0.51985162],[0.29944345 0.30012102 0.30009036 0.30086919 0.30013877],[0.23505187 0.23445093 0.23445019 0.23241593 0.2343615 ],[2.79012888 2.80475535 2.80471204 2.8449502  2.80719162]
35,"[8.11884438e-12 3.43469074e-11 6.33172942e-11 1.30734081e-10
 2.39487313e-10]",[0.07037522 0.07401198 0.0744951  0.07621443 0.07500902],[0.45388367 0.84168489 1.06484251 1.37844234 1.56571371],[0.51017281 0.51050727 0.51052176 0.51800152 0.51134509],[0.31375294 0.31646807 0.31645506 0.32346754 0.31692567],[0.2684789  0.27049985 0.27050288 0.27377191 0.27080589],[2.77502324 2.78539783 2.78537747 2.81899004 2.78721514]
36,"[9.54926085e-12 4.09067799e-11 7.54075124e-11 1.61598918e-10
 2.85831964e-10]",[0.05571722 0.05790035 0.05821925 0.05920721 0.05852133],[0.49758735 0.95203636 1.22351573 1.66184592 1.89256107],[0.51386473 0.51276375 0.51274701 0.51430144 0.51303525],[0.2291384  0.22938208 0.22940454 0.23185596 0.22950212],[0.19782467 0.19767773 0.19768627 0.19803522 0.19768444],[2.65364187 2.66086027 2.66084283 2.69550439 2.66234056]
37,"[7.82064283e-12 3.22893528e-11 5.95289201e-11 1.14913543e-10
 2.24240185e-10]",[0.06009814 0.06349577 0.06393498 0.06655815 0.06444506],[0.44416943 0.83423857 1.07264866 1.42576346 1.66556946],[0.51656738 0.517927   0.51792921 0.52179334 0.51820033],[0.25177214 0.25440669 0.25439657 0.26471497 0.25475927],[0.21150452 0.21448764 0.21447106 0.22506707 0.21506004],[2.61561915 2.62743398 2.6273863  2.67919932 2.62972085]
38,"[8.71894650e-12 3.71109060e-11 6.84115996e-11 1.43911123e-10
 2.59029635e-10]",[0.05900463 0.06223625 0.06261082 0.06575052 0.06308983],[0.4900896  0.92873826 1.19044697 1.57894625 1.82484469],[0.51633229 0.51813256 0.51814623 0.5209819  0.51789055],[0.24543197 0.24911882 0.24913292 0.26198455 0.24983868],[0.19986268 0.20175455 0.20174987 0.2094951  0.20211911],[2.68270383 2.68923139 2.68921168 2.72298273 2.69061212]
39,"[8.37704324e-12 3.53082652e-11 6.50905974e-11 1.32329397e-10
 2.46019716e-10]",[0.06083315 0.06354834 0.06395259 0.06512478 0.0643378 ],[0.44882448 0.84828232 1.08731232 1.47259324 1.66992446],[0.51347436 0.51455866 0.51429179 0.51742996 0.51405877],[0.25757015 0.25825825 0.25827066 0.26259837 0.2585071 ],[0.21028413 0.21142187 0.21142591 0.21729416 0.21167797],[2.71153102 2.71700889 2.71698714 2.74305233 2.71812748]
40,"[1.20224957e-11 5.18480008e-11 9.55752552e-11 2.05509483e-10
 3.62582468e-10]",[0.06366321 0.06719731 0.06748473 0.0741626  0.06805223],[0.59778276 1.12594692 1.41165556 1.78143774 2.01162771],[0.52062523 0.52173864 0.52173086 0.52395794 0.521968  ],[0.26889891 0.27691941 0.27692001 0.30876801 0.27848618],[0.23655799 0.24172367 0.24170259 0.26358109 0.2427938 ],[2.97345321 3.004449   3.00434425 3.11440532 3.01011911]
41,"[4.45396065e-12 1.84904991e-11 3.40887249e-11 6.63034810e-11
 1.28511329e-10]",[0.0700259  0.07651486 0.07742688 0.08244731 0.0784567 ],[0.39473823 0.72764024 0.93667277 1.25948161 1.48134746],[0.53011052 0.53025211 0.53050205 0.53688032 0.52971733],[0.32224653 0.3269137  0.32689965 0.34678979 0.32738239],[0.25747325 0.26113977 0.26112696 0.2777026  0.26180256],[2.79610885 2.81654074 2.81651105 2.90121923 2.82043553]
42,"[5.18428349e-12 2.17837479e-11 4.01576157e-11 8.22557621e-11
 1.51748959e-10]",[0.06618657 0.07166828 0.0723966  0.07627193 0.07323284],[0.40749209 0.75935967 0.97827914 1.32009367 1.54429232],[0.52235131 0.52295933 0.52293882 0.52817565 0.52372143],[0.28664151 0.28900747 0.28902956 0.30068097 0.28980615],[0.23047899 0.23345797 0.2334527  0.2461258  0.23410708],[2.82498991 2.85102882 2.85096761 2.92566367 2.85541296]
43,"[8.16219918e-12 3.49101314e-11 6.43530165e-11 1.40358502e-10
 2.43969219e-10]",[0.06669369 0.07000739 0.07045639 0.0713483  0.07090754],[0.46270286 0.87017984 1.10612048 1.48977222 1.65300816],[0.51028188 0.5111428  0.51086447 0.51846331 0.51138433],[0.29088556 0.29241328 0.29238289 0.29435486 0.29287181],[0.24177857 0.24329427 0.24328324 0.24523855 0.24357991],[2.82278654 2.83898709 2.83893467 2.8751945  2.84153917]
44,"[6.78789302e-12 2.89917795e-11 5.34439211e-11 1.13880476e-10
 2.02486678e-10]",[0.06145302 0.06439652 0.06489372 0.06475474 0.06528967],[0.42155806 0.79994075 1.03074327 1.43367786 1.62029809],[0.51820612 0.51863194 0.51887083 0.52174    0.51815422],[0.26416329 0.26266493 0.26266625 0.26153795 0.26248094],[0.22291908 0.22273422 0.22272518 0.2243861  0.22280537],[2.69507755 2.69615826 2.6961408  2.70910095 2.6965094 ]
45,"[6.83617678e-12 2.87462056e-11 5.29933981e-11 1.08503738e-10
 2.00264720e-10]",[0.06993625 0.07414173 0.07471621 0.07661303 0.07532291],[0.4338927  0.8053348  1.02586965 1.34671054 1.54644388],[0.5128464  0.51485348 0.51486025 0.51862963 0.51513537],[0.30906514 0.31199995 0.31196601 0.32058505 0.31267891],[0.24634004 0.24926092 0.24925046 0.25950908 0.2498237 ],[2.81448528 2.82020559 2.82016567 2.84121467 2.82124371]
46,"[6.82477837e-12 2.87220629e-11 5.29494070e-11 1.08075589e-10
 2.00109072e-10]",[0.06256842 0.06620527 0.06672067 0.06823721 0.06724352],[0.41445852 0.78174297 1.00543234 1.36922228 1.5685769 ],[0.51206541 0.51241051 0.51269053 0.51763412 0.51296753],[0.271736   0.27352748 0.27354479 0.27993976 0.27399943],[0.22959126 0.23176707 0.23175994 0.23826954 0.23215347],[2.64566831 2.65442101 2.65440271 2.69084718 2.65610784]
47,"[1.44215597e-11 6.08733862e-11 1.12220199e-10 2.30050609e-10
 4.24291538e-10]",[0.05358052 0.05559103 0.05579564 0.0582902  0.05609602],[0.58137486 1.09899467 1.39515581 1.80582351 2.05997847],[0.51010095 0.51288471 0.51285469 0.51645434 0.51271958],[0.21277275 0.21598188 0.21597401 0.22463294 0.21650092],[0.18106586 0.18302666 0.18302336 0.18998156 0.18340628],[2.73292956 2.73324669 2.73324391 2.7391319  2.73340447]
48,"[1.12484533e-11 4.73324773e-11 8.72575926e-11 1.76259726e-10
 3.29701740e-10]",[0.05836484 0.06065753 0.06094557 0.06261187 0.06127409],[0.50511665 0.95053013 1.20972978 1.57204092 1.80502707],[0.50677187 0.50898079 0.5084551  0.51220373 0.50976543],[0.24219493 0.24402424 0.24401641 0.25189729 0.2443584 ],[0.20956979 0.21104494 0.21103716 0.21602188 0.21125855],[2.6837255  2.69844268 2.69841029 2.74518682 2.70098761]
49,"[1.54409859e-11 6.70002979e-11 1.23505420e-10 2.70161818e-10
 4.69019839e-10]",[0.04295175 0.04357728 0.04372592 0.04339301 0.04379966],[0.5543529  1.09489525 1.41479686 2.02145735 2.22520007],[0.50507268 0.50764323 0.50766904 0.51436706 0.50751358],[0.15823697 0.15627139 0.15627861 0.15354584 0.15596132],[0.14022013 0.13865191 0.13865177 0.1365662  0.1384522 ],[2.41402746 2.41782893 2.41781883 2.44109922 2.41871251]
50,"[1.50668604e-11 6.48921711e-11 1.19620898e-10 2.58455743e-10
 4.53773642e-10]",[0.04803049 0.04908915 0.04926047 0.04993854 0.04940736],[0.59489983 1.1542297  1.47849133 2.03551274 2.25288887],[0.51563774 0.51795416 0.51822992 0.52040816 0.51852259],[0.18305981 0.18240857 0.18241774 0.183526   0.18231266],[0.16194013 0.16029202 0.16029215 0.15748281 0.16006719],[2.59016782 2.59225192 2.59224341 2.60512126 2.5927468 ]
51,"[1.42174354e-11 6.13194512e-11 1.13034265e-10 2.47623459e-10
 4.28971780e-10]",[0.0473016  0.04857496 0.04875433 0.04961735 0.04893089],[0.58924751 1.14565935 1.47216812 2.03488882 2.26782008],[0.50735281 0.50932479 0.50985767 0.51529288 0.50906951],[0.18050733 0.18031553 0.1803316  0.18346899 0.18038451],[0.16313189 0.16223913 0.16224802 0.16051114 0.1621303 ],[2.51781268 2.51957346 2.51957249 2.53433629 2.52006777]
52,"[1.20101401e-11 5.04543097e-11 9.30130872e-11 1.91187398e-10
 3.51486826e-10]",[0.05043532 0.05242328 0.052657   0.05426421 0.05294323],[0.52605431 1.00917115 1.29791863 1.76652396 2.0068624 ],[0.50889267 0.50915962 0.50915391 0.51798045 0.50969872],[0.19884897 0.20097249 0.20096664 0.2072626  0.20142354],[0.1768408  0.17756816 0.17756529 0.17965482 0.177739  ],[2.53168207 2.54924816 2.54920096 2.60840289 2.55234326]
53,"[1.51754044e-11 6.45010153e-11 1.18904199e-10 2.44684554e-10
 4.49956164e-10]",[0.0439351  0.0449524  0.04511047 0.04583025 0.04525411],[0.58473664 1.1319889  1.4611915  1.97367904 2.28285264],[0.5091608  0.51048002 0.51018597 0.51212238 0.51078348],[0.16300263 0.1627473  0.16274526 0.16597163 0.16274716],[0.14761042 0.14788402 0.14788255 0.15037395 0.14795475],[2.51034635 2.51301457 2.51301843 2.53051579 2.51365657]
54,"[1.56293748e-11 6.62486570e-11 1.22127357e-10 2.51807790e-10
 4.62020055e-10]",[0.04300236 0.04453498 0.0446849  0.04716371 0.04492357],[0.59140726 1.14880189 1.48253347 2.02217014 2.31372889],[0.51130442 0.51231082 0.51258461 0.51938224 0.51310425],[0.15841902 0.16095436 0.16094804 0.17199415 0.16155199],[0.14437775 0.14620721 0.14620106 0.15285775 0.14659537],[2.39868874 2.40665821 2.40661908 2.44531326 2.40827315]
55,"[2.30863919e-11 1.00356082e-10 1.84989594e-10 4.04638367e-10
 7.02654066e-10]",[0.03501271 0.03509506 0.03517565 0.03469441 0.03517886],[0.68210706 1.35600467 1.75642395 2.50089319 2.77764897],[0.50144371 0.5046499  0.50492085 0.50970478 0.50522523],[0.12006744 0.11795095 0.11795218 0.11560342 0.11767738],[0.11464561 0.11273552 0.11273979 0.11108424 0.11254228],[2.34377685 2.33317927 2.33320309 2.304455   2.33143562]
56,"[1.69037965e-11 7.07604962e-11 1.30450456e-10 2.59455959e-10
 4.92461857e-10]",[0.04366627 0.04486547 0.04500908 0.04644893 0.04518808],[0.598546   1.15419474 1.48502749 1.99545309 2.29125012],[0.5043333  0.50639121 0.5063747  0.51104897 0.50644694],[0.16145129 0.16258586 0.16258676 0.16860196 0.16284415],[0.14875444 0.14963728 0.14963543 0.15223124 0.14981211],[2.57629732 2.58861871 2.58860818 2.63011995 2.59081459]
57,"[1.20404600e-11 5.11057233e-11 9.42109628e-11 1.95012369e-10
 3.56491931e-10]",[0.0463684  0.04768619 0.04789741 0.0485417  0.04808149],[0.51534686 1.0062601  1.30319628 1.84065855 2.07013372],[0.50930947 0.51182649 0.51155031 0.51557534 0.51238194],[0.17772669 0.17730959 0.17730765 0.17982885 0.17721152],[0.16198069 0.16174036 0.16174151 0.16269778 0.16172261],[2.41591063 2.41909422 2.41908468 2.44247721 2.41991176]
