mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[-1.72508681e-08 -3.62203513e-08 -4.91703454e-08 -7.27395107e-08
 -9.59091912e-08]","[2.98892824e-06 6.17605165e-06 8.38545177e-06 1.20895062e-05
 1.63179666e-05]","[8.93369204e-12 3.81436140e-11 7.03158015e-11 1.46156160e-10
 2.66276033e-10]",[-0.21558657 -0.20775062 -0.20778264 -0.18841906 -0.2065223 ],[0.18649002 0.19453048 0.19456371 0.22188361 0.19604428],"[2.98897802e-06 6.17615786e-06 8.38559593e-06 1.20897250e-05
 1.63182484e-05]",[0.01608073 0.01608073 0.01608073 0.01601562 0.01634115],"[1.67775366e-12 7.15358430e-12 1.31873700e-11 2.72616579e-11
 4.99257117e-11]",[0.64744222 0.6490813  0.6490745  0.65181016 0.64931729],"[1.25974580e-12 5.31520967e-12 9.79884557e-12 1.95588094e-11
 3.70279157e-11]",[0.48613372 0.48227617 0.48229335 0.4676396  0.48157282],"[3.12584612e-13 1.31541800e-12 2.42506213e-12 4.88826780e-12
 9.16272954e-12]",[0.12062586 0.11935461 0.11936011 0.1168756  0.11916743],"[9.77597753e-14 4.30526610e-13 7.93555390e-13 1.85315085e-12
 3.02247860e-12]",[0.03772533 0.03906388 0.03905832 0.04430774 0.03930936],"[7.22526868e-16 3.14629775e-15 5.79877536e-15 1.55078937e-14
 2.21336114e-14]",[0.00027882 0.00028548 0.00028541 0.00037078 0.00028786],312
"[-4.85082248e-08 -1.10043800e-07 -1.49375746e-07 -2.64823518e-07
 -2.94894163e-07]","[4.00766583e-06 8.37458252e-06 1.13700542e-05 1.68799690e-05
 2.21667431e-05]","[1.60613854e-11 7.01336324e-11 1.29278132e-10 2.84933352e-10
 4.91364501e-10]",[0.05775018 0.07301223 0.07295712 0.14567974 0.07611056],[-0.07709494 -0.04998746 -0.0500785   0.17658125 -0.04280858],"[4.00795939e-06 8.37530549e-06 1.13710354e-05 1.68820462e-05
 2.21687046e-05]",[0.0094401  0.01048177 0.01048177 0.01152344 0.01061198],"[1.54609340e-12 6.67028102e-12 1.22956827e-11 2.70470099e-11
 4.66683382e-11]",[0.65383305 0.65616017 0.65615466 0.66212523 0.65653776],"[9.73114654e-13 4.13794884e-12 7.62803204e-12 1.60748797e-11
 2.88800191e-11]",[0.41152399 0.4070529  0.40706717 0.39352163 0.4062888 ],"[2.68483017e-13 1.14178596e-12 2.10481229e-12 4.46788393e-12
 7.97009835e-12]",[0.11353976 0.11231828 0.11232255 0.10937618 0.11212464],"[7.54537397e-14 3.33105621e-13 6.13938103e-13 1.49554641e-12
 2.34129745e-12]",[0.03190891 0.03276783 0.03276258 0.03661177 0.03293775],"[7.96980141e-16 3.48360108e-15 6.41791676e-15 1.96469735e-14
 2.45844290e-14]",[0.00033704 0.00034268 0.00034249 0.00048097 0.00034586],313
"[4.99228516e-08 1.12011526e-07 1.52051420e-07 2.63404313e-07
 2.99680948e-07]","[3.75899197e-06 7.65524709e-06 1.03941686e-05 1.45254130e-05
 2.01810056e-05]","[1.41300207e-11 5.86028080e-11 1.08038741e-10 2.10987623e-10
 4.07272987e-10]",[0.285934   0.26500396 0.26507426 0.21013592 0.26162147],[0.78448135 0.69544592 0.69567156 0.65773724 0.68464221],"[3.75932347e-06 7.65606652e-06 1.03952807e-05 1.45278011e-05
 2.01832306e-05]",[0.01321615 0.01308594 0.01308594 0.01321615 0.01282552],"[1.41774173e-12 5.93863054e-12 1.09479891e-11 2.20861261e-11
 4.13429555e-11]",[0.63734588 0.63863838 0.63863221 0.64299463 0.63886059],"[9.83530611e-13 4.08058627e-12 7.52295540e-12 1.45870670e-11
 2.83571279e-11]",[0.44214624 0.43882491 0.43883873 0.4246741  0.4381944 ],"[2.62916224e-13 1.09974446e-12 2.02743225e-12 4.05214161e-12
 7.65369937e-12]",[0.118194   0.11826616 0.11826679 0.11797023 0.11827038],"[6.99861429e-14 3.05300496e-13 5.62773720e-13 1.31917956e-12
 2.14134492e-12]",[0.03146227 0.03283192 0.03282844 0.03840535 0.03308958],"[6.74434612e-16 3.05683038e-15 5.63066246e-15 1.87157465e-14
 2.17103344e-14]",[0.00030319 0.00032873 0.00032846 0.00054487 0.00033548],314
"[-9.99781600e-09 -1.87566909e-08 -2.54750178e-08 -2.57931998e-08
 -4.87259532e-08]","[3.03985507e-06 6.22769303e-06 8.45572663e-06 1.20633380e-05
 1.64350813e-05]","[9.24071885e-12 3.87841605e-11 7.14993129e-11 1.45524124e-10
 2.70111898e-10]",[-0.02141157  0.0018039   0.00174768  0.04141122  0.00521423],[0.35408739 0.24977656 0.25000889 0.32992697 0.23957574],"[3.03987151e-06 6.22772128e-06 8.45576501e-06 1.20633656e-05
 1.64351535e-05]",[0.01523437 0.01510417 0.01510417 0.01367188 0.01510417],"[1.43993143e-12 6.06378524e-12 1.11787524e-11 2.27399900e-11
 4.22473860e-11]",[0.61716189 0.61813251 0.61813391 0.61980379 0.61827639],"[1.01323246e-12 4.23177863e-12 7.80163802e-12 1.53795943e-11
 2.94390616e-11]",[0.43427655 0.43138071 0.43139492 0.41918799 0.43083084],"[2.73771866e-13 1.15892545e-12 2.13647398e-12 4.45788207e-12
 8.08318707e-12]",[0.11734001 0.118139   0.11813724 0.12150455 0.11829474],"[1.33251190e-13 5.84143846e-13 1.07662293e-12 2.48855475e-12
 4.09778233e-12]",[0.05711213 0.05954668 0.05953233 0.06782834 0.05996968],"[8.25837607e-16 3.70258693e-15 6.81920736e-15 2.01217110e-14
 2.61798206e-14]",[0.00035396 0.00037744 0.00037707 0.00054844 0.00038313],315
"[-3.85400368e-08 -8.58593479e-08 -1.16549901e-07 -1.98853743e-07
 -2.29465373e-07]","[3.80512674e-06 7.97148009e-06 1.08227226e-05 1.62932851e-05
 2.11115040e-05]","[1.44789895e-11 6.35444947e-11 1.17131324e-10 2.65471140e-10
 4.45695600e-10]",[0.00756189 0.06627141 0.06609378 0.24157333 0.0762049 ],[-0.12663955 -0.01479516 -0.01518287  0.50393546  0.0071883 ],"[3.80532191e-06 7.97194246e-06 1.08233501e-05 1.62944985e-05
 2.11127510e-05]",[0.01223958 0.01184896 0.01184896 0.01236979 0.01171875],"[1.95526169e-12 8.38677187e-12 1.54601953e-11 3.33408998e-11
 5.86173653e-11]",[0.679377   0.67866318 0.67866377 0.67614464 0.67853306],"[1.03544541e-12 4.36423249e-12 8.04555956e-12 1.65433929e-11
 3.04155890e-11]",[0.3597768  0.35315661 0.35317987 0.33549564 0.35207967],"[2.65441241e-13 1.13396499e-12 2.09046108e-12 4.50820993e-12
 7.92224127e-12]",[0.09223045 0.0917612  0.09176599 0.09142531 0.09170495],"[1.15721526e-13 5.03795170e-13 9.28604519e-13 2.12473181e-12
 3.53090445e-12]",[0.04020871 0.04076744 0.04076341 0.043089   0.04087245],"[6.07584057e-16 2.87477365e-15 5.29788377e-15 1.79257196e-14
 2.05090513e-14]",[0.00021111 0.00023263 0.00023256 0.00036353 0.00023741],316
"[3.42501137e-08 8.05705591e-08 1.09355884e-07 2.08040392e-07
 2.17042631e-07]","[4.35382527e-06 9.13936799e-06 1.24081774e-05 1.89480393e-05
 2.42167513e-05]","[1.89557945e-11 8.35280473e-11 1.53962867e-10 3.59028194e-10
 5.86451045e-10]",[0.26510916 0.19836096 0.19857102 0.01243792 0.18705897],[0.24368689 0.21157611 0.2115575  0.51894259 0.21246051],"[4.35395999e-06 9.13972313e-06 1.24086593e-05 1.89491814e-05
 2.42177239e-05]",[0.00950521 0.00911458 0.00911458 0.01015625 0.00911458],"[2.29205219e-12 9.97012398e-12 1.83779622e-11 4.24425702e-11
 6.98869200e-11]",[0.74626915 0.7452132  0.74521637 0.7397262  0.74498105],"[1.17214144e-12 5.04577796e-12 9.30125590e-12 2.08723251e-11
 3.53081454e-11]",[0.38163747 0.37714479 0.37716087 0.36378112 0.376378  ],"[2.15452048e-13 9.40972424e-13 1.73448962e-12 4.13168911e-12
 6.60315343e-12]",[0.07014902 0.07033263 0.07033261 0.07201069 0.07038834],"[5.13999764e-14 2.29661281e-13 4.23271339e-13 1.13392802e-12
 1.61982753e-12]",[0.01673532 0.01716595 0.01716342 0.01976309 0.01726705],"[8.11884119e-16 3.67344562e-15 6.76695477e-15 2.07346556e-14
 2.60229914e-14]",[0.00026434 0.00027457 0.0002744  0.00036138 0.0002774 ],317
"[-2.34629476e-08 -5.29708196e-08 -7.19015637e-08 -1.26214070e-07
 -1.41845417e-07]","[3.41815414e-06 7.00294168e-06 9.50834804e-06 1.33995945e-05
 1.84769616e-05]","[1.16837778e-11 4.90411922e-11 9.04086824e-11 1.79549132e-10
 3.41398111e-10]",[-0.07269011 -0.06121005 -0.06124334 -0.02976532 -0.05932378],[0.58389042 0.53406122 0.53417375 0.38329606 0.52542366],"[3.41823467e-06 7.00314202e-06 9.50861989e-06 1.34001889e-05
 1.84775061e-05]",[0.01289062 0.01276042 0.01276042 0.01393229 0.01276042],"[1.44986586e-12 6.06434967e-12 1.11799875e-11 2.23440319e-11
 4.22040284e-11]",[0.6383756  0.63991185 0.6399097  0.64481362 0.64017543],"[1.01175412e-12 4.13193013e-12 7.61788906e-12 1.41253816e-11
 2.86379444e-11]",[0.4454751  0.43600241 0.43602563 0.4076363  0.43439712],"[2.40169492e-13 9.98001971e-13 1.83987205e-12 3.60824717e-12
 6.93774844e-12]",[0.10574657 0.10530944 0.10530888 0.10412834 0.10523583],"[7.90898894e-14 3.41409472e-13 6.29353749e-13 1.39480189e-12
 2.38931708e-12]",[0.03482326 0.03602562 0.03602236 0.04025179 0.03624256],"[6.78400017e-16 2.87072385e-15 5.29251459e-15 1.36302050e-14
 2.01071555e-14]",[0.0002987  0.00030292 0.00030293 0.00039335 0.000305  ],318
"[-5.84971496e-09 -1.57450553e-08 -2.13675559e-08 -5.00831197e-08
 -4.31761174e-08]","[3.54897636e-06 7.33808150e-06 9.96305202e-06 1.45903535e-05
 1.93951646e-05]","[1.25952332e-11 5.38474401e-11 9.92624056e-11 2.12878416e-10
 3.76172411e-10]",[0.27878311 0.319865   0.31973002 0.42343044 0.32640702],[0.78676443 0.90379075 0.90336874 1.46630308 0.92699611],"[3.54898118e-06 7.33809839e-06 9.96307494e-06 1.45904395e-05
 1.93952127e-05]",[0.01315104 0.01341146 0.01341146 0.0140625  0.01341146],"[1.79361059e-12 7.48151534e-12 1.37924944e-11 2.78994884e-11
 5.20619352e-11]",[0.6727556  0.66854325 0.66855555 0.65495375 0.66781019],"[1.02464806e-12 4.25485017e-12 7.84417814e-12 1.56779801e-11
 2.95864704e-11]",[0.38432965 0.38021059 0.38022628 0.36804803 0.37951233],"[2.65296183e-13 1.14905150e-12 2.11807107e-12 4.81263261e-12
 8.04776927e-12]",[0.0995085  0.10267848 0.10266803 0.11297884 0.10323055],"[7.94119362e-14 3.48739097e-13 6.42828151e-13 1.57193999e-12
 2.45001179e-12]",[0.02978619 0.03116309 0.03115943 0.03690204 0.03142685],"[1.60850007e-15 7.01429302e-15 1.29242105e-14 3.28501912e-14
 4.92571899e-14]",[0.00060332 0.00062679 0.00062647 0.00077117 0.00063183],319
"[-5.07998205e-08 -9.58058258e-08 -1.30113264e-07 -1.34725600e-07
 -2.49092956e-07]","[3.33836595e-06 6.84727253e-06 9.29697524e-06 1.31161894e-05
 1.80690145e-05]","[1.11446872e-11 4.68851412e-11 8.64337486e-11 1.72034424e-10
 3.26489284e-10]",[-0.2411077  -0.23180441 -0.23182949 -0.19836545 -0.23013299],[0.19983718 0.15405925 0.15419766 0.10224739 0.14777696],"[3.33875244e-06 6.84794275e-06 9.29788568e-06 1.31168813e-05
 1.80707313e-05]",[0.0141276  0.0141276  0.0141276  0.01438802 0.0141276 ],"[1.42618397e-12 5.99723531e-12 1.10558444e-11 2.21715366e-11
 4.17655139e-11]",[0.58329834 0.58532397 0.58531912 0.5902365  0.5856489 ],"[1.21789244e-12 5.02564638e-12 9.26521432e-12 1.75068444e-11
 3.48863207e-11]",[0.49810869 0.49049789 0.49051948 0.46605604 0.48918673],"[3.30530396e-13 1.40143802e-12 2.58347051e-12 5.33686722e-12
 9.77398057e-12]",[0.1351844  0.1367789  0.13677424 0.14207467 0.13705377],"[7.69035084e-14 3.27020016e-13 6.02821079e-13 1.31962979e-12
 2.28389880e-12]",[0.03145295 0.03191682 0.03191459 0.03513034 0.03202553],"[7.73099318e-16 3.43973804e-15 6.33726038e-15 1.82709971e-14
 2.42819049e-14]",[0.00031619 0.00033571 0.00033551 0.0004864  0.00034049],320
"[4.46518959e-08 8.98240255e-08 1.21964359e-07 1.59592969e-07
 2.36197328e-07]","[3.72163725e-06 7.76243922e-06 1.05389985e-05 1.57050517e-05
 2.05437469e-05]","[1.38505838e-11 6.02554626e-11 1.11070489e-10 2.46648648e-10
 4.22045538e-10]",[ 0.00572056 -0.02034731 -0.02026639 -0.11848808 -0.02522262],[0.47073296 0.56341472 0.56312873 0.85462698 0.57942511],"[3.72190510e-06 7.76295890e-06 1.05397042e-05 1.57058625e-05
 2.05451047e-05]",[0.01334635 0.01334635 0.01334635 0.01269531 0.01334635],"[1.77606222e-12 7.63186949e-12 1.40685268e-11 3.04013492e-11
 5.33539310e-11]",[0.64412119 0.64807889 0.64806972 0.65942254 0.64874504],"[1.19323809e-12 5.04800075e-12 9.30581825e-12 1.89961666e-11
 3.51900674e-11]",[0.43274944 0.42866335 0.42867452 0.41203765 0.42788566],"[3.17058491e-13 1.33783605e-12 2.46626211e-12 5.08084817e-12
 9.32485663e-12]",[0.11498701 0.11360562 0.1136089  0.11020648 0.11338348],"[1.02930012e-13 4.44225930e-13 8.18846733e-13 1.86398084e-12
 3.11013256e-12]",[0.03732944 0.03772253 0.03772035 0.0404308  0.03781695],"[7.09986297e-16 3.45292430e-15 6.36058488e-15 2.42562182e-14
 2.47970941e-14]",[0.00025749 0.00029321 0.000293   0.00052613 0.00030151],321
"[4.66196790e-08 8.84148140e-08 1.20079568e-07 1.27278102e-07
 2.30120061e-07]","[3.39970077e-06 7.02535678e-06 9.53853619e-06 1.37800172e-05
 1.85627284e-05]","[1.15579653e-11 4.93556379e-11 9.09836727e-11 1.89888874e-10
 3.44574886e-10]",[-0.03496456 -0.03209968 -0.0321108  -0.03100932 -0.03177997],[-0.06726504 -0.0051092  -0.00535466  0.19536882  0.00560123],"[3.40002040e-06 7.02591311e-06 9.53929200e-06 1.37806050e-05
 1.85641547e-05]",[0.0124349  0.01178385 0.01178385 0.0125651  0.01178385],"[1.50186595e-12 6.30850853e-12 1.16299046e-11 2.33649836e-11
 4.39296942e-11]",[0.62426299 0.62555383 0.6255552  0.63033689 0.62579579],"[9.76765588e-13 4.05050685e-12 7.46743012e-12 1.43570035e-11
 2.81418153e-11]",[0.40600069 0.40164962 0.40166191 0.38732101 0.40089124],"[2.63222428e-13 1.09741204e-12 2.02311528e-12 3.96726898e-12
 7.63175784e-12]",[0.10941058 0.10881975 0.10882035 0.10702837 0.1087174 ],"[9.01638519e-14 3.91468533e-13 7.21543552e-13 1.61575908e-12
 2.74135465e-12]",[0.03747735 0.03881815 0.03881075 0.0435897  0.03905168],"[6.82612542e-16 2.92123634e-15 5.37944342e-15 1.41788623e-14
 2.04865735e-14]",[0.00028373 0.00028967 0.00028935 0.00038252 0.00029184],322
"[1.45637124e-08 3.37210700e-08 4.57669391e-08 8.44626212e-08
 9.06225422e-08]","[3.57560754e-06 7.42844928e-06 1.00856043e-05 1.49365675e-05
 1.96486945e-05]","[1.27849693e-11 5.51818587e-11 1.01719414e-10 2.23101049e-10
 3.86071194e-10]",[0.03010343 0.02950989 0.02952269 0.00616043 0.02899915],[0.66633853 0.70022327 0.70015232 0.83536088 0.70690209],"[3.57563720e-06 7.42852582e-06 1.00857081e-05 1.49368063e-05
 1.96489034e-05]",[0.01347656 0.01438802 0.01438802 0.0141276  0.01451823],"[1.67080035e-12 7.17242735e-12 1.32212407e-11 2.88614621e-11
 5.01449971e-11]",[0.65064561 0.65164473 0.65163886 0.65373062 0.65179681],"[1.12566180e-12 4.72570441e-12 8.71169579e-12 1.77565187e-11
 3.29133170e-11]",[0.43835693 0.42934982 0.4293757  0.40219653 0.42781526],"[2.72342012e-13 1.14463899e-12 2.11019231e-12 4.35998858e-12
 7.97523752e-12]",[0.10605584 0.10399519 0.10400562 0.09875654 0.10366407],"[9.58885778e-14 4.36874127e-13 8.05171490e-13 2.11140003e-12
 3.08599108e-12]",[0.03734108 0.03969182 0.0396847  0.04782456 0.04011246],"[9.38041585e-16 4.54149305e-15 8.36606423e-15 2.92970335e-14
 3.25046259e-14]",[0.00036529 0.00041261 0.00041234 0.0006636  0.0004225 ],323
"[-4.48132756e-08 -9.37089153e-08 -1.27227049e-07 -1.86263897e-07
 -2.47991711e-07]","[3.74763989e-06 7.75276631e-06 1.05261525e-05 1.53172158e-05
 2.04900103e-05]","[1.40448047e-11 6.01053854e-11 1.10799886e-10 2.34617100e-10
 4.19840524e-10]",[-0.18057831 -0.17818885 -0.17820026 -0.14997596 -0.17743498],[0.24938132 0.23152632 0.23156562 0.13565762 0.22729009],"[3.74790781e-06 7.75333262e-06 1.05269213e-05 1.53183483e-05
 2.04915110e-05]",[0.01184896 0.01132812 0.01132812 0.01106771 0.01132812],"[1.96379276e-12 8.39917100e-12 1.54832934e-11 3.29601524e-11
 5.86708354e-11]",[0.7016503  0.70515727 0.70514755 0.71347593 0.7057099 ],"[1.11428783e-12 4.63483141e-12 8.54470797e-12 1.67768558e-11
 3.22248659e-11]",[0.39812775 0.38911996 0.38914717 0.36316224 0.38761007],"[2.56749153e-13 1.06071558e-12 1.95555920e-12 3.79810670e-12
 7.36776492e-12]",[0.09173479 0.08905299 0.08906101 0.08221618 0.08862162],"[8.64674205e-14 3.80037698e-13 7.00527925e-13 1.63967287e-12
 2.66786527e-12]",[0.03089424 0.03190629 0.03190378 0.03549338 0.03208986],"[7.00151254e-16 3.23951353e-15 5.97371513e-15 1.94136220e-14
 2.30620661e-14]",[0.00025016 0.00027198 0.00027206 0.00042024 0.0002774 ],324
"[2.56404323e-08 5.26205213e-08 7.14493980e-08 9.92748730e-08
 1.38840111e-07]","[4.30212628e-06 8.94791916e-06 1.21486200e-05 1.79926033e-05
 2.36709079e-05]","[1.85082905e-11 8.00652573e-11 1.47588967e-10 3.23733774e-10
 5.60311882e-10]",[-0.0344676  -0.04818926 -0.04813969 -0.10704177 -0.05091026],[0.43413575 0.38535795 0.38551835 0.34745356 0.37853662],"[4.30220269e-06 8.94807389e-06 1.21488301e-05 1.79928772e-05
 2.36713151e-05]",[0.01145833 0.01145833 0.01145833 0.01106771 0.01145833],"[2.45468160e-12 1.05796115e-11 1.95022815e-11 4.29607143e-11
 7.40135914e-11]",[0.71636624 0.71872682 0.71871832 0.72269279 0.71906667],"[1.26510147e-12 5.35059902e-12 9.86375224e-12 2.07610209e-11
 3.73197844e-11]",[0.36920307 0.36349341 0.36350923 0.34924559 0.36257412],"[2.61802965e-13 1.12303899e-12 2.07022912e-12 4.55946667e-12
 7.85265759e-12]",[0.07640372 0.07629375 0.07629423 0.07670016 0.07629118],"[7.86157821e-14 3.55148013e-13 6.54614991e-13 1.71509793e-12
 2.50656963e-12]",[0.02294297 0.02412701 0.02412455 0.02885168 0.02435216],"[8.18428757e-16 3.79232190e-15 6.98596141e-15 2.38888676e-14
 2.70099756e-14]",[0.00023885 0.00025763 0.00025745 0.00040186 0.00026241],325
"[-4.44232208e-08 -8.28494732e-08 -1.12526507e-07 -1.10998463e-07
 -2.14977102e-07]","[3.46396540e-06 7.15632377e-06 9.71636959e-06 1.40341871e-05
 1.89081390e-05]","[1.19990563e-11 5.12129698e-11 9.44078381e-11 1.96958409e-10
 3.57517722e-10]",[-0.07199043 -0.04442662 -0.04449492  0.02052401 -0.04002773],[0.1824242  0.18135753 0.18135903 0.21232572 0.18157603],"[3.46425024e-06 7.15680333e-06 9.71702116e-06 1.40346261e-05
 1.89093611e-05]",[0.01484375 0.01458333 0.01458333 0.01445313 0.01445313],"[1.65799565e-12 6.96117557e-12 1.28329669e-11 2.57537344e-11
 4.84703538e-11]",[0.62743151 0.63098632 0.6309704  0.63959626 0.63154386],"[1.25817182e-12 5.19069500e-12 9.56967446e-12 1.80673360e-11
 3.60315711e-11]",[0.47612709 0.47050351 0.47052107 0.44870388 0.4694729 ],"[3.58684094e-13 1.49107243e-12 2.74900247e-12 5.34631677e-12
 1.03649408e-11]",[0.135736   0.13515624 0.13516276 0.13277625 0.13504986],"[6.81985216e-14 2.98250546e-13 5.49750401e-13 1.35256373e-12
 2.09461349e-12]",[0.02580821 0.02703452 0.02703009 0.03359104 0.02729174],"[7.45058829e-16 3.30809122e-15 6.09718315e-15 1.76713841e-14
 2.33651334e-14]",[0.00028195 0.00029986 0.00029979 0.00043887 0.00030444],326
"[8.23346375e-08 1.68402396e-07 2.28652215e-07 3.14645504e-07
 4.44057460e-07]","[3.21778162e-06 6.66167028e-06 9.04466287e-06 1.33849616e-05
 1.76134160e-05]","[1.03541185e-11 4.43778509e-11 8.18059264e-11 1.79157198e-10
 3.10232424e-10]",[0.16793604 0.20198255 0.20188077 0.26493929 0.2071706 ],[0.29316242 0.31753842 0.31740813 0.5374321  0.32423461],"[3.21883481e-06 6.66379848e-06 9.04755261e-06 1.33886594e-05
 1.76190128e-05]",[0.01393229 0.01380208 0.01380208 0.01640625 0.01393229],"[1.41204162e-12 5.95599950e-12 1.09797245e-11 2.29082115e-11
 4.15230268e-11]",[0.63933764 0.63375386 0.63377014 0.6089691  0.6326427 ],"[9.65760387e-13 4.07799901e-12 7.51756045e-12 1.57784479e-11
 2.84367791e-11]",[0.4372725  0.43392341 0.43392759 0.41943856 0.4332613 ],"[2.74634426e-13 1.20840123e-12 2.22736180e-12 5.52015032e-12
 8.49376429e-12]",[0.1243477  0.1285811  0.12856747 0.14674218 0.12941056],"[7.16442531e-14 3.41150328e-13 6.28731288e-13 2.00355643e-12
 2.43284699e-12]",[0.03243875 0.03630043 0.03629154 0.05326055 0.03706673],"[8.26236293e-16 3.78494966e-15 6.97912400e-15 2.23423898e-14
 2.68964906e-14]",[0.0003741  0.00040274 0.00040285 0.00059393 0.00040979],327
"[-3.93008223e-08 -8.76442224e-08 -1.18973413e-07 -2.03442198e-07
 -2.34274054e-07]","[3.96697600e-06 8.23652153e-06 1.11828297e-05 1.63348675e-05
 2.17789986e-05]","[1.57368986e-11 6.78402869e-11 1.25055679e-10 2.66827895e-10
 4.74324780e-10]",[0.13563021 0.15452532 0.15446263 0.22020506 0.15790153],[1.54486193 1.67649162 1.67612514 2.06906015 1.69851736],"[3.96717067e-06 8.23698782e-06 1.11834625e-05 1.63361343e-05
 2.17802586e-05]",[0.01458333 0.01588542 0.01588542 0.01653646 0.01601562],"[1.80779150e-12 7.71549735e-12 1.42232671e-11 2.97810892e-11
 5.38657263e-11]",[0.63647305 0.63310703 0.63312202 0.61803465 0.63244521],"[1.18423305e-12 5.04620373e-12 9.30241199e-12 1.94284137e-11
 3.52215182e-11]",[0.41693548 0.41407402 0.41407939 0.40318985 0.41354089],"[3.06130853e-13 1.34346930e-12 2.47638569e-12 5.80734276e-12
 9.42942531e-12]",[0.10778015 0.11024044 0.11023166 0.12051739 0.11071223],"[7.62742053e-14 3.49443642e-13 6.44037462e-13 1.87974667e-12
 2.47644595e-12]",[0.02685402 0.02867414 0.02866812 0.03900961 0.02907631],"[1.60217945e-15 6.86011356e-15 1.26441517e-14 3.20258988e-14
 4.80984306e-14]",[0.00056408 0.00056292 0.00056283 0.00066462 0.00056473],328
"[9.23118153e-09 2.05357156e-08 2.78786506e-08 4.74139024e-08
 5.48744584e-08]","[2.64597453e-06 5.42933273e-06 7.37169482e-06 1.04761724e-05
 1.43297956e-05]","[7.00118124e-12 2.94776539e-11 5.43418845e-11 1.09750189e-10
 2.05343041e-10]",[0.10316339 0.10309338 0.10310253 0.10540367 0.10314919],[0.36778699 0.31339748 0.31360912 0.26019363 0.30628746],"[2.64599064e-06 5.42937156e-06 7.37174753e-06 1.04762797e-05
 1.43299006e-05]",[0.01549479 0.01588542 0.01588542 0.01673177 0.01627604],"[1.13084068e-12 4.79629871e-12 8.84172079e-12 1.81167463e-11
 3.34478725e-11]",[0.59433235 0.59425857 0.59425077 0.58900166 0.59414487],"[8.69733919e-13 3.65054944e-12 6.72996596e-12 1.33965380e-11
 2.54148644e-11]",[0.45710329 0.45230091 0.45232004 0.43554085 0.45145207],"[2.51805744e-13 1.07960099e-12 1.99019968e-12 4.31210677e-12
 7.54617018e-12]",[0.13234075 0.13376192 0.13376103 0.14019284 0.13404495],"[9.33830846e-14 4.10780090e-13 7.57207269e-13 1.85177060e-12
 2.88655488e-12]",[0.04907905 0.05089541 0.05089179 0.06020374 0.05127476],"[1.23459047e-15 5.44484098e-15 1.00346854e-14 2.61314844e-14
 3.83289832e-14]",[0.00064886 0.00067461 0.00067443 0.00084957 0.00068085],329
"[-8.23545201e-09 -1.92224943e-08 -2.60888653e-08 -4.89093593e-08
 -5.17231926e-08]","[2.46570864e-06 5.03475593e-06 6.83604726e-06 9.59676817e-06
 1.32780188e-05]","[6.07971908e-12 2.53487673e-11 4.67315422e-11 9.20979593e-11
 1.76305782e-10]",[0.11741363 0.09614461 0.09618264 0.02278052 0.09237108],[1.01767366 1.01227491 1.01225371 0.94435505 1.01023284],"[2.46572239e-06 5.03479262e-06 6.83609705e-06 9.59689280e-06
 1.32781195e-05]",[0.0186849  0.01894531 0.01894531 0.01959635 0.01894531],"[8.86087215e-13 3.72212958e-12 6.86186114e-12 1.39271519e-11
 2.59246141e-11]",[0.5454076  0.54312128 0.54312646 0.5369387  0.54274841],"[8.17516913e-13 3.43091817e-12 6.32501272e-12 1.26596183e-11
 2.38875894e-11]",[0.50320096 0.50062864 0.50063412 0.488071   0.50010199],"[2.28664966e-13 9.63957041e-13 1.77711213e-12 3.65748743e-12
 6.71843581e-12]",[0.14074868 0.14065754 0.14066105 0.14100848 0.14065476],"[1.04310174e-13 4.58115835e-13 8.44449869e-13 1.98246416e-12
 3.21572879e-12]",[0.06420537 0.0668468  0.06683946 0.07643068 0.06732334],"[1.18472044e-15 5.02851772e-15 9.27049032e-15 2.19115386e-14
 3.51706338e-14]",[0.00072922 0.00073375 0.00073377 0.00084476 0.00073632],330
