epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
37,"[0.9640450756530226, 0.9629567098335731, 0.962959070268492, 0.9589879134504249, 0.9627450758616988]","[-24.478371715072317, -23.060468712847804, -22.448743850509036, -21.791262201879885, -21.122500541456287]","[0.3109114404273436, 0.3375942964401644, 0.3374848369430834, 0.42250236138919206, 0.34357269443438393]"
38,"[0.960471872238033, 0.960003041389993, 0.960000402351112, 0.9565555140196345, 0.9598517636862393]","[-24.369499188553085, -22.921155559078535, -22.309523874141977, -21.56612143699281, -20.978136467640628]","[0.31811169050693516, 0.3220104378399696, 0.3219789734688434, 0.34839939199022524, 0.3226221451109332]"
39,"[0.9649555785848755, 0.9641561194841629, 0.9641552751990337, 0.9603067608356949, 0.9639621779111198]","[-24.409598906912407, -22.970996171630933, -22.359333107048354, -21.649936614279397, -21.029705934902328]","[0.40789500419152896, 0.4066830564792149, 0.40669025376135204, 0.39164775666207263, 0.40593307757794067]"
40,"[0.954199288262606, 0.9529338730025128, 0.9529384885304553, 0.9484048911019822, 0.9527175963648092]","[-24.04843964642563, -22.58704310619593, -21.97544503347514, -21.21047644135292, -20.642134794835336]","[0.5256503830107173, 0.5305474516753467, 0.5305363617004426, 0.540037904978121, 0.5312728011081618]"
41,"[0.9520784910624988, 0.9507846661849916, 0.9507893125673359, 0.9443536270135071, 0.9505054239105508]","[-25.04261362251242, -23.61930094331273, -23.007590862620173, -22.342933063254964, -21.680569251981986]","[0.28418281222655795, 0.27861707247003026, 0.27861334597958326, 0.29573671206375673, 0.2785000956093274]"
42,"[0.9568992958216491, 0.9557468950312826, 0.9557557779743586, 0.9505649795946138, 0.9555213597741905]","[-24.89010323135691, -23.454672694618615, -22.843024502819453, -22.126359387195585, -21.513627514344613]","[0.48322257200605023, 0.4778933900722826, 0.47791411771849507, 0.44996379063545267, 0.4769400299223747]"
43,"[0.9627418152609991, 0.9620920619768436, 0.9620908488053648, 0.9588847691132923, 0.9619543975448268]","[-24.436047388535403, -22.982820439298933, -22.371213596661555, -21.59146785003896, -21.03856092481445]","[0.41503394845753316, 0.42474809165523364, 0.42474897120274496, 0.47083760433095406, 0.42642940211053065]"
44,"[0.9620381914056177, 0.9611659424387353, 0.9611657108852659, 0.9570261142986536, 0.9610000446408647]","[-24.62024919619413, -23.168371240067707, -22.55675062113362, -21.800250511587155, -21.224708987113278]","[0.442981363283831, 0.4081518695500436, 0.4082625564453277, 0.32587515743566636, 0.40258872985406957]"
45,"[0.9614996144187651, 0.9610248093011126, 0.9610277398220497, 0.9580239303425494, 0.9608958059078858]","[-24.614195888949094, -23.177965879817208, -22.566304046315754, -21.849796093915362, -21.236838946264033]","[0.3365166522695544, 0.34882428982672914, 0.3487943724011702, 0.3680998232260568, 0.35077713047927955]"
46,"[0.9645983067332539, 0.9633156345136493, 0.9633224190594987, 0.9591355925720162, 0.963104539642107]","[-24.61535706822898, -23.17831218641938, -22.56664080669501, -21.853302336611872, -21.237125093858978]","[0.13542382810990036, 0.13803252686455278, 0.13803057936539587, 0.15532486728525033, 0.1388208709028867]"
47,"[0.9634202753082298, 0.9628067276222372, 0.9628097952900678, 0.9596624959023937, 0.962630386880725]","[-23.86554835697516, -22.42552574771071, -21.813858651166832, -21.096208746887104, -20.483910010183486]","[0.5616685111652288, 0.5626650156730479, 0.5626633678664549, 0.5389912031135129, 0.5628434723630322]"
48,"[0.9667035028746468, 0.9660662475243599, 0.966070560484953, 0.9627473918997879, 0.9659159406020712]","[-24.114550363658978, -22.677639062174105, -22.065971003006133, -21.36307310307555, -20.736657144325815]","[0.19781037497946236, 0.19979531149043495, 0.19978013789322457, 0.20943327119868196, 0.20031882864241385]"
49,"[0.9693688239016183, 0.9682744347040588, 0.9682765534389765, 0.9639013268203623, 0.9680546537512785]","[-23.79757752602965, -22.33007431413204, -21.718485706073086, -20.936261232068865, -20.384154879321915]","[0.5955366897070958, 0.6026090169216943, 0.602618303349528, 0.6271131885474919, 0.603877253401589]"
50,"[0.9633937389345535, 0.9625791277640846, 0.9625749509559366, 0.959469802869569, 0.9624130705109037]","[-23.82233766731551, -22.362268906167728, -21.750667713647548, -20.980771507061036, -20.4174248992726]","[0.21277829271304255, 0.2040770147712932, 0.20409689180410653, 0.18550389867681946, 0.20272111787550928]"
51,"[0.9634011955624828, 0.9629549018658542, 0.9629620895501466, 0.9596526703736628, 0.9628399258621005]","[-23.87955355191221, -22.417919146769943, -21.80632522479864, -21.02217029239283, -20.472625616995824]","[0.39407063617180527, 0.37884076411352985, 0.37888252218639173, 0.34778899690982734, 0.37649963821316185]"
52,"[0.9648012621212783, 0.964132051462098, 0.9641333778671362, 0.9606944398043785, 0.9640061333718478]","[-24.04879073043281, -22.61341213625689, -22.001740231542673, -21.281155822350424, -20.67229959861997]","[0.3980359738364384, 0.43106480911951356, 0.43097619739844584, 0.5173076668373815, 0.43646578644535317]"
53,"[0.9656928123787276, 0.9654309279029799, 0.9654337141510007, 0.9629040430007831, 0.9653414250474783]","[-23.814429435281802, -22.367380276848383, -21.755743193654492, -21.034016762370708, -20.424904651411865]","[0.27098422478012274, 0.2805120834943158, 0.2804875925518561, 0.29979623952215984, 0.2820198546900576]"
54,"[0.9660883619708793, 0.9649127977667391, 0.9649225925535152, 0.960238586544062, 0.9646657741143487]","[-23.78480273974864, -22.340610700089375, -21.7289612549804, -21.005606091528936, -20.39843019898479]","[0.2162507202309968, 0.22090937181198844, 0.22090245233378925, 0.23791785874546065, 0.22179757180679852]"
55,"[0.9702833462470953, 0.9693462525413234, 0.9693508292051192, 0.9654040447372845, 0.9691412881684274]","[-23.394258891208334, -21.924699381544915, -21.313124696347046, -20.53028134623767, -19.97854784158243]","[0.2165447987461934, 0.22202912270183728, 0.22201300677610294, 0.23454480787258425, 0.22276583668694544]"
56,"[0.9675859285492653, 0.9668520292609941, 0.9668537009733568, 0.9638625764531487, 0.9667224208347833]","[-23.706329036451525, -22.274551956059785, -21.662859410161275, -20.97526895598068, -20.334434196786866]","[0.383077764579767, 0.39690807041364695, 0.39687564206666015, 0.4379887635397037, 0.39920692581831496]"
57,"[0.9680284850935317, 0.9670102153956236, 0.9670102775660226, 0.9624373172817471, 0.9667970123878986]","[-24.046128145925888, -22.600432859807665, -21.988793051118456, -21.26112330014452, -20.658007025875772]","[0.262911608670943, 0.2647520721198024, 0.26474526330545134, 0.2905412281200734, 0.26507238934751765]"
58,"[0.9672242161555025, 0.9664193985977828, 0.9664230737124778, 0.9631425805334787, 0.9662662622074616]","[-23.89101452917542, -22.427800862733037, -21.816203708165226, -21.041719391443568, -20.482520479929253]","[0.5705601364655262, 0.5677334757110203, 0.567756511635412, 0.5624557093825585, 0.5676681240200344]"
59,"[0.9664124835592766, 0.9657067701071426, 0.9657068818061936, 0.9621438215343777, 0.9655385496963514]","[-23.710236416918445, -22.20829374481675, -21.59680951466567, -20.700614217321768, -20.256307464071448]","[0.3758077757652421, 0.40173082508982716, 0.4017594649709997, 0.33877412811774954, 0.39965540434807917]"
60,"[0.9687146896420081, 0.9680943540951586, 0.9680925849272422, 0.96493770982555, 0.9679696288527951]","[-23.676352779413726, -22.23110431864307, -21.61945466711301, -20.899652846268147, -20.288863606998948]","[0.6158670587366591, 0.6182360017269068, 0.6182329249773921, 0.6322665851931422, 0.6188114893908492]"
61,"[0.969365775068988, 0.9688240985442181, 0.9688247821104082, 0.9655792360064492, 0.9686989344234701]","[-23.92403615843843, -22.451429127048463, -21.839861853655812, -21.018888808497287, -20.504185245842397]","[0.2605212475013645, 0.2700239432266584, 0.26997583381832024, 0.306581011861782, 0.2722974287074249]"
62,"[0.9683441592167509, 0.9673501083927226, 0.9673543020974256, 0.9636877049318046, 0.9671573526854009]","[-23.596433490035658, -22.16974417038603, -21.558056382419277, -20.85844842231744, -20.23001425912988]","[0.3442482963971048, 0.3722114975572674, 0.3721445484729705, 0.40883069425532176, 0.3755993714570386]"
63,"[0.9674852806904325, 0.9659997801112603, 0.966006757419567, 0.9605825283871965, 0.9657116052194922]","[-23.75769136932898, -22.33953707766753, -21.72780920893622, -21.07754894703257, -20.401668681579096]","[0.48853517443548916, 0.5266220069469816, 0.5265308670160005, 0.45821154405020154, 0.528037315518593]"
64,"[0.9674281804226235, 0.9670807257071681, 0.9670844636609234, 0.9649027064453944, 0.967003027006226]","[-23.822693091188167, -22.34108239641875, -21.729546036244926, -20.901138413298163, -20.392711700523822]","[0.2804815138667243, 0.28710446083135405, 0.2870895452560166, 0.32198135501647845, 0.288149762114908]"
65,"[0.9690784512626717, 0.9685473973263012, 0.9685555523034858, 0.9663262837165048, 0.9684516925258736]","[-23.679671031862558, -22.221541412340976, -21.609922543849837, -20.86482402428134, -20.27737274068556]","[0.5391883015433488, 0.5557418538804902, 0.5556910256020315, 0.6092980662338332, 0.5588013497317459]"
66,"[0.9664513419680544, 0.9659611079076985, 0.9659701378200933, 0.9638158855006687, 0.9658683079704539]","[-23.712865255184532, -22.28243888642829, -21.670758194210237, -20.968167924387657, -20.342229689236593]","[0.3115749318809773, 0.31638002688618627, 0.3163552587261074, 0.35796096175323844, 0.3176233087188061]"
67,"[0.9692671182552158, 0.9687463408745691, 0.9687508862922016, 0.9659236539443073, 0.968638019480567]","[-23.584262319615473, -22.134680407062994, -21.523043566994474, -20.79074613350364, -20.191722841324914]","[0.4943911459521274, 0.48139216956715786, 0.48143507888267045, 0.4418852557083176, 0.47909999473321135]"
68,"[0.9661969090217282, 0.965827099357372, 0.9658255619930264, 0.9629014296380204, 0.9657136427268423]","[-23.50132798913369, -22.039588068139278, -21.42799007978488, -20.65444011184537, -20.09448367982028]","[0.5363287585543873, 0.5791674207925136, 0.579090610988057, 0.5804959606836206, 0.578275094274822]"
69,"[0.9690899144117829, 0.9682397586969207, 0.9682399159402407, 0.9646454358504153, 0.9680625312736126]","[-23.644774855681113, -22.187306855999665, -21.575700128006975, -20.80270524947853, -20.242699562634286]","[0.31726073888378553, 0.31174323848056845, 0.3117488958977536, 0.33524232706238094, 0.31129283908550076]"
70,"[0.9696662595745464, 0.9686879274497456, 0.9686887019050946, 0.9645952713608874, 0.9684997182635108]","[-23.672804172265003, -22.24900966579378, -21.637306830238693, -20.951061493341598, -20.309855696786673]","[0.4542747193417055, 0.43343580681436283, 0.43350008696194964, 0.3912972531288578, 0.42997194242778214]"
71,"[0.967822825258914, 0.9672523733899819, 0.967253257694742, 0.9638178379871629, 0.9671389501786346]","[-23.41482940323183, -21.944224193057455, -21.332646083649827, -20.53781428769285, -19.997724883235218]","[0.4862549114095598, 0.46695912290939157, 0.4670097204685157, 0.4331334023746638, 0.4639762777789176]"
72,"[0.9719433296451845, 0.9704549543630684, 0.9704556939947607, 0.9658142498572662, 0.9702054237897147]","[-23.527646357218142, -22.0696696799402, -21.4580630576604, -20.687610819068386, -20.125052300288633]","[0.271728343993511, 0.27730509790531055, 0.27728958321075775, 0.29562395437861305, 0.27832462311569234]"
73,"[0.9701084751695891, 0.9692631592748299, 0.9692694791165081, 0.9656342919442152, 0.9690861327505393]","[-23.48248746448414, -21.989244006044597, -21.37773586577381, -20.518296593517334, -20.038967356883976]","[0.4204404895298627, 0.41723547148282125, 0.41723134212400986, 0.4158818541254416, 0.41688004034784887]"
74,"[0.971574857195101, 0.9711177667048895, 0.9711176661539401, 0.9687420293873766, 0.9710340796120048]","[-23.42524603982543, -21.9667830187068, -21.355172066620117, -20.603779467365026, -20.022472441350054]","[0.6251858063509368, 0.6142530472579737, 0.6142823453461257, 0.5872275847774335, 0.6122416126197714]"
75,"[0.9708736769261465, 0.9697300820013056, 0.9697265783115799, 0.966202521465999, 0.9695419112176344]","[-23.390798856878156, -21.930116800812804, -21.31850910148986, -20.556659992920764, -19.985353376101486]","[0.45871967826809107, 0.45101937787110186, 0.4510325521403074, 0.43492677969905785, 0.44998272201272344]"
76,"[0.9713541394123416, 0.970854178000107, 0.9708568788146867, 0.9675857307144082, 0.9707211732990177]","[-23.460689440350237, -22.01455474831812, -21.402918827879436, -20.651654632198486, -20.071636403996575]","[0.4638713460055355, 0.43395836412267136, 0.4340562072313369, 0.3476057995674768, 0.4285934214788303]"
77,"[0.9703795404047615, 0.9696554147817599, 0.9696560329976248, 0.9660621744254116, 0.9694903201908706]","[-23.45818157328527, -21.991719107600257, -21.380139990553815, -20.59814287516817, -20.045928126493163]","[0.4293869872123866, 0.41230363791657315, 0.41235022018686035, 0.3684957509602043, 0.40940520986272155]"
78,"[0.9723062523489796, 0.9711803348919167, 0.9711857984436968, 0.9669028731541163, 0.9709809047160686]","[-23.466430627428462, -21.99996740253311, -21.388381465605473, -20.59703545324406, -20.053988596396543]","[0.33503610773035236, 0.3375953320436188, 0.33759266287836404, 0.3294830086315504, 0.33723404623573844]"
79,"[0.971695482578943, 0.9707616265422525, 0.9707632610102898, 0.967078246327237, 0.97058930458086]","[-23.40985270097521, -21.951603796978713, -21.339996105050677, -20.575415392023373, -20.00707003363394]","[0.4726361436868369, 0.4995851915784366, 0.49951188705885663, 0.6146866560127204, 0.5042520749098445]"
80,"[0.9687582436862291, 0.9676996177816028, 0.9677021423416021, 0.9637793563253589, 0.9675173936008131]","[-23.463795946508842, -22.00687271431936, -21.39525187093002, -20.633440581571264, -20.062528775030213]","[0.18556907440216594, 0.18531513905569663, 0.18531776763548669, 0.18497212778464103, 0.18524987934436388]"
81,"[0.971791203916599, 0.971070410989916, 0.9710782637282502, 0.9670292341384628, 0.9708766216982972]","[-23.156122601306237, -21.67973550446748, -21.068174579707964, -20.262301108695628, -19.732378551320732]","[0.26989105687860054, 0.2746882076163505, 0.2746786382274243, 0.29096970506992326, 0.27549414967770464]"
82,"[0.9699601613913826, 0.9691865094937734, 0.9691828659216779, 0.9659406180652524, 0.9690380971173711]","[-23.139077498681033, -21.68153258571229, -21.069918501744915, -20.32430303227669, -19.737427434859146]","[0.3553740307264544, 0.37421888942757797, 0.37416434766189727, 0.41948153611893446, 0.3772158264189504]"
83,"[0.9713592364390695, 0.9705790848067671, 0.9705844111251409, 0.9661734629306398, 0.9704034783865958]","[-23.41006509877254, -21.930996597586635, -21.3194489286753, -20.505929508984952, -19.98319620006246]","[0.44969254747842646, 0.4621868467835012, 0.46215472303445426, 0.4974624382563646, 0.4642241969233916]"
84,"[0.9721807262426313, 0.9715658207408846, 0.9715755663098417, 0.9682269910452725, 0.971430597623899]","[-23.256174325278263, -21.79579642383633, -21.184196609600995, -20.407585727956356, -19.850791488568703]","[0.4400351529160575, 0.455641198101137, 0.4556148642573555, 0.48484787660588985, 0.4576113722764517]"
85,"[0.9705482479460337, 0.9701119976441425, 0.970102860299248, 0.9672500544282455, 0.9700177071861542]","[-23.512968432995013, -22.064529120457117, -21.452892492959876, -20.72352849276372, -20.12176334623522]","[0.2353672362578922, 0.210214181736788, 0.21024174650901234, 0.19353883237258268, 0.2088075264748677]"
86,"[0.9694865607683392, 0.9687480024058341, 0.9687521743542712, 0.964925536906455, 0.9685611561906418]","[-23.405340595963406, -21.926786922337868, -21.315234241495038, -20.49426017169017, -19.978897048653362]","[0.386692263895626, 0.3882373575458911, 0.38823705620004856, 0.40730064687777595, 0.3890015203350676]"
87,"[0.9731758441050876, 0.9724974750255267, 0.9725036624357449, 0.9684850415778871, 0.9723841538412836]","[-23.361739217130783, -21.90063508605338, -21.28903474890643, -20.516692168020825, -19.95562295436412]","[0.2795476887550957, 0.28326797113803187, 0.2832543113886664, 0.2908990872396483, 0.28378297665471597]"
88,"[0.9699190487395573, 0.9690149700525067, 0.9690186596251427, 0.9656362529490247, 0.9688043916834005]","[-23.44858415650381, -22.00546557154673, -21.393822646748582, -20.66412543006935, -20.063294644309273]","[0.35750554502790527, 0.34989021541634574, 0.3499032449646361, 0.3398040486502739, 0.3492527361570182]"
89,"[0.9715781591844009, 0.9709611976420166, 0.9709699187595597, 0.967433354070692, 0.9707954765608465]","[-23.470094034879082, -21.980542184094432, -21.36903969212684, -20.50974661006663, -20.030678777441494]","[0.3500941070468922, 0.359423457809756, 0.35939869460031054, 0.38588307675964173, 0.3609530450283557]"
90,"[0.9702655308026774, 0.9695535075090288, 0.9695558171635362, 0.9660259038539204, 0.9694026588201764]","[-23.497667093851692, -22.037243120002262, -21.425646011649295, -20.64109204280238, -20.092076238635148]","[0.29023519354917554, 0.2870762365270079, 0.28708065185512543, 0.2726533491643107, 0.28649324954551675]"
